year,pgisced97,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,Pre-primary Level,,,,,,,,,,,,
1984,Primary Level,,,,,,,,,,,,
1984,Lower Secondary Level,,,,,,,,,,,,
1984,Upper Secondary Level,,,,,,,,,,,,
1984,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1984,First Stage of Tertiary Education,,,,,,,,,,,,
1984,Second Stage of Tertiary Education,,,,,,,,,,,,
1985,Pre-primary Level,,,,,,,,,,,,
1985,Primary Level,,,,,,,,,,,,
1985,Lower Secondary Level,,,,,,,,,,,,
1985,Upper Secondary Level,,,,,,,,,,,,
1985,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1985,First Stage of Tertiary Education,,,,,,,,,,,,
1985,Second Stage of Tertiary Education,,,,,,,,,,,,
1986,Pre-primary Level,,,,,,,,,,,,
1986,Primary Level,,,,,,,,,,,,
1986,Lower Secondary Level,,,,,,,,,,,,
1986,Upper Secondary Level,,,,,,,,,,,,
1986,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1986,First Stage of Tertiary Education,,,,,,,,,,,,
1986,Second Stage of Tertiary Education,,,,,,,,,,,,
1987,Pre-primary Level,,,,,,,,,,,,
1987,Primary Level,,,,,,,,,,,,
1987,Lower Secondary Level,,,,,,,,,,,,
1987,Upper Secondary Level,,,,,,,,,,,,
1987,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1987,First Stage of Tertiary Education,,,,,,,,,,,,
1987,Second Stage of Tertiary Education,,,,,,,,,,,,
1988,Pre-primary Level,,,,,,,,,,,,
1988,Primary Level,,,,,,,,,,,,
1988,Lower Secondary Level,,,,,,,,,,,,
1988,Upper Secondary Level,,,,,,,,,,,,
1988,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1988,First Stage of Tertiary Education,,,,,,,,,,,,
1988,Second Stage of Tertiary Education,,,,,,,,,,,,
1989,Pre-primary Level,173,7.677753286101015,7.5370157032768335,7.818490868925196,7.0,8.0,9.0,4.0,10.0,8.0,8.0,9.0
1989,Primary Level,541,4.898926458726734,4.78687885632764,5.010974061125829,3.0,5.0,7.0,0.0,10.0,5.0,5.0,5.0
1989,Lower Secondary Level,2223,6.258307715364189,6.209517628406952,6.307097802321425,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1989,Upper Secondary Level,4141,7.011113929727286,6.981229183869669,7.040998675584904,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1989,Post-secondary Non-tertiary Level,264,7.769160041041409,7.659646667997412,7.878673414085406,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1989,First Stage of Tertiary Education,473,7.547979342245795,7.4628425304511135,7.633116154040477,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1989,Second Stage of Tertiary Education,664,8.458231701425033,8.400791533484483,8.515671869365583,8.0,9.0,10.0,5.0,10.0,9.0,9.0,9.0
1990,Pre-primary Level,,,,,,,,,,,,
1990,Primary Level,,,,,,,,,,,,
1990,Lower Secondary Level,,,,,,,,,,,,
1990,Upper Secondary Level,,,,,,,,,,,,
1990,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1990,First Stage of Tertiary Education,,,,,,,,,,,,
1990,Second Stage of Tertiary Education,,,,,,,,,,,,
1991,Pre-primary Level,,,,,,,,,,,,
1991,Primary Level,,,,,,,,,,,,
1991,Lower Secondary Level,,,,,,,,,,,,
1991,Upper Secondary Level,,,,,,,,,,,,
1991,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1991,First Stage of Tertiary Education,,,,,,,,,,,,
1991,Second Stage of Tertiary Education,,,,,,,,,,,,
1992,Pre-primary Level,,,,,,,,,,,,
1992,Primary Level,,,,,,,,,,,,
1992,Lower Secondary Level,,,,,,,,,,,,
1992,Upper Secondary Level,,,,,,,,,,,,
1992,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1992,First Stage of Tertiary Education,,,,,,,,,,,,
1992,Second Stage of Tertiary Education,,,,,,,,,,,,
1993,Pre-primary Level,181,7.55549300032371,7.4183457876646965,7.692640212982724,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
1993,Primary Level,453,4.6535928339745185,4.528414178077677,4.77877148987136,3.0,5.0,6.818877360729677,0.0,10.0,5.0,5.0,6.0
1993,Lower Secondary Level,2188,6.09836244537063,6.0480970177680495,6.1486278729732105,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1993,Upper Secondary Level,5617,6.877433507517766,6.8515475036423386,6.903319511393194,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
1993,Post-secondary Non-tertiary Level,353,7.622114601194151,7.527253164060136,7.716976038328166,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1993,First Stage of Tertiary Education,654,7.4270717200730845,7.357642978184608,7.496500461961561,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1993,Second Stage of Tertiary Education,1458,8.116602290364217,8.074652594192818,8.158551986535615,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
1994,Pre-primary Level,,,,,,,,,,,,
1994,Primary Level,,,,,,,,,,,,
1994,Lower Secondary Level,,,,,,,,,,,,
1994,Upper Secondary Level,,,,,,,,,,,,
1994,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1994,First Stage of Tertiary Education,,,,,,,,,,,,
1994,Second Stage of Tertiary Education,,,,,,,,,,,,
1995,Pre-primary Level,,,,,,,,,,,,
1995,Primary Level,,,,,,,,,,,,
1995,Lower Secondary Level,,,,,,,,,,,,
1995,Upper Secondary Level,,,,,,,,,,,,
1995,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1995,First Stage of Tertiary Education,,,,,,,,,,,,
1995,Second Stage of Tertiary Education,,,,,,,,,,,,
1996,Pre-primary Level,,,,,,,,,,,,
1996,Primary Level,,,,,,,,,,,,
1996,Lower Secondary Level,,,,,,,,,,,,
1996,Upper Secondary Level,,,,,,,,,,,,
1996,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1996,First Stage of Tertiary Education,,,,,,,,,,,,
1996,Second Stage of Tertiary Education,,,,,,,,,,,,
1997,Pre-primary Level,,,,,,,,,,,,
1997,Primary Level,,,,,,,,,,,,
1997,Lower Secondary Level,,,,,,,,,,,,
1997,Upper Secondary Level,,,,,,,,,,,,
1997,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1997,First Stage of Tertiary Education,,,,,,,,,,,,
1997,Second Stage of Tertiary Education,,,,,,,,,,,,
1998,Pre-primary Level,,,,,,,,,,,,
1998,Primary Level,,,,,,,,,,,,
1998,Lower Secondary Level,,,,,,,,,,,,
1998,Upper Secondary Level,,,,,,,,,,,,
1998,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1998,First Stage of Tertiary Education,,,,,,,,,,,,
1998,Second Stage of Tertiary Education,,,,,,,,,,,,
1999,Pre-primary Level,,,,,,,,,,,,
1999,Primary Level,,,,,,,,,,,,
1999,Lower Secondary Level,,,,,,,,,,,,
1999,Upper Secondary Level,,,,,,,,,,,,
1999,Post-secondary Non-tertiary Level,,,,,,,,,,,,
1999,First Stage of Tertiary Education,,,,,,,,,,,,
1999,Second Stage of Tertiary Education,,,,,,,,,,,,
2000,Pre-primary Level,482,7.322739955417421,7.238558754559185,7.406921156275657,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
2000,Primary Level,365,4.217126062167136,4.086934666626624,4.347317457707647,2.0,4.0,6.0,0.0,10.0,4.0,3.0,4.0
2000,Lower Secondary Level,3209,5.886934559375563,5.846620796165609,5.927248322585517,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
2000,Upper Secondary Level,11741,6.95824227779745,6.940690617363249,6.975793938231651,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0
2000,Post-secondary Non-tertiary Level,1077,7.6505725142798955,7.597199044797783,7.703945983762008,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
2000,First Stage of Tertiary Education,1726,7.551891554142561,7.508788165883549,7.594994942401573,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
2000,Second Stage of Tertiary Education,3581,8.214981548117585,8.189020018660685,8.240943077574485,8.0,8.0,9.0,6.5,10.0,8.0,8.0,8.0
2001,Pre-primary Level,,,,,,,,,,,,
2001,Primary Level,,,,,,,,,,,,
2001,Lower Secondary Level,,,,,,,,,,,,
2001,Upper Secondary Level,,,,,,,,,,,,
2001,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2001,First Stage of Tertiary Education,,,,,,,,,,,,
2001,Second Stage of Tertiary Education,,,,,,,,,,,,
2002,Pre-primary Level,,,,,,,,,,,,
2002,Primary Level,,,,,,,,,,,,
2002,Lower Secondary Level,,,,,,,,,,,,
2002,Upper Secondary Level,,,,,,,,,,,,
2002,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2002,First Stage of Tertiary Education,,,,,,,,,,,,
2002,Second Stage of Tertiary Education,,,,,,,,,,,,
2003,Pre-primary Level,,,,,,,,,,,,
2003,Primary Level,,,,,,,,,,,,
2003,Lower Secondary Level,,,,,,,,,,,,
2003,Upper Secondary Level,,,,,,,,,,,,
2003,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2003,First Stage of Tertiary Education,,,,,,,,,,,,
2003,Second Stage of Tertiary Education,,,,,,,,,,,,
2004,Pre-primary Level,621,6.982454144309674,6.90725664386482,7.057651644754528,6.0,7.0,8.0,3.0,10.0,7.0,6.0,7.0
2004,Primary Level,220,3.7542062394163707,3.599867073798527,3.9085454050342143,2.0,4.0,5.0,0.0,9.5,4.0,3.0,5.0
2004,Lower Secondary Level,2355,5.644722627868676,5.597966599847314,5.691478655890038,4.0,5.0,8.0,0.0,10.0,5.0,4.0,5.0
2004,Upper Secondary Level,9914,6.701971803682132,6.683443604063101,6.720500003301162,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
2004,Post-secondary Non-tertiary Level,1117,7.424237463034152,7.371987704899973,7.476487221168331,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
2004,First Stage of Tertiary Education,1503,7.289231512196214,7.24549425485334,7.332968769539089,6.0,8.0,8.0,3.0,10.0,8.0,8.0,9.0
2004,Second Stage of Tertiary Education,4079,8.159879535942695,8.135071003833604,8.184688068051786,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
2005,Pre-primary Level,,,,,,,,,,,,
2005,Primary Level,,,,,,,,,,,,
2005,Lower Secondary Level,,,,,,,,,,,,
2005,Upper Secondary Level,,,,,,,,,,,,
2005,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2005,First Stage of Tertiary Education,,,,,,,,,,,,
2005,Second Stage of Tertiary Education,,,,,,,,,,,,
2006,Pre-primary Level,,,,,,,,,,,,
2006,Primary Level,,,,,,,,,,,,
2006,Lower Secondary Level,,,,,,,,,,,,
2006,Upper Secondary Level,,,,,,,,,,,,
2006,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2006,First Stage of Tertiary Education,,,,,,,,,,,,
2006,Second Stage of Tertiary Education,,,,,,,,,,,,
2007,Pre-primary Level,,,,,,,,,,,,
2007,Primary Level,,,,,,,,,,,,
2007,Lower Secondary Level,,,,,,,,,,,,
2007,Upper Secondary Level,,,,,,,,,,,,
2007,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2007,First Stage of Tertiary Education,,,,,,,,,,,,
2007,Second Stage of Tertiary Education,,,,,,,,,,,,
2008,Pre-primary Level,348,7.380135960889504,7.29090666357488,7.469365258204128,6.0,8.0,9.0,2.0,10.0,8.0,8.0,9.0
2008,Primary Level,160,3.8662143766434656,3.670096560302591,4.06233219298434,2.0,4.0,5.0,0.0,9.5,4.0,3.0,5.0
2008,Lower Secondary Level,1784,5.890647845193814,5.835413003178515,5.945882687209113,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
2008,Upper Secondary Level,8847,6.888582630120799,6.8690513053094815,6.908113954932116,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0
2008,Post-secondary Non-tertiary Level,1060,7.549087609358634,7.496724508956363,7.601450709760905,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
2008,First Stage of Tertiary Education,1291,7.478806842633675,7.434173655738867,7.523440029528484,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
2008,Second Stage of Tertiary Education,4010,8.402004921308857,8.3794478910025,8.424561951615214,8.0,9.0,10.0,5.0,10.0,9.0,9.0,9.0
2009,Pre-primary Level,,,,,,,,,,,,
2009,Primary Level,,,,,,,,,,,,
2009,Lower Secondary Level,,,,,,,,,,,,
2009,Upper Secondary Level,,,,,,,,,,,,
2009,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2009,First Stage of Tertiary Education,,,,,,,,,,,,
2009,Second Stage of Tertiary Education,,,,,,,,,,,,
2010,Pre-primary Level,,,,,,,,,,,,
2010,Primary Level,,,,,,,,,,,,
2010,Lower Secondary Level,,,,,,,,,,,,
2010,Upper Secondary Level,,,,,,,,,,,,
2010,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2010,First Stage of Tertiary Education,,,,,,,,,,,,
2010,Second Stage of Tertiary Education,,,,,,,,,,,,
2011,Pre-primary Level,,,,,,,,,,,,
2011,Primary Level,,,,,,,,,,,,
2011,Lower Secondary Level,,,,,,,,,,,,
2011,Upper Secondary Level,,,,,,,,,,,,
2011,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2011,First Stage of Tertiary Education,,,,,,,,,,,,
2011,Second Stage of Tertiary Education,,,,,,,,,,,,
2012,Pre-primary Level,,,,,,,,,,,,
2012,Primary Level,,,,,,,,,,,,
2012,Lower Secondary Level,,,,,,,,,,,,
2012,Upper Secondary Level,,,,,,,,,,,,
2012,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2012,First Stage of Tertiary Education,,,,,,,,,,,,
2012,Second Stage of Tertiary Education,,,,,,,,,,,,
2013,Pre-primary Level,,,,,,,,,,,,
2013,Primary Level,,,,,,,,,,,,
2013,Lower Secondary Level,,,,,,,,,,,,
2013,Upper Secondary Level,,,,,,,,,,,,
2013,Post-secondary Non-tertiary Level,,,,,,,,,,,,
2013,First Stage of Tertiary Education,,,,,,,,,,,,
2013,Second Stage of Tertiary Education,,,,,,,,,,,,
