"year","migback","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2000","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","6.01","5.5","1255","2","5","8","9","10","5.87","6.15","0","10","6","6"
"2000","direkter Migrationshintergrund","2","6.43","6.5","869","3","5","8","9","10","6.27","6.59","0","10","6","7"
"2000","direkter Migrationshintergrund","3","6.71","6.5","443","4","5","8","10","10","6.5","6.92","0","10","7","7"
"2000","direkter Migrationshintergrund","4","6.83","6.5","266","4","5","8","10","10","6.57","7.09","0","10","7","8"
"2000","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","7.81","7.5","179","5","7","10","10","10","7.49","8.13","0","10","8","8"
"2000","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","6.79","6.5","261","3","5","9","10","10","6.49","7.09","0","10","7","8"
"2000","indirekter Migrationshintergrund","2","7.07","6.5","251","5","6","8","10","10","6.83","7.31","0","10","7","8"
"2000","indirekter Migrationshintergrund","3","7.51","7.5","139","5","6","9","10","10","7.19","7.83","1","10","7","8"
"2000","indirekter Migrationshintergrund","4","7.18","7.5","105","5","6","9","9","10","6.8","7.56","0","10","7","8"
"2000","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","7.57","7.5","42","5","7","9","10","10","6.9","8.24","1","10","7","8"
"2000","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","6.62","6.5","4166","4","5","8","10","10","6.55","6.69","0","10","7","7"
"2000","kein Migrationshintergrund","2","6.99","6.5","5076","5","6","8","10","10","6.93","7.05","0","10","7","7"
"2000","kein Migrationshintergrund","3","7.26","7.5","3761","5","6","9","10","10","7.2","7.32","0","10","7","8"
"2000","kein Migrationshintergrund","4","7.38","7.5","3246","5","6","9","10","10","7.31","7.45","0","10","8","8"
"2000","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","7.82","7.5","2154","5","7","9","10","10","7.74","7.9","0","10","8","8"
"2000","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2000","Migrationshintergrund - n. w. differenzierbar","2","","","","","","","","","","","","","",""
"2000","Migrationshintergrund - n. w. differenzierbar","3","","","","","","","","","","","","","",""
"2000","Migrationshintergrund - n. w. differenzierbar","4","","","","","","","","","","","","","",""
"2000","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2001","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2001","direkter Migrationshintergrund","2","","","","","","","","","","","","","",""
"2001","direkter Migrationshintergrund","3","","","","","","","","","","","","","",""
"2001","direkter Migrationshintergrund","4","","","","","","","","","","","","","",""
"2001","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2001","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2001","indirekter Migrationshintergrund","2","","","","","","","","","","","","","",""
"2001","indirekter Migrationshintergrund","3","","","","","","","","","","","","","",""
"2001","indirekter Migrationshintergrund","4","","","","","","","","","","","","","",""
"2001","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2001","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2001","kein Migrationshintergrund","2","","","","","","","","","","","","","",""
"2001","kein Migrationshintergrund","3","","","","","","","","","","","","","",""
"2001","kein Migrationshintergrund","4","","","","","","","","","","","","","",""
"2001","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2001","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2001","Migrationshintergrund - n. w. differenzierbar","2","","","","","","","","","","","","","",""
"2001","Migrationshintergrund - n. w. differenzierbar","3","","","","","","","","","","","","","",""
"2001","Migrationshintergrund - n. w. differenzierbar","4","","","","","","","","","","","","","",""
"2001","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2002","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2002","direkter Migrationshintergrund","2","","","","","","","","","","","","","",""
"2002","direkter Migrationshintergrund","3","","","","","","","","","","","","","",""
"2002","direkter Migrationshintergrund","4","","","","","","","","","","","","","",""
"2002","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2002","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2002","indirekter Migrationshintergrund","2","","","","","","","","","","","","","",""
"2002","indirekter Migrationshintergrund","3","","","","","","","","","","","","","",""
"2002","indirekter Migrationshintergrund","4","","","","","","","","","","","","","",""
"2002","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2002","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2002","kein Migrationshintergrund","2","","","","","","","","","","","","","",""
"2002","kein Migrationshintergrund","3","","","","","","","","","","","","","",""
"2002","kein Migrationshintergrund","4","","","","","","","","","","","","","",""
"2002","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2002","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2002","Migrationshintergrund - n. w. differenzierbar","2","","","","","","","","","","","","","",""
"2002","Migrationshintergrund - n. w. differenzierbar","3","","","","","","","","","","","","","",""
"2002","Migrationshintergrund - n. w. differenzierbar","4","","","","","","","","","","","","","",""
"2002","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2003","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2003","direkter Migrationshintergrund","2","","","","","","","","","","","","","",""
"2003","direkter Migrationshintergrund","3","","","","","","","","","","","","","",""
"2003","direkter Migrationshintergrund","4","","","","","","","","","","","","","",""
"2003","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2003","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2003","indirekter Migrationshintergrund","2","","","","","","","","","","","","","",""
"2003","indirekter Migrationshintergrund","3","","","","","","","","","","","","","",""
"2003","indirekter Migrationshintergrund","4","","","","","","","","","","","","","",""
"2003","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2003","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2003","kein Migrationshintergrund","2","","","","","","","","","","","","","",""
"2003","kein Migrationshintergrund","3","","","","","","","","","","","","","",""
"2003","kein Migrationshintergrund","4","","","","","","","","","","","","","",""
