"year","bildungsniveau","migback","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"1989","(Fach-)Abitur","direkter Migrationshintergrund","7","6.5","185","6.63","7.37"
"1989","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1989","(Fach-)Abitur","kein Migrationshintergrund","7.72","7.5","502","7.56","7.88"
"1989","(noch) kein Abschluss","direkter Migrationshintergrund","4.72","4.5","555","4.49","4.95"
"1989","(noch) kein Abschluss","indirekter Migrationshintergrund","8.61","9.5","36","7.87","9.35"
"1989","(noch) kein Abschluss","kein Migrationshintergrund","7.12","6.5","172","6.77","7.47"
"1989","AkademikerIn","direkter Migrationshintergrund","7.84","7.5","83","7.4","8.28"
"1989","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1989","AkademikerIn","kein Migrationshintergrund","8.51","8.5","577","8.38","8.64"
"1989","Hauptschule","direkter Migrationshintergrund","6.06","5.5","1204","5.92","6.2"
"1989","Hauptschule","indirekter Migrationshintergrund","6.43","6.5","113","5.99","6.87"
"1989","Hauptschule","kein Migrationshintergrund","6.61","6.5","3444","6.54","6.68"
"1989","Realschule","direkter Migrationshintergrund","7.05","6.5","137","6.68","7.42"
"1989","Realschule","indirekter Migrationshintergrund","8.33","7.5","49","7.95","8.71"
"1989","Realschule","kein Migrationshintergrund","7.44","7.5","1365","7.34","7.54"
"1990","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1990","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1990","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"1990","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1990","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1990","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"1990","AkademikerIn","direkter Migrationshintergrund","","","","",""
"1990","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1990","AkademikerIn","kein Migrationshintergrund","","","","",""
"1990","Hauptschule","direkter Migrationshintergrund","","","","",""
"1990","Hauptschule","indirekter Migrationshintergrund","","","","",""
"1990","Hauptschule","kein Migrationshintergrund","","","","",""
"1990","Realschule","direkter Migrationshintergrund","","","","",""
"1990","Realschule","indirekter Migrationshintergrund","","","","",""
"1990","Realschule","kein Migrationshintergrund","","","","",""
"1991","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1991","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1991","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"1991","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1991","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1991","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"1991","AkademikerIn","direkter Migrationshintergrund","","","","",""
"1991","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1991","AkademikerIn","kein Migrationshintergrund","","","","",""
"1991","Hauptschule","direkter Migrationshintergrund","","","","",""
"1991","Hauptschule","indirekter Migrationshintergrund","","","","",""
"1991","Hauptschule","kein Migrationshintergrund","","","","",""
"1991","Realschule","direkter Migrationshintergrund","","","","",""
"1991","Realschule","indirekter Migrationshintergrund","","","","",""
"1991","Realschule","kein Migrationshintergrund","","","","",""
"1992","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"1992","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"1992","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"1992","AkademikerIn","direkter Migrationshintergrund","","","","",""
"1992","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"1992","AkademikerIn","kein Migrationshintergrund","","","","",""
"1992","Hauptschule","direkter Migrationshintergrund","","","","",""
"1992","Hauptschule","indirekter Migrationshintergrund","","","","",""
"1992","Hauptschule","kein Migrationshintergrund","","","","",""
"1992","Realschule","direkter Migrationshintergrund","","","","",""
"1992","Realschule","indirekter Migrationshintergrund","","","","",""
"1992","Realschule","kein Migrationshintergrund","","","","",""
"1993","(Fach-)Abitur","direkter Migrationshintergrund","6.34","5.5","171","5.97","6.71"
"1993","(Fach-)Abitur","indirekter Migrationshintergrund","7.39","7.5","44","6.85","7.93"
