year,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No migration background,,,,,,,,,,,,
1984,Direct migration background,,,,,,,,,,,,
1984,Indirect migration background,,,,,,,,,,,,
1985,No migration background,,,,,,,,,,,,
1985,Direct migration background,,,,,,,,,,,,
1985,Indirect migration background,,,,,,,,,,,,
1986,No migration background,,,,,,,,,,,,
1986,Direct migration background,,,,,,,,,,,,
1986,Indirect migration background,,,,,,,,,,,,
1987,No migration background,,,,,,,,,,,,
1987,Direct migration background,,,,,,,,,,,,
1987,Indirect migration background,,,,,,,,,,,,
1988,No migration background,,,,,,,,,,,,
1988,Direct migration background,,,,,,,,,,,,
1988,Indirect migration background,,,,,,,,,,,,
1989,No migration background,6149,7.072506427039685,7.021427872416461,7.137946662213997,5.0,7.0,9.0,0.0,10.0,7.0,6.0,7.0
1989,Direct migration background,2227,6.2019095538516105,6.0272547334490545,6.334003291970629,5.0,6.0,8.0,0.5,10.0,6.0,5.0,6.0
1989,Indirect migration background,233,7.531698766165068,7.155472344494246,7.982020759817274,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
1990,No migration background,,,,,,,,,,,,
1990,Direct migration background,,,,,,,,,,,,
1990,Indirect migration background,,,,,,,,,,,,
1991,No migration background,,,,,,,,,,,,
1991,Direct migration background,,,,,,,,,,,,
1991,Indirect migration background,,,,,,,,,,,,
1992,No migration background,,,,,,,,,,,,
1992,Direct migration background,,,,,,,,,,,,
1992,Indirect migration background,,,,,,,,,,,,
1993,No migration background,8644,7.017452078352701,6.962206158060572,7.063620435813217,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0
1993,Direct migration background,2021,6.0990759171722555,5.94782973072207,6.232203907371414,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
1993,Indirect migration background,428,6.918379641914796,6.587759831699918,7.2279732464850115,6.0,7.0,8.322422362750169,2.5163664558747465,10.0,7.0,6.0,7.0
1994,No migration background,,,,,,,,,,,,
1994,Direct migration background,,,,,,,,,,,,
1994,Indirect migration background,,,,,,,,,,,,
1995,No migration background,,,,,,,,,,,,
1995,Direct migration background,,,,,,,,,,,,
1995,Indirect migration background,,,,,,,,,,,,
1996,No migration background,,,,,,,,,,,,
1996,Direct migration background,,,,,,,,,,,,
1996,Indirect migration background,,,,,,,,,,,,
1997,No migration background,,,,,,,,,,,,
1997,Direct migration background,,,,,,,,,,,,
1997,Indirect migration background,,,,,,,,,,,,
1998,No migration background,,,,,,,,,,,,
1998,Direct migration background,,,,,,,,,,,,
1998,Indirect migration background,,,,,,,,,,,,
1999,No migration background,,,,,,,,,,,,
1999,Direct migration background,,,,,,,,,,,,
1999,Indirect migration background,,,,,,,,,,,,
2000,No migration background,18408,7.1380646580534535,7.099519181381199,7.168455545930614,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
2000,Direct migration background,3012,6.436454964949754,6.335529609431177,6.52762225229265,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
2000,Indirect migration background,793,7.102860995033062,6.92190891808789,7.301211818573718,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
2001,No migration background,,,,,,,,,,,,
2001,Direct migration background,,,,,,,,,,,,
2001,Indirect migration background,,,,,,,,,,,,
2002,No migration background,,,,,,,,,,,,
2002,Direct migration background,,,,,,,,,,,,
2002,Indirect migration background,,,,,,,,,,,,
2003,No migration background,,,,,,,,,,,,
2003,Direct migration background,,,,,,,,,,,,
2003,Indirect migration background,,,,,,,,,,,,
2004,No migration background,16945,6.994140707485865,6.950989737135479,7.033589083085358,6.0,7.0,8.0,3.0,10.0,7.0,7.0,7.0
2004,Direct migration background,2349,5.971837772381326,5.842126698720739,6.077379650656706,5.0,6.0,8.0,0.5,10.0,6.0,6.0,6.0
2004,Indirect migration background,770,6.579261941166227,6.366042279694826,6.798954570931456,5.0,7.0,8.0,0.5,10.0,7.0,7.0,7.0
2005,No migration background,,,,,,,,,,,,
2005,Direct migration background,,,,,,,,,,,,
2005,Indirect migration background,,,,,,,,,,,,
2006,No migration background,,,,,,,,,,,,
2006,Direct migration background,,,,,,,,,,,,
2006,Indirect migration background,,,,,,,,,,,,
2007,No migration background,,,,,,,,,,,,
2007,Direct migration background,,,,,,,,,,,,
2007,Indirect migration background,,,,,,,,,,,,
2008,No migration background,15352,7.258129066683253,7.219278023071887,7.294601865567734,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
2008,Direct migration background,1729,6.161703852276167,6.0373254406863515,6.309850628968852,5.0,7.0,8.0,0.5,10.0,7.0,7.0,8.0
2008,Indirect migration background,737,6.929847225027523,6.6775731157061635,7.1750299764166865,6.0,7.0,9.0,1.5,10.0,7.0,6.0,7.0
2009,No migration background,,,,,,,,,,,,
2009,Direct migration background,,,,,,,,,,,,
2009,Indirect migration background,,,,,,,,,,,,
2010,No migration background,,,,,,,,,,,,
2010,Direct migration background,,,,,,,,,,,,
2010,Indirect migration background,,,,,,,,,,,,
2011,No migration background,,,,,,,,,,,,
2011,Direct migration background,,,,,,,,,,,,
2011,Indirect migration background,,,,,,,,,,,,
2012,No migration background,,,,,,,,,,,,
2012,Direct migration background,,,,,,,,,,,,
2012,Indirect migration background,,,,,,,,,,,,
2013,No migration background,,,,,,,,,,,,
2013,Direct migration background,,,,,,,,,,,,
2013,Indirect migration background,,,,,,,,,,,,
2014,No migration background,18457,7.56782212704061,7.524047926320363,7.6119422825163605,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
2014,Direct migration background,4941,6.88339424344515,6.747175962955135,6.9819236421408855,5.0,8.0,9.0,0.0,10.0,8.0,8.0,9.0
2014,Indirect migration background,1666,7.355080635692015,7.197600579452498,7.515123811926054,6.0,8.0,9.0,1.5,10.0,8.0,8.0,8.0
2015,No migration background,,,,,,,,,,,,
2015,Direct migration background,,,,,,,,,,,,
2015,Indirect migration background,,,,,,,,,,,,
2016,No migration background,,,,,,,,,,,,
2016,Direct migration background,,,,,,,,,,,,
2016,Indirect migration background,,,,,,,,,,,,
2017,No migration background,,,,,,,,,,,,
2017,Direct migration background,,,,,,,,,,,,
2017,Indirect migration background,,,,,,,,,,,,
2018,No migration background,,,,,,,,,,,,
2018,Direct migration background,,,,,,,,,,,,
2018,Indirect migration background,,,,,,,,,,,,
2019,No migration background,18820,7.76927227085086,7.732585062491385,7.806551259902458,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
2019,Direct migration background,3704,7.044809402177105,6.924745286823831,7.195048247578956,6.0,8.0,9.0,1.5,10.0,8.0,8.0,9.0
2019,Indirect migration background,1525,7.506150715648046,7.303899412870496,7.706539091242748,7.0,8.0,9.0,4.0,10.0,8.0,8.0,8.0
2020,No migration background,,,,,,,,,,,,
2020,Direct migration background,,,,,,,,,,,,
2020,Indirect migration background,,,,,,,,,,,,
2021,No migration background,,,,,,,,,,,,
2021,Direct migration background,,,,,,,,,,,,
2021,Indirect migration background,,,,,,,,,,,,
