year,regtyp,sampreg,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,West,Much Too Small,0.02604,166,4178,0.02121,0.03087
1985,Urban regions,West,A Bit Too Small,0.12049,646,4178,0.11061,0.13036
1985,Urban regions,West,Just Right,0.76373,3088,4178,0.75085,0.77662
1985,Urban regions,West,A Bit Too Large,0.07187,238,4178,0.06404,0.07970
1985,Urban regions,West,Much Too Large,0.01207,40,4178,0.00876,0.01538
1985,Rural regions,West,A Bit Too Small,0.08605,113,1032,0.06893,0.10316
1985,Rural regions,West,Just Right,0.77776,821,1032,0.75238,0.80314
1985,Rural regions,West,A Bit Too Large,0.10731,98,1032,0.08842,0.12621
1986,Urban regions,West,Much Too Small,0.02111,127,3961,0.01663,0.02558
1986,Urban regions,West,A Bit Too Small,0.12302,596,3961,0.11279,0.13325
1986,Urban regions,West,Just Right,0.76635,3010,3961,0.75317,0.77953
1986,Urban regions,West,A Bit Too Large,0.07188,228,3961,0.06384,0.07993
1986,Rural regions,West,A Bit Too Small,0.08392,103,972,0.06648,0.10135
1986,Rural regions,West,Just Right,0.76999,773,972,0.74352,0.79646
1986,Rural regions,West,A Bit Too Large,0.10919,96,972,0.08958,0.12881
1987,Urban regions,West,Much Too Small,0.01912,108,3920,0.01483,0.02341
1987,Urban regions,West,A Bit Too Small,0.11400,561,3920,0.10405,0.12396
1987,Urban regions,West,Just Right,0.77822,3015,3920,0.76521,0.79123
1987,Urban regions,West,A Bit Too Large,0.07567,236,3920,0.06739,0.08395
1987,Rural regions,West,A Bit Too Small,0.08792,104,969,0.07008,0.10576
1987,Rural regions,West,Just Right,0.77825,771,969,0.75208,0.80442
1987,Rural regions,West,A Bit Too Large,0.10453,94,969,0.08526,0.12380
1988,Urban regions,West,Much Too Small,0.01843,104,3785,0.01415,0.02272
1988,Urban regions,West,A Bit Too Small,0.11437,521,3785,0.10423,0.12451
1988,Urban regions,West,Just Right,0.78316,2935,3785,0.77003,0.79629
1988,Urban regions,West,A Bit Too Large,0.07334,225,3785,0.06504,0.08165
1988,Rural regions,West,A Bit Too Small,0.08016,93,916,0.06256,0.09775
1988,Rural regions,West,Just Right,0.78329,733,916,0.75659,0.80998
1988,Rural regions,West,A Bit Too Large,0.10737,90,916,0.08731,0.12743
1989,Urban regions,West,Much Too Small,0.01786,101,3702,0.01359,0.02212
1989,Urban regions,West,A Bit Too Small,0.11296,504,3702,0.10276,0.12316
1989,Urban regions,West,Just Right,0.78505,2874,3702,0.77182,0.79829
1989,Urban regions,West,A Bit Too Large,0.07245,223,3702,0.06410,0.08080
1989,Rural regions,West,A Bit Too Small,0.07872,88,879,0.06090,0.09653
1989,Rural regions,West,Just Right,0.77818,699,879,0.75070,0.80566
1989,Rural regions,West,A Bit Too Large,0.11292,92,879,0.09198,0.13385
1990,Urban regions,West,Much Too Small,0.01755,97,3623,0.01327,0.02182
1990,Urban regions,West,A Bit Too Small,0.11241,471,3623,0.10212,0.12270
1990,Urban regions,West,Just Right,0.78893,2847,3623,0.77564,0.80222
1990,Urban regions,West,A Bit Too Large,0.06752,208,3623,0.05935,0.07569
1990,Urban regions,East,Much Too Small,0.05688,49,744,0.04023,0.07353
1990,Urban regions,East,A Bit Too Small,0.23171,192,744,0.20137,0.26204
1990,Urban regions,East,Just Right,0.64163,464,744,0.60715,0.67611
1990,Urban regions,East,A Bit Too Large,0.05871,39,744,0.04181,0.07562
1990,Rural regions,West,A Bit Too Small,0.09088,99,892,0.07200,0.10975
1990,Rural regions,West,Just Right,0.77281,706,892,0.74529,0.80032
1990,Rural regions,West,A Bit Too Large,0.10723,87,892,0.08691,0.12754
1990,Rural regions,East,Much Too Small,0.06459,102,1345,0.05145,0.07773
1990,Rural regions,East,A Bit Too Small,0.19656,313,1345,0.17532,0.21781
1990,Rural regions,East,Just Right,0.68204,884,1345,0.65714,0.70694
1990,Rural regions,East,A Bit Too Large,0.04169,46,1345,0.03101,0.05238
1991,Urban regions,West,Much Too Small,0.02375,145,3593,0.01877,0.02873
1991,Urban regions,West,A Bit Too Small,0.15408,657,3593,0.14228,0.16589
1991,Urban regions,West,Just Right,0.71918,2577,3593,0.70448,0.73388
1991,Urban regions,West,A Bit Too Large,0.07225,214,3593,0.06379,0.08072
1991,Urban regions,East,Much Too Small,0.03980,32,652,0.02478,0.05481
1991,Urban regions,East,A Bit Too Small,0.18797,142,652,0.15795,0.21798
1991,Urban regions,East,Just Right,0.69616,443,652,0.66083,0.73149
1991,Urban regions,East,A Bit Too Large,0.05796,35,652,0.04001,0.07591
1991,Rural regions,West,A Bit Too Small,0.13000,142,883,0.10781,0.15220
1991,Rural regions,West,Just Right,0.69044,648,883,0.65993,0.72095
1991,Rural regions,West,A Bit Too Large,0.12066,93,883,0.09916,0.14216
1991,Rural regions,East,Much Too Small,0.04075,60,1262,0.02984,0.05166
1991,Rural regions,East,A Bit Too Small,0.17606,259,1262,0.15504,0.19708
1991,Rural regions,East,Just Right,0.71181,881,1262,0.68681,0.73681
1991,Rural regions,East,A Bit Too Large,0.05568,62,1262,0.04302,0.06833
1992,Urban regions,West,Much Too Small,0.02625,165,3598,0.02103,0.03148
1992,Urban regions,West,A Bit Too Small,0.15716,676,3598,0.14526,0.16905
1992,Urban regions,West,Just Right,0.71308,2548,3598,0.69830,0.72786
1992,Urban regions,West,A Bit Too Large,0.07431,209,3598,0.06574,0.08288
1992,Urban regions,East,A Bit Too Small,0.21060,155,649,0.17920,0.24199
1992,Urban regions,East,Just Right,0.66627,437,649,0.62996,0.70258
1992,Urban regions,East,A Bit Too Large,0.08251,57,649,0.06133,0.10369
1992,Rural regions,West,A Bit Too Small,0.12551,143,904,0.10390,0.14712
1992,Rural regions,West,Just Right,0.72988,672,904,0.70092,0.75885
1992,Rural regions,West,A Bit Too Large,0.10747,89,904,0.08727,0.12767
1992,Rural regions,East,Much Too Small,0.03020,47,1204,0.02053,0.03987
1992,Rural regions,East,A Bit Too Small,0.15809,233,1204,0.13747,0.17871
1992,Rural regions,East,Just Right,0.73140,846,1204,0.70635,0.75645
1992,Rural regions,East,A Bit Too Large,0.07158,78,1204,0.05701,0.08615
1993,Urban regions,West,Much Too Small,0.02683,168,3621,0.02157,0.03209
1993,Urban regions,West,A Bit Too Small,0.15573,669,3621,0.14392,0.16754
1993,Urban regions,West,Just Right,0.70956,2542,3621,0.69477,0.72435
1993,Urban regions,West,A Bit Too Large,0.07777,242,3621,0.06905,0.08650
1993,Urban regions,East,A Bit Too Small,0.22356,149,623,0.19082,0.25630
1993,Urban regions,East,Just Right,0.64797,421,623,0.61044,0.68551
1993,Urban regions,East,A Bit Too Large,0.07273,53,623,0.05232,0.09313
1993,Rural regions,West,A Bit Too Small,0.13365,145,924,0.11169,0.15560
1993,Rural regions,West,Just Right,0.71565,687,924,0.68655,0.74476
1993,Rural regions,West,A Bit Too Large,0.11248,92,924,0.09210,0.13286
1993,Rural regions,East,Much Too Small,0.02342,31,1207,0.01488,0.03195
1993,Rural regions,East,A Bit Too Small,0.15860,236,1207,0.13799,0.17922
