year,hhtyp,regtyp,hgseval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Single-person household,Urban regions,Much Too Small,0.02363,31,933,0.01387,0.03338
1985,Single-person household,Urban regions,A Bit Too Small,0.09910,114,933,0.07992,0.11829
1985,Single-person household,Urban regions,Just Right,0.75559,709,933,0.72800,0.78318
1985,Single-person household,Urban regions,A Bit Too Large,0.09122,79,933,0.07273,0.10970
1985,Single-person household,Rural regions,Just Right,0.77834,139,139,0.70903,0.84764
1985,Couple without children,Urban regions,A Bit Too Small,0.08715,97,935,0.06906,0.10524
1985,Couple without children,Urban regions,Just Right,0.81021,769,935,0.78507,0.83536
1985,Couple without children,Urban regions,A Bit Too Large,0.07807,69,935,0.06087,0.09528
1985,Couple without children,Rural regions,Just Right,0.82137,212,212,0.76968,0.87305
1985,Single parent,Urban regions,A Bit Too Small,0.14078,41,205,0.09305,0.18850
1985,Single parent,Urban regions,Just Right,0.74198,164,205,0.68194,0.80203
1985,Single parent,Rural regions,Just Right,0.70313,42,42,0.56328,0.84298
1985,Couple with children,Urban regions,Much Too Small,0.03803,99,1858,0.02933,0.04673
1985,Couple with children,Urban regions,A Bit Too Small,0.16772,370,1858,0.15073,0.18472
1985,Couple with children,Urban regions,Just Right,0.74049,1322,1858,0.72055,0.76043
1985,Couple with children,Urban regions,A Bit Too Large,0.04652,67,1858,0.03694,0.05610
1985,Couple with children,Rural regions,A Bit Too Small,0.13411,74,449,0.10255,0.16566
1985,Couple with children,Rural regions,Just Right,0.75570,375,449,0.71592,0.79549
1985,Multi-generational household,Urban regions,Just Right,0.70108,48,48,0.57020,0.83195
1985,Multi-generational household,Rural regions,Just Right,0.80472,35,35,0.67147,0.93797
1985,Other Combinations,Urban regions,Just Right,0.78816,76,76,0.69569,0.88064
1986,Single-person household,Urban regions,A Bit Too Small,0.11387,122,854,0.09255,0.13519
1986,Single-person household,Urban regions,Just Right,0.74669,662,854,0.71750,0.77587
1986,Single-person household,Urban regions,A Bit Too Large,0.08534,70,854,0.06659,0.10409
1986,Single-person household,Rural regions,Just Right,0.78606,130,130,0.71530,0.85683
1986,Couple without children,Urban regions,A Bit Too Small,0.09530,94,946,0.07658,0.11402
1986,Couple without children,Urban regions,Just Right,0.80242,784,946,0.77703,0.82781
1986,Couple without children,Urban regions,A Bit Too Large,0.07947,68,946,0.06223,0.09672
1986,Couple without children,Rural regions,Just Right,0.80776,190,190,0.75158,0.86394
1986,Single parent,Urban regions,A Bit Too Small,0.11959,32,195,0.07393,0.16525
1986,Single parent,Urban regions,Just Right,0.77145,163,195,0.71236,0.83054
1986,Single parent,Rural regions,Just Right,0.65407,39,39,0.50283,0.80531
1986,Couple with children,Urban regions,Much Too Small,0.02825,75,1742,0.02046,0.03603
1986,Couple with children,Urban regions,A Bit Too Small,0.15873,327,1742,0.14157,0.17590
1986,Couple with children,Urban regions,Just Right,0.75646,1271,1742,0.73630,0.77662
1986,Couple with children,Urban regions,A Bit Too Large,0.05032,69,1742,0.04005,0.06059
1986,Couple with children,Rural regions,A Bit Too Small,0.11612,63,426,0.08567,0.14658
1986,Couple with children,Rural regions,Just Right,0.76180,363,426,0.72130,0.80230
1986,Multi-generational household,Urban regions,Just Right,0.77746,54,54,0.66548,0.88945
1986,Multi-generational household,Rural regions,Just Right,0.76273,33,33,0.61533,0.91013
1986,Other Combinations,Urban regions,Just Right,0.80043,76,76,0.70997,0.89088
1987,Single-person household,Urban regions,A Bit Too Small,0.10310,111,868,0.08286,0.12334
1987,Single-person household,Urban regions,Just Right,0.76031,681,868,0.73190,0.78873
1987,Single-person household,Urban regions,A Bit Too Large,0.09451,76,868,0.07504,0.11398
1987,Single-person household,Rural regions,Just Right,0.80324,132,132,0.73516,0.87132
1987,Couple without children,Urban regions,A Bit Too Small,0.09268,91,928,0.07401,0.11135
1987,Couple without children,Urban regions,Just Right,0.80780,765,928,0.78243,0.83316
1987,Couple without children,Urban regions,A Bit Too Large,0.08181,72,928,0.06416,0.09945
1987,Couple without children,Rural regions,Just Right,0.79092,192,224,0.73755,0.84430
1987,Couple without children,Rural regions,A Bit Too Large,0.13657,32,224,0.09150,0.18164
1987,Single parent,Urban regions,Just Right,0.79297,157,157,0.72939,0.85655
1987,Single parent,Rural regions,Just Right,0.69043,45,45,0.55383,0.82704
1987,Couple with children,Urban regions,Much Too Small,0.02330,60,1711,0.01615,0.03045
1987,Couple with children,Urban regions,A Bit Too Small,0.15149,309,1711,0.13450,0.16849
1987,Couple with children,Urban regions,Just Right,0.76966,1274,1711,0.74971,0.78962
1987,Couple with children,Urban regions,A Bit Too Large,0.05121,68,1711,0.04077,0.06166
1987,Couple with children,Rural regions,A Bit Too Small,0.11567,61,422,0.08512,0.14622
1987,Couple with children,Rural regions,Just Right,0.77306,361,422,0.73305,0.81307
1987,Multi-generational household,Urban regions,Just Right,0.73974,58,58,0.62583,0.85365
1987,Other Combinations,Urban regions,Just Right,0.84956,80,80,0.77073,0.92840
1988,Single-person household,Urban regions,A Bit Too Small,0.10195,98,835,0.08142,0.12249
1988,Single-person household,Urban regions,Just Right,0.76505,666,835,0.73628,0.79383
1988,Single-person household,Urban regions,A Bit Too Large,0.09256,71,835,0.07289,0.11223
1988,Single-person household,Rural regions,Just Right,0.79025,129,129,0.71972,0.86078
1988,Couple without children,Urban regions,A Bit Too Small,0.09821,93,916,0.07893,0.11749
1988,Couple without children,Urban regions,Just Right,0.81510,757,916,0.78994,0.84025
1988,Couple without children,Urban regions,A Bit Too Large,0.07171,66,916,0.05499,0.08842
1988,Couple without children,Rural regions,Just Right,0.77412,177,208,0.71715,0.83108
1988,Couple without children,Rural regions,A Bit Too Large,0.14138,31,208,0.09391,0.18884
1988,Single parent,Urban regions,A Bit Too Small,0.13049,36,191,0.08259,0.17839
1988,Single parent,Urban regions,Just Right,0.77778,155,191,0.71867,0.83690
1988,Single parent,Rural regions,Just Right,0.77263,45,45,0.64878,0.89647
1988,Couple with children,Urban regions,Much Too Small,0.01838,52,1640,0.01187,0.02488
1988,Couple with children,Urban regions,A Bit Too Small,0.14179,273,1640,0.12490,0.15868
1988,Couple with children,Urban regions,Just Right,0.78016,1243,1640,0.76011,0.80021
1988,Couple with children,Urban regions,A Bit Too Large,0.05632,72,1640,0.04516,0.06748
1988,Couple with children,Rural regions,A Bit Too Small,0.10498,53,395,0.07471,0.13524
1988,Couple with children,Rural regions,Just Right,0.77602,342,395,0.73485,0.81719
1988,Multi-generational household,Urban regions,Just Right,0.72728,49,49,0.60129,0.85328
1988,Other Combinations,Urban regions,Just Right,0.79990,65,65,0.70188,0.89792
1989,Single-person household,Urban regions,A Bit Too Small,0.10375,104,843,0.08315,0.12434
1989,Single-person household,Urban regions,Just Right,0.77062,669,843,0.74222,0.79902
1989,Single-person household,Urban regions,A Bit Too Large,0.08897,70,843,0.06974,0.10820
1989,Single-person household,Rural regions,Just Right,0.78838,127,127,0.71706,0.85970
1989,Couple without children,Urban regions,A Bit Too Small,0.10361,95,895,0.08363,0.12359
1989,Couple without children,Urban regions,Just Right,0.80259,739,895,0.77650,0.82869
1989,Couple without children,Urban regions,A Bit Too Large,0.06905,61,895,0.05243,0.08567
1989,Couple without children,Rural regions,Just Right,0.78117,182,214,0.72564,0.83669
1989,Couple without children,Rural regions,A Bit Too Large,0.13837,32,214,0.09200,0.18475
1989,Single parent,Urban regions,Just Right,0.78201,150,150,0.71571,0.84830
1989,Single parent,Rural regions,Just Right,0.74658,38,38,0.60643,0.88674
1989,Couple with children,Urban regions,Much Too Small,0.01807,47,1578,0.01150,0.02465
1989,Couple with children,Urban regions,A Bit Too Small,0.13433,257,1578,0.11750,0.15116
