year,age_gr,pgisced97,plb0418,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,18-29 y.,Pre-primary Level,In the next 2 to 5 years,0.4375,16099,0.42983685729390864,0.44516314270609136
1984,18-29 y.,Pre-primary Level,Next year,0.2375,16099,0.2309263231346787,0.24407367686532128
1984,18-29 y.,Pre-primary Level,"In the distant future, in more than five years",0.2375,16099,0.2309263231346787,0.24407367686532128
1984,18-29 y.,Pre-primary Level,As soon as possible,0.0875,16099,0.08313507200121684,0.09186492799878315
1984,18-29 y.,Primary Level,As soon as possible,0.5846153846153846,16099,0.5770030662205421,0.5922277030102272
1984,18-29 y.,Primary Level,In the next 2 to 5 years,0.16923076923076924,16099,0.16343866341977623,0.17502287504176225
1984,18-29 y.,Primary Level,"In the distant future, in more than five years",0.13846153846153847,16099,0.1331262422915176,0.14379683463155934
1984,18-29 y.,Primary Level,Next year,0.1076923076923077,16099,0.10290373283056839,0.11248088255404701
1984,18-29 y.,Lower Secondary Level,In the next 2 to 5 years,0.32781456953642385,16099,0.320563279197473,0.3350658598753747
1984,18-29 y.,Lower Secondary Level,As soon as possible,0.2847682119205298,16099,0.27779671918103344,0.2917397046600262
1984,18-29 y.,Lower Secondary Level,Next year,0.1986754966887417,16099,0.19251191741077706,0.20483907596670636
1984,18-29 y.,Lower Secondary Level,"In the distant future, in more than five years",0.18874172185430463,16099,0.18269708592552136,0.1947863577830879
1984,18-29 y.,Upper Secondary Level,In the next 2 to 5 years,0.3672566371681416,16099,0.35981008481894644,0.3747031895173368
1984,18-29 y.,Upper Secondary Level,As soon as possible,0.2588495575221239,16099,0.25208353372792697,0.26561558131632085
1984,18-29 y.,Upper Secondary Level,"In the distant future, in more than five years",0.21017699115044247,16099,0.20388317435466694,0.216470807946218
1984,18-29 y.,Upper Secondary Level,Next year,0.16371681415929204,16099,0.1580009757019414,0.16943265261664267
1984,18-29 y.,Post-secondary Non-tertiary Level,In the next 2 to 5 years,0.5555555555555556,16099,0.5478796590664949,0.5632314520446162
1984,18-29 y.,Post-secondary Non-tertiary Level,As soon as possible,0.17777777777777778,16099,0.17187182509838914,0.18368373045716643
1984,18-29 y.,Post-secondary Non-tertiary Level,Next year,0.17777777777777778,16099,0.17187182509838914,0.18368373045716643
1984,18-29 y.,Post-secondary Non-tertiary Level,"In the distant future, in more than five years",0.08888888888888889,16099,0.08449280439166483,0.09328497338611295
1984,18-29 y.,First Stage of Tertiary Education,"In the distant future, in more than five years",0.35,16099,0.34263203894453054,0.3573679610554694
1984,18-29 y.,First Stage of Tertiary Education,In the next 2 to 5 years,0.3,16099,0.2929210919932794,0.30707890800672055
1984,18-29 y.,First Stage of Tertiary Education,As soon as possible,0.2,16099,0.19382102251839506,0.20617897748160496
1984,18-29 y.,First Stage of Tertiary Education,Next year,0.15,16099,0.1444841593191925,0.15551584068080748
1984,18-29 y.,Second Stage of Tertiary Education,In the next 2 to 5 years,0.37142857142857144,16099,0.363964572070633,0.3788925707865099
1984,18-29 y.,Second Stage of Tertiary Education,As soon as possible,0.34285714285714286,16099,0.33552479402898094,0.3501894916853048
1984,18-29 y.,Second Stage of Tertiary Education,"In the distant future, in more than five years",0.2,16099,0.19382102251839506,0.20617897748160496
1984,18-29 y.,Second Stage of Tertiary Education,Next year,0.08571428571428572,16099,0.08138990229654869,0.09003866913202274
1984,30-45 y.,Primary Level,As soon as possible,0.5192307692307693,16099,0.5115127623050743,0.5269487761564643
1984,30-45 y.,Primary Level,"In the distant future, in more than five years",0.21153846153846154,16099,0.20522973723961954,0.21784718583730353
1984,30-45 y.,Primary Level,Next year,0.17307692307692307,16099,0.16723294255115323,0.17892090360269292
