year,migback,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No migration background,As soon as possible,0.23299,305,1393,0.21078,0.25520
1984,No migration background,Next year,0.16611,229,1393,0.14656,0.18567
1984,No migration background,In the next 2 to 5 years,0.37009,525,1393,0.34472,0.39545
1984,No migration background,"In the distant future, in more than five years",0.23080,334,1393,0.20867,0.25294
1984,Direct migration background,As soon as possible,0.44675,298,607,0.40717,0.48634
1984,Direct migration background,Next year,0.15567,87,607,0.12681,0.18454
1984,Direct migration background,In the next 2 to 5 years,0.21228,126,607,0.17972,0.24484
1984,Direct migration background,"In the distant future, in more than five years",0.18529,96,607,0.15435,0.21622
1985,No migration background,As soon as possible,0.32256,321,1058,0.29438,0.35075
1985,No migration background,Next year,0.23141,241,1058,0.20598,0.25683
1985,No migration background,In the next 2 to 5 years,0.29987,333,1058,0.27225,0.32749
1985,No migration background,"In the distant future, in more than five years",0.14616,163,1058,0.12486,0.16746
1985,Direct migration background,As soon as possible,0.48477,256,470,0.43954,0.53000
1985,Direct migration background,Next year,0.16870,73,470,0.13481,0.20260
1985,Direct migration background,In the next 2 to 5 years,0.24546,98,470,0.20651,0.28441
1985,Direct migration background,"In the distant future, in more than five years",0.10107,43,470,0.07379,0.12835
1986,No migration background,As soon as possible,0.29665,277,1025,0.26867,0.32463
1986,No migration background,Next year,0.18701,193,1025,0.16312,0.21089
1986,No migration background,In the next 2 to 5 years,0.31540,340,1025,0.28694,0.34387
1986,No migration background,"In the distant future, in more than five years",0.20094,215,1025,0.17639,0.22548
1986,Direct migration background,As soon as possible,0.46919,219,460,0.42353,0.51484
1986,Direct migration background,Next year,0.14624,79,460,0.11392,0.17857
1986,Direct migration background,In the next 2 to 5 years,0.24097,117,460,0.20185,0.28010
1986,Direct migration background,"In the distant future, in more than five years",0.14359,45,460,0.11151,0.17568
1987,No migration background,As soon as possible,0.27744,265,1044,0.25027,0.30462
1987,No migration background,Next year,0.22196,238,1044,0.19674,0.24718
1987,No migration background,In the next 2 to 5 years,0.32845,356,1044,0.29994,0.35695
1987,No migration background,"In the distant future, in more than five years",0.17215,185,1044,0.14924,0.19506
1987,Direct migration background,As soon as possible,0.49180,223,466,0.44636,0.53724
1987,Direct migration background,Next year,0.18244,96,466,0.14733,0.21754
1987,Direct migration background,In the next 2 to 5 years,0.22042,96,466,0.18274,0.25810
1987,Direct migration background,"In the distant future, in more than five years",0.10535,51,466,0.07745,0.13325
1988,No migration background,As soon as possible,0.25066,224,991,0.22366,0.27766
1988,No migration background,Next year,0.24848,241,991,0.22156,0.27540
1988,No migration background,In the next 2 to 5 years,0.34902,363,991,0.31932,0.37871
1988,No migration background,"In the distant future, in more than five years",0.15184,163,991,0.12949,0.17420
1988,Direct migration background,As soon as possible,0.39682,202,439,0.35101,0.44264
1988,Direct migration background,Next year,0.21288,89,439,0.17455,0.25122
1988,Direct migration background,In the next 2 to 5 years,0.25671,102,439,0.21580,0.29761
1988,Direct migration background,"In the distant future, in more than five years",0.13359,46,439,0.10173,0.16545
1988,Indirect migration background,In the next 2 to 5 years,0.34209,33,33,0.17772,0.50647
1989,No migration background,As soon as possible,0.23366,186,858,0.20533,0.26199
1989,No migration background,Next year,0.20823,185,858,0.18104,0.23541
1989,No migration background,In the next 2 to 5 years,0.38065,333,858,0.34814,0.41316
1989,No migration background,"In the distant future, in more than five years",0.17747,154,858,0.15189,0.20305
1989,Direct migration background,As soon as possible,0.38355,159,365,0.33360,0.43351
1989,Direct migration background,Next year,0.16653,58,365,0.12826,0.20480
1989,Direct migration background,In the next 2 to 5 years,0.32819,110,365,0.27995,0.37643
1989,Direct migration background,"In the distant future, in more than five years",0.12172,38,365,0.08813,0.15531
1989,Indirect migration background,In the next 2 to 5 years,0.43306,43,43,0.28321,0.58292
1990,No migration background,As soon as possible,0.22443,248,1098,0.19974,0.24912
1990,No migration background,Next year,0.24669,302,1098,0.22118,0.27220
1990,No migration background,In the next 2 to 5 years,0.34895,370,1098,0.32075,0.37716
1990,No migration background,"In the distant future, in more than five years",0.17992,178,1098,0.15719,0.20266
1990,Direct migration background,As soon as possible,0.34460,137,347,0.29452,0.39468
1990,Direct migration background,Next year,0.21402,70,347,0.17081,0.25724
1990,Direct migration background,In the next 2 to 5 years,0.30096,98,347,0.25263,0.34929
1990,Direct migration background,"In the distant future, in more than five years",0.14042,42,347,0.10381,0.17702
1990,Indirect migration background,In the next 2 to 5 years,0.39056,38,38,0.23335,0.54776
1991,No migration background,As soon as possible,0.27624,395,1248,0.25142,0.30106
1991,No migration background,Next year,0.22844,292,1248,0.20514,0.25174
1991,No migration background,In the next 2 to 5 years,0.34570,398,1248,0.31930,0.37209
1991,No migration background,"In the distant future, in more than five years",0.14962,163,1248,0.12983,0.16942
1991,Direct migration background,As soon as possible,0.39457,129,320,0.34093,0.44820
1991,Direct migration background,Next year,0.23092,70,320,0.18468,0.27717
1991,Direct migration background,In the next 2 to 5 years,0.24422,81,320,0.19708,0.29137
1991,Direct migration background,"In the distant future, in more than five years",0.13028,40,320,0.09334,0.16722
1991,Indirect migration background,In the next 2 to 5 years,0.33344,39,39,0.18354,0.48334
1992,No migration background,As soon as possible,0.31652,509,1443,0.29251,0.34053
1992,No migration background,Next year,0.24967,354,1443,0.22733,0.27201
1992,No migration background,In the next 2 to 5 years,0.31570,430,1443,0.29171,0.33969
1992,No migration background,"In the distant future, in more than five years",0.11811,150,1443,0.10145,0.13476
1992,Direct migration background,As soon as possible,0.43916,145,339,0.38625,0.49206
1992,Direct migration background,Next year,0.16768,47,339,0.12785,0.20751
1992,Direct migration background,In the next 2 to 5 years,0.27368,101,339,0.22615,0.32122
1992,Direct migration background,"In the distant future, in more than five years",0.11948,46,339,0.08490,0.15406
1992,Indirect migration background,Next year,0.24511,36,87,0.15419,0.33602
1992,Indirect migration background,In the next 2 to 5 years,0.38971,51,87,0.28664,0.49279
1993,No migration background,As soon as possible,0.35368,555,1446,0.32903,0.37833
1993,No migration background,Next year,0.21407,317,1446,0.19292,0.23521
1993,No migration background,In the next 2 to 5 years,0.32104,420,1446,0.29696,0.34511
1993,No migration background,"In the distant future, in more than five years",0.11122,154,1446,0.09500,0.12743
1993,Direct migration background,As soon as possible,0.40795,137,324,0.35435,0.46154
1993,Direct migration background,Next year,0.20752,59,324,0.16330,0.25175
1993,Direct migration background,In the next 2 to 5 years,0.29879,91,324,0.24887,0.34870
1993,Direct migration background,"In the distant future, in more than five years",0.08574,37,324,0.05521,0.11628
1993,Indirect migration background,Next year,0.16584,31,96,0.09105,0.24063
1993,Indirect migration background,In the next 2 to 5 years,0.50047,65,96,0.39992,0.60102
1994,No migration background,As soon as possible,0.35869,593,1533,0.33467,0.38271
1994,No migration background,Next year,0.22502,328,1533,0.20411,0.24593
1994,No migration background,In the next 2 to 5 years,0.31082,455,1533,0.28765,0.33400
1994,No migration background,"In the distant future, in more than five years",0.10547,157,1533,0.09009,0.12085
1994,Direct migration background,As soon as possible,0.46444,153,326,0.41022,0.51866
1994,Direct migration background,Next year,0.22577,68,326,0.18031,0.27122
1994,Direct migration background,In the next 2 to 5 years,0.21726,73,326,0.17242,0.26209
1994,Direct migration background,"In the distant future, in more than five years",0.09253,32,326,0.06103,0.12404
1994,Indirect migration background,As soon as possible,0.19282,42,128,0.12420,0.26143
1994,Indirect migration background,Next year,0.25368,35,128,0.17800,0.32936
1994,Indirect migration background,In the next 2 to 5 years,0.35855,51,128,0.27514,0.44196
1995,No migration background,As soon as possible,0.31074,489,1484,0.28718,0.33429
1995,No migration background,Next year,0.22170,338,1484,0.20055,0.24284
1995,No migration background,In the next 2 to 5 years,0.34681,480,1484,0.32259,0.37104
1995,No migration background,"In the distant future, in more than five years",0.12075,177,1484,0.10417,0.13734
1995,Direct migration background,As soon as possible,0.42643,201,489,0.38255,0.47031
1995,Direct migration background,Next year,0.19581,90,489,0.16060,0.23102
1995,Direct migration background,In the next 2 to 5 years,0.28481,150,489,0.24477,0.32486
1995,Direct migration background,"In the distant future, in more than five years",0.09295,48,489,0.06719,0.11871
1995,Indirect migration background,As soon as possible,0.24669,38,124,0.17051,0.32288
1995,Indirect migration background,Next year,0.18256,35,124,0.11429,0.25084
1995,Indirect migration background,In the next 2 to 5 years,0.28783,51,124,0.20782,0.36784
1996,No migration background,As soon as possible,0.31036,506,1504,0.28697,0.33375
1996,No migration background,Next year,0.24603,370,1504,0.22426,0.26781
1996,No migration background,In the next 2 to 5 years,0.32782,460,1504,0.30409,0.35155
1996,No migration background,"In the distant future, in more than five years",0.11578,168,1504,0.09961,0.13196
1996,Direct migration background,As soon as possible,0.45611,206,442,0.40962,0.50259
1996,Direct migration background,Next year,0.15490,69,442,0.12113,0.18867
1996,Direct migration background,In the next 2 to 5 years,0.27539,129,442,0.23370,0.31708
1996,Direct migration background,"In the distant future, in more than five years",0.11360,38,442,0.08399,0.14322
1996,Indirect migration background,As soon as possible,0.31003,54,184,0.24302,0.37704
1996,Indirect migration background,Next year,0.19063,44,184,0.13372,0.24754
1996,Indirect migration background,In the next 2 to 5 years,0.25902,50,184,0.19555,0.32250
1996,Indirect migration background,"In the distant future, in more than five years",0.24032,36,184,0.17841,0.30222
1997,No migration background,As soon as possible,0.36532,572,1488,0.34085,0.38979
1997,No migration background,Next year,0.21268,294,1488,0.19188,0.23348
1997,No migration background,In the next 2 to 5 years,0.31964,460,1488,0.29594,0.34334
1997,No migration background,"In the distant future, in more than five years",0.10236,162,1488,0.08695,0.11777
1997,Direct migration background,As soon as possible,0.43784,204,445,0.39169,0.48399
1997,Direct migration background,Next year,0.17440,76,445,0.13910,0.20970
1997,Direct migration background,In the next 2 to 5 years,0.28940,128,445,0.24722,0.33158
1997,Direct migration background,"In the distant future, in more than five years",0.09836,37,445,0.07066,0.12606
1997,Indirect migration background,As soon as possible,0.22675,47,150,0.15951,0.29398
1997,Indirect migration background,Next year,0.16941,37,150,0.10918,0.22964
1997,Indirect migration background,In the next 2 to 5 years,0.40467,66,150,0.32586,0.48348
1998,No migration background,As soon as possible,0.36199,623,1646,0.33877,0.38522
1998,No migration background,Next year,0.21949,359,1646,0.19949,0.23949
1998,No migration background,In the next 2 to 5 years,0.29726,480,1646,0.27518,0.31935
1998,No migration background,"In the distant future, in more than five years",0.12125,184,1646,0.10547,0.13702
1998,Direct migration background,As soon as possible,0.47238,183,386,0.42251,0.52224
