year,regtyp,sex,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,No answer / don't know,male,As soon as possible,0.35640,286,698,0.32085,0.39196
1984,No answer / don't know,male,Next year,0.17152,114,698,0.14354,0.19951
1984,No answer / don't know,male,In the next 2 to 5 years,0.32648,207,698,0.29167,0.36129
1984,No answer / don't know,male,"In the distant future, in more than five years",0.14559,91,698,0.11941,0.17178
1984,No answer / don't know,female,As soon as possible,0.20413,328,1348,0.18260,0.22565
1984,No answer / don't know,female,Next year,0.16263,209,1348,0.14292,0.18234
1984,No answer / don't know,female,In the next 2 to 5 years,0.36510,459,1348,0.33939,0.39081
1984,No answer / don't know,female,"In the distant future, in more than five years",0.26814,352,1348,0.24448,0.29180
1985,Urban regions,male,As soon as possible,0.38923,215,481,0.34561,0.43285
1985,Urban regions,male,Next year,0.21002,91,481,0.17358,0.24646
1985,Urban regions,male,In the next 2 to 5 years,0.26668,117,481,0.22712,0.30625
1985,Urban regions,male,"In the distant future, in more than five years",0.13406,58,481,0.10358,0.16454
1985,Urban regions,female,As soon as possible,0.26374,229,751,0.23221,0.29528
1985,Urban regions,female,Next year,0.23869,164,751,0.20819,0.26920
1985,Urban regions,female,In the next 2 to 5 years,0.33976,243,751,0.30586,0.37365
1985,Urban regions,female,"In the distant future, in more than five years",0.15781,115,751,0.13172,0.18390
1985,Rural regions,male,As soon as possible,0.52626,80,80,0.41616,0.63637
1985,Rural regions,female,As soon as possible,0.31349,63,160,0.24138,0.38560
1985,Rural regions,female,Next year,0.25852,43,160,0.19047,0.32658
1985,Rural regions,female,In the next 2 to 5 years,0.27907,54,160,0.20935,0.34879
1986,Urban regions,male,As soon as possible,0.32675,182,477,0.28461,0.36888
1986,Urban regions,male,Next year,0.20237,87,477,0.16628,0.23846
1986,Urban regions,male,In the next 2 to 5 years,0.34495,152,477,0.30225,0.38766
1986,Urban regions,male,"In the distant future, in more than five years",0.12593,56,477,0.09613,0.15574
1986,Urban regions,female,As soon as possible,0.28319,212,754,0.25101,0.31538
1986,Urban regions,female,Next year,0.17945,135,754,0.15205,0.20686
1986,Urban regions,female,In the next 2 to 5 years,0.31031,248,754,0.27727,0.34335
1986,Urban regions,female,"In the distant future, in more than five years",0.22704,159,754,0.19712,0.25696
1986,Rural regions,male,As soon as possible,0.41228,55,55,0.28099,0.54358
1986,Rural regions,female,As soon as possible,0.34218,58,142,0.26387,0.42050
1986,Rural regions,female,In the next 2 to 5 years,0.26722,46,142,0.19418,0.34026
1986,Rural regions,female,"In the distant future, in more than five years",0.23636,38,142,0.16623,0.30648
1987,Urban regions,male,As soon as possible,0.35616,184,483,0.31341,0.39891
1987,Urban regions,male,Next year,0.19911,99,483,0.16346,0.23476
1987,Urban regions,male,In the next 2 to 5 years,0.34599,149,483,0.30352,0.38845
1987,Urban regions,male,"In the distant future, in more than five years",0.09874,51,483,0.07211,0.12537
1987,Urban regions,female,As soon as possible,0.24333,198,787,0.21334,0.27333
1987,Urban regions,female,Next year,0.23293,186,787,0.20338,0.26248
1987,Urban regions,female,In the next 2 to 5 years,0.32274,252,787,0.29005,0.35542
1987,Urban regions,female,"In the distant future, in more than five years",0.20100,151,787,0.17299,0.22902
1987,Rural regions,male,As soon as possible,0.49611,60,60,0.36853,0.62370
1987,Rural regions,female,As soon as possible,0.28748,56,185,0.22208,0.35287
1987,Rural regions,female,Next year,0.22976,44,185,0.16897,0.29054
1987,Rural regions,female,In the next 2 to 5 years,0.29716,53,185,0.23113,0.36320
1987,Rural regions,female,"In the distant future, in more than five years",0.18560,32,185,0.12942,0.24178
1988,Urban regions,male,As soon as possible,0.29168,165,465,0.25032,0.33304
1988,Urban regions,male,Next year,0.25462,98,465,0.21498,0.29426
1988,Urban regions,male,In the next 2 to 5 years,0.35428,155,465,0.31076,0.39780
1988,Urban regions,male,"In the distant future, in more than five years",0.09941,47,465,0.07218,0.12664
1988,Urban regions,female,As soon as possible,0.22877,176,749,0.19867,0.25887
1988,Urban regions,female,Next year,0.22039,173,749,0.19068,0.25009
1988,Urban regions,female,In the next 2 to 5 years,0.36022,264,749,0.32582,0.39463
1988,Urban regions,female,"In the distant future, in more than five years",0.19062,136,749,0.16247,0.21877
1988,Rural regions,male,As soon as possible,0.45797,58,58,0.32863,0.58731
1988,Rural regions,female,As soon as possible,0.22371,44,152,0.15724,0.29018
1988,Rural regions,female,Next year,0.27155,44,152,0.20061,0.34249
1988,Rural regions,female,In the next 2 to 5 years,0.35920,64,152,0.28268,0.43572
1989,Urban regions,male,As soon as possible,0.28245,132,389,0.23765,0.32724
1989,Urban regions,male,Next year,0.22067,82,389,0.17940,0.26193
1989,Urban regions,male,In the next 2 to 5 years,0.38013,136,389,0.33183,0.42843
1989,Urban regions,male,"In the distant future, in more than five years",0.11676,39,389,0.08480,0.14871
1989,Urban regions,female,As soon as possible,0.19328,143,664,0.16322,0.22333
1989,Urban regions,female,Next year,0.18722,128,664,0.15752,0.21691
1989,Urban regions,female,In the next 2 to 5 years,0.41030,266,664,0.37285,0.44774
1989,Urban regions,female,"In the distant future, in more than five years",0.20921,127,664,0.17825,0.24017
1989,Rural regions,male,As soon as possible,0.41414,46,46,0.27022,0.55806
1989,Rural regions,female,As soon as possible,0.26340,41,132,0.18797,0.33883
1989,Rural regions,female,Next year,0.22753,34,132,0.15574,0.29933
1989,Rural regions,female,In the next 2 to 5 years,0.34437,57,132,0.26300,0.42574
1990,Urban regions,male,As soon as possible,0.24876,125,422,0.20747,0.29006
1990,Urban regions,male,Next year,0.25033,108,422,0.20894,0.29171
1990,Urban regions,male,In the next 2 to 5 years,0.32700,126,422,0.28218,0.37181
1990,Urban regions,male,"In the distant future, in more than five years",0.17391,63,422,0.13771,0.21012
1990,Urban regions,female,As soon as possible,0.18455,137,686,0.15550,0.21360
1990,Urban regions,female,Next year,0.22958,166,686,0.19809,0.26108
1990,Urban regions,female,In the next 2 to 5 years,0.38977,256,686,0.35325,0.42629
1990,Urban regions,female,"In the distant future, in more than five years",0.19609,127,686,0.16636,0.22583
1990,Rural regions,male,As soon as possible,0.40989,64,140,0.32813,0.49165
1990,Rural regions,male,Next year,0.23722,37,140,0.16651,0.30794
1990,Rural regions,male,In the next 2 to 5 years,0.25341,39,140,0.18110,0.32572
1990,Rural regions,female,As soon as possible,0.24684,70,279,0.19616,0.29753
1990,Rural regions,female,Next year,0.26681,87,279,0.21482,0.31881
1990,Rural regions,female,In the next 2 to 5 years,0.31532,85,279,0.26070,0.36994
1990,Rural regions,female,"In the distant future, in more than five years",0.17102,37,279,0.12676,0.21528
1991,Urban regions,male,As soon as possible,0.35719,151,394,0.30982,0.40457
1991,Urban regions,male,Next year,0.22263,84,394,0.18150,0.26376
1991,Urban regions,male,In the next 2 to 5 years,0.28399,104,394,0.23940,0.32857
1991,Urban regions,male,"In the distant future, in more than five years",0.13620,55,394,0.10229,0.17011
1991,Urban regions,female,As soon as possible,0.20184,152,671,0.17145,0.23224
1991,Urban regions,female,Next year,0.20665,142,671,0.17599,0.23731
1991,Urban regions,female,In the next 2 to 5 years,0.40796,265,671,0.37074,0.44517
1991,Urban regions,female,"In the distant future, in more than five years",0.18355,112,671,0.15423,0.21286
1991,Rural regions,male,As soon as possible,0.44442,109,200,0.37538,0.51346
1991,Rural regions,male,Next year,0.26531,51,200,0.20397,0.32665
