year,age_gr,migback,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,No migration background,As soon as possible,0.19417,154,833,0.16729,0.22105
1984,17-29 y.,No migration background,Next year,0.19913,165,833,0.17199,0.22626
1984,17-29 y.,No migration background,In the next 2 to 5 years,0.41084,344,833,0.37741,0.44427
1984,17-29 y.,No migration background,"In the distant future, in more than five years",0.19587,170,833,0.16890,0.22283
1984,17-29 y.,Direct migration background,As soon as possible,0.36785,132,322,0.31510,0.42061
1984,17-29 y.,Direct migration background,Next year,0.18806,59,322,0.14531,0.23081
1984,17-29 y.,Direct migration background,In the next 2 to 5 years,0.26394,83,322,0.21572,0.31215
1984,17-29 y.,Direct migration background,"In the distant future, in more than five years",0.18015,48,322,0.13811,0.22219
1984,30-45 y.,No migration background,As soon as possible,0.23505,96,434,0.19511,0.27499
1984,30-45 y.,No migration background,Next year,0.09113,41,434,0.06402,0.11824
1984,30-45 y.,No migration background,In the next 2 to 5 years,0.32924,147,434,0.28498,0.37351
1984,30-45 y.,No migration background,"In the distant future, in more than five years",0.34458,150,434,0.29981,0.38934
1984,30-45 y.,Direct migration background,As soon as possible,0.46402,104,186,0.39216,0.53588
1984,30-45 y.,Direct migration background,In the next 2 to 5 years,0.17487,37,186,0.12014,0.22961
1984,30-45 y.,Direct migration background,"In the distant future, in more than five years",0.23396,45,186,0.17296,0.29497
1984,46-65 y.,No migration background,As soon as possible,0.45138,55,89,0.34741,0.55535
1984,46-65 y.,No migration background,In the next 2 to 5 years,0.24922,34,89,0.15884,0.33960
1984,46-65 y.,Direct migration background,As soon as possible,0.76375,62,62,0.65715,0.87035
1985,17-29 y.,No migration background,As soon as possible,0.23624,149,653,0.20364,0.26885
1985,17-29 y.,No migration background,Next year,0.27635,176,653,0.24202,0.31067
1985,17-29 y.,No migration background,In the next 2 to 5 years,0.33745,229,653,0.30116,0.37375
1985,17-29 y.,No migration background,"In the distant future, in more than five years",0.14995,99,653,0.12255,0.17736
1985,17-29 y.,Direct migration background,As soon as possible,0.35335,107,215,0.28930,0.41740
1985,17-29 y.,Direct migration background,Next year,0.19173,45,215,0.13899,0.24447
1985,17-29 y.,Direct migration background,In the next 2 to 5 years,0.32976,63,215,0.26677,0.39275
1985,30-45 y.,No migration background,As soon as possible,0.37024,100,291,0.31466,0.42581
1985,30-45 y.,No migration background,Next year,0.14501,43,291,0.10448,0.18553
1985,30-45 y.,No migration background,In the next 2 to 5 years,0.28782,87,291,0.23571,0.33993
1985,30-45 y.,No migration background,"In the distant future, in more than five years",0.19694,61,291,0.15117,0.24271
1985,30-45 y.,Direct migration background,As soon as possible,0.53757,91,124,0.44946,0.62569
1985,30-45 y.,Direct migration background,In the next 2 to 5 years,0.22297,33,124,0.14941,0.29653
1985,46-65 y.,No migration background,As soon as possible,0.65262,72,72,0.54187,0.76338
1985,46-65 y.,Direct migration background,As soon as possible,0.78726,58,58,0.68102,0.89350
1986,17-29 y.,No migration background,As soon as possible,0.21855,120,607,0.18565,0.25146
1986,17-29 y.,No migration background,Next year,0.22942,141,607,0.19594,0.26289
1986,17-29 y.,No migration background,In the next 2 to 5 years,0.35041,222,607,0.31242,0.38839
1986,17-29 y.,No migration background,"In the distant future, in more than five years",0.20163,124,607,0.16968,0.23357
1986,17-29 y.,Direct migration background,As soon as possible,0.31588,89,220,0.25431,0.37745
1986,17-29 y.,Direct migration background,Next year,0.18801,51,220,0.13626,0.23976
1986,17-29 y.,Direct migration background,In the next 2 to 5 years,0.32975,80,220,0.26748,0.39201
1986,30-45 y.,No migration background,As soon as possible,0.31791,89,306,0.26565,0.37017
1986,30-45 y.,No migration background,Next year,0.10545,33,306,0.07098,0.13992
1986,30-45 y.,No migration background,In the next 2 to 5 years,0.30367,97,306,0.25206,0.35527
1986,30-45 y.,No migration background,"In the distant future, in more than five years",0.27298,87,306,0.22298,0.32297
1986,30-45 y.,Direct migration background,As soon as possible,0.52806,72,105,0.43211,0.62400
1986,30-45 y.,Direct migration background,In the next 2 to 5 years,0.19375,33,105,0.11779,0.26971
1986,46-65 y.,No migration background,As soon as possible,0.62023,68,68,0.50401,0.73644
1986,46-65 y.,Direct migration background,As soon as possible,0.90866,58,58,0.83387,0.98345
1987,17-29 y.,No migration background,As soon as possible,0.20712,115,592,0.17445,0.23979
1987,17-29 y.,No migration background,Next year,0.25511,156,592,0.21997,0.29026
1987,17-29 y.,No migration background,In the next 2 to 5 years,0.36991,221,592,0.33099,0.40884
1987,17-29 y.,No migration background,"In the distant future, in more than five years",0.16785,100,592,0.13772,0.19799
1987,17-29 y.,Direct migration background,As soon as possible,0.30595,81,209,0.24332,0.36857
1987,17-29 y.,Direct migration background,Next year,0.25402,62,209,0.19486,0.31318
1987,17-29 y.,Direct migration background,In the next 2 to 5 years,0.31687,66,209,0.25364,0.38010
1987,30-45 y.,No migration background,As soon as possible,0.27645,81,316,0.22706,0.32584
1987,30-45 y.,No migration background,Next year,0.16155,52,316,0.12091,0.20220
1987,30-45 y.,No migration background,In the next 2 to 5 years,0.31594,105,316,0.26460,0.36728
1987,30-45 y.,No migration background,"In the distant future, in more than five years",0.24605,78,316,0.19849,0.29362
1987,30-45 y.,Direct migration background,As soon as possible,0.54802,70,70,0.43059,0.66545
1987,46-65 y.,No migration background,As soon as possible,0.52054,68,68,0.40091,0.64016
1987,46-65 y.,Direct migration background,As soon as possible,0.80924,72,72,0.71785,0.90063
1988,17-29 y.,No migration background,As soon as possible,0.17596,96,571,0.14469,0.20722
1988,17-29 y.,No migration background,Next year,0.25595,142,571,0.22012,0.29177
1988,17-29 y.,No migration background,In the next 2 to 5 years,0.40315,234,571,0.36287,0.44342
1988,17-29 y.,No migration background,"In the distant future, in more than five years",0.16495,99,571,0.13448,0.19542
1988,17-29 y.,Direct migration background,As soon as possible,0.23532,80,191,0.17500,0.29564
1988,17-29 y.,Direct migration background,Next year,0.22334,45,191,0.16412,0.28256
1988,17-29 y.,Direct migration background,In the next 2 to 5 years,0.44130,66,191,0.37070,0.51191
1988,17-29 y.,Indirect migration background,In the next 2 to 5 years,0.36665,33,33,0.19968,0.53361
1988,30-45 y.,No migration background,As soon as possible,0.26989,73,298,0.21940,0.32037
1988,30-45 y.,No migration background,Next year,0.22889,66,298,0.18111,0.27667
1988,30-45 y.,No migration background,In the next 2 to 5 years,0.32452,103,298,0.27127,0.37777
1988,30-45 y.,No migration background,"In the distant future, in more than five years",0.17670,56,298,0.13332,0.22008
1988,30-45 y.,Direct migration background,As soon as possible,0.37613,55,55,0.24692,0.50533
1988,46-65 y.,No migration background,As soon as possible,0.50372,55,88,0.39865,0.60878
1988,46-65 y.,No migration background,Next year,0.25992,33,88,0.16776,0.35208
1988,46-65 y.,Direct migration background,As soon as possible,0.73919,67,67,0.63326,0.84512
1989,17-29 y.,No migration background,As soon as possible,0.14266,69,496,0.11185,0.17347
1989,17-29 y.,No migration background,Next year,0.23056,116,496,0.19346,0.26767
1989,17-29 y.,No migration background,In the next 2 to 5 years,0.43586,213,496,0.39218,0.47954
1989,17-29 y.,No migration background,"In the distant future, in more than five years",0.19091,98,496,0.15629,0.22554
1989,17-29 y.,Direct migration background,As soon as possible,0.28735,69,138,0.21157,0.36312
1989,17-29 y.,Direct migration background,In the next 2 to 5 years,0.40367,69,138,0.32151,0.48583
1989,17-29 y.,Indirect migration background,In the next 2 to 5 years,0.43521,41,41,0.28156,0.58885
1989,30-45 y.,No migration background,As soon as possible,0.26897,64,256,0.21454,0.32339
1989,30-45 y.,No migration background,Next year,0.17446,47,256,0.12788,0.22104
1989,30-45 y.,No migration background,In the next 2 to 5 years,0.35697,96,256,0.29817,0.41578
1989,30-45 y.,No migration background,"In the distant future, in more than five years",0.19961,49,256,0.15055,0.24867
1989,30-45 y.,Direct migration background,As soon as possible,0.30051,33,69,0.19154,0.40948
1989,30-45 y.,Direct migration background,In the next 2 to 5 years,0.33435,36,69,0.22222,0.44648
1989,46-65 y.,No migration background,As soon as possible,0.53487,53,53,0.39930,0.67044
1989,46-65 y.,Direct migration background,As soon as possible,0.77758,57,57,0.66865,0.88650
1990,17-29 y.,No migration background,As soon as possible,0.15339,113,681,0.12631,0.18048
1990,17-29 y.,No migration background,Next year,0.26660,198,681,0.23337,0.29984
1990,17-29 y.,No migration background,In the next 2 to 5 years,0.39663,259,681,0.35986,0.43340
1990,17-29 y.,No migration background,"In the distant future, in more than five years",0.18338,111,681,0.15429,0.21246
1990,17-29 y.,Direct migration background,As soon as possible,0.26122,62,165,0.19398,0.32845
1990,17-29 y.,Direct migration background,Next year,0.23959,38,165,0.17426,0.30491
1990,17-29 y.,Direct migration background,In the next 2 to 5 years,0.33832,65,165,0.26590,0.41073
1990,17-29 y.,Indirect migration background,In the next 2 to 5 years,0.38366,37,37,0.22481,0.54251
1990,30-45 y.,No migration background,As soon as possible,0.26617,83,297,0.21582,0.31652
1990,30-45 y.,No migration background,Next year,0.20062,69,297,0.15499,0.24624
1990,30-45 y.,No migration background,In the next 2 to 5 years,0.30591,84,297,0.25342,0.35841
1990,30-45 y.,No migration background,"In the distant future, in more than five years",0.22730,61,297,0.17956,0.27505
1990,46-65 y.,No migration background,As soon as possible,0.47421,52,86,0.36806,0.58037
1990,46-65 y.,No migration background,Next year,0.24061,34,86,0.14974,0.33148
1990,46-65 y.,Direct migration background,As soon as possible,0.66596,45,45,0.52660,0.80533
1991,17-29 y.,No migration background,As soon as possible,0.19433,144,663,0.16419,0.22447
1991,17-29 y.,No migration background,Next year,0.22930,155,663,0.19727,0.26132
1991,17-29 y.,No migration background,In the next 2 to 5 years,0.40481,260,663,0.36742,0.44220
1991,17-29 y.,No migration background,"In the distant future, in more than five years",0.17157,104,663,0.14285,0.20029
1991,17-29 y.,Direct migration background,As soon as possible,0.26625,50,149,0.19504,0.33746
1991,17-29 y.,Direct migration background,Next year,0.28355,43,149,0.21093,0.35616
1991,17-29 y.,Direct migration background,In the next 2 to 5 years,0.32311,56,149,0.24776,0.39845
1991,17-29 y.,Indirect migration background,In the next 2 to 5 years,0.33809,38,38,0.18566,0.49052
1991,30-45 y.,No migration background,As soon as possible,0.30288,153,413,0.25851,0.34725
1991,30-45 y.,No migration background,Next year,0.21455,95,413,0.17491,0.25419
1991,30-45 y.,No migration background,In the next 2 to 5 years,0.31375,109,413,0.26894,0.35855
1991,30-45 y.,No migration background,"In the distant future, in more than five years",0.16883,56,413,0.13265,0.20500
1991,30-45 y.,Direct migration background,As soon as possible,0.33619,34,34,0.17501,0.49737
