year,bula_h,migback,plb0418,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,No migration background,In the next 2 to 5 years,0.3103448275862069,16099,0.3031983032688056,0.3174913519036082
1984,Schleswig-Holstein,No migration background,Next year,0.2413793103448276,16099,0.23476904361959966,0.24798957707005553
1984,Schleswig-Holstein,No migration background,"In the distant future, in more than five years",0.22413793103448276,16099,0.21769614106754762,0.2305797210014179
1984,Schleswig-Holstein,No migration background,As soon as possible,0.22413793103448276,16099,0.21769614106754762,0.2305797210014179
1984,Schleswig-Holstein,Direct migration background,Next year,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Schleswig-Holstein,Direct migration background,"In the distant future, in more than five years",0.2,16099,0.19382102251839506,0.20617897748160496
1984,Schleswig-Holstein,Direct migration background,In the next 2 to 5 years,0.2,16099,0.19382102251839506,0.20617897748160496
1984,Schleswig-Holstein,Direct migration background,As soon as possible,0.1,16099,0.09536576688879628,0.10463423311120373
1984,Schleswig-Holstein,Indirect migration background,As soon as possible,1.0,16099,1.0,1.0
1984,Hamburg,No migration background,As soon as possible,0.34285714285714286,16099,0.33552479402898094,0.3501894916853048
1984,Hamburg,No migration background,In the next 2 to 5 years,0.2857142857142857,16099,0.2787358419811561,0.2926927294474153
1984,Hamburg,No migration background,"In the distant future, in more than five years",0.2571428571428571,16099,0.2503914156958384,0.26389429858987584
1984,Hamburg,No migration background,Next year,0.11428571428571428,16099,0.10937098705417009,0.11920044151725848
1984,Hamburg,Direct migration background,As soon as possible,0.6428571428571429,16099,0.6354553855284059,0.65025890018588
1984,Hamburg,Direct migration background,In the next 2 to 5 years,0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,Hamburg,Direct migration background,"In the distant future, in more than five years",0.14285714285714285,16099,0.13745166358497157,0.14826262212931413
1984,Hamburg,Direct migration background,Next year,0.07142857142857142,16099,0.0674502464035957,0.07540689645354715
1984,Lower Saxony,No migration background,In the next 2 to 5 years,0.3551912568306011,16099,0.3477985546045328,0.3625839590566694
1984,Lower Saxony,No migration background,"In the distant future, in more than five years",0.24043715846994534,16099,0.23383570951023977,0.24703860742965092
1984,Lower Saxony,No migration background,As soon as possible,0.20765027322404372,16099,0.20138440393579224,0.2139161425122952
1984,Lower Saxony,No migration background,Next year,0.19672131147540983,16099,0.19058064585584045,0.20286197709497922
1984,Lower Saxony,Direct migration background,As soon as possible,0.6530612244897959,16099,0.6457083019480467,0.660414147031545
1984,Lower Saxony,Direct migration background,In the next 2 to 5 years,0.16326530612244897,16099,0.15755581419838657,0.16897479804651136
1984,Lower Saxony,Direct migration background,"In the distant future, in more than five years",0.12244897959183673,16099,0.11738525130302932,0.12751270788064414
1984,Lower Saxony,Direct migration background,Next year,0.061224489795918366,16099,0.05752109438276229,0.06492788520907444
1984,Lower Saxony,Indirect migration background,In the next 2 to 5 years,0.5,16099,0.4922762781479938,0.5077237218520062
1984,Lower Saxony,Indirect migration background,As soon as possible,0.5,16099,0.4922762781479938,0.5077237218520062
