year,regtyp,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Urban regions,Very concerned,0.05032,691,4851,0.04417,0.05647
1985,Urban regions,Somewhat concerned,0.11961,1465,4851,0.11047,0.12874
1985,Urban regions,Not concerned at all,0.25478,2695,4851,0.24252,0.26705
1985,Rural regions,Very concerned,0.04775,184,1243,0.03589,0.05961
1985,Rural regions,Somewhat concerned,0.12497,408,1243,0.10658,0.14337
1985,Rural regions,Not concerned at all,0.21464,651,1243,0.19180,0.23747
1986,Urban regions,Very concerned,0.05040,677,4653,0.04411,0.05669
1986,Urban regions,Somewhat concerned,0.11744,1383,4653,0.10819,0.12670
1986,Urban regions,Not concerned at all,0.25447,2593,4653,0.24195,0.26699
1986,Rural regions,Very concerned,0.05124,173,1188,0.03870,0.06378
1986,Rural regions,Somewhat concerned,0.12178,382,1188,0.10318,0.14039
1986,Rural regions,Not concerned at all,0.21373,633,1188,0.19041,0.23705
1987,Urban regions,Very concerned,0.04492,590,4678,0.03899,0.05086
1987,Urban regions,Somewhat concerned,0.13284,1524,4678,0.12312,0.14257
1987,Urban regions,Not concerned at all,0.25621,2564,4678,0.24370,0.26872
1987,Rural regions,Very concerned,0.03709,123,1250,0.02661,0.04757
1987,Rural regions,Somewhat concerned,0.14759,450,1250,0.12792,0.16726
1987,Rural regions,Not concerned at all,0.22817,677,1250,0.20490,0.25145
1988,Urban regions,Very concerned,0.05369,662,4483,0.04709,0.06029
1988,Urban regions,Somewhat concerned,0.13828,1503,4483,0.12817,0.14839
1988,Urban regions,Not concerned at all,0.24325,2318,4483,0.23069,0.25581
1988,Rural regions,Very concerned,0.04225,153,1139,0.03056,0.05393
1988,Rural regions,Somewhat concerned,0.15504,423,1139,0.13401,0.17607
1988,Rural regions,Not concerned at all,0.20129,563,1139,0.17800,0.22459
1989,Urban regions,Very concerned,0.03399,416,4445,0.02866,0.03932
1989,Urban regions,Somewhat concerned,0.12352,1330,4445,0.11385,0.13319
1989,Urban regions,Not concerned at all,0.29090,2699,4445,0.27755,0.30426
1989,Rural regions,Very concerned,0.02749,89,1097,0.01781,0.03717
1989,Rural regions,Somewhat concerned,0.12108,343,1097,0.10177,0.14039
1989,Rural regions,Not concerned at all,0.25570,665,1097,0.22987,0.28152
1990,Urban regions,Very concerned,0.05212,829,5424,0.04620,0.05803
1990,Urban regions,Somewhat concerned,0.13862,1816,5424,0.12943,0.14782
1990,Urban regions,Not concerned at all,0.26929,2779,5424,0.25749,0.28110
1990,Rural regions,Very concerned,0.11243,984,3285,0.10163,0.12323
1990,Rural regions,Somewhat concerned,0.16578,1259,3285,0.15306,0.17850
1990,Rural regions,Not concerned at all,0.19535,1042,3285,0.18179,0.20891
1991,Urban regions,Very concerned,0.04624,701,5343,0.04061,0.05187
1991,Urban regions,Somewhat concerned,0.11399,1487,5343,0.10547,0.12252
1991,Urban regions,Not concerned at all,0.30110,3155,5343,0.28879,0.31340
1991,Rural regions,Very concerned,0.11115,918,2943,0.09979,0.12251
1991,Rural regions,Somewhat concerned,0.13460,946,2943,0.12227,0.14694
1991,Rural regions,Not concerned at all,0.20311,1079,2943,0.18857,0.21765
1992,Urban regions,Very concerned,0.05216,749,5102,0.04606,0.05827
1992,Urban regions,Somewhat concerned,0.13437,1670,5102,0.12502,0.14373
1992,Urban regions,Not concerned at all,0.26269,2683,5102,0.25062,0.27477
1992,Rural regions,Very concerned,0.08158,643,2631,0.07112,0.09205
1992,Rural regions,Somewhat concerned,0.15256,972,2631,0.13882,0.16631
1992,Rural regions,Not concerned at all,0.18969,1016,2631,0.17471,0.20467
1993,Urban regions,Very concerned,0.04150,586,5034,0.03599,0.04701
1993,Urban regions,Somewhat concerned,0.13670,1637,5034,0.12721,0.14619
1993,Urban regions,Not concerned at all,0.27036,2811,5034,0.25809,0.28263
1993,Rural regions,Very concerned,0.06105,428,2553,0.05176,0.07034
1993,Rural regions,Somewhat concerned,0.15221,1018,2553,0.13827,0.16614
1993,Rural regions,Not concerned at all,0.20208,1107,2553,0.18650,0.21766
1994,Urban regions,Very concerned,0.04948,647,4871,0.04339,0.05557
1994,Urban regions,Somewhat concerned,0.15479,1839,4871,0.14463,0.16495
1994,Urban regions,Not concerned at all,0.23710,2385,4871,0.22515,0.24904
1994,Rural regions,Very concerned,0.06521,438,2496,0.05552,0.07490
1994,Rural regions,Somewhat concerned,0.16638,1097,2496,0.15176,0.18099
1994,Rural regions,Not concerned at all,0.18089,961,2496,0.16579,0.19600
1995,Urban regions,Very concerned,0.05428,735,5259,0.04815,0.06040
1995,Urban regions,Somewhat concerned,0.15237,1900,5259,0.14266,0.16208
1995,Urban regions,Not concerned at all,0.24647,2624,5259,0.23483,0.25812
1995,Rural regions,Very concerned,0.06878,502,2757,0.05933,0.07823
1995,Rural regions,Somewhat concerned,0.16307,1101,2757,0.14928,0.17686
1995,Rural regions,Not concerned at all,0.20172,1154,2757,0.18674,0.21671
1996,Urban regions,Very concerned,0.04572,599,5061,0.03997,0.05148
1996,Urban regions,Somewhat concerned,0.15668,1845,5061,0.14667,0.16670
1996,Urban regions,Not concerned at all,0.24660,2617,5061,0.23472,0.25847
1996,Rural regions,Very concerned,0.06463,431,2704,0.05536,0.07390
1996,Rural regions,Somewhat concerned,0.16301,1096,2704,0.14908,0.17693
1996,Rural regions,Not concerned at all,0.20759,1177,2704,0.19230,0.22288
1997,Urban regions,Very concerned,0.06021,783,4898,0.05355,0.06687
1997,Urban regions,Somewhat concerned,0.18357,2044,4898,0.17273,0.19441
1997,Urban regions,Not concerned at all,0.20362,2071,4898,0.19234,0.21490
1997,Rural regions,Very concerned,0.07190,515,2641,0.06205,0.08175
1997,Rural regions,Somewhat concerned,0.18961,1233,2641,0.17466,0.20457
1997,Rural regions,Not concerned at all,0.16713,893,2641,0.15290,0.18136
1998,Urban regions,Very concerned,0.06464,859,5370,0.05807,0.07122
1998,Urban regions,Somewhat concerned,0.16130,2046,5370,0.15146,0.17114
1998,Urban regions,Not concerned at all,0.22248,2465,5370,0.21136,0.23361
1998,Rural regions,Very concerned,0.07158,515,2855,0.06213,0.08104
1998,Rural regions,Somewhat concerned,0.17751,1251,2855,0.16349,0.19153
1998,Rural regions,Not concerned at all,0.17524,1089,2855,0.16129,0.18919
1999,Urban regions,Very concerned,0.05749,730,5223,0.05118,0.06381
1999,Urban regions,Somewhat concerned,0.17483,2130,5223,0.16453,0.18514
1999,Urban regions,Not concerned at all,0.22425,2363,5223,0.21294,0.23556
1999,Rural regions,Very concerned,0.06991,511,2834,0.06052,0.07930
1999,Rural regions,Somewhat concerned,0.18850,1289,2834,0.17409,0.20290
1999,Rural regions,Not concerned at all,0.17714,1034,2834,0.16309,0.19120
2000,Urban regions,Very concerned,0.05495,1110,8832,0.05020,0.05970
2000,Urban regions,Somewhat concerned,0.16680,3365,8832,0.15903,0.17458
2000,Urban regions,Not concerned at all,0.22784,4357,8832,0.21910,0.23659
2000,Rural regions,Very concerned,0.07354,849,4745,0.06611,0.08096
