year,age_gr,migback,plh0042,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,No migration background,Very concerned,0.10299,239,1372,0.08690,0.11907
1984,17-29 y.,No migration background,Somewhat concerned,0.18795,442,1372,0.16727,0.20863
1984,17-29 y.,No migration background,Not concerned at all,0.29351,691,1372,0.26941,0.31761
1984,17-29 y.,Direct migration background,Very concerned,0.15958,161,556,0.12911,0.19005
1984,17-29 y.,Direct migration background,Somewhat concerned,0.18873,199,556,0.15617,0.22128
1984,17-29 y.,Direct migration background,Not concerned at all,0.19918,196,556,0.16595,0.23241
1984,30-45 y.,No migration background,Very concerned,0.10364,247,1766,0.08942,0.11786
1984,30-45 y.,No migration background,Somewhat concerned,0.22990,564,1766,0.21027,0.24953
1984,30-45 y.,No migration background,Not concerned at all,0.38222,955,1766,0.35955,0.40489
1984,30-45 y.,Direct migration background,Very concerned,0.21072,307,989,0.18529,0.23615
1984,30-45 y.,Direct migration background,Somewhat concerned,0.22318,333,989,0.19721,0.24914
1984,30-45 y.,Direct migration background,Not concerned at all,0.25871,349,989,0.23140,0.28602
1984,46-65 y.,No migration background,Very concerned,0.07950,210,1352,0.06507,0.09392
1984,46-65 y.,No migration background,Somewhat concerned,0.13841,376,1352,0.12000,0.15683
1984,46-65 y.,No migration background,Not concerned at all,0.28919,766,1352,0.26501,0.31336
1984,46-65 y.,Direct migration background,Very concerned,0.11975,167,618,0.09413,0.14537
1984,46-65 y.,Direct migration background,Somewhat concerned,0.19996,191,618,0.16840,0.23152
1984,46-65 y.,Direct migration background,Not concerned at all,0.25626,260,618,0.22182,0.29071
1985,17-29 y.,No migration background,Very concerned,0.07242,159,1272,0.05817,0.08667
1985,17-29 y.,No migration background,Somewhat concerned,0.18253,393,1272,0.16130,0.20377
1985,17-29 y.,No migration background,Not concerned at all,0.32704,720,1272,0.30125,0.35283
1985,17-29 y.,Direct migration background,Very concerned,0.13558,119,474,0.10473,0.16643
1985,17-29 y.,Direct migration background,Somewhat concerned,0.25560,191,474,0.21629,0.29491
1985,17-29 y.,Direct migration background,Not concerned at all,0.19222,164,474,0.15671,0.22773
1985,30-45 y.,No migration background,Very concerned,0.07172,159,1604,0.05909,0.08436
1985,30-45 y.,No migration background,Somewhat concerned,0.20879,469,1604,0.18889,0.22869
1985,30-45 y.,No migration background,Not concerned at all,0.43241,976,1604,0.40816,0.45666
1985,30-45 y.,Direct migration background,Very concerned,0.13551,193,839,0.11233,0.15868
1985,30-45 y.,Direct migration background,Somewhat concerned,0.24478,313,839,0.21567,0.27389
1985,30-45 y.,Direct migration background,Not concerned at all,0.30775,333,839,0.27649,0.33900
1985,46-65 y.,No migration background,Very concerned,0.05569,141,1276,0.04310,0.06828
1985,46-65 y.,No migration background,Somewhat concerned,0.12732,312,1276,0.10903,0.14562
1985,46-65 y.,No migration background,Not concerned at all,0.32800,823,1276,0.30222,0.35377
1985,46-65 y.,Direct migration background,Very concerned,0.09653,96,535,0.07148,0.12158
1985,46-65 y.,Direct migration background,Somewhat concerned,0.16771,176,535,0.13603,0.19940
1985,46-65 y.,Direct migration background,Not concerned at all,0.25760,263,535,0.22050,0.29469
1986,17-29 y.,No migration background,Very concerned,0.08344,179,1253,0.06812,0.09876
1986,17-29 y.,No migration background,Somewhat concerned,0.18196,371,1253,0.16059,0.20333
1986,17-29 y.,No migration background,Not concerned at all,0.33754,703,1253,0.31134,0.36373
1986,17-29 y.,Direct migration background,Very concerned,0.11681,98,457,0.08733,0.14629
1986,17-29 y.,Direct migration background,Somewhat concerned,0.23217,185,457,0.19342,0.27092
1986,17-29 y.,Direct migration background,Not concerned at all,0.23014,174,457,0.19151,0.26877
1986,17-29 y.,Indirect migration background,Not concerned at all,0.26850,36,36,0.12167,0.41533
1986,30-45 y.,No migration background,Very concerned,0.05998,125,1489,0.04791,0.07204
1986,30-45 y.,No migration background,Somewhat concerned,0.21258,442,1489,0.19179,0.23336
1986,30-45 y.,No migration background,Not concerned at all,0.43240,922,1489,0.40723,0.45757
1986,30-45 y.,Direct migration background,Very concerned,0.13326,155,765,0.10916,0.15736
1986,30-45 y.,Direct migration background,Somewhat concerned,0.21874,276,765,0.18943,0.24806
1986,30-45 y.,Direct migration background,Not concerned at all,0.31963,334,765,0.28657,0.35270
1986,46-65 y.,No migration background,Very concerned,0.05996,146,1201,0.04652,0.07339
1986,46-65 y.,No migration background,Somewhat concerned,0.11792,280,1201,0.09967,0.13617
1986,46-65 y.,No migration background,Not concerned at all,0.31665,775,1201,0.29033,0.34297
1986,46-65 y.,Direct migration background,Very concerned,0.10414,131,571,0.07907,0.12922
1986,46-65 y.,Direct migration background,Somewhat concerned,0.18278,190,571,0.15105,0.21451
1986,46-65 y.,Direct migration background,Not concerned at all,0.28550,250,571,0.24842,0.32258
1987,17-29 y.,No migration background,Very concerned,0.05900,136,1287,0.04612,0.07188
1987,17-29 y.,No migration background,Somewhat concerned,0.22662,442,1287,0.20374,0.24950
1987,17-29 y.,No migration background,Not concerned at all,0.35690,709,1287,0.33072,0.38309
1987,17-29 y.,Direct migration background,Very concerned,0.11120,90,467,0.08266,0.13975
1987,17-29 y.,Direct migration background,Somewhat concerned,0.21295,188,467,0.17578,0.25012
1987,17-29 y.,Direct migration background,Not concerned at all,0.27977,189,467,0.23901,0.32052
1987,30-45 y.,No migration background,Very concerned,0.06227,124,1517,0.05010,0.07443
1987,30-45 y.,No migration background,Somewhat concerned,0.23463,482,1517,0.21330,0.25596
1987,30-45 y.,No migration background,Not concerned at all,0.43619,911,1517,0.41123,0.46116
1987,30-45 y.,Direct migration background,Very concerned,0.11100,135,741,0.08837,0.13363
1987,30-45 y.,Direct migration background,Somewhat concerned,0.25578,278,741,0.22435,0.28722
1987,30-45 y.,Direct migration background,Not concerned at all,0.31823,328,741,0.28467,0.35179
1987,46-65 y.,No migration background,Very concerned,0.05347,129,1225,0.04086,0.06607
1987,46-65 y.,No migration background,Somewhat concerned,0.13831,316,1225,0.11896,0.15765
1987,46-65 y.,No migration background,Not concerned at all,0.33013,780,1225,0.30379,0.35648
1987,46-65 y.,Direct migration background,Very concerned,0.08409,84,572,0.06133,0.10686
1987,46-65 y.,Direct migration background,Somewhat concerned,0.20992,228,572,0.17651,0.24332
1987,46-65 y.,Direct migration background,Not concerned at all,0.26601,260,572,0.22977,0.30226
1988,17-29 y.,No migration background,Very concerned,0.07438,147,1167,0.05932,0.08944
1988,17-29 y.,No migration background,Somewhat concerned,0.21432,395,1167,0.19076,0.23787
1988,17-29 y.,No migration background,Not concerned at all,0.33320,625,1167,0.30614,0.36025
1988,17-29 y.,Direct migration background,Very concerned,0.13036,114,470,0.09989,0.16083
1988,17-29 y.,Direct migration background,Somewhat concerned,0.22571,191,470,0.18787,0.26354
1988,17-29 y.,Direct migration background,Not concerned at all,0.25483,165,470,0.21539,0.29427
1988,17-29 y.,Indirect migration background,Somewhat concerned,0.15712,33,78,0.07584,0.23841
1988,17-29 y.,Indirect migration background,Not concerned at all,0.23925,45,78,0.14396,0.33455
1988,30-45 y.,No migration background,Very concerned,0.06578,130,1443,0.05298,0.07858
1988,30-45 y.,No migration background,Somewhat concerned,0.24954,489,1443,0.22720,0.27187
1988,30-45 y.,No migration background,Not concerned at all,0.41368,824,1443,0.38826,0.43910
1988,30-45 y.,Direct migration background,Very concerned,0.15060,144,656,0.12321,0.17799
1988,30-45 y.,Direct migration background,Somewhat concerned,0.25737,240,656,0.22388,0.29085
1988,30-45 y.,Direct migration background,Not concerned at all,0.27759,272,656,0.24330,0.31189
1988,46-65 y.,No migration background,Very concerned,0.06615,145,1201,0.05209,0.08022
1988,46-65 y.,No migration background,Somewhat concerned,0.16252,364,1201,0.14165,0.18339
1988,46-65 y.,No migration background,Not concerned at all,0.30700,692,1201,0.28091,0.33310
1988,46-65 y.,Direct migration background,Very concerned,0.09408,113,542,0.06948,0.11868
