"year","alter_gr","migback","mean","median","n","lower_confidence","upper_confidence"
"1984","16-34 Jahre alt","direkter Migrationshintergrund","7.24","8","853","7.07","7.41"
"1984","16-34 Jahre alt","indirekter Migrationshintergrund","7.95","9","49","7.25","8.65"
"1984","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1984","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1984","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"1984","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"1984","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1984","66 und Ã¤lter","kein Migrationshintergrund ","8.36","9","44","7.78","8.94"
"1985","16-34 Jahre alt","direkter Migrationshintergrund","7.27","8","709","7.1","7.44"
"1985","16-34 Jahre alt","indirekter Migrationshintergrund","7.6","7","54","7.12","8.08"
"1985","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1985","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1985","35-65 Jahre alt","indirekter Migrationshintergrund","7.58","8","9","5.96","9.2"
"1985","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"1985","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"1985","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1985","66 und Ã¤lter","kein Migrationshintergrund ","6.79","7.15","38","5.86","7.72"
"1986","16-34 Jahre alt","direkter Migrationshintergrund","7.25","8","679","7.08","7.42"
"1986","16-34 Jahre alt","indirekter Migrationshintergrund","7.4","8","67","6.95","7.85"
"1986","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1986","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1986","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"1986","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"1986","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1986","66 und Ã¤lter","kein Migrationshintergrund ","","","","",""
"1987","16-34 Jahre alt","direkter Migrationshintergrund","7.23","8","670","7.07","7.39"
"1987","16-34 Jahre alt","indirekter Migrationshintergrund","6.71","7.42","74","6.15","7.27"
"1987","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1987","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1987","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1987","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"1987","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"1987","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1987","66 und Ã¤lter","kein Migrationshintergrund ","7.86","8","34","7.07","8.65"
"1988","16-34 Jahre alt","direkter Migrationshintergrund","7.2","7","648","7.03","7.37"
"1988","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1988","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1988","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1988","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1988","35-65 Jahre alt","kein Migrationshintergrund ","","","","",""
"1988","66 und Ã¤lter","direkter Migrationshintergrund","","","","",""
"1988","66 und Ã¤lter","indirekter Migrationshintergrund","","","","",""
"1988","66 und Ã¤lter","kein Migrationshintergrund ","8.58","9","30","7.84","9.32"
"1989","16-34 Jahre alt","direkter Migrationshintergrund","7.27","8","616","7.1","7.44"
"1989","16-34 Jahre alt","indirekter Migrationshintergrund","","","","",""
"1989","16-34 Jahre alt","kein Migrationshintergrund ","","","","",""
"1989","35-65 Jahre alt","direkter Migrationshintergrund","","","","",""
"1989","35-65 Jahre alt","indirekter Migrationshintergrund","","","","",""
