year,age_gr,pld0043,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,Very often,0.09651,374,4000,0.08736,0.10566
2003,17-29 y.,Often,0.30674,1234,4000,0.29245,0.32103
2003,17-29 y.,Sometimes,0.37716,1541,4000,0.36214,0.39218
2003,17-29 y.,Seldom,0.16908,666,4000,0.15746,0.18069
2003,17-29 y.,Never,0.04817,185,4000,0.04153,0.05480
2003,30-45 y.,Very often,0.04544,310,6911,0.04053,0.05036
2003,30-45 y.,Often,0.19768,1350,6911,0.18829,0.20707
2003,30-45 y.,Sometimes,0.40607,2809,6911,0.39449,0.41765
2003,30-45 y.,Seldom,0.25030,1788,6911,0.24009,0.26052
2003,30-45 y.,Never,0.09620,654,6911,0.08925,0.10315
2003,46-65 y.,Very often,0.02859,201,7530,0.02483,0.03236
2003,46-65 y.,Often,0.11799,931,7530,0.11071,0.12528
2003,46-65 y.,Sometimes,0.32826,2557,7530,0.31765,0.33887
2003,46-65 y.,Seldom,0.31627,2464,7530,0.30576,0.32677
2003,46-65 y.,Never,0.20353,1377,7530,0.19444,0.21263
2003,66 and older,Often,0.05435,205,3566,0.04691,0.06179
2003,66 and older,Sometimes,0.20280,777,3566,0.18960,0.21600
2003,66 and older,Seldom,0.29685,1104,3566,0.28185,0.31185
2003,66 and older,Never,0.42395,1480,3566,0.40773,0.44017
2008,17-29 y.,Very often,0.05616,206,3150,0.04811,0.06420
2008,17-29 y.,Often,0.23240,827,3150,0.21764,0.24715
2008,17-29 y.,Sometimes,0.38762,1279,3150,0.37061,0.40464
2008,17-29 y.,Seldom,0.18674,637,3150,0.17313,0.20035
2008,17-29 y.,Never,0.06169,201,3150,0.05329,0.07009
2008,30-45 y.,Very often,0.04151,205,5151,0.03606,0.04695
2008,30-45 y.,Often,0.17833,936,5151,0.16787,0.18878
2008,30-45 y.,Sometimes,0.39081,2049,5151,0.37749,0.40414
2008,30-45 y.,Seldom,0.28398,1462,5151,0.27167,0.29630
2008,30-45 y.,Never,0.10204,499,5151,0.09377,0.11030
2008,46-65 y.,Very often,0.02122,148,6644,0.01775,0.02468
2008,46-65 y.,Often,0.13378,949,6644,0.12559,0.14196
2008,46-65 y.,Sometimes,0.31094,2191,6644,0.29981,0.32207
2008,46-65 y.,Seldom,0.32455,2178,6644,0.31329,0.33580
2008,46-65 y.,Never,0.19960,1178,6644,0.18999,0.20921
2008,66 and older,Very often,0.01066,49,4229,0.00756,0.01375
2008,66 and older,Often,0.06917,300,4229,0.06153,0.07682
2008,66 and older,Sometimes,0.23426,1041,4229,0.22149,0.24702
2008,66 and older,Seldom,0.31116,1387,4229,0.29720,0.32511
2008,66 and older,Never,0.35563,1452,4229,0.34121,0.37006
2013,17-29 y.,Very often,0.03330,174,3561,0.02741,0.03919
2013,17-29 y.,Often,0.18857,873,3561,0.17572,0.20142
2013,17-29 y.,Sometimes,0.29371,1354,3561,0.27875,0.30867
2013,17-29 y.,Seldom,0.18204,869,3561,0.16937,0.19472
2013,17-29 y.,Never,0.05401,291,3561,0.04658,0.06143
2013,30-45 y.,Very often,0.03089,264,7986,0.02709,0.03468
2013,30-45 y.,Often,0.15187,1454,7986,0.14399,0.15974
2013,30-45 y.,Sometimes,0.33122,3043,7986,0.32090,0.34155
2013,30-45 y.,Seldom,0.25077,2433,7986,0.24127,0.26028
2013,30-45 y.,Never,0.06962,792,7986,0.06404,0.07521
2013,46-65 y.,Very often,0.01357,170,8958,0.01117,0.01596
2013,46-65 y.,Often,0.12661,1289,8958,0.11972,0.13350
2013,46-65 y.,Sometimes,0.32988,3196,8958,0.32014,0.33962
2013,46-65 y.,Seldom,0.32755,3005,8958,0.31783,0.33727
2013,46-65 y.,Never,0.14382,1298,8958,0.13656,0.15109
2013,66 and older,Very often,0.01553,65,4905,0.01207,0.01900
2013,66 and older,Often,0.07606,411,4905,0.06864,0.08348
2013,66 and older,Sometimes,0.22777,1181,4905,0.21603,0.23951
2013,66 and older,Seldom,0.34124,1744,4905,0.32797,0.35451
2013,66 and older,Never,0.32138,1504,4905,0.30830,0.33445
2018,17-29 y.,Very often,0.05952,272,4268,0.05242,0.06662
2018,17-29 y.,Often,0.21871,995,4268,0.20630,0.23111
2018,17-29 y.,Sometimes,0.33209,1554,4268,0.31796,0.34623
2018,17-29 y.,Seldom,0.22406,1060,4268,0.21155,0.23658
2018,17-29 y.,Never,0.07880,387,4268,0.07072,0.08689
2018,30-45 y.,Very often,0.04417,278,6720,0.03926,0.04909
2018,30-45 y.,Often,0.19151,1250,6720,0.18210,0.20091
2018,30-45 y.,Sometimes,0.36444,2459,6720,0.35293,0.37595
2018,30-45 y.,Seldom,0.27997,1901,6720,0.26923,0.29071
2018,30-45 y.,Never,0.10523,832,6720,0.09790,0.11257
2018,46-65 y.,Very often,0.03118,328,9601,0.02770,0.03466
2018,46-65 y.,Often,0.16132,1500,9601,0.15397,0.16868
2018,46-65 y.,Sometimes,0.35983,3489,9601,0.35023,0.36943
2018,46-65 y.,Seldom,0.30267,2936,9601,0.29348,0.31186
2018,46-65 y.,Never,0.13898,1348,9601,0.13206,0.14590
2018,66 and older,Very often,0.01705,100,4970,0.01345,0.02065
2018,66 and older,Often,0.10615,545,4970,0.09759,0.11472
2018,66 and older,Sometimes,0.27402,1429,4970,0.26162,0.28643
2018,66 and older,Seldom,0.33114,1636,4970,0.31805,0.34422
2018,66 and older,Never,0.26261,1260,4970,0.25037,0.27484
