"year","bildungsniveau","mean","median","n","lower_confidence","upper_confidence"
"2005","(Fach-)Abitur","4.69","4.58","2291","4.64","4.74"
"2005","(noch) kein Abschluss","4.48","4.5","898","4.39","4.57"
"2005","AkademikerIn","4.81","4.83","4158","4.78","4.84"
"2005","Hauptschule","4.2","4.17","7519","4.17","4.23"
"2005","Realschule","4.53","4.58","5372","4.5","4.56"
"2006","(Fach-)Abitur","","","","",""
"2006","(noch) kein Abschluss","","","","",""
"2006","AkademikerIn","","","","",""
"2006","Hauptschule","","","","",""
"2006","Realschule","","","","",""
"2007","(Fach-)Abitur","","","","",""
"2007","(noch) kein Abschluss","","","","",""
"2007","AkademikerIn","","","","",""
"2007","Hauptschule","","","","",""
"2007","Realschule","","","","",""
"2008","(Fach-)Abitur","","","","",""
"2008","(noch) kein Abschluss","","","","",""
"2008","AkademikerIn","","","","",""
"2008","Hauptschule","","","","",""
"2008","Realschule","","","","",""
"2009","(Fach-)Abitur","4.61","4.5","1997","4.56","4.66"
"2009","(noch) kein Abschluss","4.19","4.17","479","4.07","4.31"
"2009","AkademikerIn","4.7","4.58","4021","4.66","4.74"
"2009","Hauptschule","4.06","3.83","6171","4.03","4.09"
"2009","Realschule","4.36","4.17","4794","4.33","4.39"
"2010","(Fach-)Abitur","","","","",""
"2010","(noch) kein Abschluss","","","","",""
"2010","AkademikerIn","","","","",""
"2010","Hauptschule","","","","",""
"2010","Realschule","","","","",""
"2011","(Fach-)Abitur","","","","",""
"2011","(noch) kein Abschluss","","","","",""
"2011","AkademikerIn","","","","",""
"2011","Hauptschule","","","","",""
"2011","Realschule","","","","",""
"2012","(Fach-)Abitur","4.75","4.58","1123","4.68","4.82"
"2012","(noch) kein Abschluss","4.66","4.5","346","4.53","4.79"
"2012","AkademikerIn","4.85","4.83","1494","4.79","4.91"
"2012","Hauptschule","4.49","4.58","1708","4.43","4.55"
"2012","Realschule","4.6","4.58","2295","4.55","4.65"
"2013","(Fach-)Abitur","4.81","4.83","2210","4.76","4.86"
"2013","(noch) kein Abschluss","4.31","4.5","482","4.2","4.42"
"2013","AkademikerIn","4.86","4.83","4456","4.83","4.89"
"2013","Hauptschule","4.3","4.17","6176","4.27","4.33"
"2013","Realschule","4.55","4.58","5028","4.52","4.58"
"2014","(Fach-)Abitur","","","","",""
"2014","(noch) kein Abschluss","","","","",""
"2014","AkademikerIn","","","","",""
"2014","Hauptschule","","","","",""
"2014","Realschule","","","","",""
"2015","(Fach-)Abitur","","","","",""
"2015","(noch) kein Abschluss","","","","",""
"2015","AkademikerIn","","","","",""
"2015","Hauptschule","","","","",""
"2015","Realschule","","","","",""
"2016","(Fach-)Abitur","","","","",""
"2016","(noch) kein Abschluss","","","","",""
"2016","AkademikerIn","","","","",""
"2016","Hauptschule","","","","",""
"2016","Realschule","","","","",""
"2017","(Fach-)Abitur","4.76","4.58","4519","4.72","4.8"
"2017","(noch) kein Abschluss","4.58","4.58","1646","4.52","4.64"
"2017","AkademikerIn","4.89","4.83","6927","4.86","4.92"
"2017","Hauptschule","4.4","4.17","7608","4.37","4.43"
"2017","Realschule","4.64","4.58","6940","4.61","4.67"
"2018","(Fach-)Abitur","","","","",""
"2018","(noch) kein Abschluss","","","","",""
"2018","AkademikerIn","","","","",""
"2018","Hauptschule","","","","",""
"2018","Realschule","","","","",""
"2019","(Fach-)Abitur","4.69","4.58","4153","4.65","4.73"
"2019","(noch) kein Abschluss","4.51","4.58","774","4.42","4.6"
"2019","AkademikerIn","4.79","4.58","7037","4.76","4.82"
"2019","Hauptschule","4.22","4.17","6192","4.19","4.25"
"2019","Realschule","4.51","4.58","6748","4.48","4.54"
