"year","bildungsniveau","regtyp","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2005","(Fach-)Abitur","Laendlicher Raum","4.71","4.5","552","4.61","4.81"
"2005","(Fach-)Abitur","Staedtischer Raum","4.69","4.58","1739","4.64","4.74"
"2005","(noch) kein Abschluss","Laendlicher Raum","4.53","4.5","260","4.37","4.69"
"2005","(noch) kein Abschluss","Staedtischer Raum","4.46","4.5","638","4.35","4.57"
"2005","AkademikerIn","Laendlicher Raum","4.74","4.5","1222","4.68","4.8"
"2005","AkademikerIn","Staedtischer Raum","4.83","4.83","2936","4.79","4.87"
"2005","Hauptschule","Laendlicher Raum","4.17","4.17","2613","4.12","4.22"
"2005","Hauptschule","Staedtischer Raum","4.21","4.17","4906","4.17","4.25"
"2005","Realschule","Laendlicher Raum","4.46","4.17","2181","4.41","4.51"
"2005","Realschule","Staedtischer Raum","4.57","4.58","3191","4.53","4.61"
"2006","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2006","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2006","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2006","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2006","AkademikerIn","Laendlicher Raum","","","","",""
"2006","AkademikerIn","Staedtischer Raum","","","","",""
"2006","Hauptschule","Laendlicher Raum","","","","",""
"2006","Hauptschule","Staedtischer Raum","","","","",""
"2006","Realschule","Laendlicher Raum","","","","",""
"2006","Realschule","Staedtischer Raum","","","","",""
"2007","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2007","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2007","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2007","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2007","AkademikerIn","Laendlicher Raum","","","","",""
"2007","AkademikerIn","Staedtischer Raum","","","","",""
"2007","Hauptschule","Laendlicher Raum","","","","",""
"2007","Hauptschule","Staedtischer Raum","","","","",""
"2007","Realschule","Laendlicher Raum","","","","",""
"2007","Realschule","Staedtischer Raum","","","","",""
"2008","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2008","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2008","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2008","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2008","AkademikerIn","Laendlicher Raum","","","","",""
"2008","AkademikerIn","Staedtischer Raum","","","","",""
"2008","Hauptschule","Laendlicher Raum","","","","",""
"2008","Hauptschule","Staedtischer Raum","","","","",""
"2008","Realschule","Laendlicher Raum","","","","",""
"2008","Realschule","Staedtischer Raum","","","","",""
"2009","(Fach-)Abitur","Laendlicher Raum","4.5","4.5","519","4.4","4.6"
"2009","(Fach-)Abitur","Staedtischer Raum","4.64","4.5","1478","4.58","4.7"
"2009","(noch) kein Abschluss","Laendlicher Raum","4.14","3.83","137","3.9","4.38"
"2009","(noch) kein Abschluss","Staedtischer Raum","4.21","4.17","342","4.07","4.35"
"2009","AkademikerIn","Laendlicher Raum","4.65","4.58","1217","4.59","4.71"
"2009","AkademikerIn","Staedtischer Raum","4.72","4.58","2804","4.68","4.76"
"2009","Hauptschule","Laendlicher Raum","4.05","3.83","2273","4","4.1"
"2009","Hauptschule","Staedtischer Raum","4.06","3.83","3898","4.02","4.1"
"2009","Realschule","Laendlicher Raum","4.31","4.17","2031","4.26","4.36"
"2009","Realschule","Staedtischer Raum","4.39","4.17","2763","4.35","4.43"
"2010","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2010","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2010","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2010","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2010","AkademikerIn","Laendlicher Raum","","","","",""
"2010","AkademikerIn","Staedtischer Raum","","","","",""
"2010","Hauptschule","Laendlicher Raum","","","","",""
"2010","Hauptschule","Staedtischer Raum","","","","",""
"2010","Realschule","Laendlicher Raum","","","","",""
"2010","Realschule","Staedtischer Raum","","","","",""
"2011","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2011","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2011","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2011","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2011","AkademikerIn","Laendlicher Raum","","","","",""
"2011","AkademikerIn","Staedtischer Raum","","","","",""
"2011","Hauptschule","Laendlicher Raum","","","","",""
"2011","Hauptschule","Staedtischer Raum","","","","",""
"2011","Realschule","Laendlicher Raum","","","","",""
"2011","Realschule","Staedtischer Raum","","","","",""
"2012","(Fach-)Abitur","Laendlicher Raum","4.76","4.5","343","4.64","4.88"
"2012","(Fach-)Abitur","Staedtischer Raum","4.75","4.58","780","4.67","4.83"
"2012","(noch) kein Abschluss","Laendlicher Raum","4.79","4.5","124","4.57","5.01"
"2012","(noch) kein Abschluss","Staedtischer Raum","4.59","4.5","222","4.42","4.76"
"2012","AkademikerIn","Laendlicher Raum","4.79","4.83","390","4.68","4.9"
"2012","AkademikerIn","Staedtischer Raum","4.86","4.83","1104","4.79","4.93"
"2012","Hauptschule","Laendlicher Raum","4.49","4.5","686","4.4","4.58"
"2012","Hauptschule","Staedtischer Raum","4.49","4.58","1022","4.42","4.56"
"2012","Realschule","Laendlicher Raum","4.55","4.58","1095","4.48","4.62"
"2012","Realschule","Staedtischer Raum","4.64","4.5","1200","4.57","4.71"
"2013","(Fach-)Abitur","Laendlicher Raum","4.78","4.83","595","4.69","4.87"
"2013","(Fach-)Abitur","Staedtischer Raum","4.82","4.83","1615","4.76","4.88"
"2013","(noch) kein Abschluss","Laendlicher Raum","4.12","4.17","157","3.92","4.32"
"2013","(noch) kein Abschluss","Staedtischer Raum","4.38","4.5","325","4.24","4.52"
"2013","AkademikerIn","Laendlicher Raum","4.77","4.58","1307","4.71","4.83"
"2013","AkademikerIn","Staedtischer Raum","4.89","4.83","3149","4.85","4.93"
"2013","Hauptschule","Laendlicher Raum","4.31","4.17","2430","4.26","4.36"
"2013","Hauptschule","Staedtischer Raum","4.29","4.17","3746","4.25","4.33"
"2013","Realschule","Laendlicher Raum","4.53","4.5","2167","4.48","4.58"
"2013","Realschule","Staedtischer Raum","4.55","4.58","2861","4.51","4.59"
"2014","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2014","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2014","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2014","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2014","AkademikerIn","Laendlicher Raum","","","","",""
"2014","AkademikerIn","Staedtischer Raum","","","","",""
"2014","Hauptschule","Laendlicher Raum","","","","",""
"2014","Hauptschule","Staedtischer Raum","","","","",""
"2014","Realschule","Laendlicher Raum","","","","",""
"2014","Realschule","Staedtischer Raum","","","","",""
"2015","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2015","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2015","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2015","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2015","AkademikerIn","Laendlicher Raum","","","","",""
"2015","AkademikerIn","Staedtischer Raum","","","","",""
"2015","Hauptschule","Laendlicher Raum","","","","",""
"2015","Hauptschule","Staedtischer Raum","","","","",""
"2015","Realschule","Laendlicher Raum","","","","",""
"2015","Realschule","Staedtischer Raum","","","","",""
"2016","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2016","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2016","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2016","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2016","AkademikerIn","Laendlicher Raum","","","","",""
"2016","AkademikerIn","Staedtischer Raum","","","","",""
"2016","Hauptschule","Laendlicher Raum","","","","",""
"2016","Hauptschule","Staedtischer Raum","","","","",""
"2016","Realschule","Laendlicher Raum","","","","",""
"2016","Realschule","Staedtischer Raum","","","","",""
"2017","(Fach-)Abitur","Laendlicher Raum","4.7","4.58","1242","4.63","4.77"
"2017","(Fach-)Abitur","Staedtischer Raum","4.78","4.58","3277","4.74","4.82"
"2017","(noch) kein Abschluss","Laendlicher Raum","4.47","4.17","493","4.35","4.59"
"2017","(noch) kein Abschluss","Staedtischer Raum","4.61","4.58","1153","4.53","4.69"
"2017","AkademikerIn","Laendlicher Raum","4.85","4.83","1940","4.8","4.9"
"2017","AkademikerIn","Staedtischer Raum","4.9","4.83","4987","4.87","4.93"
"2017","Hauptschule","Laendlicher Raum","4.4","4.17","2931","4.36","4.44"
"2017","Hauptschule","Staedtischer Raum","4.4","4.17","4677","4.36","4.44"
"2017","Realschule","Laendlicher Raum","4.6","4.58","3077","4.56","4.64"
"2017","Realschule","Staedtischer Raum","4.66","4.58","3863","4.62","4.7"
"2018","(Fach-)Abitur","Laendlicher Raum","","","","",""
"2018","(Fach-)Abitur","Staedtischer Raum","","","","",""
"2018","(noch) kein Abschluss","Laendlicher Raum","","","","",""
"2018","(noch) kein Abschluss","Staedtischer Raum","","","","",""
"2018","AkademikerIn","Laendlicher Raum","","","","",""
"2018","AkademikerIn","Staedtischer Raum","","","","",""
"2018","Hauptschule","Laendlicher Raum","","","","",""
"2018","Hauptschule","Staedtischer Raum","","","","",""
"2018","Realschule","Laendlicher Raum","","","","",""
"2018","Realschule","Staedtischer Raum","","","","",""
"2019","(Fach-)Abitur","Laendlicher Raum","4.59","4.5","1099","4.52","4.66"
"2019","(Fach-)Abitur","Staedtischer Raum","4.7","4.58","2910","4.66","4.74"
"2019","(noch) kein Abschluss","Laendlicher Raum","4.28","4.17","211","4.1","4.46"
"2019","(noch) kein Abschluss","Staedtischer Raum","4.58","4.58","556","4.47","4.69"
"2019","AkademikerIn","Laendlicher Raum","4.62","4.58","1909","4.57","4.67"
"2019","AkademikerIn","Staedtischer Raum","4.82","4.83","4943","4.79","4.85"
"2019","Hauptschule","Laendlicher Raum","4.21","4.17","2393","4.16","4.26"
"2019","Hauptschule","Staedtischer Raum","4.23","4.17","3725","4.19","4.27"
"2019","Realschule","Laendlicher Raum","4.48","4.17","2948","4.44","4.52"
"2019","Realschule","Staedtischer Raum","4.52","4.58","3664","4.48","4.56"
