"year","bildungsniveau","sex","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2005","(Fach-)Abitur","maennlich","4.63","4.5","1026","4.56","4.7"
"2005","(Fach-)Abitur","weiblich","4.74","4.58","1265","4.68","4.8"
"2005","(noch) kein Abschluss","maennlich","4.38","4.17","418","4.26","4.5"
"2005","(noch) kein Abschluss","weiblich","4.57","4.5","480","4.44","4.7"
"2005","AkademikerIn","maennlich","4.71","4.58","2304","4.67","4.75"
"2005","AkademikerIn","weiblich","4.94","4.83","1854","4.89","4.99"
"2005","Hauptschule","maennlich","4.15","3.83","3634","4.11","4.19"
"2005","Hauptschule","weiblich","4.24","4.17","3885","4.2","4.28"
"2005","Realschule","maennlich","4.44","4.17","2284","4.39","4.49"
"2005","Realschule","weiblich","4.6","4.58","3088","4.56","4.64"
"2006","(Fach-)Abitur","maennlich","","","","",""
"2006","(Fach-)Abitur","weiblich","","","","",""
"2006","(noch) kein Abschluss","maennlich","","","","",""
"2006","(noch) kein Abschluss","weiblich","","","","",""
"2006","AkademikerIn","maennlich","","","","",""
"2006","AkademikerIn","weiblich","","","","",""
"2006","Hauptschule","maennlich","","","","",""
"2006","Hauptschule","weiblich","","","","",""
"2006","Realschule","maennlich","","","","",""
"2006","Realschule","weiblich","","","","",""
"2007","(Fach-)Abitur","maennlich","","","","",""
"2007","(Fach-)Abitur","weiblich","","","","",""
"2007","(noch) kein Abschluss","maennlich","","","","",""
"2007","(noch) kein Abschluss","weiblich","","","","",""
"2007","AkademikerIn","maennlich","","","","",""
"2007","AkademikerIn","weiblich","","","","",""
"2007","Hauptschule","maennlich","","","","",""
"2007","Hauptschule","weiblich","","","","",""
"2007","Realschule","maennlich","","","","",""
"2007","Realschule","weiblich","","","","",""
"2008","(Fach-)Abitur","maennlich","","","","",""
"2008","(Fach-)Abitur","weiblich","","","","",""
"2008","(noch) kein Abschluss","maennlich","","","","",""
"2008","(noch) kein Abschluss","weiblich","","","","",""
"2008","AkademikerIn","maennlich","","","","",""
"2008","AkademikerIn","weiblich","","","","",""
"2008","Hauptschule","maennlich","","","","",""
"2008","Hauptschule","weiblich","","","","",""
"2008","Realschule","maennlich","","","","",""
"2008","Realschule","weiblich","","","","",""
"2009","(Fach-)Abitur","maennlich","4.61","4.5","886","4.54","4.68"
"2009","(Fach-)Abitur","weiblich","4.6","4.5","1111","4.53","4.67"
"2009","(noch) kein Abschluss","maennlich","4.04","3.83","244","3.87","4.21"
"2009","(noch) kein Abschluss","weiblich","4.34","4.17","235","4.16","4.52"
"2009","AkademikerIn","maennlich","4.6","4.58","2177","4.55","4.65"
"2009","AkademikerIn","weiblich","4.83","4.83","1844","4.78","4.88"
"2009","Hauptschule","maennlich","4.04","3.83","2989","4","4.08"
"2009","Hauptschule","weiblich","4.08","3.83","3182","4.04","4.12"
"2009","Realschule","maennlich","4.27","4.17","2015","4.22","4.32"
"2009","Realschule","weiblich","4.42","4.17","2779","4.38","4.46"
"2010","(Fach-)Abitur","maennlich","","","","",""
"2010","(Fach-)Abitur","weiblich","","","","",""
"2010","(noch) kein Abschluss","maennlich","","","","",""
"2010","(noch) kein Abschluss","weiblich","","","","",""
"2010","AkademikerIn","maennlich","","","","",""
"2010","AkademikerIn","weiblich","","","","",""
"2010","Hauptschule","maennlich","","","","",""
"2010","Hauptschule","weiblich","","","","",""
"2010","Realschule","maennlich","","","","",""
"2010","Realschule","weiblich","","","","",""
"2011","(Fach-)Abitur","maennlich","","","","",""
"2011","(Fach-)Abitur","weiblich","","","","",""
"2011","(noch) kein Abschluss","maennlich","","","","",""
"2011","(noch) kein Abschluss","weiblich","","","","",""
"2011","AkademikerIn","maennlich","","","","",""
"2011","AkademikerIn","weiblich","","","","",""
"2011","Hauptschule","maennlich","","","","",""
"2011","Hauptschule","weiblich","","","","",""
"2011","Realschule","maennlich","","","","",""
"2011","Realschule","weiblich","","","","",""
"2012","(Fach-)Abitur","maennlich","4.69","4.5","362","4.59","4.79"
"2012","(Fach-)Abitur","weiblich","4.79","4.83","761","4.71","4.87"
"2012","(noch) kein Abschluss","maennlich","4.57","4.5","157","4.41","4.73"
"2012","(noch) kein Abschluss","weiblich","4.75","4.83","189","4.55","4.95"
"2012","AkademikerIn","maennlich","4.73","4.58","684","4.65","4.81"
"2012","AkademikerIn","weiblich","4.95","4.83","810","4.87","5.03"
"2012","Hauptschule","maennlich","4.4","4.17","844","4.32","4.48"
"2012","Hauptschule","weiblich","4.58","4.58","864","4.5","4.66"
"2012","Realschule","maennlich","4.55","4.58","767","4.47","4.63"
"2012","Realschule","weiblich","4.63","4.5","1528","4.57","4.69"
"2013","(Fach-)Abitur","maennlich","4.78","4.83","977","4.71","4.85"
"2013","(Fach-)Abitur","weiblich","4.83","4.83","1233","4.77","4.89"
"2013","(noch) kein Abschluss","maennlich","4.22","4.5","228","4.07","4.37"
"2013","(noch) kein Abschluss","weiblich","4.4","4.5","254","4.24","4.56"
"2013","AkademikerIn","maennlich","4.76","4.58","2346","4.72","4.8"
"2013","AkademikerIn","weiblich","4.97","4.83","2110","4.92","5.02"
"2013","Hauptschule","maennlich","4.22","4.17","2956","4.18","4.26"
"2013","Hauptschule","weiblich","4.37","4.17","3220","4.33","4.41"
"2013","Realschule","maennlich","4.45","4.17","2072","4.4","4.5"
"2013","Realschule","weiblich","4.63","4.58","2956","4.59","4.67"
"2014","(Fach-)Abitur","maennlich","","","","",""
"2014","(Fach-)Abitur","weiblich","","","","",""
"2014","(noch) kein Abschluss","maennlich","","","","",""
"2014","(noch) kein Abschluss","weiblich","","","","",""
"2014","AkademikerIn","maennlich","","","","",""
