year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,Staedtischer Raum,,,,,,,,,,,,
1985,Laendlicher Raum,,,,,,,,,,,,
1986,Staedtischer Raum,,,,,,,,,,,,
1986,Laendlicher Raum,,,,,,,,,,,,
1987,Staedtischer Raum,,,,,,,,,,,,
1987,Laendlicher Raum,,,,,,,,,,,,
1988,Staedtischer Raum,,,,,,,,,,,,
1988,Laendlicher Raum,,,,,,,,,,,,
1989,Staedtischer Raum,,,,,,,,,,,,
1989,Laendlicher Raum,,,,,,,,,,,,
1990,Staedtischer Raum,,,,,,,,,,,,
1990,Laendlicher Raum,,,,,,,,,,,,
1991,Staedtischer Raum,,,,,,,,,,,,
1991,Laendlicher Raum,,,,,,,,,,,,
1992,Staedtischer Raum,,,,,,,,,,,,
1992,Laendlicher Raum,,,,,,,,,,,,
1993,Staedtischer Raum,,,,,,,,,,,,
1993,Laendlicher Raum,,,,,,,,,,,,
1994,Staedtischer Raum,,,,,,,,,,,,
1994,Laendlicher Raum,,,,,,,,,,,,
1995,Staedtischer Raum,,,,,,,,,,,,
1995,Laendlicher Raum,,,,,,,,,,,,
1996,Staedtischer Raum,,,,,,,,,,,,
1996,Laendlicher Raum,,,,,,,,,,,,
1997,Staedtischer Raum,,,,,,,,,,,,
1997,Laendlicher Raum,,,,,,,,,,,,
1998,Staedtischer Raum,,,,,,,,,,,,
1998,Laendlicher Raum,,,,,,,,,,,,
1999,Staedtischer Raum,,,,,,,,,,,,
1999,Laendlicher Raum,,,,,,,,,,,,
2000,Staedtischer Raum,,,,,,,,,,,,
2000,Laendlicher Raum,,,,,,,,,,,,
2001,Staedtischer Raum,,,,,,,,,,,,
2001,Laendlicher Raum,,,,,,,,,,,,
2002,Staedtischer Raum,,,,,,,,,,,,
2002,Laendlicher Raum,,,,,,,,,,,,
2003,Staedtischer Raum,,,,,,,,,,,,
2003,Laendlicher Raum,,,,,,,,,,,,
2004,Staedtischer Raum,,,,,,,,,,,,
2004,Laendlicher Raum,,,,,,,,,,,,
2005,Staedtischer Raum,13281,4.474554903683749,4.464402715542022,4.4847070918254754,3.6586885833269216,4.579515392757374,1.8551548730475926,6.363989148745915,-0.850145692371401,4.3333335,4.000000476837158,4.333333492279053
2005,Laendlicher Raum,6736,4.383210834510353,4.369270694612766,4.397150974407941,4.439079872846825,6.056434886760206,4.848952690433091,6.0,5.463761916812491,4.3333335,4.333333492279053,4.333333492279053
2006,Staedtischer Raum,,,,,,,,,,,,
2006,Laendlicher Raum,,,,,,,,,,,,
2007,Staedtischer Raum,,,,,,,,,,,,
2007,Laendlicher Raum,,,,,,,,,,,,
2008,Staedtischer Raum,,,,,,,,,,,,
2008,Laendlicher Raum,,,,,,,,,,,,
2009,Staedtischer Raum,11476,4.37465799080315,4.3636846464718575,4.385631335134442,5.0,5.767400529165524,2.7591390424301525,8.361291436354772,-0.602152393924619,4.3333335,4.333333492279053,4.333333492279053
2009,Laendlicher Raum,6238,4.280587272921656,4.266343815924136,4.294830729919175,3.50974850890816,6.193669939829663,3.6792264665047747,4.0,3.9334434028996963,4.3333335,4.333333492279053,4.333333492279053
2010,Staedtischer Raum,,,,,,,,,,,,
2010,Laendlicher Raum,,,,,,,,,,,,
2011,Staedtischer Raum,,,,,,,,,,,,
2011,Laendlicher Raum,,,,,,,,,,,,
2012,Staedtischer Raum,4381,4.663347528404673,4.646442596268013,4.6802524605413325,6.979892405862927,5.932508386885452,3.089689195891743,12.815197220819702,-2.7456156190650325,4.6666665,4.666666507720947,4.666666507720947
2012,Laendlicher Raum,2656,4.618349477722219,4.596905463596491,4.639793491847947,3.2856393857566384,6.023319301580196,5.0324969351376545,6.3333335,6.0,4.6666665,4.666666507720947,4.666666507720947
2013,Staedtischer Raum,11855,4.577923222567052,4.567320664960388,4.5885257801737165,3.9201379782327064,4.666666507720947,5.16172957719341,6.3333335,6.0,4.6666665,4.666666507720947,4.666666507720947
2013,Laendlicher Raum,6703,4.4979510920409815,4.484377179465822,4.511525004616141,4.729787690340442,4.613875585392006,5.3044570250091,3.8677836883374543,5.3333335,4.6666665,4.666666507720947,4.999999523162842
2014,Staedtischer Raum,,,,,,,,,,,,
2014,Laendlicher Raum,,,,,,,,,,,,
2015,Staedtischer Raum,,,,,,,,,,,,
2015,Laendlicher Raum,,,,,,,,,,,,
2016,Staedtischer Raum,,,,,,,,,,,,
2016,Laendlicher Raum,,,,,,,,,,,,
2017,Staedtischer Raum,18433,4.663322653689182,4.654948319273442,4.671696988104921,5.457261775626412,4.56567665614511,3.255757328765913,8.75951844591716,-0.046499341524834925,4.6666665,4.666666507720947,4.666666507720947
2017,Laendlicher Raum,9763,4.58310667359846,4.571841333417749,4.594372013779171,3.695407760794267,5.014712199742056,5.592539399812702,6.6666665,5.3333335,4.6666665,4.666666507720947,4.666666507720947
2018,Staedtischer Raum,,,,,,,,,,,,
2018,Laendlicher Raum,,,,,,,,,,,,
2019,Staedtischer Raum,16143,4.553515658122692,4.544508666088287,4.5625226501570975,5.329775643622385,6.12429627241485,4.201599446967586,7.022039938604584,2.509335151985388,4.6666665,4.666666507720947,4.666666507720947
2019,Laendlicher Raum,8659,4.434594671151758,4.422512327118941,4.446677015184575,3.6666667461395264,4.666666507720947,4.409130206902033,6.0,5.522825398045792,4.3333335,4.325000166893004,4.333333492279053
2020,Staedtischer Raum,,,,,,,,,,,,
2020,Laendlicher Raum,,,,,,,,,,,,
2021,Staedtischer Raum,,,,,,,,,,,,
2021,Laendlicher Raum,,,,,,,,,,,,
