"year","bildungsniveau","sampreg","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2005","(Fach-)Abitur","Ostdeutschland","4.79","4.83","395","4.67","4.91"
"2005","(Fach-)Abitur","Westdeutschland","4.68","4.58","1896","4.63","4.73"
"2005","(noch) kein Abschluss","Ostdeutschland","4.62","4.5","167","4.44","4.8"
"2005","(noch) kein Abschluss","Westdeutschland","4.45","4.5","731","4.35","4.55"
"2005","AkademikerIn","Ostdeutschland","4.74","4.5","1250","4.68","4.8"
"2005","AkademikerIn","Westdeutschland","4.83","4.83","2908","4.79","4.87"
"2005","Hauptschule","Ostdeutschland","4.06","3.83","1279","3.99","4.13"
"2005","Hauptschule","Westdeutschland","4.22","4.17","6240","4.19","4.25"
"2005","Realschule","Ostdeutschland","4.38","4.17","1842","4.33","4.43"
"2005","Realschule","Westdeutschland","4.58","4.58","3530","4.54","4.62"
"2006","(Fach-)Abitur","Ostdeutschland","","","","",""
"2006","(Fach-)Abitur","Westdeutschland","","","","",""
"2006","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2006","(noch) kein Abschluss","Westdeutschland","","","","",""
"2006","AkademikerIn","Ostdeutschland","","","","",""
"2006","AkademikerIn","Westdeutschland","","","","",""
"2006","Hauptschule","Ostdeutschland","","","","",""
"2006","Hauptschule","Westdeutschland","","","","",""
"2006","Realschule","Ostdeutschland","","","","",""
"2006","Realschule","Westdeutschland","","","","",""
"2007","(Fach-)Abitur","Ostdeutschland","","","","",""
"2007","(Fach-)Abitur","Westdeutschland","","","","",""
"2007","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","","","","",""
"2007","AkademikerIn","Ostdeutschland","","","","",""
"2007","AkademikerIn","Westdeutschland","","","","",""
"2007","Hauptschule","Ostdeutschland","","","","",""
"2007","Hauptschule","Westdeutschland","","","","",""
"2007","Realschule","Ostdeutschland","","","","",""
"2007","Realschule","Westdeutschland","","","","",""
"2008","(Fach-)Abitur","Ostdeutschland","","","","",""
"2008","(Fach-)Abitur","Westdeutschland","","","","",""
"2008","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2008","(noch) kein Abschluss","Westdeutschland","","","","",""
"2008","AkademikerIn","Ostdeutschland","","","","",""
"2008","AkademikerIn","Westdeutschland","","","","",""
"2008","Hauptschule","Ostdeutschland","","","","",""
"2008","Hauptschule","Westdeutschland","","","","",""
"2008","Realschule","Ostdeutschland","","","","",""
"2008","Realschule","Westdeutschland","","","","",""
"2009","(Fach-)Abitur","Ostdeutschland","4.66","4.5","347","4.54","4.78"
"2009","(Fach-)Abitur","Westdeutschland","4.6","4.5","1650","4.54","4.66"
"2009","(noch) kein Abschluss","Ostdeutschland","4.47","4.5","71","4.17","4.77"
"2009","(noch) kein Abschluss","Westdeutschland","4.15","3.83","408","4.02","4.28"
"2009","AkademikerIn","Ostdeutschland","4.72","4.58","1204","4.66","4.78"
"2009","AkademikerIn","Westdeutschland","4.69","4.58","2817","4.65","4.73"
"2009","Hauptschule","Ostdeutschland","3.97","3.83","1117","3.9","4.04"
"2009","Hauptschule","Westdeutschland","4.07","3.83","5054","4.04","4.1"
"2009","Realschule","Ostdeutschland","4.3","4.17","1664","4.25","4.35"
"2009","Realschule","Westdeutschland","4.38","4.17","3130","4.34","4.42"
"2010","(Fach-)Abitur","Ostdeutschland","","","","",""
"2010","(Fach-)Abitur","Westdeutschland","","","","",""
"2010","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2010","(noch) kein Abschluss","Westdeutschland","","","","",""
"2010","AkademikerIn","Ostdeutschland","","","","",""
"2010","AkademikerIn","Westdeutschland","","","","",""
"2010","Hauptschule","Ostdeutschland","","","","",""
"2010","Hauptschule","Westdeutschland","","","","",""
"2010","Realschule","Ostdeutschland","","","","",""
"2010","Realschule","Westdeutschland","","","","",""
"2011","(Fach-)Abitur","Ostdeutschland","","","","",""
"2011","(Fach-)Abitur","Westdeutschland","","","","",""
"2011","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2011","(noch) kein Abschluss","Westdeutschland","","","","",""
"2011","AkademikerIn","Ostdeutschland","","","","",""
"2011","AkademikerIn","Westdeutschland","","","","",""
"2011","Hauptschule","Ostdeutschland","","","","",""
"2011","Hauptschule","Westdeutschland","","","","",""
"2011","Realschule","Ostdeutschland","","","","",""
"2011","Realschule","Westdeutschland","","","","",""
"2012","(Fach-)Abitur","Ostdeutschland","4.89","4.83","162","4.71","5.07"
"2012","(Fach-)Abitur","Westdeutschland","4.73","4.58","961","4.66","4.8"
"2012","(noch) kein Abschluss","Ostdeutschland","4.86","5.17","37","4.38","5.34"
"2012","(noch) kein Abschluss","Westdeutschland","4.64","4.5","309","4.5","4.78"
"2012","AkademikerIn","Ostdeutschland","4.83","4.83","271","4.7","4.96"
"2012","AkademikerIn","Westdeutschland","4.85","4.83","1223","4.79","4.91"
"2012","Hauptschule","Ostdeutschland","4.06","3.83","181","3.87","4.25"
"2012","Hauptschule","Westdeutschland","4.53","4.58","1527","4.47","4.59"
"2012","Realschule","Ostdeutschland","4.56","4.5","653","4.47","4.65"
"2012","Realschule","Westdeutschland","4.62","4.58","1642","4.56","4.68"
"2013","(Fach-)Abitur","Ostdeutschland","4.83","4.83","339","4.71","4.95"
"2013","(Fach-)Abitur","Westdeutschland","4.8","4.83","1871","4.75","4.85"
"2013","(noch) kein Abschluss","Ostdeutschland","4.18","4.17","67","3.89","4.47"
"2013","(noch) kein Abschluss","Westdeutschland","4.33","4.5","415","4.21","4.45"
"2013","AkademikerIn","Ostdeutschland","4.83","4.83","1204","4.77","4.89"
"2013","AkademikerIn","Westdeutschland","4.87","4.83","3252","4.83","4.91"
"2013","Hauptschule","Ostdeutschland","4.27","4.17","1072","4.2","4.34"
"2013","Hauptschule","Westdeutschland","4.3","4.17","5104","4.27","4.33"
"2013","Realschule","Ostdeutschland","4.51","4.5","1680","4.46","4.56"
"2013","Realschule","Westdeutschland","4.56","4.58","3348","4.52","4.6"
"2014","(Fach-)Abitur","Ostdeutschland","","","","",""
"2014","(Fach-)Abitur","Westdeutschland","","","","",""
"2014","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2014","(noch) kein Abschluss","Westdeutschland","","","","",""
"2014","AkademikerIn","Ostdeutschland","","","","",""
"2014","AkademikerIn","Westdeutschland","","","","",""
"2014","Hauptschule","Ostdeutschland","","","","",""
"2014","Hauptschule","Westdeutschland","","","","",""
"2014","Realschule","Ostdeutschland","","","","",""
"2014","Realschule","Westdeutschland","","","","",""
"2015","(Fach-)Abitur","Ostdeutschland","","","","",""
"2015","(Fach-)Abitur","Westdeutschland","","","","",""
"2015","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2015","(noch) kein Abschluss","Westdeutschland","","","","",""
"2015","AkademikerIn","Ostdeutschland","","","","",""
"2015","AkademikerIn","Westdeutschland","","","","",""
"2015","Hauptschule","Ostdeutschland","","","","",""
"2015","Hauptschule","Westdeutschland","","","","",""
"2015","Realschule","Ostdeutschland","","","","",""
"2015","Realschule","Westdeutschland","","","","",""
"2016","(Fach-)Abitur","Ostdeutschland","","","","",""
"2016","(Fach-)Abitur","Westdeutschland","","","","",""
"2016","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2016","(noch) kein Abschluss","Westdeutschland","","","","",""
"2016","AkademikerIn","Ostdeutschland","","","","",""
"2016","AkademikerIn","Westdeutschland","","","","",""
"2016","Hauptschule","Ostdeutschland","","","","",""
"2016","Hauptschule","Westdeutschland","","","","",""
"2016","Realschule","Ostdeutschland","","","","",""
"2016","Realschule","Westdeutschland","","","","",""
"2017","(Fach-)Abitur","Ostdeutschland","4.74","4.5","658","4.65","4.83"
"2017","(Fach-)Abitur","Westdeutschland","4.76","4.58","3861","4.72","4.8"
"2017","(noch) kein Abschluss","Ostdeutschland","4.66","4.83","275","4.5","4.82"
"2017","(noch) kein Abschluss","Westdeutschland","4.57","4.58","1371","4.5","4.64"
"2017","AkademikerIn","Ostdeutschland","4.93","4.83","1496","4.87","4.99"
"2017","AkademikerIn","Westdeutschland","4.88","4.83","5431","4.85","4.91"
"2017","Hauptschule","Ostdeutschland","4.29","4.17","1178","4.22","4.36"
"2017","Hauptschule","Westdeutschland","4.41","4.17","6430","4.38","4.44"
"2017","Realschule","Ostdeutschland","4.57","4.58","2195","4.52","4.62"
"2017","Realschule","Westdeutschland","4.66","4.58","4745","4.63","4.69"
"2018","(Fach-)Abitur","Ostdeutschland","","","","",""
"2018","(Fach-)Abitur","Westdeutschland","","","","",""
"2018","(noch) kein Abschluss","Ostdeutschland","","","","",""
"2018","(noch) kein Abschluss","Westdeutschland","","","","",""
