year,pgisced97,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Pre-primary Level,Difficult,0.64957,123,123,0.56491,0.73423
1987,Primary Level,Difficult,0.19035,123,272,0.14361,0.23709
1987,Primary Level,Almost impossible,0.17212,149,272,0.12718,0.21707
1987,Lower Secondary Level,Easy,0.02505,97,845,0.01451,0.03559
1987,Lower Secondary Level,Difficult,0.11804,443,845,0.09627,0.13981
1987,Lower Secondary Level,Almost impossible,0.10624,305,845,0.08545,0.12702
1987,Upper Secondary Level,Easy,0.02916,169,1010,0.01878,0.03954
1987,Upper Secondary Level,Difficult,0.10267,576,1010,0.08394,0.12139
1987,Upper Secondary Level,Almost impossible,0.05330,265,1010,0.03944,0.06716
1987,First Stage of Tertiary Education,Difficult,0.06791,50,50,-0.00254,0.13835
1987,Second Stage of Tertiary Education,Difficult,0.05614,41,41,-0.01520,0.12748
1988,Pre-primary Level,Easy,0.14271,31,130,0.08235,0.20307
1988,Pre-primary Level,Difficult,0.64238,99,130,0.55967,0.72509
1988,Primary Level,Difficult,0.18006,110,253,0.13262,0.22750
1988,Primary Level,Almost impossible,0.19026,143,253,0.14180,0.23873
1988,Lower Secondary Level,Easy,0.02798,98,783,0.01642,0.03954
1988,Lower Secondary Level,Difficult,0.11325,395,783,0.09104,0.13546
1988,Lower Secondary Level,Almost impossible,0.09912,290,783,0.07817,0.12006
1988,Upper Secondary Level,Easy,0.02876,156,993,0.01836,0.03916
1988,Upper Secondary Level,Difficult,0.10475,569,993,0.08569,0.12381
1988,Upper Secondary Level,Almost impossible,0.05676,268,993,0.04236,0.07116
1988,First Stage of Tertiary Education,Difficult,0.07221,47,47,-0.00259,0.14700
1988,Second Stage of Tertiary Education,Difficult,0.04661,37,37,-0.02225,0.11548
1989,Pre-primary Level,Easy,0.22090,42,131,0.14959,0.29222
1989,Pre-primary Level,Difficult,0.55669,89,131,0.47129,0.64209
1989,Primary Level,Difficult,0.13404,93,227,0.08962,0.17846
1989,Primary Level,Almost impossible,0.18546,134,227,0.13478,0.23613
1989,Lower Secondary Level,Easy,0.02779,94,688,0.01550,0.04009
1989,Lower Secondary Level,Difficult,0.09468,327,688,0.07279,0.11658
1989,Lower Secondary Level,Almost impossible,0.10412,267,688,0.08128,0.12695
1989,Upper Secondary Level,Easy,0.03127,170,912,0.01997,0.04258
1989,Upper Secondary Level,Difficult,0.09585,499,912,0.07673,0.11497
1989,Upper Secondary Level,Almost impossible,0.04717,243,912,0.03340,0.06093
1989,First Stage of Tertiary Education,Difficult,0.05667,34,34,-0.02222,0.13555
1989,Second Stage of Tertiary Education,Difficult,0.04278,31,31,-0.02963,0.11519
1990,Pre-primary Level,Easy,0.20826,46,173,0.14757,0.26895
1990,Pre-primary Level,Difficult,0.50005,94,173,0.42532,0.57477
1990,Pre-primary Level,Almost impossible,0.17118,33,173,0.11488,0.22747
1990,Primary Level,Difficult,0.16281,98,208,0.11251,0.21310
1990,Primary Level,Almost impossible,0.14470,110,208,0.09678,0.19263
1990,Lower Secondary Level,Easy,0.02609,101,693,0.01421,0.03796
1990,Lower Secondary Level,Difficult,0.09763,342,693,0.07552,0.11975
1990,Lower Secondary Level,Almost impossible,0.08747,250,693,0.06642,0.10852
1990,Upper Secondary Level,Easy,0.03296,226,1049,0.02215,0.04377
1990,Upper Secondary Level,Difficult,0.07342,538,1049,0.05763,0.08921
1990,Upper Secondary Level,Almost impossible,0.04227,285,1049,0.03009,0.05445
1990,Post-secondary Non-tertiary Level,Easy,0.10458,38,81,0.03752,0.17164
1990,Post-secondary Non-tertiary Level,Difficult,0.09485,43,81,0.03064,0.15905
1990,First Stage of Tertiary Education,Difficult,0.04579,34,34,-0.02553,0.11711
1990,Second Stage of Tertiary Education,Difficult,0.04569,84,84,0.00077,0.09062
1991,Pre-primary Level,Easy,0.25469,41,108,0.17214,0.33725
1991,Pre-primary Level,Difficult,0.42122,67,108,0.32766,0.51477
1991,Primary Level,Difficult,0.12427,91,207,0.07922,0.16932
1991,Primary Level,Almost impossible,0.19621,116,207,0.14198,0.25045
1991,Lower Secondary Level,Easy,0.03056,109,689,0.01769,0.04342
1991,Lower Secondary Level,Difficult,0.09470,325,689,0.07282,0.11658
1991,Lower Secondary Level,Almost impossible,0.08551,255,689,0.06462,0.10641
1991,Upper Secondary Level,Easy,0.03226,244,1200,0.02226,0.04226
1991,Upper Secondary Level,Difficult,0.08358,634,1200,0.06791,0.09924
1991,Upper Secondary Level,Almost impossible,0.04465,322,1200,0.03296,0.05634
1991,Post-secondary Non-tertiary Level,Difficult,0.06528,34,34,-0.01900,0.14957
1991,First Stage of Tertiary Education,Difficult,0.04912,38,38,-0.02052,0.11876
1991,Second Stage of Tertiary Education,Easy,0.02407,36,178,0.00149,0.04665
