year,age_gr,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Yes,0.04758,145,2855,0.03977,0.05540
2009,17-29 y.,No,0.88680,2710,2855,0.87517,0.89842
2009,30-45 y.,Yes,0.05293,230,4676,0.04651,0.05935
2009,30-45 y.,No,0.94707,4446,4676,0.94065,0.95349
2009,46-65 y.,Yes,0.04344,266,6325,0.03842,0.04847
2009,46-65 y.,No,0.95656,6059,6325,0.95153,0.96158
2009,66 and older,Yes,0.05614,228,4162,0.04915,0.06313
2009,66 and older,No,0.94386,3934,4162,0.93687,0.95085
2011,17-29 y.,Yes,0.04829,182,2994,0.04061,0.05597
2011,17-29 y.,No,0.78645,2812,2994,0.77177,0.80114
2011,30-45 y.,Yes,0.04571,254,4856,0.03984,0.05159
2011,30-45 y.,No,0.74173,4602,4856,0.72942,0.75404
2011,46-65 y.,Yes,0.05181,390,7775,0.04688,0.05674
2011,46-65 y.,No,0.90621,7385,7775,0.89973,0.91269
2011,66 and older,Yes,0.05616,280,5120,0.04985,0.06246
2011,66 and older,No,0.94304,4840,5120,0.93669,0.94939
2013,17-29 y.,Yes,0.04588,174,2536,0.03773,0.05402
2013,17-29 y.,No,0.64809,2362,2536,0.62950,0.66668
2013,30-45 y.,Yes,0.04082,231,4073,0.03474,0.04690
2013,30-45 y.,No,0.64025,3842,4073,0.62551,0.65499
2013,46-65 y.,Yes,0.05647,439,7320,0.05118,0.06176
2013,46-65 y.,No,0.84664,6881,7320,0.83838,0.85489
2013,66 and older,Yes,0.06260,284,4937,0.05584,0.06935
2013,66 and older,No,0.93046,4653,4937,0.92336,0.93755
2015,17-29 y.,Yes,0.06609,267,3923,0.05832,0.07387
2015,17-29 y.,No,0.81941,3656,3923,0.80737,0.83145
2015,30-45 y.,Yes,0.05996,451,7356,0.05453,0.06538
2015,30-45 y.,No,0.89288,6905,7356,0.88581,0.89995
2015,46-65 y.,Yes,0.06282,542,8878,0.05778,0.06787
2015,46-65 y.,No,0.92867,8336,8878,0.92332,0.93403
2015,66 and older,Yes,0.06003,269,4883,0.05337,0.06670
2015,66 and older,No,0.93894,4614,4883,0.93222,0.94565
2017,17-29 y.,Yes,0.06814,339,4360,0.06066,0.07563
2017,17-29 y.,No,0.84385,4021,4360,0.83308,0.85463
2017,30-45 y.,Yes,0.06159,443,7257,0.05606,0.06712
2017,30-45 y.,No,0.92792,6814,7257,0.92197,0.93387
2017,46-65 y.,Yes,0.07175,678,9973,0.06668,0.07681
2017,46-65 y.,No,0.92599,9295,9973,0.92085,0.93113
2017,66 and older,Yes,0.06315,270,4959,0.05638,0.06992
2017,66 and older,No,0.93653,4689,4959,0.92974,0.94332
2019,17-29 y.,Yes,0.07342,307,3843,0.06518,0.08167
2019,17-29 y.,No,0.83169,3536,3843,0.81985,0.84352
2019,30-45 y.,Yes,0.07094,458,6287,0.06459,0.07728
2019,30-45 y.,No,0.91475,5829,6287,0.90785,0.92165
2019,46-65 y.,Yes,0.07472,747,10421,0.06967,0.07977
2019,46-65 y.,No,0.92246,9674,10421,0.91732,0.92759
2019,66 and older,Yes,0.06769,326,5174,0.06085,0.07454
2019,66 and older,No,0.93201,4848,5174,0.92515,0.93887
2021,17-29 y.,Yes,0.06961,217,3179,0.06076,0.07845
2021,17-29 y.,No,0.85304,2962,3179,0.84073,0.86535
2021,30-45 y.,Yes,0.08471,379,5206,0.07715,0.09228
2021,30-45 y.,No,0.89870,4827,5206,0.89050,0.90690
2021,46-65 y.,Yes,0.09236,624,7216,0.08568,0.09905
2021,46-65 y.,No,0.89846,6592,7216,0.89149,0.90543
2021,66 and older,Yes,0.07758,257,3563,0.06880,0.08637
2021,66 and older,No,0.91398,3306,3563,0.90477,0.92319
