year,age_gr,pgisced97,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Pre-primary Level,No,0.56565,287,287,0.50820,0.62309
2009,17-29 y.,Lower Secondary Level,No,0.87886,452,452,0.84874,0.90897
2009,17-29 y.,Upper Secondary Level,Yes,0.06022,71,1262,0.04709,0.07335
2009,17-29 y.,Upper Secondary Level,No,0.93913,1191,1262,0.92594,0.95233
2009,17-29 y.,Post-secondary Non-tertiary Level,No,0.97255,181,181,0.94868,0.99642
2009,17-29 y.,Second Stage of Tertiary Education,No,0.97311,240,240,0.95260,0.99362
2009,30-45 y.,Primary Level,No,0.92677,46,46,0.85065,1.00289
2009,30-45 y.,Lower Secondary Level,No,0.96552,258,258,0.94321,0.98783
2009,30-45 y.,Upper Secondary Level,Yes,0.05083,112,2331,0.04191,0.05975
2009,30-45 y.,Upper Secondary Level,No,0.94917,2219,2331,0.94025,0.95809
2009,30-45 y.,Post-secondary Non-tertiary Level,No,0.93213,412,412,0.90781,0.95645
2009,30-45 y.,First Stage of Tertiary Education,No,0.94398,414,414,0.92180,0.96616
2009,30-45 y.,Second Stage of Tertiary Education,Yes,0.05332,57,1149,0.04032,0.06631
2009,30-45 y.,Second Stage of Tertiary Education,No,0.94668,1092,1149,0.93369,0.95968
2009,46-65 y.,Primary Level,No,0.97901,51,51,0.93928,1.01875
2009,46-65 y.,Lower Secondary Level,No,0.94985,364,364,0.92740,0.97230
2009,46-65 y.,Upper Secondary Level,Yes,0.04724,142,3294,0.03999,0.05448
2009,46-65 y.,Upper Secondary Level,No,0.95276,3152,3294,0.94552,0.96001
2009,46-65 y.,Post-secondary Non-tertiary Level,No,0.95149,265,265,0.92558,0.97741
2009,46-65 y.,First Stage of Tertiary Education,No,0.96445,527,527,0.94863,0.98028
2009,46-65 y.,Second Stage of Tertiary Education,Yes,0.03438,67,1759,0.02586,0.04290
2009,46-65 y.,Second Stage of Tertiary Education,No,0.96562,1692,1759,0.95710,0.97414
2009,66 and older,Primary Level,No,0.91177,37,37,0.81912,1.00442
2009,66 and older,Lower Secondary Level,Yes,0.05336,32,652,0.03610,0.07063
2009,66 and older,Lower Secondary Level,No,0.94664,620,652,0.92937,0.96390
2009,66 and older,Upper Secondary Level,Yes,0.05080,117,2173,0.04157,0.06004
2009,66 and older,Upper Secondary Level,No,0.94920,2056,2173,0.93996,0.95843
2009,66 and older,Post-secondary Non-tertiary Level,No,0.91315,86,86,0.85329,0.97302
2009,66 and older,First Stage of Tertiary Education,No,0.93474,295,295,0.90651,0.96298
2009,66 and older,Second Stage of Tertiary Education,Yes,0.06431,45,881,0.04810,0.08051
2009,66 and older,Second Stage of Tertiary Education,No,0.93569,836,881,0.91949,0.95190
2011,17-29 y.,Pre-primary Level,No,0.42265,286,286,0.36530,0.48000
2011,17-29 y.,Primary Level,No,0.59796,33,33,0.42808,0.76784
2011,17-29 y.,Lower Secondary Level,No,0.74164,451,451,0.70120,0.78208
2011,17-29 y.,Upper Secondary Level,Yes,0.05915,87,1352,0.04657,0.07172
2011,17-29 y.,Upper Secondary Level,No,0.86374,1265,1352,0.84544,0.88203
2011,17-29 y.,Post-secondary Non-tertiary Level,No,0.89820,201,201,0.85629,0.94011
2011,17-29 y.,First Stage of Tertiary Education,No,0.90916,49,49,0.82786,0.99046
2011,17-29 y.,Second Stage of Tertiary Education,No,0.94012,279,279,0.91223,0.96801
2011,30-45 y.,Primary Level,No,0.56553,55,55,0.43332,0.69774
2011,30-45 y.,Lower Secondary Level,No,0.68797,313,313,0.63656,0.73938
2011,30-45 y.,Upper Secondary Level,Yes,0.04290,115,2377,0.03476,0.05105
2011,30-45 y.,Upper Secondary Level,No,0.74765,2262,2377,0.73018,0.76511
2011,30-45 y.,Post-secondary Non-tertiary Level,No,0.72512,441,441,0.68340,0.76683
2011,30-45 y.,First Stage of Tertiary Education,No,0.81428,350,350,0.77348,0.85508
2011,30-45 y.,Second Stage of Tertiary Education,Yes,0.04783,62,1226,0.03588,0.05978
2011,30-45 y.,Second Stage of Tertiary Education,No,0.75615,1164,1226,0.73211,0.78020
2011,46-65 y.,Primary Level,No,0.92866,69,69,0.86748,0.98984
2011,46-65 y.,Lower Secondary Level,Yes,0.06402,38,536,0.04328,0.08476
2011,46-65 y.,Lower Secondary Level,No,0.89093,498,536,0.86451,0.91734
2011,46-65 y.,Upper Secondary Level,Yes,0.05705,231,4121,0.04997,0.06413
2011,46-65 y.,Upper Secondary Level,No,0.90808,3890,4121,0.89926,0.91690
2011,46-65 y.,Post-secondary Non-tertiary Level,No,0.87397,370,370,0.84011,0.90784
2011,46-65 y.,First Stage of Tertiary Education,No,0.91025,630,630,0.88791,0.93259
2011,46-65 y.,Second Stage of Tertiary Education,Yes,0.03656,75,1988,0.02830,0.04481
2011,46-65 y.,Second Stage of Tertiary Education,No,0.91703,1913,1988,0.90490,0.92916
2011,66 and older,Primary Level,No,0.93807,55,55,0.87379,1.00236
2011,66 and older,Lower Secondary Level,Yes,0.05187,44,818,0.03666,0.06708
2011,66 and older,Lower Secondary Level,No,0.94648,774,818,0.93104,0.96191
2011,66 and older,Upper Secondary Level,Yes,0.05382,143,2639,0.04521,0.06243
2011,66 and older,Upper Secondary Level,No,0.94565,2496,2639,0.93700,0.95430
2011,66 and older,Post-secondary Non-tertiary Level,No,0.92970,116,116,0.88298,0.97643
2011,66 and older,First Stage of Tertiary Education,No,0.94004,356,356,0.91534,0.96474
2011,66 and older,Second Stage of Tertiary Education,Yes,0.06452,58,1087,0.04991,0.07913
2011,66 and older,Second Stage of Tertiary Education,No,0.93465,1029,1087,0.91995,0.94935
2013,17-29 y.,Pre-primary Level,No,0.35332,242,242,0.29297,0.41366
2013,17-29 y.,Lower Secondary Level,No,0.52954,354,354,0.47747,0.58161
2013,17-29 y.,Upper Secondary Level,Yes,0.05511,81,1121,0.04175,0.06847
2013,17-29 y.,Upper Secondary Level,No,0.72280,1040,1121,0.69658,0.74901
2013,17-29 y.,Post-secondary Non-tertiary Level,No,0.79808,159,159,0.73549,0.86068
2013,17-29 y.,First Stage of Tertiary Education,No,0.92409,45,45,0.84583,1.00235
2013,17-29 y.,Second Stage of Tertiary Education,No,0.76307,282,282,0.71335,0.81278
2013,30-45 y.,Primary Level,No,0.37755,49,49,0.24041,0.51470
2013,30-45 y.,Lower Secondary Level,No,0.49380,267,267,0.43372,0.55389
2013,30-45 y.,Upper Secondary Level,Yes,0.05094,123,1895,0.04104,0.06084
2013,30-45 y.,Upper Secondary Level,No,0.63922,1772,1895,0.61759,0.66084
2013,30-45 y.,Post-secondary Non-tertiary Level,No,0.62356,389,389,0.57535,0.67177
2013,30-45 y.,First Stage of Tertiary Education,No,0.81941,290,290,0.77506,0.86376
2013,30-45 y.,Second Stage of Tertiary Education,Yes,0.03933,60,1118,0.02793,0.05073
2013,30-45 y.,Second Stage of Tertiary Education,No,0.67734,1058,1118,0.64992,0.70475
2013,46-65 y.,Primary Level,No,0.56926,52,52,0.43336,0.70517
2013,46-65 y.,Lower Secondary Level,Yes,0.07828,44,464,0.05381,0.10274
2013,46-65 y.,Lower Secondary Level,No,0.73085,420,464,0.69045,0.77125
2013,46-65 y.,Upper Secondary Level,Yes,0.05547,240,3856,0.04824,0.06269
2013,46-65 y.,Upper Secondary Level,No,0.87720,3616,3856,0.86684,0.88756
2013,46-65 y.,Post-secondary Non-tertiary Level,No,0.72800,383,383,0.68338,0.77263
2013,46-65 y.,First Stage of Tertiary Education,Yes,0.04315,31,634,0.02732,0.05899
2013,46-65 y.,First Stage of Tertiary Education,No,0.89121,603,634,0.86696,0.91547
2013,46-65 y.,Second Stage of Tertiary Education,Yes,0.05279,94,1894,0.04272,0.06286
2013,46-65 y.,Second Stage of Tertiary Education,No,0.85384,1800,1894,0.83793,0.86976
2013,66 and older,Primary Level,No,0.92350,46,46,0.84584,1.00116
2013,66 and older,Lower Secondary Level,Yes,0.06435,47,725,0.04648,0.08223
2013,66 and older,Lower Secondary Level,No,0.92561,678,725,0.90649,0.94472
2013,66 and older,Upper Secondary Level,Yes,0.05944,143,2534,0.05023,0.06865
2013,66 and older,Upper Secondary Level,No,0.93714,2391,2534,0.92769,0.94659
2013,66 and older,Post-secondary Non-tertiary Level,No,0.93615,113,113,0.89087,0.98143
2013,66 and older,First Stage of Tertiary Education,No,0.93484,326,326,0.90801,0.96167
2013,66 and older,Second Stage of Tertiary Education,Yes,0.07688,66,1149,0.06147,0.09229
2013,66 and older,Second Stage of Tertiary Education,No,0.91449,1083,1149,0.89831,0.93066
2015,17-29 y.,Pre-primary Level,No,0.48479,324,324,0.43029,0.53929
2015,17-29 y.,Primary Level,No,0.81015,74,74,0.72019,0.90012
2015,17-29 y.,Lower Secondary Level,Yes,0.07341,54,783,0.05513,0.09169
2015,17-29 y.,Lower Secondary Level,No,0.79064,729,783,0.76212,0.81915
2015,17-29 y.,Upper Secondary Level,Yes,0.06900,103,1581,0.05650,0.08150
2015,17-29 y.,Upper Secondary Level,No,0.88268,1478,1581,0.86681,0.89855
2015,17-29 y.,Post-secondary Non-tertiary Level,No,0.82230,201,201,0.76932,0.87528
2015,17-29 y.,First Stage of Tertiary Education,No,0.99336,59,59,0.97246,1.01426
2015,17-29 y.,Second Stage of Tertiary Education,No,0.81484,335,335,0.77318,0.85650
2015,30-45 y.,Primary Level,No,0.81127,145,145,0.74735,0.87518
2015,30-45 y.,Lower Secondary Level,Yes,0.08683,46,628,0.06479,0.10887
2015,30-45 y.,Lower Secondary Level,No,0.83384,582,628,0.80470,0.86298
2015,30-45 y.,Upper Secondary Level,Yes,0.06546,207,3216,0.05691,0.07401
2015,30-45 y.,Upper Secondary Level,No,0.90849,3009,3216,0.89853,0.91846
2015,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.03337,44,906,0.02166,0.04507
2015,30-45 y.,Post-secondary Non-tertiary Level,No,0.93485,862,906,0.91877,0.95093
2015,30-45 y.,First Stage of Tertiary Education,No,0.93679,360,360,0.91161,0.96196
2015,30-45 y.,Second Stage of Tertiary Education,Yes,0.06213,115,1997,0.05154,0.07272
2015,30-45 y.,Second Stage of Tertiary Education,No,0.86829,1882,1997,0.85345,0.88312
2015,46-65 y.,Primary Level,No,0.84166,113,113,0.77405,0.90927
2015,46-65 y.,Lower Secondary Level,Yes,0.05967,41,611,0.04087,0.07847
2015,46-65 y.,Lower Secondary Level,No,0.92494,570,611,0.90404,0.94585
2015,46-65 y.,Upper Secondary Level,Yes,0.06523,285,4327,0.05787,0.07259
2015,46-65 y.,Upper Secondary Level,No,0.92785,4042,4327,0.92014,0.93556
2015,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.08082,42,693,0.06051,0.10113
2015,46-65 y.,Post-secondary Non-tertiary Level,No,0.90057,651,693,0.87828,0.92287
2015,46-65 y.,First Stage of Tertiary Education,Yes,0.03257,31,739,0.01976,0.04537
2015,46-65 y.,First Stage of Tertiary Education,No,0.96642,708,739,0.95343,0.97942
2015,46-65 y.,Second Stage of Tertiary Education,Yes,0.06162,122,2333,0.05186,0.07138
2015,46-65 y.,Second Stage of Tertiary Education,No,0.93173,2211,2333,0.92150,0.94197
2015,66 and older,Primary Level,No,0.90935,36,36,0.81423,1.00447
2015,66 and older,Lower Secondary Level,Yes,0.05784,37,647,0.03984,0.07584
2015,66 and older,Lower Secondary Level,No,0.94173,610,647,0.92366,0.95979
2015,66 and older,Upper Secondary Level,Yes,0.05860,142,2523,0.04943,0.06776
2015,66 and older,Upper Secondary Level,No,0.94116,2381,2523,0.93197,0.95034
2015,66 and older,Post-secondary Non-tertiary Level,No,0.98526,132,132,0.96462,1.00590
2015,66 and older,First Stage of Tertiary Education,No,0.94308,319,319,0.91761,0.96854
2015,66 and older,Second Stage of Tertiary Education,Yes,0.07272,58,1178,0.05788,0.08755
2015,66 and older,Second Stage of Tertiary Education,No,0.92464,1120,1178,0.90956,0.93972
2017,17-29 y.,Pre-primary Level,No,0.50489,380,380,0.45455,0.55523
2017,17-29 y.,Primary Level,No,0.62075,72,72,0.50789,0.73361
2017,17-29 y.,Lower Secondary Level,Yes,0.06007,62,777,0.04335,0.07679
2017,17-29 y.,Lower Secondary Level,No,0.82787,715,777,0.80131,0.85443
2017,17-29 y.,Upper Secondary Level,Yes,0.07711,143,1791,0.06476,0.08947
2017,17-29 y.,Upper Secondary Level,No,0.91008,1648,1791,0.89683,0.92334
2017,17-29 y.,Post-secondary Non-tertiary Level,No,0.90831,290,290,0.87504,0.94158
2017,17-29 y.,First Stage of Tertiary Education,No,0.96145,57,57,0.91102,1.01187
2017,17-29 y.,Second Stage of Tertiary Education,Yes,0.06615,34,472,0.04370,0.08859
2017,17-29 y.,Second Stage of Tertiary Education,No,0.90822,438,472,0.88215,0.93430
2017,30-45 y.,Primary Level,No,0.84020,167,167,0.78446,0.89594
2017,30-45 y.,Lower Secondary Level,Yes,0.08480,42,656,0.06347,0.10614
2017,30-45 y.,Lower Secondary Level,No,0.89160,614,656,0.86780,0.91541
2017,30-45 y.,Upper Secondary Level,Yes,0.06020,189,2931,0.05158,0.06881
2017,30-45 y.,Upper Secondary Level,No,0.93490,2742,2931,0.92597,0.94384
2017,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.04974,57,911,0.03561,0.06387
2017,30-45 y.,Post-secondary Non-tertiary Level,No,0.94770,854,911,0.93324,0.96217
2017,30-45 y.,First Stage of Tertiary Education,No,0.96770,328,328,0.94854,0.98686
2017,30-45 y.,Second Stage of Tertiary Education,Yes,0.06800,120,2159,0.05738,0.07862
2017,30-45 y.,Second Stage of Tertiary Education,No,0.92434,2039,2159,0.91318,0.93550
2017,46-65 y.,Primary Level,No,0.78695,133,133,0.71710,0.85680
2017,46-65 y.,Lower Secondary Level,Yes,0.08156,54,701,0.06128,0.10183
2017,46-65 y.,Lower Secondary Level,No,0.91495,647,701,0.89429,0.93562
2017,46-65 y.,Upper Secondary Level,Yes,0.07196,335,4798,0.06464,0.07927
2017,46-65 y.,Upper Secondary Level,No,0.92732,4463,4798,0.91997,0.93466
2017,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.07739,56,853,0.05945,0.09533
2017,46-65 y.,Post-secondary Non-tertiary Level,No,0.92131,797,853,0.90323,0.93939
2017,46-65 y.,First Stage of Tertiary Education,Yes,0.04260,46,786,0.02847,0.05672
2017,46-65 y.,First Stage of Tertiary Education,No,0.95740,740,786,0.94328,0.97153
2017,46-65 y.,Second Stage of Tertiary Education,Yes,0.06845,161,2629,0.05879,0.07810
2017,46-65 y.,Second Stage of Tertiary Education,No,0.92916,2468,2629,0.91935,0.93896
2017,66 and older,Primary Level,No,0.95433,40,40,0.88881,1.01985
2017,66 and older,Lower Secondary Level,Yes,0.07479,46,605,0.05381,0.09577
2017,66 and older,Lower Secondary Level,No,0.92483,559,605,0.90380,0.94586
2017,66 and older,Upper Secondary Level,Yes,0.05987,140,2548,0.05066,0.06909
2017,66 and older,Upper Secondary Level,No,0.94012,2408,2548,0.93090,0.94933
2017,66 and older,Post-secondary Non-tertiary Level,No,0.95812,133,133,0.92394,0.99229
2017,66 and older,First Stage of Tertiary Education,No,0.91941,322,322,0.88963,0.94919
2017,66 and older,Second Stage of Tertiary Education,Yes,0.06317,54,1255,0.04970,0.07663
2017,66 and older,Second Stage of Tertiary Education,No,0.93647,1201,1255,0.92297,0.94997
2019,17-29 y.,Pre-primary Level,No,0.57302,317,317,0.51849,0.62756
2019,17-29 y.,Primary Level,No,0.58682,67,67,0.46803,0.70562
2019,17-29 y.,Lower Secondary Level,Yes,0.06057,66,694,0.04281,0.07833
2019,17-29 y.,Lower Secondary Level,No,0.79390,628,694,0.76378,0.82401
2019,17-29 y.,Upper Secondary Level,Yes,0.08523,127,1554,0.07134,0.09912
2019,17-29 y.,Upper Secondary Level,No,0.90266,1427,1554,0.88792,0.91741
2019,17-29 y.,Post-secondary Non-tertiary Level,No,0.89988,259,259,0.86325,0.93651
2019,17-29 y.,First Stage of Tertiary Education,No,0.88643,60,60,0.80547,0.96739
2019,17-29 y.,Second Stage of Tertiary Education,Yes,0.07101,33,447,0.04718,0.09485
2019,17-29 y.,Second Stage of Tertiary Education,No,0.90647,414,447,0.87945,0.93349
2019,30-45 y.,Primary Level,No,0.70064,130,130,0.62161,0.77967
2019,30-45 y.,Lower Secondary Level,Yes,0.09156,41,522,0.06680,0.11633
2019,30-45 y.,Lower Secondary Level,No,0.87380,481,522,0.84528,0.90231
2019,30-45 y.,Upper Secondary Level,Yes,0.07504,193,2367,0.06442,0.08565
2019,30-45 y.,Upper Secondary Level,No,0.91808,2174,2367,0.90703,0.92913
2019,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.05399,56,790,0.03822,0.06976
2019,30-45 y.,Post-secondary Non-tertiary Level,No,0.94235,734,790,0.92608,0.95861
2019,30-45 y.,First Stage of Tertiary Education,No,0.97100,333,333,0.95295,0.98905
2019,30-45 y.,Second Stage of Tertiary Education,Yes,0.06598,129,2029,0.05518,0.07679
2019,30-45 y.,Second Stage of Tertiary Education,No,0.92478,1900,2029,0.91330,0.93626
2019,46-65 y.,Primary Level,No,0.85153,123,123,0.78843,0.91462
2019,46-65 y.,Lower Secondary Level,Yes,0.07887,51,653,0.05818,0.09956
2019,46-65 y.,Lower Secondary Level,No,0.91580,602,653,0.89448,0.93711
2019,46-65 y.,Upper Secondary Level,Yes,0.07844,342,4650,0.07071,0.08617
2019,46-65 y.,Upper Secondary Level,No,0.92054,4308,4650,0.91277,0.92832
2019,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.05276,64,939,0.03846,0.06707
2019,46-65 y.,Post-secondary Non-tertiary Level,No,0.94606,875,939,0.93160,0.96052
2019,46-65 y.,First Stage of Tertiary Education,Yes,0.04158,50,869,0.02830,0.05486
2019,46-65 y.,First Stage of Tertiary Education,No,0.95842,819,869,0.94514,0.97170
2019,46-65 y.,Second Stage of Tertiary Education,Yes,0.08215,221,3102,0.07248,0.09181
2019,46-65 y.,Second Stage of Tertiary Education,No,0.91576,2881,3102,0.90598,0.92553
2019,66 and older,Primary Level,No,0.94123,31,31,0.85706,1.02539
2019,66 and older,Lower Secondary Level,Yes,0.07004,37,549,0.04867,0.09141
2019,66 and older,Lower Secondary Level,No,0.92986,512,549,0.90848,0.95124
2019,66 and older,Upper Secondary Level,Yes,0.06674,176,2569,0.05709,0.07640
2019,66 and older,Upper Secondary Level,No,0.93317,2393,2569,0.92351,0.94283
2019,66 and older,Post-secondary Non-tertiary Level,No,0.98528,160,160,0.96656,1.00400
2019,66 and older,First Stage of Tertiary Education,No,0.89972,354,354,0.86839,0.93106
2019,66 and older,Second Stage of Tertiary Education,Yes,0.06604,74,1447,0.05324,0.07884
2019,66 and older,Second Stage of Tertiary Education,No,0.93378,1373,1447,0.92096,0.94659
2021,17-29 y.,Pre-primary Level,No,0.44836,176,176,0.37467,0.52204
2021,17-29 y.,Primary Level,No,0.89385,211,211,0.85219,0.93551
2021,17-29 y.,Lower Secondary Level,Yes,0.06019,46,543,0.04017,0.08022
2021,17-29 y.,Lower Secondary Level,No,0.83243,497,543,0.80099,0.86387
2021,17-29 y.,Upper Secondary Level,Yes,0.09032,101,1176,0.07393,0.10671
2021,17-29 y.,Upper Secondary Level,No,0.88247,1075,1176,0.86406,0.90089
2021,17-29 y.,Post-secondary Non-tertiary Level,No,0.93333,219,219,0.90021,0.96644
2021,17-29 y.,Second Stage of Tertiary Education,No,0.93896,494,494,0.91783,0.96009
2021,30-45 y.,Primary Level,No,0.78860,442,442,0.75049,0.82670
2021,30-45 y.,Lower Secondary Level,Yes,0.15705,41,475,0.12430,0.18981
2021,30-45 y.,Lower Secondary Level,No,0.82095,434,475,0.78644,0.85547
2021,30-45 y.,Upper Secondary Level,Yes,0.07904,119,1529,0.06552,0.09257
2021,30-45 y.,Upper Secondary Level,No,0.90195,1410,1529,0.88703,0.91686
2021,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.08180,45,544,0.05875,0.10485
2021,30-45 y.,Post-secondary Non-tertiary Level,No,0.91414,499,544,0.89058,0.93771
2021,30-45 y.,First Stage of Tertiary Education,No,0.96077,181,181,0.93241,0.98913
2021,30-45 y.,Second Stage of Tertiary Education,Yes,0.08627,133,1741,0.07308,0.09947
2021,30-45 y.,Second Stage of Tertiary Education,No,0.90354,1608,1741,0.88967,0.91741
2021,46-65 y.,Primary Level,No,0.80804,200,200,0.75332,0.86276
