year,age_gr,regtyp,ple0013,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Urban regions,Yes,0.04868,98,1874,0.03893,0.05843
2009,17-29 y.,Urban regions,No,0.87801,1776,1874,0.86319,0.89283
2009,17-29 y.,Rural regions,Yes,0.04526,47,981,0.03225,0.05828
2009,17-29 y.,Rural regions,No,0.90542,934,981,0.88710,0.92374
2009,30-45 y.,Urban regions,Yes,0.05364,159,3074,0.04567,0.06160
2009,30-45 y.,Urban regions,No,0.94636,2915,3074,0.93840,0.95433
2009,30-45 y.,Rural regions,Yes,0.05134,71,1602,0.04053,0.06215
2009,30-45 y.,Rural regions,No,0.94866,1531,1602,0.93785,0.95947
2009,46-65 y.,Urban regions,Yes,0.04717,187,4036,0.04063,0.05371
2009,46-65 y.,Urban regions,No,0.95283,3849,4036,0.94629,0.95937
2009,46-65 y.,Rural regions,Yes,0.03619,79,2289,0.02853,0.04384
2009,46-65 y.,Rural regions,No,0.96381,2210,2289,0.95616,0.97147
2009,66 and older,Urban regions,Yes,0.05858,147,2698,0.04971,0.06744
2009,66 and older,Urban regions,No,0.94142,2551,2698,0.93256,0.95029
2009,66 and older,Rural regions,Yes,0.05108,81,1464,0.03980,0.06236
2009,66 and older,Rural regions,No,0.94892,1383,1464,0.93764,0.96020
2011,17-29 y.,Urban regions,Yes,0.04651,125,2004,0.03729,0.05573
2011,17-29 y.,Urban regions,No,0.79397,1879,2004,0.77625,0.81168
2011,17-29 y.,Rural regions,Yes,0.05207,57,990,0.03822,0.06591
2011,17-29 y.,Rural regions,No,0.77050,933,990,0.74429,0.79670
2011,30-45 y.,Urban regions,Yes,0.04522,174,3191,0.03801,0.05243
2011,30-45 y.,Urban regions,No,0.74889,3017,3191,0.73384,0.76394
2011,30-45 y.,Rural regions,Yes,0.04688,80,1665,0.03672,0.05703
2011,30-45 y.,Rural regions,No,0.72503,1585,1665,0.70358,0.74649
2011,46-65 y.,Urban regions,Yes,0.06031,281,4859,0.05361,0.06700
2011,46-65 y.,Urban regions,No,0.89716,4578,4859,0.88862,0.90571
2011,46-65 y.,Rural regions,Yes,0.03619,109,2916,0.02941,0.04297
2011,46-65 y.,Rural regions,No,0.92284,2807,2916,0.91315,0.93253
2011,66 and older,Urban regions,Yes,0.05700,181,3306,0.04910,0.06490
2011,66 and older,Urban regions,No,0.94233,3125,3306,0.93439,0.95028
2011,66 and older,Rural regions,Yes,0.05440,99,1814,0.04396,0.06484
2011,66 and older,Rural regions,No,0.94450,1715,1814,0.93396,0.95504
2013,17-29 y.,Urban regions,Yes,0.04540,120,1712,0.03554,0.05527
2013,17-29 y.,Urban regions,No,0.63603,1592,1712,0.61323,0.65883
2013,17-29 y.,Rural regions,Yes,0.04693,54,824,0.03248,0.06137
2013,17-29 y.,Rural regions,No,0.67465,770,824,0.64264,0.70666
2013,30-45 y.,Urban regions,Yes,0.03720,148,2669,0.03002,0.04438
2013,30-45 y.,Urban regions,No,0.63544,2521,2669,0.61717,0.65370
2013,30-45 y.,Rural regions,Yes,0.04964,83,1404,0.03828,0.06101
2013,30-45 y.,Rural regions,No,0.65197,1321,1404,0.62705,0.67690
2013,46-65 y.,Urban regions,Yes,0.06483,310,4489,0.05763,0.07203
2013,46-65 y.,Urban regions,No,0.82452,4179,4489,0.81339,0.83565
2013,46-65 y.,Rural regions,Yes,0.04215,129,2831,0.03474,0.04955
2013,46-65 y.,Rural regions,No,0.88452,2702,2831,0.87275,0.89630
2013,66 and older,Urban regions,Yes,0.06281,181,3177,0.05437,0.07125
2013,66 and older,Urban regions,No,0.93045,2996,3177,0.92160,0.93930
2013,66 and older,Rural regions,Yes,0.06215,103,1760,0.05087,0.07343
2013,66 and older,Rural regions,No,0.93046,1657,1760,0.91858,0.94235
2015,17-29 y.,Urban regions,Yes,0.05751,170,2634,0.04862,0.06640
2015,17-29 y.,Urban regions,No,0.82345,2464,2634,0.80888,0.83801
2015,17-29 y.,Rural regions,Yes,0.08672,97,1289,0.07135,0.10209
2015,17-29 y.,Rural regions,No,0.80970,1192,1289,0.78826,0.83114
2015,30-45 y.,Urban regions,Yes,0.05923,303,4817,0.05256,0.06589
2015,30-45 y.,Urban regions,No,0.88681,4514,4817,0.87786,0.89576
2015,30-45 y.,Rural regions,Yes,0.06171,148,2539,0.05234,0.07107
2015,30-45 y.,Rural regions,No,0.90740,2391,2539,0.89612,0.91868
2015,46-65 y.,Urban regions,Yes,0.06886,368,5633,0.06224,0.07547
2015,46-65 y.,Urban regions,No,0.92208,5265,5633,0.91508,0.92908
2015,46-65 y.,Rural regions,Yes,0.05171,174,3245,0.04409,0.05934
2015,46-65 y.,Rural regions,No,0.94082,3071,3245,0.93270,0.94894
2015,66 and older,Urban regions,Yes,0.06608,182,3087,0.05731,0.07484
2015,66 and older,Urban regions,No,0.93311,2905,3087,0.92430,0.94192
2015,66 and older,Rural regions,Yes,0.04757,87,1796,0.03772,0.05742
2015,66 and older,Rural regions,No,0.95096,1709,1796,0.94097,0.96095
2017,17-29 y.,Urban regions,Yes,0.06803,232,2939,0.05892,0.07713
2017,17-29 y.,Urban regions,No,0.84186,2707,2939,0.82866,0.85505
2017,17-29 y.,Rural regions,Yes,0.06845,107,1421,0.05531,0.08158
2017,17-29 y.,Rural regions,No,0.84894,1314,1421,0.83031,0.86757
2017,30-45 y.,Urban regions,Yes,0.06236,293,4831,0.05554,0.06918
2017,30-45 y.,Urban regions,No,0.92731,4538,4831,0.91999,0.93463
2017,30-45 y.,Rural regions,Yes,0.05968,150,2426,0.05025,0.06911
2017,30-45 y.,Rural regions,No,0.92942,2276,2426,0.91923,0.93962
2017,46-65 y.,Urban regions,Yes,0.07521,455,6274,0.06868,0.08173
2017,46-65 y.,Urban regions,No,0.92234,5819,6274,0.91572,0.92896
2017,46-65 y.,Rural regions,Yes,0.06506,223,3699,0.05711,0.07301
2017,46-65 y.,Rural regions,No,0.93304,3476,3699,0.92499,0.94110
2017,66 and older,Urban regions,Yes,0.06791,174,3103,0.05906,0.07676
2017,66 and older,Urban regions,No,0.93169,2929,3103,0.92282,0.94057
2017,66 and older,Rural regions,Yes,0.05328,96,1856,0.04306,0.06350
2017,66 and older,Rural regions,No,0.94657,1760,1856,0.93634,0.95680
2019,17-29 y.,Urban regions,Yes,0.07638,216,2565,0.06610,0.08667
2019,17-29 y.,Urban regions,No,0.83763,2349,2565,0.82335,0.85190
2019,17-29 y.,Rural regions,Yes,0.06463,81,1159,0.05047,0.07879
2019,17-29 y.,Rural regions,No,0.81059,1078,1159,0.78802,0.83316
2019,30-45 y.,Urban regions,Yes,0.06746,287,4053,0.05974,0.07518
2019,30-45 y.,Urban regions,No,0.91744,3766,4053,0.90897,0.92592
2019,30-45 y.,Rural regions,Yes,0.07587,150,2078,0.06448,0.08726
2019,30-45 y.,Rural regions,No,0.91074,1928,2078,0.89848,0.92300
