year,regtyp,sex,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Urban regions,male,In my current field/ field I was trained in,0.33383,139,464,0.29088,0.37679
1994,Urban regions,male,Do something new,0.13149,63,464,0.10071,0.16227
1994,Urban regions,male,Does not matter,0.18975,104,464,0.15404,0.22547
1994,Urban regions,male,Does not apply/do not (yet) have a job,0.34492,158,464,0.30162,0.38822
1994,Urban regions,female,In my current field/ field I was trained in,0.38007,289,854,0.34749,0.41264
1994,Urban regions,female,Do something new,0.13256,109,854,0.10980,0.15532
1994,Urban regions,female,Does not matter,0.22307,199,854,0.19513,0.25100
1994,Urban regions,female,Does not apply/do not (yet) have a job,0.26431,257,854,0.23471,0.29390
1994,Rural regions,male,In my current field/ field I was trained in,0.37348,96,267,0.31535,0.43161
1994,Rural regions,male,Do something new,0.15045,34,267,0.10748,0.19341
1994,Rural regions,male,Does not matter,0.23320,73,267,0.18238,0.28402
1994,Rural regions,male,Does not apply/do not (yet) have a job,0.24287,64,267,0.19134,0.29441
1994,Rural regions,female,In my current field/ field I was trained in,0.34203,130,436,0.29745,0.38662
1994,Rural regions,female,Do something new,0.18841,71,436,0.15166,0.22516
1994,Rural regions,female,Does not matter,0.36200,171,436,0.31684,0.40716
1994,Rural regions,female,Does not apply/do not (yet) have a job,0.10756,64,436,0.07844,0.13667
1996,Urban regions,male,In my current field/ field I was trained in,0.24595,125,484,0.20755,0.28436
1996,Urban regions,male,Do something new,0.20426,75,484,0.16830,0.24021
1996,Urban regions,male,Does not matter,0.21513,110,484,0.17849,0.25178
1996,Urban regions,male,Does not apply/do not (yet) have a job,0.33465,174,484,0.29257,0.37674
1996,Urban regions,female,In my current field/ field I was trained in,0.30828,262,901,0.27811,0.33845
1996,Urban regions,female,Do something new,0.19376,132,901,0.16794,0.21958
1996,Urban regions,female,Does not matter,0.27692,251,901,0.24768,0.30615
1996,Urban regions,female,Does not apply/do not (yet) have a job,0.22104,256,901,0.19393,0.24815
1996,Rural regions,male,In my current field/ field I was trained in,0.35805,99,299,0.30362,0.41249
1996,Rural regions,male,Do something new,0.15012,46,299,0.10957,0.19068
1996,Rural regions,male,Does not matter,0.27507,86,299,0.22437,0.32577
1996,Rural regions,male,Does not apply/do not (yet) have a job,0.21675,68,299,0.16997,0.26353
1996,Rural regions,female,In my current field/ field I was trained in,0.30561,128,457,0.26333,0.34789
1996,Rural regions,female,Do something new,0.14697,65,457,0.11447,0.17947
