year,migback,pgisced97,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,No migration background,Pre-primary Level,Does not apply/do not (yet) have a job,0.96783,120,120,0.93612,0.99953
1994,No migration background,Lower Secondary Level,In my current field/ field I was trained in,0.16081,37,196,0.10925,0.21237
1994,No migration background,Lower Secondary Level,Does not matter,0.28705,64,196,0.22355,0.35055
1994,No migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.43777,95,196,0.36814,0.50741
1994,No migration background,Upper Secondary Level,In my current field/ field I was trained in,0.44526,364,888,0.41255,0.47797
1994,No migration background,Upper Secondary Level,Do something new,0.17535,147,888,0.15032,0.20037
1994,No migration background,Upper Secondary Level,Does not matter,0.27848,293,888,0.24898,0.30798
1994,No migration background,Upper Secondary Level,Does not apply/do not (yet) have a job,0.10091,84,888,0.08109,0.12073
1994,No migration background,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.54303,32,32,0.36767,0.71839
1994,No migration background,First Stage of Tertiary Education,In my current field/ field I was trained in,0.56568,37,37,0.40376,0.72760
1994,No migration background,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.58137,75,115,0.49081,0.67194
1994,No migration background,Second Stage of Tertiary Education,Does not matter,0.28437,40,115,0.20156,0.36718
1994,Direct migration background,Lower Secondary Level,Does not matter,0.34660,37,87,0.24602,0.44717
1994,Direct migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.44334,50,87,0.33835,0.54834
1994,Direct migration background,Upper Secondary Level,In my current field/ field I was trained in,0.29719,31,73,0.19162,0.40275
1994,Direct migration background,Upper Secondary Level,Does not matter,0.37523,42,73,0.26339,0.48707
1994,Indirect migration background,Pre-primary Level,Does not apply/do not (yet) have a job,0.97316,45,45,0.92541,1.02091
1994,Indirect migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.76652,36,36,0.62636,0.90667
1996,No migration background,Pre-primary Level,Does not apply/do not (yet) have a job,0.97482,166,166,0.95092,0.99873
1996,No migration background,Lower Secondary Level,In my current field/ field I was trained in,0.16379,33,176,0.10896,0.21862
1996,No migration background,Lower Secondary Level,Does not matter,0.34233,69,176,0.27203,0.41263
1996,No migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.34319,74,176,0.27285,0.41354
1996,No migration background,Upper Secondary Level,In my current field/ field I was trained in,0.37363,311,837,0.34083,0.40642
1996,No migration background,Upper Secondary Level,Do something new,0.22744,165,837,0.19902,0.25585
1996,No migration background,Upper Secondary Level,Does not matter,0.32419,295,837,0.29246,0.35592
1996,No migration background,Upper Secondary Level,Does not apply/do not (yet) have a job,0.07474,66,837,0.05691,0.09257
1996,No migration background,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.41317,34,34,0.24517,0.58117
1996,No migration background,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.50881,73,114,0.41663,0.60099
1996,No migration background,Second Stage of Tertiary Education,Does not matter,0.28001,41,114,0.19722,0.36279
1996,Direct migration background,Lower Secondary Level,Does not matter,0.28309,37,90,0.18949,0.37668
1996,Direct migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.42972,53,90,0.32687,0.53256
1996,Direct migration background,Upper Secondary Level,In my current field/ field I was trained in,0.22582,34,98,0.14261,0.30903
1996,Direct migration background,Upper Secondary Level,Does not matter,0.43001,64,98,0.33149,0.52853
1996,Indirect migration background,Pre-primary Level,Does not apply/do not (yet) have a job,0.98116,35,35,0.93547,1.02686
1996,Indirect migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.75427,43,43,0.62407,0.88447
1997,No migration background,Pre-primary Level,Does not apply/do not (yet) have a job,0.98101,173,173,0.96061,1.00141
1997,No migration background,Lower Secondary Level,In my current field/ field I was trained in,0.15822,36,204,0.10802,0.20842
1997,No migration background,Lower Secondary Level,Do something new,0.18446,31,204,0.13111,0.23782
1997,No migration background,Lower Secondary Level,Does not matter,0.27554,57,204,0.21407,0.33700
1997,No migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.38178,80,204,0.31495,0.44862
1997,No migration background,Upper Secondary Level,In my current field/ field I was trained in,0.34701,281,819,0.31439,0.37963
1997,No migration background,Upper Secondary Level,Do something new,0.19607,139,819,0.16886,0.22328
1997,No migration background,Upper Secondary Level,Does not matter,0.37755,330,819,0.34433,0.41077
1997,No migration background,Upper Secondary Level,Does not apply/do not (yet) have a job,0.07937,69,819,0.06085,0.09790
1997,No migration background,First Stage of Tertiary Education,In my current field/ field I was trained in,0.50474,33,33,0.33151,0.67797
1997,No migration background,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.47069,62,101,0.37286,0.56852
1997,No migration background,Second Stage of Tertiary Education,Does not matter,0.34797,39,101,0.25461,0.44133
1997,Direct migration background,Primary Level,Does not apply/do not (yet) have a job,0.56986,31,31,0.39269,0.74703
1997,Direct migration background,Lower Secondary Level,Does not matter,0.31630,53,110,0.22899,0.40360
1997,Direct migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.42806,57,110,0.33517,0.52095
1997,Direct migration background,Upper Secondary Level,In my current field/ field I was trained in,0.30923,38,135,0.23097,0.38748
1997,Direct migration background,Upper Secondary Level,Does not matter,0.35448,60,135,0.27349,0.43548
1997,Direct migration background,Upper Secondary Level,Does not apply/do not (yet) have a job,0.19336,37,135,0.12649,0.26023
1997,Indirect migration background,Pre-primary Level,Does not apply/do not (yet) have a job,0.98347,47,47,0.94663,1.02032
1997,Indirect migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.61285,40,40,0.45998,0.76573
1998,No migration background,Pre-primary Level,Does not apply/do not (yet) have a job,0.98638,177,177,0.96926,1.00351
1998,No migration background,Lower Secondary Level,In my current field/ field I was trained in,0.14937,34,208,0.10081,0.19793
1998,No migration background,Lower Secondary Level,Does not matter,0.28585,67,208,0.22430,0.34740
1998,No migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.46101,107,208,0.39310,0.52892
1998,No migration background,Upper Secondary Level,In my current field/ field I was trained in,0.36107,315,887,0.32944,0.39270
1998,No migration background,Upper Secondary Level,Do something new,0.17677,143,887,0.15165,0.20189
1998,No migration background,Upper Secondary Level,Does not matter,0.33383,321,887,0.30278,0.36488
1998,No migration background,Upper Secondary Level,Does not apply/do not (yet) have a job,0.12834,108,887,0.10631,0.15036
1998,No migration background,First Stage of Tertiary Education,In my current field/ field I was trained in,0.66886,48,48,0.53431,0.80341
1998,No migration background,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.53027,82,134,0.44545,0.61509
1998,No migration background,Second Stage of Tertiary Education,Does not matter,0.30370,52,134,0.22554,0.38185
1998,Direct migration background,Lower Secondary Level,Does not matter,0.32337,34,90,0.22619,0.42055
1998,Direct migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.44519,56,90,0.34193,0.54844
1998,Direct migration background,Upper Secondary Level,In my current field/ field I was trained in,0.32644,37,90,0.22902,0.42386
1998,Direct migration background,Upper Secondary Level,Does not matter,0.34177,53,90,0.24323,0.44031
1998,Indirect migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.59006,35,35,0.42474,0.75538
1999,No migration background,Pre-primary Level,Does not apply/do not (yet) have a job,0.98828,174,174,0.97224,1.00432
1999,No migration background,Lower Secondary Level,Does not matter,0.28278,63,156,0.21188,0.35368
1999,No migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.47448,93,156,0.39587,0.55310
1999,No migration background,Upper Secondary Level,In my current field/ field I was trained in,0.30561,238,772,0.27309,0.33812
1999,No migration background,Upper Secondary Level,Do something new,0.15658,119,772,0.13093,0.18224
1999,No migration background,Upper Secondary Level,Does not matter,0.39236,317,772,0.35789,0.42682
1999,No migration background,Upper Secondary Level,Does not apply/do not (yet) have a job,0.14545,98,772,0.12057,0.17034
1999,No migration background,First Stage of Tertiary Education,In my current field/ field I was trained in,0.59208,36,36,0.42926,0.75489
1999,No migration background,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.57186,71,104,0.47630,0.66742
1999,No migration background,Second Stage of Tertiary Education,Does not matter,0.22752,33,104,0.14655,0.30848
1999,Direct migration background,Lower Secondary Level,Does not matter,0.40309,33,68,0.28564,0.52055
1999,Direct migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.37058,35,68,0.25493,0.48622
1999,Direct migration background,Upper Secondary Level,In my current field/ field I was trained in,0.46834,40,76,0.35541,0.58127
1999,Direct migration background,Upper Secondary Level,Does not matter,0.25564,36,76,0.15692,0.35437
1999,Indirect migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.66418,32,32,0.49793,0.83044
2000,No migration background,Pre-primary Level,Does not apply/do not (yet) have a job,0.96336,259,259,0.94043,0.98628
2000,No migration background,Lower Secondary Level,Do something new,0.09827,35,300,0.06453,0.13201
2000,No migration background,Lower Secondary Level,Does not matter,0.21720,69,300,0.17046,0.26394
2000,No migration background,Lower Secondary Level,Does not apply/do not (yet) have a job,0.59318,196,300,0.53750,0.64886
2000,No migration background,Upper Secondary Level,In my current field/ field I was trained in,0.32338,460,1428,0.29911,0.34765
2000,No migration background,Upper Secondary Level,Do something new,0.19559,264,1428,0.17501,0.21617
2000,No migration background,Upper Secondary Level,Does not matter,0.32388,493,1428,0.29960,0.34816
2000,No migration background,Upper Secondary Level,Does not apply/do not (yet) have a job,0.15714,211,1428,0.13826,0.17603
2000,No migration background,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.40261,50,86,0.29835,0.50687
2000,No migration background,Post-secondary Non-tertiary Level,Do something new,0.31824,36,86,0.21922,0.41727
2000,No migration background,First Stage of Tertiary Education,In my current field/ field I was trained in,0.44740,70,119,0.35769,0.53712
2000,No migration background,First Stage of Tertiary Education,Does not matter,0.36263,49,119,0.27588,0.44937
2000,No migration background,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.57615,140,206,0.50851,0.64380
