year,pgisced97,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Pre-primary Level,Does not apply/do not (yet) have a job,0.96665,171,171,0.93966,0.99364
1994,Primary Level,Does not apply/do not (yet) have a job,0.46275,39,39,0.30422,0.62129
1994,Lower Secondary Level,In my current field/ field I was trained in,0.15048,62,388,0.11486,0.18610
1994,Lower Secondary Level,Do something new,0.10440,38,388,0.07394,0.13487
1994,Lower Secondary Level,Does not matter,0.27896,107,388,0.23427,0.32364
1994,Lower Secondary Level,Does not apply/do not (yet) have a job,0.46616,181,388,0.41646,0.51586
1994,Upper Secondary Level,In my current field/ field I was trained in,0.43541,407,1026,0.40506,0.46577
1994,Upper Secondary Level,Do something new,0.17653,167,1026,0.15319,0.19987
1994,Upper Secondary Level,Does not matter,0.28223,337,1026,0.25468,0.30979
1994,Upper Secondary Level,Does not apply/do not (yet) have a job,0.10582,115,1026,0.08699,0.12465
1994,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.50540,36,36,0.33976,0.67104
1994,First Stage of Tertiary Education,In my current field/ field I was trained in,0.56622,38,38,0.40652,0.72591
1994,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.60999,86,128,0.52515,0.69482
1994,Second Stage of Tertiary Education,Does not matter,0.25747,42,128,0.18142,0.33352
1996,No answer / don't know,Does not apply/do not (yet) have a job,0.36263,35,35,0.20103,0.52423
1996,Pre-primary Level,Does not apply/do not (yet) have a job,0.97816,225,225,0.95902,0.99730
1996,Primary Level,Does not apply/do not (yet) have a job,0.43529,35,35,0.26863,0.60194
1996,Lower Secondary Level,In my current field/ field I was trained in,0.16921,59,377,0.13131,0.20711
1996,Lower Secondary Level,Do something new,0.12840,36,377,0.09459,0.16222
1996,Lower Secondary Level,Does not matter,0.30526,112,377,0.25871,0.35181
1996,Lower Secondary Level,Does not apply/do not (yet) have a job,0.39713,170,377,0.34767,0.44658
1996,Upper Secondary Level,In my current field/ field I was trained in,0.35314,358,1042,0.32410,0.38217
1996,Upper Secondary Level,Do something new,0.22072,198,1042,0.19552,0.24591
1996,Upper Secondary Level,Does not matter,0.33435,370,1042,0.30569,0.36301
1996,Upper Secondary Level,Does not apply/do not (yet) have a job,0.09180,116,1042,0.07426,0.10934
1996,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.37756,44,44,0.23266,0.52246
1996,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.55733,97,174,0.48331,0.63134
1996,Second Stage of Tertiary Education,Do something new,0.20095,31,174,0.14124,0.26067
1996,Second Stage of Tertiary Education,Does not matter,0.22356,46,174,0.16148,0.28565
1997,No answer / don't know,Does not apply/do not (yet) have a job,0.45792,33,33,0.28529,0.63055
1997,Pre-primary Level,Does not apply/do not (yet) have a job,0.97194,242,242,0.95109,0.99279
1997,Primary Level,Does not apply/do not (yet) have a job,0.42517,37,37,0.26367,0.58666
1997,Lower Secondary Level,In my current field/ field I was trained in,0.14886,56,401,0.11398,0.18374
1997,Lower Secondary Level,Do something new,0.17013,50,401,0.13330,0.20695
1997,Lower Secondary Level,Does not matter,0.26666,118,401,0.22332,0.31000
1997,Lower Secondary Level,Does not apply/do not (yet) have a job,0.41435,177,401,0.36608,0.46263
1997,Upper Secondary Level,In my current field/ field I was trained in,0.33886,332,1020,0.30980,0.36792
1997,Upper Secondary Level,Do something new,0.18591,162,1020,0.16202,0.20979
1997,Upper Secondary Level,Does not matter,0.36722,397,1020,0.33762,0.39681
1997,Upper Secondary Level,Does not apply/do not (yet) have a job,0.10802,129,1020,0.08896,0.12708
1997,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.41326,38,38,0.25459,0.57193
1997,First Stage of Tertiary Education,In my current field/ field I was trained in,0.50078,35,35,0.33271,0.66885
1997,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.50242,79,124,0.41406,0.59079
1997,Second Stage of Tertiary Education,Does not matter,0.31827,45,124,0.23595,0.40059
1998,No answer / don't know,Does not apply/do not (yet) have a job,0.38056,38,38,0.22411,0.53700
1998,Pre-primary Level,Does not apply/do not (yet) have a job,0.97152,240,240,0.95043,0.99261
1998,Primary Level,Does not apply/do not (yet) have a job,0.54738,36,36,0.38248,0.71229
1998,Lower Secondary Level,In my current field/ field I was trained in,0.14323,60,407,0.10916,0.17731
1998,Lower Secondary Level,Do something new,0.09918,36,407,0.07011,0.12826
1998,Lower Secondary Level,Does not matter,0.28571,113,407,0.24177,0.32966
1998,Lower Secondary Level,Does not apply/do not (yet) have a job,0.47187,198,407,0.42331,0.52043
1998,Upper Secondary Level,In my current field/ field I was trained in,0.34710,360,1068,0.31853,0.37566
1998,Upper Secondary Level,Do something new,0.17607,173,1068,0.15322,0.19893
1998,Upper Secondary Level,Does not matter,0.32965,382,1068,0.30145,0.35786
1998,Upper Secondary Level,Does not apply/do not (yet) have a job,0.14718,153,1068,0.12592,0.16844
