,Unnamed: 0,year,age_gr,pgisced97,plb0426,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1994,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,171,1497,0.88217,1.10624
1,1,1994,17-29 y.,Lower Secondary Level,In my current field/ field I was trained in,0.18101,38,1497,0.14199,0.2327
2,2,1994,17-29 y.,Lower Secondary Level,Does not matter,0.16387,43,1497,0.12552,0.20412
3,3,1994,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.65512,132,1497,0.58999,0.72528
4,4,1994,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.41351,179,1497,0.37553,0.45458
5,5,1994,17-29 y.,Upper Secondary Level,Do something new,0.20085,84,1497,0.17228,0.23857
6,6,1994,17-29 y.,Upper Secondary Level,Does not matter,0.15017,83,1497,0.12996,0.16993
7,7,1994,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.23547,104,1497,0.20724,0.27111
8,8,1994,30-45 y.,Lower Secondary Level,Does not matter,0.50767,35,1497,0.40062,0.62438
9,9,1994,30-45 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.49233,35,1497,0.39451,0.59301
10,10,1994,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.46583,160,1497,0.4158,0.50828
11,11,1994,30-45 y.,Upper Secondary Level,Do something new,0.19445,65,1497,0.16255,0.23119
12,12,1994,30-45 y.,Upper Secondary Level,Does not matter,0.33972,158,1497,0.30645,0.38022
13,13,1994,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,1.0,48,1497,0.81631,1.23949
14,14,1994,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.50231,68,1497,0.43106,0.5859
15,15,1994,46-65 y.,Upper Secondary Level,Does not matter,0.49769,94,1497,0.43333,0.57019
16,16,1996,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,225,1543,0.92001,1.0975
17,17,1996,17-29 y.,Lower Secondary Level,Does not matter,0.21062,39,1543,0.16858,0.25648
18,18,1996,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.78938,121,1543,0.70219,0.88375
19,19,1996,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.3762,154,1543,0.32766,0.44398
20,20,1996,17-29 y.,Upper Secondary Level,Do something new,0.22301,84,1543,0.18428,0.26986
21,21,1996,17-29 y.,Upper Secondary Level,Does not matter,0.1906,83,1543,0.1654,0.2229
22,22,1996,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.21018,98,1543,0.18459,0.23893
23,23,1996,30-45 y.,Lower Secondary Level,Does not matter,0.59585,37,1543,0.47184,0.74304
24,24,1996,30-45 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.40415,36,1543,0.29878,0.55418
25,25,1996,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.34715,139,1543,0.30621,0.38918
26,26,1996,30-45 y.,Upper Secondary Level,Do something new,0.27622,91,1543,0.23513,0.32634
27,27,1996,30-45 y.,Upper Secondary Level,Does not matter,0.37662,181,1543,0.33755,0.42146
28,28,1996,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,1.0,51,1543,0.83143,1.1562
29,29,1996,46-65 y.,Lower Secondary Level,Does not matter,1.0,36,1543,0.69872,1.3396
30,30,1996,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.40535,65,1543,0.3372,0.47484
31,31,1996,46-65 y.,Upper Secondary Level,Does not matter,0.59465,103,1543,0.51133,0.69732
32,32,1997,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,242,1529,0.9083,1.10844
33,33,1997,17-29 y.,Lower Secondary Level,Does not matter,0.18933,37,1529,0.12943,0.27071
34,34,1997,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.81067,123,1529,0.71818,0.91319
35,35,1997,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.35167,135,1529,0.30281,0.39701
36,36,1997,17-29 y.,Upper Secondary Level,Do something new,0.15986,60,1529,0.12827,0.1869
37,37,1997,17-29 y.,Upper Secondary Level,Does not matter,0.23807,85,1529,0.21206,0.27338
38,38,1997,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.2504,104,1529,0.21399,0.29226
39,39,1997,30-45 y.,Lower Secondary Level,Does not matter,0.55811,40,1529,0.44023,0.69561
40,40,1997,30-45 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.44189,33,1529,0.32096,0.6101
41,41,1997,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.34004,135,1529,0.29115,0.38252
42,42,1997,30-45 y.,Upper Secondary Level,Do something new,0.23388,72,1529,0.19016,0.28405
43,43,1997,30-45 y.,Upper Secondary Level,Does not matter,0.42608,214,1529,0.37364,0.47182
44,44,1997,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,1.0,49,1529,0.77502,1.23191
45,45,1997,46-65 y.,Lower Secondary Level,Does not matter,1.0,41,1529,0.71496,1.40836
46,46,1997,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.42307,62,1529,0.35165,0.491
47,47,1997,46-65 y.,Upper Secondary Level,Does not matter,0.57693,97,1529,0.4647,0.708
48,48,1998,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,240,1667,0.9157,1.07534
49,49,1998,17-29 y.,Lower Secondary Level,Does not matter,0.22541,38,1667,0.16274,0.29558
50,50,1998,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.77459,143,1667,0.67285,0.86802
51,51,1998,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.29129,119,1667,0.25158,0.33233
52,52,1998,17-29 y.,Upper Secondary Level,Do something new,0.15342,59,1667,0.12728,0.18318
53,53,1998,17-29 y.,Upper Secondary Level,Does not matter,0.19257,83,1667,0.15505,0.22647
54,54,1998,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.36273,139,1667,0.32248,0.41069
55,55,1998,30-45 y.,Lower Secondary Level,Does not matter,0.59753,46,1667,0.44192,0.76566
56,56,1998,30-45 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.40247,32,1667,0.2789,0.56711
57,57,1998,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.39977,170,1667,0.36416,0.4414
58,58,1998,30-45 y.,Upper Secondary Level,Do something new,0.19099,82,1667,0.15948,0.22514
59,59,1998,30-45 y.,Upper Secondary Level,Does not matter,0.40924,203,1667,0.36895,0.44526
60,60,1998,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.61551,50,1667,0.50938,0.75225
61,61,1998,30-45 y.,Second Stage of Tertiary Education,Does not matter,0.38449,33,1667,0.29807,0.49873
62,62,1998,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.37001,71,1667,0.30631,0.42795
63,63,1998,46-65 y.,Upper Secondary Level,Do something new,0.18703,31,1667,0.14249,0.23245
64,64,1998,46-65 y.,Upper Secondary Level,Does not matter,0.44296,96,1667,0.37656,0.50883
65,65,1998,46-65 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,1.0,32,1667,0.74288,1.28012
66,66,1999,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,232,1359,0.92659,1.09313
67,67,1999,17-29 y.,Lower Secondary Level,Does not matter,0.19827,34,1359,0.15862,0.24951
68,68,1999,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.80173,124,1359,0.70535,0.90058
69,69,1999,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.27506,110,1359,0.23273,0.32135
70,70,1999,17-29 y.,Upper Secondary Level,Do something new,0.16082,52,1359,0.13447,0.18758
71,71,1999,17-29 y.,Upper Secondary Level,Does not matter,0.20353,78,1359,0.17289,0.23785
72,72,1999,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.36059,128,1359,0.31773,0.40797
73,73,1999,30-45 y.,Lower Secondary Level,Does not matter,1.0,41,1359,0.78251,1.2359
74,74,1999,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.40998,136,1359,0.35804,0.46145
75,75,1999,30-45 y.,Upper Secondary Level,Do something new,0.14915,59,1359,0.12191,0.17786
76,76,1999,30-45 y.,Upper Secondary Level,Does not matter,0.44086,183,1359,0.38195,0.48972
77,77,1999,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,1.0,40,1359,0.70355,1.30633
78,78,1999,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.28288,41,1359,0.22404,0.34667
79,79,1999,46-65 y.,Upper Secondary Level,Does not matter,0.71712,101,1359,0.61206,0.82788
80,80,2000,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,349,2828,0.93603,1.06529
81,81,2000,17-29 y.,Lower Secondary Level,Does not matter,0.10339,32,2828,0.08207,0.12426
82,82,2000,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.89661,258,2828,0.8353,0.96526
83,83,2000,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.30042,198,2828,0.2687,0.33433
84,84,2000,17-29 y.,Upper Secondary Level,Do something new,0.1478,92,2828,0.13253,0.16535
85,85,2000,17-29 y.,Upper Secondary Level,Does not matter,0.15697,108,2828,0.1362,0.17816
86,86,2000,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.39481,255,2828,0.368,0.42689
87,87,2000,17-29 y.,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,1.0,32,2828,0.84315,1.1554
88,88,2000,30-45 y.,Lower Secondary Level,Does not matter,0.45124,42,2828,0.3523,0.56195
89,89,2000,30-45 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.54876,57,2828,0.46024,0.63638
90,90,2000,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.37029,262,2828,0.34205,0.39686
91,91,2000,30-45 y.,Upper Secondary Level,Do something new,0.2255,148,2828,0.20697,0.24594
92,92,2000,30-45 y.,Upper Secondary Level,Does not matter,0.4042,312,2828,0.38063,0.42751
93,93,2000,30-45 y.,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.57046,39,2828,0.45774,0.65955
94,94,2000,30-45 y.,Post-secondary Non-tertiary Level,Does not matter,0.42954,31,2828,0.30746,0.55128
95,95,2000,30-45 y.,First Stage of Tertiary Education,In my current field/ field I was trained in,1.0,50,2828,0.87035,1.17699
96,96,2000,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.74002,108,2828,0.65568,0.81513
97,97,2000,30-45 y.,Second Stage of Tertiary Education,Does not matter,0.25998,37,2828,0.21665,0.3015
98,98,2000,46-65 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,1.0,31,2828,0.87913,1.1545
99,99,2000,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.29694,91,2828,0.26558,0.33348
100,100,2000,46-65 y.,Upper Secondary Level,Do something new,0.19138,59,2828,0.17038,0.20882
101,101,2000,46-65 y.,Upper Secondary Level,Does not matter,0.51168,163,2828,0.47296,0.55383
102,102,2000,46-65 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.52529,37,2828,0.44084,0.63126
103,103,2000,46-65 y.,Second Stage of Tertiary Education,Does not matter,0.47471,37,2828,0.42436,0.5374
104,104,2001,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,381,2442,0.94117,1.05983
105,105,2001,17-29 y.,Lower Secondary Level,Does not matter,0.15698,37,2442,0.11482,0.21027
106,106,2001,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.84302,212,2442,0.74954,0.9065
107,107,2001,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.30898,160,2442,0.27241,0.34229
108,108,2001,17-29 y.,Upper Secondary Level,Do something new,0.12109,67,2442,0.10215,0.13962
109,109,2001,17-29 y.,Upper Secondary Level,Does not matter,0.1692,98,2442,0.14627,0.19599
110,110,2001,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.40073,220,2442,0.35998,0.43818
111,111,2001,30-45 y.,Lower Secondary Level,Does not matter,0.56167,44,2442,0.45521,0.68234
112,112,2001,30-45 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.43833,43,2442,0.35122,0.53351
113,113,2001,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.3918,223,2442,0.3659,0.42414
114,114,2001,30-45 y.,Upper Secondary Level,Do something new,0.2192,124,2442,0.19631,0.24264
115,115,2001,30-45 y.,Upper Secondary Level,Does not matter,0.389,242,2442,0.35513,0.41574
116,116,2001,30-45 y.,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,1.0,46,2442,0.83609,1.16606
117,117,2001,30-45 y.,First Stage of Tertiary Education,In my current field/ field I was trained in,1.0,45,2442,0.79766,1.19921
118,118,2001,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.7127,92,2442,0.62447,0.79434
119,119,2001,30-45 y.,Second Stage of Tertiary Education,Does not matter,0.2873,41,2442,0.24459,0.3353
120,120,2001,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.28243,74,2442,0.24617,0.32373
121,121,2001,46-65 y.,Upper Secondary Level,Do something new,0.17484,55,2442,0.14794,0.20672
122,122,2001,46-65 y.,Upper Secondary Level,Does not matter,0.54273,167,2442,0.48881,0.60712
123,123,2001,46-65 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.52532,36,2442,0.4154,0.6428
124,124,2001,46-65 y.,Second Stage of Tertiary Education,Does not matter,0.47468,35,2442,0.37198,0.57968
125,125,2003,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,440,2512,0.92588,1.06711
126,126,2003,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,1.0,181,2512,0.90053,1.13985
127,127,2003,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.22502,121,2512,0.18941,0.25886
128,128,2003,17-29 y.,Upper Secondary Level,Do something new,0.13889,61,2512,0.10739,0.1756
129,129,2003,17-29 y.,Upper Secondary Level,Does not matter,0.19895,99,2512,0.16387,0.22637
130,130,2003,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.43714,278,2512,0.38849,0.48481
131,131,2003,30-45 y.,Lower Secondary Level,Does not matter,1.0,44,2512,0.75496,1.22978
132,132,2003,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.35251,183,2512,0.31943,0.38445
133,133,2003,30-45 y.,Upper Secondary Level,Do something new,0.17789,109,2512,0.15058,0.21012
134,134,2003,30-45 y.,Upper Secondary Level,Does not matter,0.4696,275,2512,0.43594,0.50742
135,135,2003,30-45 y.,Post-secondary Non-tertiary Level,In my current field/ field I was trained in,0.55875,41,2512,0.40985,0.69593
136,136,2003,30-45 y.,Post-secondary Non-tertiary Level,Does not matter,0.44125,36,2512,0.33278,0.54782
137,137,2003,30-45 y.,First Stage of Tertiary Education,In my current field/ field I was trained in,1.0,42,2512,0.80628,1.24528
138,138,2003,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.56092,76,2512,0.451,0.64954
139,139,2003,30-45 y.,Second Stage of Tertiary Education,Does not matter,0.43908,56,2512,0.3483,0.54087
140,140,2003,46-65 y.,Lower Secondary Level,Does not matter,1.0,34,2512,0.86254,1.17848
141,141,2003,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.23052,77,2512,0.19457,0.26632
142,142,2003,46-65 y.,Upper Secondary Level,Do something new,0.12671,46,2512,0.10238,0.15191
143,143,2003,46-65 y.,Upper Secondary Level,Does not matter,0.64276,224,2512,0.59227,0.69655
144,144,2003,46-65 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.41418,41,2512,0.31407,0.51748
145,145,2003,46-65 y.,Second Stage of Tertiary Education,Does not matter,0.58582,48,2512,0.4522,0.738
146,146,2005,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,369,1978,0.91281,1.10093
147,147,2005,17-29 y.,Lower Secondary Level,Does not matter,0.25871,40,1978,0.18893,0.3302
148,148,2005,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.74129,119,1978,0.62713,0.85073
149,149,2005,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.23087,84,1978,0.18038,0.27521
150,150,2005,17-29 y.,Upper Secondary Level,Do something new,0.12476,46,1978,0.09129,0.16782
151,151,2005,17-29 y.,Upper Secondary Level,Does not matter,0.2447,105,1978,0.20193,0.29693
152,152,2005,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.39967,220,1978,0.34909,0.45306
153,153,2005,30-45 y.,Lower Secondary Level,Does not matter,1.0,46,1978,0.7847,1.25359
154,154,2005,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.28407,134,1978,0.24227,0.32953
155,155,2005,30-45 y.,Upper Secondary Level,Do something new,0.11375,57,1978,0.09522,0.13567
156,156,2005,30-45 y.,Upper Secondary Level,Does not matter,0.60219,260,1978,0.54096,0.663
157,157,2005,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.49774,56,1978,0.39529,0.60234
158,158,2005,30-45 y.,Second Stage of Tertiary Education,Does not matter,0.50226,49,1978,0.40339,0.60937
159,159,2005,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.1996,65,1978,0.16825,0.24136
160,160,2005,46-65 y.,Upper Secondary Level,Do something new,0.12716,32,1978,0.09482,0.16052
161,161,2005,46-65 y.,Upper Secondary Level,Does not matter,0.67324,216,1978,0.61299,0.74611
162,162,2005,46-65 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.41585,32,1978,0.28077,0.55364
163,163,2005,46-65 y.,Second Stage of Tertiary Education,Does not matter,0.58415,48,1978,0.43927,0.75852
164,164,2007,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,252,1879,0.91297,1.12954
165,165,2007,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,1.0,154,1879,0.84918,1.14241
166,166,2007,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.26065,101,1879,0.20892,0.31185
167,167,2007,17-29 y.,Upper Secondary Level,Do something new,0.11734,46,1879,0.08911,0.14826
168,168,2007,17-29 y.,Upper Secondary Level,Does not matter,0.16537,86,1879,0.1412,0.19597
169,169,2007,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.45665,265,1879,0.3981,0.51138
170,170,2007,30-45 y.,Lower Secondary Level,Does not matter,1.0,39,1879,0.78043,1.21163
171,171,2007,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.2657,121,1879,0.22683,0.30172
172,172,2007,30-45 y.,Upper Secondary Level,Do something new,0.14102,63,1879,0.11163,0.17429
173,173,2007,30-45 y.,Upper Secondary Level,Does not matter,0.59327,229,1879,0.53465,0.66501
174,174,2007,30-45 y.,Post-secondary Non-tertiary Level,Does not matter,1.0,31,1879,0.72714,1.26327
175,175,2007,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.58893,60,1879,0.49668,0.73468
176,176,2007,30-45 y.,Second Stage of Tertiary Education,Does not matter,0.41107,43,1879,0.31634,0.51398
177,177,2007,46-65 y.,Lower Secondary Level,Does not matter,1.0,33,1879,0.76201,1.23804
178,178,2007,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.18782,58,1879,0.15742,0.22766
179,179,2007,46-65 y.,Upper Secondary Level,Does not matter,0.81218,220,1879,0.73421,0.88747
180,180,2007,46-65 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.40539,32,1879,0.27203,0.56682
181,181,2007,46-65 y.,Second Stage of Tertiary Education,Does not matter,0.59461,46,1879,0.45061,0.77383
182,182,2009,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,210,1425,0.86091,1.16405
183,183,2009,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,1.0,111,1425,0.85036,1.19277
184,184,2009,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.18777,80,1425,0.1516,0.23137
185,185,2009,17-29 y.,Upper Secondary Level,Do something new,0.12417,41,1425,0.09001,0.17363
186,186,2009,17-29 y.,Upper Secondary Level,Does not matter,0.19053,58,1425,0.14958,0.23763
187,187,2009,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.49754,208,1425,0.42946,0.58314
188,188,2009,30-45 y.,Lower Secondary Level,Does not matter,1.0,36,1425,0.77025,1.26318
189,189,2009,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.27762,93,1425,0.21548,0.32733
190,190,2009,30-45 y.,Upper Secondary Level,Do something new,0.15234,48,1425,0.11916,0.19304
191,191,2009,30-45 y.,Upper Secondary Level,Does not matter,0.57004,183,1425,0.48825,0.6418
192,192,2009,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.50755,41,1425,0.38413,0.64545
193,193,2009,30-45 y.,Second Stage of Tertiary Education,Does not matter,0.49245,34,1425,0.35032,0.61743
194,194,2009,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.32828,69,1425,0.26913,0.40884
195,195,2009,46-65 y.,Upper Secondary Level,Does not matter,0.67172,165,1425,0.58641,0.76824
196,196,2009,46-65 y.,Second Stage of Tertiary Education,Does not matter,1.0,48,1425,0.72087,1.32776
197,197,2011,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,153,1040,0.84498,1.16686
198,198,2011,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,1.0,77,1040,0.79906,1.2587
199,199,2011,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.21274,49,1040,0.14715,0.29753
200,200,2011,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.78726,200,1040,0.6726,0.90093
201,201,2011,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.30283,76,1040,0.21624,0.3893
202,202,2011,30-45 y.,Upper Secondary Level,Do something new,0.16272,37,1040,0.09723,0.21961
203,203,2011,30-45 y.,Upper Secondary Level,Does not matter,0.53445,113,1040,0.37189,0.68667
204,204,2011,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,1.0,48,1040,0.65719,1.44668
205,205,2011,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.20494,54,1040,0.15548,0.24887
206,206,2011,46-65 y.,Upper Secondary Level,Do something new,0.19148,48,1040,0.1438,0.2347
207,207,2011,46-65 y.,Upper Secondary Level,Does not matter,0.60357,151,1040,0.51929,0.69154
208,208,2011,46-65 y.,Second Stage of Tertiary Education,Does not matter,1.0,34,1040,0.72077,1.35541
209,209,2013,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,181,1325,0.81139,1.18491
210,210,2013,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,1.0,80,1325,0.74069,1.26608
211,211,2013,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.21186,69,1325,0.17068,0.26028
212,212,2013,17-29 y.,Upper Secondary Level,Do something new,0.12203,41,1325,0.09062,0.16596
213,213,2013,17-29 y.,Upper Secondary Level,Does not matter,0.12196,40,1325,0.09159,0.16463
214,214,2013,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.54415,209,1325,0.47941,0.61102
215,215,2013,30-45 y.,Lower Secondary Level,Does not matter,1.0,35,1325,0.61481,1.51712
216,216,2013,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.37132,93,1325,0.28981,0.4709
217,217,2013,30-45 y.,Upper Secondary Level,Do something new,0.32737,58,1325,0.2397,0.44463
218,218,2013,30-45 y.,Upper Secondary Level,Does not matter,0.30132,95,1325,0.23754,0.37421
219,219,2013,30-45 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,1.0,67,1325,0.77464,1.25179
220,220,2013,46-65 y.,Lower Secondary Level,Does not matter,1.0,35,1325,0.71309,1.31279
221,221,2013,46-65 y.,Upper Secondary Level,In my current field/ field I was trained in,0.21392,65,1325,0.16673,0.25873
222,222,2013,46-65 y.,Upper Secondary Level,Do something new,0.16442,68,1325,0.13843,0.19585
223,223,2013,46-65 y.,Upper Secondary Level,Does not matter,0.62166,189,1325,0.53909,0.71114
224,224,2015,17-29 y.,Pre-primary Level,Does not apply/do not (yet) have a job,1.0,267,3350,0.85901,1.163
225,225,2015,17-29 y.,Primary Level,Does not apply/do not (yet) have a job,1.0,32,3350,0.60592,1.36437
226,226,2015,17-29 y.,Lower Secondary Level,In my current field/ field I was trained in,0.13967,35,3350,0.0833,0.21816
227,227,2015,17-29 y.,Lower Secondary Level,Does not matter,0.12714,50,3350,0.07492,0.20298
228,228,2015,17-29 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.73319,212,3350,0.61037,0.86093
229,229,2015,17-29 y.,Upper Secondary Level,In my current field/ field I was trained in,0.18244,98,3350,0.13359,0.22946
230,230,2015,17-29 y.,Upper Secondary Level,Do something new,0.09862,69,3350,0.07126,0.12893
231,231,2015,17-29 y.,Upper Secondary Level,Does not matter,0.1119,71,3350,0.0703,0.14753
232,232,2015,17-29 y.,Upper Secondary Level,Does not apply/do not (yet) have a job,0.60705,343,3350,0.53362,0.69538
233,233,2015,17-29 y.,Second Stage of Tertiary Education,In my current field/ field I was trained in,0.61822,54,3350,0.39392,0.94061
234,234,2015,17-29 y.,Second Stage of Tertiary Education,Does not apply/do not (yet) have a job,0.38178,38,3350,0.2665,0.48474
235,235,2015,30-45 y.,Primary Level,Does not matter,0.52076,42,3350,0.36919,0.68135
236,236,2015,30-45 y.,Primary Level,Does not apply/do not (yet) have a job,0.47924,41,3350,0.33017,0.67838
237,237,2015,30-45 y.,Lower Secondary Level,In my current field/ field I was trained in,0.13616,31,3350,0.06162,0.26933
238,238,2015,30-45 y.,Lower Secondary Level,Do something new,0.1734,32,3350,0.07384,0.33078
239,239,2015,30-45 y.,Lower Secondary Level,Does not matter,0.4143,127,3350,0.31995,0.50963
240,240,2015,30-45 y.,Lower Secondary Level,Does not apply/do not (yet) have a job,0.27614,69,3350,0.17451,0.36909
241,241,2015,30-45 y.,Upper Secondary Level,In my current field/ field I was trained in,0.3403,204,3350,0.27779,0.40374
242,242,2015,30-45 y.,Upper Secondary Level,Do something new,0.25004,129,3350,0.19203,0.30787
243,243,2015,30-45 y.,Upper Secondary Level,Does not matter,0.38164,250,3350,0.3213,0.44113
