year,sampreg,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,West,In my current field/ field I was trained in,0.38308,467,1353,0.35717,0.40899
1994,West,Do something new,0.13675,179,1353,0.11844,0.15507
1994,West,Does not matter,0.18945,273,1353,0.16856,0.21034
1994,West,Does not apply/do not (yet) have a job,0.29072,434,1353,0.26651,0.31492
1994,East,In my current field/ field I was trained in,0.29200,187,668,0.25749,0.32650
1994,East,Do something new,0.17175,98,668,0.14313,0.20037
1994,East,Does not matter,0.40580,274,668,0.36853,0.44307
1994,East,Does not apply/do not (yet) have a job,0.13045,109,668,0.10489,0.15601
1996,West,In my current field/ field I was trained in,0.29669,424,1484,0.27344,0.31994
1996,West,Do something new,0.19534,228,1484,0.17516,0.21552
1996,West,Does not matter,0.23999,361,1484,0.21825,0.26172
1996,West,Does not apply/do not (yet) have a job,0.26798,471,1484,0.24544,0.29052
1996,East,In my current field/ field I was trained in,0.31093,190,657,0.27550,0.34635
1996,East,Do something new,0.13499,90,657,0.10884,0.16114
1996,East,Does not matter,0.41732,261,657,0.37958,0.45505
1996,East,Does not apply/do not (yet) have a job,0.13677,116,657,0.11048,0.16307
1997,West,In my current field/ field I was trained in,0.28431,397,1475,0.26128,0.30733
1997,West,Do something new,0.16880,200,1475,0.14967,0.18792
1997,West,Does not matter,0.26081,378,1475,0.23840,0.28323
1997,West,Does not apply/do not (yet) have a job,0.28609,500,1475,0.26301,0.30916
1997,East,In my current field/ field I was trained in,0.29179,166,641,0.25657,0.32701
1997,East,Do something new,0.13739,79,641,0.11072,0.16407
1997,East,Does not matter,0.41620,268,641,0.37801,0.45439
1997,East,Does not apply/do not (yet) have a job,0.15462,128,641,0.12661,0.18263
1998,West,In my current field/ field I was trained in,0.28686,432,1519,0.26410,0.30961
1998,West,Do something new,0.14264,192,1519,0.12505,0.16024
1998,West,Does not matter,0.24117,356,1519,0.21965,0.26269
1998,West,Does not apply/do not (yet) have a job,0.32933,539,1519,0.30568,0.35297
1998,East,In my current field/ field I was trained in,0.31509,199,695,0.28052,0.34965
1998,East,Do something new,0.12513,80,695,0.10052,0.14975
1998,East,Does not matter,0.40259,278,695,0.36611,0.43908
1998,East,Does not apply/do not (yet) have a job,0.15719,138,695,0.13011,0.18427
1999,West,In my current field/ field I was trained in,0.26408,329,1296,0.24007,0.28810
1999,West,Do something new,0.13474,163,1296,0.11614,0.15334
1999,West,Does not matter,0.25741,330,1296,0.23360,0.28123
1999,West,Does not apply/do not (yet) have a job,0.34376,474,1296,0.31790,0.36963
1999,East,In my current field/ field I was trained in,0.26111,166,625,0.22664,0.29557
1999,East,Do something new,0.13631,76,625,0.10939,0.16323
1999,East,Does not matter,0.40322,239,625,0.36473,0.44171
1999,East,Does not apply/do not (yet) have a job,0.19936,144,625,0.16802,0.23071
2000,West,In my current field/ field I was trained in,0.28891,701,2392,0.27074,0.30708
2000,West,Do something new,0.14436,321,2392,0.13027,0.15845
2000,West,Does not matter,0.22686,549,2392,0.21007,0.24364
2000,West,Does not apply/do not (yet) have a job,0.33987,821,2392,0.32088,0.35885
2000,East,In my current field/ field I was trained in,0.25502,245,980,0.22772,0.28233
2000,East,Do something new,0.16360,145,980,0.14043,0.18678
2000,East,Does not matter,0.35986,356,980,0.32979,0.38992
2000,East,Does not apply/do not (yet) have a job,0.22152,234,980,0.19550,0.24753
2001,West,In my current field/ field I was trained in,0.29776,607,2105,0.27822,0.31730
2001,West,Do something new,0.13629,285,2105,0.12163,0.15095
2001,West,Does not matter,0.22397,451,2105,0.20615,0.24178
2001,West,Does not apply/do not (yet) have a job,0.34199,762,2105,0.32172,0.36226
2001,East,In my current field/ field I was trained in,0.23120,204,900,0.20364,0.25876
2001,East,Do something new,0.16098,122,900,0.13695,0.18500
2001,East,Does not matter,0.39118,346,900,0.35928,0.42308
2001,East,Does not apply/do not (yet) have a job,0.21664,228,900,0.18971,0.24357
2003,West,In my current field/ field I was trained in,0.24895,509,2145,0.23065,0.26725
2003,West,Do something new,0.11937,245,2145,0.10564,0.13309
2003,West,Does not matter,0.29710,561,2145,0.27775,0.31644
2003,West,Does not apply/do not (yet) have a job,0.33459,830,2145,0.31461,0.35456
2003,East,In my current field/ field I was trained in,0.21210,194,948,0.18606,0.23813
2003,East,Do something new,0.12001,108,948,0.09931,0.14071
2003,East,Does not matter,0.43310,386,948,0.40154,0.46466
2003,East,Does not apply/do not (yet) have a job,0.23479,260,948,0.20780,0.26179
2005,West,In my current field/ field I was trained in,0.21820,364,1728,0.19872,0.23768
2005,West,Do something new,0.09295,152,1728,0.07926,0.10665
2005,West,Does not matter,0.33367,538,1728,0.31143,0.35591
2005,West,Does not apply/do not (yet) have a job,0.35517,674,1728,0.33260,0.37775
2005,East,In my current field/ field I was trained in,0.16942,143,837,0.14399,0.19485
2005,East,Do something new,0.09835,78,837,0.07816,0.11853
2005,East,Does not matter,0.51564,396,837,0.48177,0.54952
2005,East,Does not apply/do not (yet) have a job,0.21659,220,837,0.18866,0.24451
2007,West,In my current field/ field I was trained in,0.20453,385,1819,0.18599,0.22307
2007,West,Do something new,0.10966,182,1819,0.09530,0.12403
2007,West,Does not matter,0.32815,543,1819,0.30657,0.34973
2007,West,Does not apply/do not (yet) have a job,0.35766,709,1819,0.33563,0.37969
2007,East,In my current field/ field I was trained in,0.18684,138,735,0.15864,0.21504
2007,East,Do something new,0.11154,75,735,0.08877,0.13432
2007,East,Does not matter,0.47852,331,735,0.44238,0.51465
2007,East,Does not apply/do not (yet) have a job,0.22310,191,735,0.19299,0.25322
2009,West,In my current field/ field I was trained in,0.21812,335,1461,0.19694,0.23930
2009,West,Do something new,0.09704,140,1461,0.08186,0.11223
2009,West,Does not matter,0.31893,424,1461,0.29503,0.34284
2009,West,Does not apply/do not (yet) have a job,0.36590,562,1461,0.34119,0.39061
2009,East,In my current field/ field I was trained in,0.21552,120,606,0.18276,0.24829
2009,East,Do something new,0.12022,65,606,0.09431,0.14614
2009,East,Does not matter,0.44213,274,606,0.40256,0.48171
2009,East,Does not apply/do not (yet) have a job,0.22212,147,606,0.18900,0.25525
2011,West,In my current field/ field I was trained in,0.21163,268,1170,0.18822,0.23505
2011,West,Do something new,0.12605,120,1170,0.10702,0.14508
2011,West,Does not matter,0.30003,329,1170,0.27376,0.32630
2011,West,Does not apply/do not (yet) have a job,0.36228,453,1170,0.33473,0.38984
2011,East,In my current field/ field I was trained in,0.23595,103,431,0.19582,0.27609
2011,East,Do something new,0.13873,59,431,0.10606,0.17140
2011,East,Does not matter,0.39866,171,431,0.35238,0.44494
2011,East,Does not apply/do not (yet) have a job,0.22666,98,431,0.18708,0.26623
2013,West,In my current field/ field I was trained in,0.24240,359,1529,0.22092,0.26389
2013,West,Do something new,0.16244,232,1529,0.14395,0.18094
2013,West,Does not matter,0.26209,398,1529,0.24004,0.28414
2013,West,Does not apply/do not (yet) have a job,0.33306,540,1529,0.30943,0.35669
2013,East,In my current field/ field I was trained in,0.22458,107,455,0.18619,0.26297
2013,East,Do something new,0.12307,66,455,0.09285,0.15329
2013,East,Does not matter,0.46074,187,455,0.41489,0.50659
2013,East,Does not apply/do not (yet) have a job,0.19162,95,455,0.15541,0.22782
2015,West,In my current field/ field I was trained in,0.23597,754,3264,0.22141,0.25054
2015,West,Do something new,0.14693,454,3264,0.13479,0.15908
2015,West,Does not matter,0.27429,957,3264,0.25898,0.28960
2015,West,Does not apply/do not (yet) have a job,0.34280,1099,3264,0.32652,0.35909
2015,East,In my current field/ field I was trained in,0.26387,180,731,0.23190,0.29585
2015,East,Do something new,0.15590,109,731,0.12958,0.18221
2015,East,Does not matter,0.40776,290,731,0.37211,0.44340
2015,East,Does not apply/do not (yet) have a job,0.17247,152,731,0.14507,0.19988
2017,West,In my current field/ field I was trained in,0.24454,611,2742,0.22845,0.26063
2017,West,Do something new,0.16638,441,2742,0.15244,0.18033
2017,West,Does not matter,0.24522,694,2742,0.22912,0.26133
2017,West,Does not apply/do not (yet) have a job,0.34386,996,2742,0.32608,0.36164
2017,East,In my current field/ field I was trained in,0.23492,147,673,0.20287,0.26697
2017,East,Do something new,0.15776,110,673,0.13020,0.18533
2017,East,Does not matter,0.35874,229,673,0.32248,0.39500
2017,East,Does not apply/do not (yet) have a job,0.24858,187,673,0.21590,0.28125
