year,pgisced97,regtyp,plb0426,proportion,n,lower_confidence,upper_confidence
1994,middle vocational,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.13522180652057722,16642,0.13002628624207146,0.14041732679908298
1994,middle vocational,Laendlicher Raum,Egal,0.0951362907536077,16642,0.09067851718095947,0.09959406432625593
1994,middle vocational,Staedtischer Raum,Egal,0.08498129342597542,16642,0.08074457143169049,0.08921801542026035
1994,middle vocational,Laendlicher Raum,Im bisherigen/erlernten Beruf,0.08230892570817744,16642,0.07813326663419418,0.0864845847821607
1994,general elemantary,Staedtischer Raum,"T.n.z., noch k.Beruf erlernt",0.06413682522715125,16642,0.06041450938145261,0.06785914107284989
1994,middle vocational,Staedtischer Raum,Etwas Neues machen,0.0518439337252806,16642,0.048475389916008846,0.05521247753455236
1994,middle vocational,Staedtischer Raum,"T.n.z., noch k.Beruf erlernt",0.04863709246392304,16642,0.04536888044840866,0.05190530447943742
1994,general elemantary,Staedtischer Raum,Egal,0.042223409941207914,16642,0.03916805215960313,0.045278767722812696
1994,in school,Staedtischer Raum,"T.n.z., noch k.Beruf erlernt",0.03741314804917156,16642,0.034529877463532005,0.04029641863481112
1994,middle vocational,Laendlicher Raum,Etwas Neues machen,0.03741314804917156,16642,0.034529877463532005,0.04029641863481112
1994,higher education,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.03153393907001603,16642,0.028878816175769092,0.034189061964262975
1994,general elemantary,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.024585783003741316,16642,0.022232956654079587,0.026938609353403045
1994,general elemantary,Laendlicher Raum,"T.n.z., noch k.Beruf erlernt",0.02244788882950294,16642,0.020197222970978833,0.02469855468802705
1994,inadequately,Staedtischer Raum,"T.n.z., noch k.Beruf erlernt",0.017637626937466594,16642,0.01563772247948166,0.01963753139545153
1994,vocational + Abi,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.014965259219668627,16642,0.013120578501299397,0.016809939938037855
1994,general elemantary,Staedtischer Raum,Etwas Neues machen,0.014965259219668627,16642,0.013120578501299397,0.016809939938037855
1994,higher education,Laendlicher Raum,Im bisherigen/erlernten Beruf,0.014430785676109033,16642,0.012618853799396635,0.01624271755282143
1994,general elemantary,Laendlicher Raum,Egal,0.014430785676109033,16642,0.012618853799396635,0.01624271755282143
1994,middle vocational,Laendlicher Raum,"T.n.z., noch k.Beruf erlernt",0.012827365045430252,16642,0.01111767023441838,0.014537059856442124
1994,higher education,Staedtischer Raum,Egal,0.012292891501870658,16642,0.010618741273352552,0.013967041730388765
1994,in school,Laendlicher Raum,"T.n.z., noch k.Beruf erlernt",0.012292891501870658,16642,0.010618741273352552,0.013967041730388765
1994,vocational + Abi,Staedtischer Raum,Etwas Neues machen,0.010689470871191877,16642,0.00912705107748384,0.012251890664899914
1994,higher education,Laendlicher Raum,Egal,0.010154997327632281,16642,0.008631727581218343,0.01167826707404622
1994,higher vocational,Laendlicher Raum,Im bisherigen/erlernten Beruf,0.010154997327632281,16642,0.008631727581218343,0.01167826707404622
1994,higher vocational,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.010154997327632281,16642,0.008631727581218343,0.01167826707404622
1994,general elemantary,Laendlicher Raum,Im bisherigen/erlernten Beruf,0.008017103153393906,16642,0.0066621816339232105,0.009372024672864602
1994,inadequately,Staedtischer Raum,Egal,0.008017103153393906,16642,0.0066621816339232105,0.009372024672864602
1994,inadequately,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.005879208979155532,16642,0.0047176738749070135,0.007040744083404051
1994,higher education,Staedtischer Raum,Etwas Neues machen,0.005879208979155532,16642,0.0047176738749070135,0.007040744083404051
1994,vocational + Abi,Staedtischer Raum,"T.n.z., noch k.Beruf erlernt",0.005344735435595938,16642,0.004236957497854034,0.006452513373337843
1994,general elemantary,Laendlicher Raum,Etwas Neues machen,0.005344735435595938,16642,0.004236957497854034,0.006452513373337843
1994,higher education,Laendlicher Raum,Etwas Neues machen,0.005344735435595938,16642,0.004236957497854034,0.006452513373337843
1994,vocational + Abi,Staedtischer Raum,Egal,0.004810261892036344,16642,0.0037590491460973738,0.005861474637975313
1994,higher vocational,Staedtischer Raum,Egal,0.004810261892036344,16642,0.0037590491460973738,0.005861474637975313
1994,higher vocational,Laendlicher Raum,Egal,0.00427578834847675,16642,0.0032844293660530544,0.005267147330900446
1994,vocational + Abi,Laendlicher Raum,Etwas Neues machen,0.00427578834847675,16642,0.0032844293660530544,0.005267147330900446
1994,vocational + Abi,Laendlicher Raum,Im bisherigen/erlernten Beruf,0.00427578834847675,16642,0.0032844293660530544,0.005267147330900446
1994,inadequately,Laendlicher Raum,"T.n.z., noch k.Beruf erlernt",0.003206841261357563,16642,0.002347838483457751,0.004065844039257375
1994,higher vocational,Staedtischer Raum,Etwas Neues machen,0.002672367717797969,16642,0.0018879988517410311,0.0034567365838549073
1994,inadequately,Staedtischer Raum,Etwas Neues machen,0.002672367717797969,16642,0.0018879988517410311,0.0034567365838549073
1994,vocational + Abi,Laendlicher Raum,Egal,0.002137894174238375,16642,0.001436145372621976,0.002839642975854774
1994,inadequately,Laendlicher Raum,Egal,0.002137894174238375,16642,0.001436145372621976,0.002839642975854774
1994,higher vocational,Staedtischer Raum,"T.n.z., noch k.Beruf erlernt",0.0016034206306787815,16642,0.0009955256068207058,0.002211315654536857
1994,higher vocational,Laendlicher Raum,Etwas Neues machen,0.0016034206306787815,16642,0.0009955256068207058,0.002211315654536857
1994,higher education,Staedtischer Raum,"T.n.z., noch k.Beruf erlernt",0.0010689470871191875,16642,0.000572470041906097,0.001565424132332278
1994,inadequately,Laendlicher Raum,Etwas Neues machen,0.0010689470871191875,16642,0.000572470041906097,0.001565424132332278
1994,inadequately,Laendlicher Raum,Im bisherigen/erlernten Beruf,0.0005344735435595938,16642,0.00018331735360078885,0.0008856297335183987
1994,in school,Laendlicher Raum,Im bisherigen/erlernten Beruf,0.0005344735435595938,16642,0.00018331735360078885,0.0008856297335183987
1994,in school,Laendlicher Raum,Egal,0.0005344735435595938,16642,0.00018331735360078885,0.0008856297335183987
1994,in school,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.0005344735435595938,16642,0.00018331735360078885,0.0008856297335183987
1994,in school,Staedtischer Raum,Etwas Neues machen,0.0005344735435595938,16642,0.00018331735360078885,0.0008856297335183987
1996,middle vocational,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.10850286906624934,16862,0.10380844720259592,0.11319729092990276
1996,middle vocational,Staedtischer Raum,Egal,0.10380803338549817,16862,0.09920422187993193,0.10841184489106441
1996,middle vocational,Laendlicher Raum,Egal,0.0892018779342723,16862,0.08489958882782161,0.09350416704072298
1996,middle vocational,Laendlicher Raum,Im bisherigen/erlernten Beruf,0.07772561293688054,16862,0.07368438189251471,0.08176684398124638
1996,middle vocational,Staedtischer Raum,Etwas Neues machen,0.06468440271257173,16862,0.06097178353787245,0.06839702188727101
1996,general elemantary,Staedtischer Raum,"T.n.z., noch k.Beruf erlernt",0.05738132498695879,16862,0.05387093930223143,0.06089171067168615
1996,middle vocational,Staedtischer Raum,"T.n.z., noch k.Beruf erlernt",0.046948356807511735,16862,0.043755569822808746,0.050141143792214724
1996,in school,Staedtischer Raum,"T.n.z., noch k.Beruf erlernt",0.0406885758998435,16862,0.0377065076284323,0.043670644171254706
1996,general elemantary,Staedtischer Raum,Egal,0.040166927490871154,16862,0.03720323124460358,0.04313062373713873
1996,middle vocational,Laendlicher Raum,Etwas Neues machen,0.038601982263954095,16862,0.03569422637826205,0.04150973814964614
1996,higher education,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.03129890453834116,16862,0.028670688912337886,0.03392712016434443
1996,general elemantary,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.02190923317683881,16862,0.01969967878337685,0.02411878757030077
1996,higher education,Laendlicher Raum,Im bisherigen/erlernten Beruf,0.019300991131977047,16862,0.01722436075465927,0.021377621509294824
1996,vocational + Abi,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.018779342723004695,16862,0.016730422428457153,0.020828263017552237
1996,general elemantary,Laendlicher Raum,Egal,0.018257694314032343,16862,0.0162368947118452,0.020278493916219487
1996,general elemantary,Laendlicher Raum,"T.n.z., noch k.Beruf erlernt",0.01773604590505999,16862,0.01574379499205435,0.019728296818065632
1996,in school,Laendlicher Raum,"T.n.z., noch k.Beruf erlernt",0.01564945226917058,16862,0.013776071777420035,0.017522832760921123
1996,inadequately,Staedtischer Raum,"T.n.z., noch k.Beruf erlernt",0.014606155451225874,16862,0.012795339086596871,0.016416971815854876
1996,higher education,Staedtischer Raum,Egal,0.014084507042253521,16862,0.01230585006569839,0.015863164018808655
1996,general elemantary,Staedtischer Raum,Etwas Neues machen,0.012519561815336464,16862,0.010841297563779152,0.014197826066893775
1996,middle vocational,Laendlicher Raum,"T.n.z., noch k.Beruf erlernt",0.012519561815336464,16862,0.010841297563779152,0.014197826066893775
1996,vocational + Abi,Staedtischer Raum,Egal,0.011997913406364111,16862,0.010354551100169938,0.013641275712558285
1996,higher education,Staedtischer Raum,Etwas Neues machen,0.010954616588419406,16862,0.009383500666441509,0.012525732510397302
1996,higher education,Laendlicher Raum,Egal,0.0099113197704747,16862,0.008416102445571848,0.011406537095377551
1996,vocational + Abi,Staedtischer Raum,Etwas Neues machen,0.0099113197704747,16862,0.008416102445571848,0.011406537095377551
1996,general elemantary,Laendlicher Raum,Im bisherigen/erlernten Beruf,0.008868022952529996,16862,0.007452943981372777,0.010283101923687215
1996,higher vocational,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.008868022952529996,16862,0.007452943981372777,0.010283101923687215
1996,inadequately,Staedtischer Raum,Egal,0.006781429316640584,16862,0.0055426767590131525,0.008020181874268015
1996,higher vocational,Laendlicher Raum,Im bisherigen/erlernten Beruf,0.006259780907668232,16862,0.005069313447556182,0.0074502483677802815
1996,inadequately,Laendlicher Raum,Egal,0.006259780907668232,16862,0.005069313447556182,0.0074502483677802815
1996,general elemantary,Laendlicher Raum,Etwas Neues machen,0.006259780907668232,16862,0.005069313447556182,0.0074502483677802815
1996,higher vocational,Staedtischer Raum,Egal,0.005738132498695879,16862,0.0045980475643493625,0.006878217433042395
1996,higher education,Laendlicher Raum,Etwas Neues machen,0.005216484089723527,16862,0.004129170634070876,0.006303797545376177
1996,inadequately,Staedtischer Raum,Im bisherigen/erlernten Beruf,0.005216484089723527,16862,0.004129170634070876,0.006303797545376177
1996,higher vocational,Laendlicher Raum,Egal,0.005216484089723527,16862,0.004129170634070876,0.006303797545376177
1996,vocational + Abi,Laendlicher Raum,Etwas Neues machen,0.004694835680751174,16862,0.003663049145878842,0.005726622215623506
1996,higher vocational,Staedtischer Raum,Etwas Neues machen,0.004173187271778821,16862,0.0032001547103372536,0.005146219833220388
1996,vocational + Abi,Laendlicher Raum,Im bisherigen/erlernten Beruf,0.004173187271778821,16862,0.0032001547103372536,0.005146219833220388
