year,regtyp,plb0426,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1994,Urban regions,In my current field/ field I was trained in,0.3632241798455102,426,2021,0.36283860826205006,0.36360975142897034
1994,Urban regions,Do something new,0.13241642915121796,172,2021,0.13214469078690602,0.1326881675155299
1994,Urban regions,Does not matter,0.21038408075060455,301,2021,0.210057313332787,0.21071084816842212
1994,Urban regions,Does not apply/do not (yet) have a job,0.2939753102526674,415,2021,0.2936100606651365,0.29434055984019825
1994,Rural regions,In my current field/ field I was trained in,0.35524524983981287,228,2021,0.35469369678332513,0.3557968028963006
1994,Rural regions,Do something new,0.17233136557988213,105,2021,0.1718961180710711,0.17276661308869315
1994,Rural regions,Does not matter,0.31018140971136593,246,2021,0.30964831888327393,0.3107145005394579
1994,Rural regions,Does not apply/do not (yet) have a job,0.16224197486893913,128,2021,0.16181709437716368,0.16266685536071457
1996,Urban regions,In my current field/ field I was trained in,0.28688603540004187,386,2141,0.28653467009008937,0.2872374007099944
1996,Urban regions,Do something new,0.19745885525367182,207,2141,0.1971496145394057,0.19776809596793796
1996,Urban regions,Does not matter,0.2560864386408652,361,2141,0.2557473765507256,0.25642550073100484
1996,Urban regions,Does not apply/do not (yet) have a job,0.25956867070542117,430,2141,0.25922811101966364,0.2599092303911787
1996,Rural regions,In my current field/ field I was trained in,0.32805036241064955,228,2141,0.3275121981279896,0.3285885266933095
1996,Rural regions,Do something new,0.1482403066179831,111,2141,0.1478330033051537,0.1486476099308125
1996,Rural regions,Does not matter,0.33046288561110887,261,2141,0.32992371660214254,0.3310020546200752
1996,Rural regions,Does not apply/do not (yet) have a job,0.19324644536025853,157,2141,0.1927938579710866,0.19369903274943046
1997,Urban regions,In my current field/ field I was trained in,0.2817346484091241,352,2115,0.2813839852379001,0.2820853115803481
1997,Urban regions,Do something new,0.15688969021856222,175,2115,0.15660618114041489,0.15717319929670956
1997,Urban regions,Does not matter,0.2722666947403203,368,2115,0.27191970953944666,0.2726136799411939
1997,Urban regions,Does not apply/do not (yet) have a job,0.2891089666319935,471,2115,0.288755572067013,0.28946236119697394
1997,Rural regions,In my current field/ field I was trained in,0.2922632819811245,210,2115,0.29175871290264466,0.29276785105960434
1997,Rural regions,Do something new,0.17235356759961085,104,2115,0.17193455198990198,0.1727725832093197
1997,Rural regions,Does not matter,0.343348287242796,278,2115,0.34282150318525056,0.3438750713003414
1997,Rural regions,Does not apply/do not (yet) have a job,0.19203486317646865,157,2115,0.19159786060676268,0.19247186574617461
1998,Urban regions,In my current field/ field I was trained in,0.28755645576903993,394,2214,0.28719237789186314,0.2879205336462167
1998,Urban regions,Do something new,0.13606846816814042,170,2214,0.13579267982110088,0.13634425651517995
1998,Urban regions,Does not matter,0.261637044023783,355,2214,0.26128350116587806,0.26199058688168797
1998,Urban regions,Does not apply/do not (yet) have a job,0.31473803203903655,470,2214,0.31436447198589024,0.31511159209218287
1998,Rural regions,In my current field/ field I was trained in,0.30526039777523073,237,2214,0.3047442958505539,0.30577649969990756
1998,Rural regions,Do something new,0.1432995212378756,102,2214,0.14290685271162157,0.14369218976412962
1998,Rural regions,Does not matter,0.3125389189837571,279,2214,0.31201944317356056,0.3130583947939536
1998,Rural regions,Does not apply/do not (yet) have a job,0.23890116200313663,207,2214,0.2384232819773533,0.23937904202891996
1999,Urban regions,In my current field/ field I was trained in,0.2636606029988093,307,1921,0.2632897911832082,0.26403141481441034
1999,Urban regions,Do something new,0.13263139457359877,148,1921,0.13234595318707648,0.13291683596012105
1999,Urban regions,Does not matter,0.2658367877203379,323,1921,0.26546499937246004,0.2662085760682158
1999,Urban regions,Does not apply/do not (yet) have a job,0.3378712147072541,431,1921,0.33747316367379077,0.3382692657407175
1999,Rural regions,In my current field/ field I was trained in,0.26319974751867675,188,1921,0.2626699916972839,0.2637295033400696
1999,Rural regions,Do something new,0.14010638539646328,91,1921,0.1396888344744188,0.14052393631850776
1999,Rural regions,Does not matter,0.3450436656750712,246,1921,0.34447179039580417,0.3456155409543383
1999,Rural regions,Does not apply/do not (yet) have a job,0.25165020140978883,187,1921,0.25112815503431263,0.25217224778526504
2000,Urban regions,In my current field/ field I was trained in,0.28334898535114894,610,3372,0.28296680079098907,0.2837311699113088
2000,Urban regions,Do something new,0.14609660018842113,292,3372,0.14579704084277587,0.1463961595340664
2000,Urban regions,Does not matter,0.22873701670547547,509,3372,0.22838078881642446,0.22909324459452649
2000,Urban regions,Does not apply/do not (yet) have a job,0.3418173977549544,733,3372,0.34141511748945136,0.34221967802045744
2000,Rural regions,In my current field/ field I was trained in,0.27602990514075426,336,3372,0.27550123118727193,0.2765585790942366
2000,Rural regions,Do something new,0.15456535172584732,174,3372,0.15413784236645142,0.1549928610852432
2000,Rural regions,Does not matter,0.31663568477172177,396,3372,0.31608556708260216,0.3171858024608414
2000,Rural regions,Does not apply/do not (yet) have a job,0.25276905836167657,322,3372,0.25225508701122323,0.2532830297121299
2001,Urban regions,In my current field/ field I was trained in,0.2964129095562366,528,3005,0.2960239287572284,0.29680189035524485
2001,Urban regions,Do something new,0.13223776540273957,244,3005,0.13194923020495922,0.13252630060051993
2001,Urban regions,Does not matter,0.23410282777121544,428,3005,0.233742158420037,0.23446349712239387
2001,Urban regions,Does not apply/do not (yet) have a job,0.3372464972698085,665,3005,0.3368438076680525,0.3376491868715645
2001,Rural regions,In my current field/ field I was trained in,0.2555297617863404,283,3005,0.25502162852591065,0.25603789504677016
2001,Rural regions,Do something new,0.16057432003126612,163,3005,0.16014659725299601,0.16100204280953623
2001,Rural regions,Does not matter,0.31758607346893014,369,3005,0.3170437131926904,0.31812843374516986
2001,Rural regions,Does not apply/do not (yet) have a job,0.2663098447134633,325,3005,0.26579487324943385,0.26682481617749276
2003,Urban regions,In my current field/ field I was trained in,0.24447915103569726,477,3093,0.24413172489720342,0.2448265771741911
2003,Urban regions,Do something new,0.11687748445498898,224,3093,0.11661777111655747,0.1171371977934205
2003,Urban regions,Does not matter,0.28600710439769667,516,3093,0.28564180100637726,0.28637240778901607
2003,Urban regions,Does not apply/do not (yet) have a job,0.35263626011161714,771,3093,0.3522500212069995,0.3530224990162348
2003,Rural regions,In my current field/ field I was trained in,0.23046610388979127,226,3093,0.22999016548781262,0.23094204229176993
2003,Rural regions,Do something new,0.12473071297401889,129,3093,0.12435729872323355,0.1251041272248042
2003,Rural regions,Does not matter,0.418738843500237,431,3093,0.41818128477506344,0.41929640222541054
2003,Rural regions,Does not apply/do not (yet) have a job,0.22606433963595293,319,3093,0.22559162200543817,0.2265370572664677
2005,Urban regions,In my current field/ field I was trained in,0.20840399500233844,341,2565,0.20806483920582153,0.20874315079885536
2005,Urban regions,Do something new,0.08369076936726563,135,2565,0.08345953401156703,0.08392200472296424
2005,Urban regions,Does not matter,0.3415983887283629,519,2565,0.34120238636626876,0.34199439109045704
2005,Urban regions,Does not apply/do not (yet) have a job,0.36630684690203297,641,2565,0.36590454095479796,0.36670915284926797
2005,Rural regions,In my current field/ field I was trained in,0.19850223794939298,166,2565,0.19803692439560108,0.19896755150318488
2005,Rural regions,Do something new,0.11500977342340808,95,2565,0.11463759734670786,0.1153819495001083
2005,Rural regions,Does not matter,0.4631887001378927,415,2565,0.4626069966809268,0.4637704035948586
2005,Rural regions,Does not apply/do not (yet) have a job,0.22329928848930625,253,2565,0.22281346068817146,0.22378511629044104
2007,Urban regions,In my current field/ field I was trained in,0.21459845175173628,358,2554,0.21426161197805074,0.21493529152542182
2007,Urban regions,Do something new,0.12528237046958296,181,2554,0.12501076211846265,0.12555397882070327
2007,Urban regions,Does not matter,0.3149703600934397,477,2554,0.3145892471284809,0.3153514730583985
2007,Urban regions,Does not apply/do not (yet) have a job,0.3451488176852411,624,2554,0.3447587511424088,0.3455388842280734
2007,Rural regions,In my current field/ field I was trained in,0.17122091724688085,165,2554,0.17077996265811418,0.17166187183564752
2007,Rural regions,Do something new,0.0790571584031357,76,2554,0.07874130685904054,0.07937300994723084
2007,Rural regions,Does not matter,0.4620176633002304,397,2554,0.4614340712541926,0.4626012553462682
2007,Rural regions,Does not apply/do not (yet) have a job,0.287704261049753,276,2554,0.2871743543795712,0.2882341677199348
2009,Urban regions,In my current field/ field I was trained in,0.22038589167897876,301,2067,0.22003113313865136,0.22074065021930617
2009,Urban regions,Do something new,0.104048341273037,133,2067,0.10378702828898718,0.10430965425708681
2009,Urban regions,Does not matter,0.3183051644537049,384,2067,0.31790649040709507,0.3187038385003147
2009,Urban regions,Does not apply/do not (yet) have a job,0.35726060259427933,490,2067,0.35685048241010137,0.3576707227784573
2009,Rural regions,In my current field/ field I was trained in,0.21174399916045158,154,2067,0.21125016450550455,0.21223783381539862
2009,Rural regions,Do something new,0.09915812236143048,72,2067,0.09879685327926628,0.09951939144359469
2009,Rural regions,Does not matter,0.4045517494229683,314,2067,0.403958480747095,0.40514501809884157
2009,Rural regions,Does not apply/do not (yet) have a job,0.28454612905514964,219,2067,0.2840007360988739,0.2850915220114254
2011,Urban regions,In my current field/ field I was trained in,0.210248857038728,242,1601,0.20977254922736763,0.21072516485008838
2011,Urban regions,Do something new,0.13147687820060963,120,1601,0.13108188362211695,0.1318718727791023
2011,Urban regions,Does not matter,0.3054100042985141,296,1601,0.3048716333183539,0.30594837527867436
2011,Urban regions,Does not apply/do not (yet) have a job,0.3528642604621483,412,1601,0.3523056908822577,0.3534228300420389
2011,Rural regions,In my current field/ field I was trained in,0.23303412957534575,129,1601,0.23227900202620091,0.23378925712449058
2011,Rural regions,Do something new,0.12123891574753538,59,1601,0.12065590177955458,0.12182192971551618
2011,Rural regions,Does not matter,0.36054505037755813,204,1601,0.35968740593950066,0.3614026948156156
2011,Rural regions,Does not apply/do not (yet) have a job,0.2851819042995607,139,1601,0.28437544717806784,0.28598836142105355
2013,Urban regions,In my current field/ field I was trained in,0.24895375773443357,313,1984,0.24849250330509626,0.24941501216377088
2013,Urban regions,Do something new,0.16145496078371105,195,1984,0.16106246340411778,0.16184745816330431
