year,age_gr,sampreg,plb0426,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1994,18-29 y.,West,Does not apply/do not (yet) have a job,0.41125541125541126,16642,0.4037793545045243,0.41873146800629824
1994,18-29 y.,West,In my current field/ field I was trained in,0.3217893217893218,16642,0.3146915596949469,0.3288870838836967
1994,18-29 y.,West,Do something new,0.13564213564213565,16642,0.13043981140973085,0.14084445987454045
1994,18-29 y.,West,Does not matter,0.13131313131313133,16642,0.12618169409606642,0.13644456853019624
1994,18-29 y.,East,Does not apply/do not (yet) have a job,0.29338842975206614,16642,0.2864706747653371,0.30030618473879517
1994,18-29 y.,East,Does not matter,0.24793388429752067,16642,0.24137319809854949,0.2544945704964918
1994,18-29 y.,East,In my current field/ field I was trained in,0.23140495867768596,16642,0.22499746137328364,0.23781245598208828
1994,18-29 y.,East,Do something new,0.22727272727272727,16642,0.22090565038216592,0.2336398041632886
1994,30-45 y.,West,In my current field/ field I was trained in,0.44341801385681295,16642,0.43587014141886127,0.45096588629476464
1994,30-45 y.,West,Does not matter,0.2817551963048499,16642,0.274920400786043,0.2885899918236568
1994,30-45 y.,West,Do something new,0.14549653579676675,16642,0.14013935192204327,0.15085371967149022
1994,30-45 y.,West,Does not apply/do not (yet) have a job,0.12933025404157045,16642,0.12423189865968877,0.1344286094234521
1994,30-45 y.,East,Does not matter,0.5131578947368421,16642,0.5055638546420462,0.5207519348316381
1994,30-45 y.,East,In my current field/ field I was trained in,0.32456140350877194,16642,0.3174477176004282,0.33167508941711565
1994,30-45 y.,East,Do something new,0.15789473684210525,16642,0.15235460206322013,0.16343487162099038
1994,30-45 y.,East,Does not apply/do not (yet) have a job,0.0043859649122807015,16642,0.0033819702726112493,0.005389959551950154
1994,46-65 y.,West,Does not matter,0.37012987012987014,16642,0.3627939281699044,0.3774658120898359
1994,46-65 y.,West,In my current field/ field I was trained in,0.3246753246753247,16642,0.31756099046001185,0.3317896588906375
1994,46-65 y.,West,Does not apply/do not (yet) have a job,0.18181818181818182,16642,0.17595819175055014,0.1876781718858135
1994,46-65 y.,West,Do something new,0.12337662337662338,16642,0.11838000390106806,0.1283732428521787
1994,46-65 y.,East,Does not matter,0.6,16642,0.5925568129454095,0.6074431870545904
1994,46-65 y.,East,In my current field/ field I was trained in,0.34375,16642,0.3365337873255053,0.3509662126744947
1994,46-65 y.,East,Do something new,0.04375,16642,0.040642378873250506,0.04685762112674949
1994,46-65 y.,East,Does not apply/do not (yet) have a job,0.0125,16642,0.010811982785890384,0.014188017214109618
1994,66 and older,West,Does not matter,0.6,16642,0.5925568129454095,0.6074431870545904
1994,66 and older,West,Do something new,0.4,16642,0.3925568129454095,0.40744318705459054
1996,18-29 y.,West,Does not apply/do not (yet) have a job,0.4236006051437216,16862,0.41614227552622796,0.43105893476121526
1996,18-29 y.,West,In my current field/ field I was trained in,0.2586989409984871,16862,0.2520890215866423,0.2653088604103319
1996,18-29 y.,West,Does not matter,0.1664145234493192,16862,0.16079276461040662,0.17203628228823178
1996,18-29 y.,West,Do something new,0.15128593040847202,16862,0.14587737230032433,0.1566944885166197
1996,18-29 y.,East,In my current field/ field I was trained in,0.31277533039647576,16862,0.3057774398534247,0.3197732209395268
