year,plb0426,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1994,In my current field/ field I was trained in,0.3236021771400297,16642,0.3164939690937226,0.3307103851863368
1994,Does not matter,0.2706580900544285,16642,0.26390769167257716,0.2774084884362798
1994,Does not apply/do not (yet) have a job,0.268678871845621,16642,0.26194408072201225,0.27541366296922976
1994,Do something new,0.13706086095992084,16642,0.131835694579854,0.1422860273399877
1996,Does not matter,0.2905184493227464,16862,0.28366579316711377,0.297371105478379
1996,In my current field/ field I was trained in,0.28678187762727697,16862,0.2799555274063223,0.29360822784823165
1996,Does not apply/do not (yet) have a job,0.2741709481550677,16862,0.26743762560157447,0.28090427070856094
1996,Do something new,0.14852872489490893,16862,0.1431609813801223,0.15389646840969556
1997,Does not matter,0.3052930056710775,16487,0.298263180646156,0.312322830695999
1997,Does not apply/do not (yet) have a job,0.29678638941398866,16487,0.28981288826977813,0.3037598905581992
1997,In my current field/ field I was trained in,0.2660680529300567,16487,0.25932262487911034,0.27281348098100305
1997,Do something new,0.13185255198487714,16487,0.12668807592217857,0.1370170280475757
1998,Does not apply/do not (yet) have a job,0.3057813911472448,18147,0.2990778033258963,0.3124849789685933
1998,Does not matter,0.2863595302619693,18147,0.2797822066887718,0.2929368538351668
1998,In my current field/ field I was trained in,0.2850045167118338,18147,0.2784365465329198,0.2915724868907478
1998,Do something new,0.12285456187895212,18147,0.11807833333208455,0.1276307904258197
1999,Does not apply/do not (yet) have a job,0.32170744403956275,17396,0.3147656703280741,0.3286492177510514
1999,Does not matter,0.2961998958875586,17396,0.28941491722855495,0.3029848745465622
1999,In my current field/ field I was trained in,0.2576782925559604,17396,0.25117899576938224,0.2641775893425386
1999,Do something new,0.12441436751691827,17396,0.11950962793699638,0.12931910709684016
2000,Does not apply/do not (yet) have a job,0.31287069988137606,30607,0.3076761565862276,0.3180652431765245
2000,In my current field/ field I was trained in,0.2805456702253855,30607,0.2755124134119619,0.2855789270388091
2000,Does not matter,0.2683867141162515,30607,0.2634223115895221,0.27335111664298084
2000,Do something new,0.13819691577698695,30607,0.134330586064765,0.1420632454892089
2001,Does not apply/do not (yet) have a job,0.32945091514143093,27798,0.3239255632469321,0.33497626703592975
2001,In my current field/ field I was trained in,0.26988352745424293,27798,0.26466517319901456,0.2751018817094713
2001,Does not matter,0.26522462562396004,27798,0.26003503004492756,0.2704142212029925
2001,Do something new,0.13544093178036606,27798,0.1314181951724311,0.13946366838830102
2003,Does not apply/do not (yet) have a job,0.35240866472680243,27727,0.34678553071598406,0.3580317987376208
2003,Does not matter,0.3061752344002586,27727,0.30075004932342897,0.3116004194770883
2003,In my current field/ field I was trained in,0.22728742321370837,27727,0.22235453444017275,0.232220311987244
2003,Do something new,0.11412867765923052,27727,0.11038595760481314,0.1178713977136479
2005,Does not matter,0.3641325536062378,25520,0.35822879236497307,0.37003631484750255
2005,Does not apply/do not (yet) have a job,0.3485380116959064,25520,0.3426916544295829,0.35438436896222997
2005,In my current field/ field I was trained in,0.1976608187134503,25520,0.19277480106006895,0.20254683636683163
2005,Do something new,0.08966861598440545,25520,0.08616323095682554,0.09317400101198536
2007,Does not apply/do not (yet) have a job,0.3523884103367267,25385,0.3465116821783338,0.3582651384951196
2007,Does not matter,0.3422083007047768,25385,0.33637174074110143,0.3480448606684522
2007,In my current field/ field I was trained in,0.2047768206734534,25385,0.19981258489065296,0.20974105645625385
2007,Do something new,0.10062646828504307,25385,0.09692568500063646,0.10432725156944968
2009,Does not apply/do not (yet) have a job,0.34300919206579583,21983,0.3367337385446767,0.34928464558691497
2009,Does not matter,0.33768746976294145,21983,0.33143572052045017,0.34393921900543273
2009,In my current field/ field I was trained in,0.22012578616352202,21983,0.2146485643154997,0.22560300801154434
2009,Do something new,0.09917755200774069,21983,0.0952262622054027,0.10312884181007867
2011,Does not apply/do not (yet) have a job,0.34415990006246094,41903,0.33961093470025294,0.34870886542466895
2011,Does not matter,0.3123048094940662,41903,0.3078674885400179,0.3167421304481145
2011,In my current field/ field I was trained in,0.23173016864459714,41903,0.2276901656083522,0.23577017168084208
2011,Do something new,0.11180512179887571,41903,0.10878782178567868,0.11482242181207274
2013,Does not apply/do not (yet) have a job,0.32006048387096775,44486,0.3157254193841525,0.324395548357783
2013,Does not matter,0.29485887096774194,44486,0.2906215680210421,0.29909617391444177
2013,In my current field/ field I was trained in,0.23487903225806453,44486,0.2309396187576622,0.23881844575846686
2013,Do something new,0.1502016129032258,44486,0.1468816009909511,0.15352162481550052
2015,Does not apply/do not (yet) have a job,0.31314142678347934,38036,0.30848060414532297,0.3178022494216357
2015,Does not matter,0.31214017521902376,38036,0.3074834194713116,0.31679693096673595
2015,In my current field/ field I was trained in,0.23379224030037546,38036,0.22953873506921443,0.23804574553153648
2015,Do something new,0.1409261576971214,38036,0.1374293664583382,0.14442294893590463
2017,Does not apply/do not (yet) have a job,0.3464128843338214,45410,0.3420363626975637,0.35078940597007907
2017,Does not matter,0.2702781844802343,45410,0.2661934438814799,0.27436292507898863
2017,In my current field/ field I was trained in,0.22196193265007322,45410,0.21813967470201645,0.22578419059812999
2017,Do something new,0.16134699853587114,45410,0.15796360964784747,0.16473038742389481
