year,age_gr,bula_h,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,17-29 y.,Lower Saxony,Does not apply/do not (yet) have a job,0.41392,33,33,0.24327,0.58457
1994,17-29 y.,North Rhine-Westphalia,In my current field/ field I was trained in,0.28998,62,177,0.22294,0.35702
1994,17-29 y.,North Rhine-Westphalia,Does not apply/do not (yet) have a job,0.53128,115,177,0.45755,0.60500
1994,17-29 y.,Hesse,Does not apply/do not (yet) have a job,0.45854,36,36,0.29346,0.62362
1994,17-29 y.,Baden-Wuerttemberg,In my current field/ field I was trained in,0.28844,39,122,0.20772,0.36917
1994,17-29 y.,Baden-Wuerttemberg,Does not apply/do not (yet) have a job,0.47960,83,122,0.39059,0.56862
1994,17-29 y.,Bavaria,In my current field/ field I was trained in,0.36766,44,76,0.25854,0.47679
1994,17-29 y.,Bavaria,Does not apply/do not (yet) have a job,0.39199,32,76,0.28150,0.50248
1994,17-29 y.,Saxony,Does not apply/do not (yet) have a job,0.33709,35,35,0.17820,0.49599
1994,30-45 y.,North Rhine-Westphalia,In my current field/ field I was trained in,0.52202,67,107,0.42692,0.61711
1994,30-45 y.,North Rhine-Westphalia,Does not matter,0.25611,40,107,0.17301,0.33920
1994,30-45 y.,Baden-Wuerttemberg,In my current field/ field I was trained in,0.44405,31,31,0.26625,0.62185
1994,30-45 y.,Bavaria,In my current field/ field I was trained in,0.57094,39,39,0.41357,0.72831
1994,30-45 y.,Saxony,In my current field/ field I was trained in,0.52158,33,33,0.34850,0.69466
1994,46-65 y.,Saxony,Does not matter,0.52676,34,34,0.35640,0.69711
1996,17-29 y.,Lower Saxony,Does not apply/do not (yet) have a job,0.46597,34,34,0.29577,0.63617
1996,17-29 y.,North Rhine-Westphalia,In my current field/ field I was trained in,0.25125,53,170,0.18586,0.31664
1996,17-29 y.,North Rhine-Westphalia,Does not apply/do not (yet) have a job,0.51032,117,170,0.43495,0.58569
1996,17-29 y.,Hesse,Does not apply/do not (yet) have a job,0.58616,36,36,0.42299,0.74933
1996,17-29 y.,Baden-Wuerttemberg,In my current field/ field I was trained in,0.26145,31,112,0.17970,0.34319
