year,bula_h,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Lower Saxony,In my current field/ field I was trained in,0.04368,52,91,0.00146,0.08591
1994,Lower Saxony,Does not apply/do not (yet) have a job,0.02515,39,91,-0.00720,0.05750
1994,North Rhine-Westphalia,In my current field/ field I was trained in,0.04205,139,399,0.02233,0.06176
1994,North Rhine-Westphalia,Do something new,0.01365,50,399,0.00225,0.02505
1994,North Rhine-Westphalia,Does not matter,0.01812,76,399,0.00502,0.03123
1994,North Rhine-Westphalia,Does not apply/do not (yet) have a job,0.03374,134,399,0.01600,0.05147
1994,Hesse,In my current field/ field I was trained in,0.03458,38,115,0.00104,0.06812
1994,Hesse,Does not matter,0.02498,31,115,-0.00367,0.05363
1994,Hesse,Does not apply/do not (yet) have a job,0.03191,46,115,-0.00035,0.06418
1994,"Rhineland-Palatinate, Saarland",Does not apply/do not (yet) have a job,0.03487,33,33,-0.02869,0.09842
1994,Baden-Wuerttemberg,In my current field/ field I was trained in,0.03633,78,278,0.01429,0.05836
1994,Baden-Wuerttemberg,Do something new,0.01201,33,278,-0.00082,0.02483
1994,Baden-Wuerttemberg,Does not matter,0.02458,61,278,0.00635,0.04282
1994,Baden-Wuerttemberg,Does not apply/do not (yet) have a job,0.03568,106,278,0.01383,0.05752
1994,Bavaria,In my current field/ field I was trained in,0.04352,94,210,0.01586,0.07119
1994,Bavaria,Do something new,0.01692,31,210,-0.00056,0.03441
1994,Bavaria,Does not matter,0.01836,43,210,0.00016,0.03656
1994,Bavaria,Does not apply/do not (yet) have a job,0.02214,42,210,0.00219,0.04209
1994,Berlin,In my current field/ field I was trained in,0.04175,31,31,-0.02982,0.11333
1994,Brandenburg,Does not matter,0.03149,32,32,-0.02999,0.09297
1994,Mecklenburg-Western Pomerania,In my current field/ field I was trained in,0.06040,31,67,0.00293,0.11788
1994,Mecklenburg-Western Pomerania,Does not matter,0.07469,36,67,0.01127,0.13812
1994,Saxony,In my current field/ field I was trained in,0.05196,70,189,0.02023,0.08368
1994,Saxony,Does not matter,0.05845,83,189,0.02492,0.09198
1994,Saxony,Does not apply/do not (yet) have a job,0.02001,36,189,-0.00001,0.04002
1994,Saxony-Anhalt,Does not matter,0.06730,52,52,-0.00146,0.13606
1994,Thuringa,Does not matter,0.06896,64,64,0.00639,0.13153
1996,Lower Saxony,In my current field/ field I was trained in,0.03321,53,135,0.00287,0.06356
1996,Lower Saxony,Does not matter,0.02212,37,135,-0.00278,0.04702
1996,Lower Saxony,Does not apply/do not (yet) have a job,0.02827,45,135,0.00021,0.05634
1996,North Rhine-Westphalia,In my current field/ field I was trained in,0.03874,133,426,0.02039,0.05708
1996,North Rhine-Westphalia,Do something new,0.01808,58,426,0.00541,0.03074
1996,North Rhine-Westphalia,Does not matter,0.02670,99,426,0.01137,0.04202
1996,North Rhine-Westphalia,Does not apply/do not (yet) have a job,0.03188,136,426,0.01518,0.04858
1996,Hesse,Does not matter,0.03441,40,87,-0.00411,0.07294
1996,Hesse,Does not apply/do not (yet) have a job,0.03277,47,87,-0.00486,0.07039
1996,Baden-Wuerttemberg,In my current field/ field I was trained in,0.02680,59,279,0.00781,0.04578
1996,Baden-Wuerttemberg,Do something new,0.02039,35,279,0.00378,0.03701
1996,Baden-Wuerttemberg,Does not matter,0.03129,70,279,0.01083,0.05176
1996,Baden-Wuerttemberg,Does not apply/do not (yet) have a job,0.03315,115,279,0.01210,0.05419
1996,Bavaria,In my current field/ field I was trained in,0.03420,84,251,0.01167,0.05672
1996,Bavaria,Do something new,0.02002,38,251,0.00266,0.03738
1996,Bavaria,Does not matter,0.02381,66,251,0.00491,0.04270
1996,Bavaria,Does not apply/do not (yet) have a job,0.02715,63,251,0.00700,0.04729
1996,Brandenburg,In my current field/ field I was trained in,0.05570,36,75,0.00345,0.10796
1996,Brandenburg,Does not matter,0.04251,39,75,-0.00346,0.08847
1996,Mecklenburg-Western Pomerania,Does not matter,0.08334,39,39,-0.00454,0.17122
1996,Saxony,In my current field/ field I was trained in,0.04220,53,171,0.01198,0.07242
1996,Saxony,Does not matter,0.05635,79,171,0.02168,0.09101
1996,Saxony,Does not apply/do not (yet) have a job,0.02088,39,171,-0.00061,0.04238
1996,Saxony-Anhalt,In my current field/ field I was trained in,0.03443,31,77,-0.00656,0.07543
1996,Saxony-Anhalt,Does not matter,0.06116,46,77,0.00729,0.11504
1996,Thuringa,In my current field/ field I was trained in,0.03308,31,77,-0.00713,0.07329
1996,Thuringa,Does not matter,0.05253,46,77,0.00237,0.10269
1997,Lower Saxony,In my current field/ field I was trained in,0.02247,37,126,-0.00351,0.04845
1997,Lower Saxony,Does not matter,0.02975,39,126,-0.00003,0.05954
1997,Lower Saxony,Does not apply/do not (yet) have a job,0.03128,50,126,0.00076,0.06179
1997,North Rhine-Westphalia,In my current field/ field I was trained in,0.03555,120,400,0.01738,0.05372
1997,North Rhine-Westphalia,Do something new,0.01517,52,400,0.00318,0.02717
1997,North Rhine-Westphalia,Does not matter,0.02376,95,400,0.00882,0.03871
1997,North Rhine-Westphalia,Does not apply/do not (yet) have a job,0.03017,133,400,0.01338,0.04695
1997,Hesse,In my current field/ field I was trained in,0.03387,33,85,-0.00481,0.07256
1997,Hesse,Does not apply/do not (yet) have a job,0.03523,52,85,-0.00420,0.07465
1997,"Rhineland-Palatinate, Saarland",Does not matter,0.03241,37,70,-0.00938,0.07419
1997,"Rhineland-Palatinate, Saarland",Does not apply/do not (yet) have a job,0.03128,33,70,-0.00979,0.07235
1997,Baden-Wuerttemberg,In my current field/ field I was trained in,0.02358,55,296,0.00626,0.04089
1997,Baden-Wuerttemberg,Do something new,0.01347,32,296,0.00032,0.02663
1997,Baden-Wuerttemberg,Does not matter,0.02973,78,296,0.01035,0.04912
1997,Baden-Wuerttemberg,Does not apply/do not (yet) have a job,0.04344,131,296,0.02017,0.06670
1997,Bavaria,In my current field/ field I was trained in,0.04102,95,264,0.01705,0.06500
1997,Bavaria,Do something new,0.02343,38,264,0.00515,0.04171
1997,Bavaria,Does not matter,0.02319,63,264,0.00500,0.04138
1997,Bavaria,Does not apply/do not (yet) have a job,0.02726,68,264,0.00758,0.04694
1997,Brandenburg,Does not matter,0.04623,34,34,-0.02542,0.11787
1997,Saxony,In my current field/ field I was trained in,0.03402,43,162,0.00602,0.06203
1997,Saxony,Does not matter,0.05978,81,162,0.02316,0.09640
1997,Saxony,Does not apply/do not (yet) have a job,0.01873,38,162,-0.00221,0.03967
1997,Saxony-Anhalt,Does not matter,0.05986,48,48,-0.00796,0.12769
1997,Thuringa,Does not matter,0.07035,67,67,0.00865,0.13204
1998,Lower Saxony,In my current field/ field I was trained in,0.02660,48,134,-0.00075,0.05394
1998,Lower Saxony,Does not matter,0.02498,38,134,-0.00154,0.05151
1998,Lower Saxony,Does not apply/do not (yet) have a job,0.02930,48,134,0.00064,0.05795
1998,North Rhine-Westphalia,In my current field/ field I was trained in,0.03433,127,438,0.01726,0.05141
1998,North Rhine-Westphalia,Do something new,0.01712,60,438,0.00496,0.02928
1998,North Rhine-Westphalia,Does not matter,0.02392,102,438,0.00960,0.03825
1998,North Rhine-Westphalia,Does not apply/do not (yet) have a job,0.03204,149,438,0.01552,0.04855
1998,Hesse,In my current field/ field I was trained in,0.02513,32,110,-0.00426,0.05451
1998,Hesse,Does not matter,0.02987,32,110,-0.00209,0.06183
1998,Hesse,Does not apply/do not (yet) have a job,0.03065,46,110,-0.00171,0.06301
1998,"Rhineland-Palatinate, Saarland",In my current field/ field I was trained in,0.02935,32,99,-0.00407,0.06277
1998,"Rhineland-Palatinate, Saarland",Does not matter,0.02668,31,99,-0.00523,0.05858
1998,"Rhineland-Palatinate, Saarland",Does not apply/do not (yet) have a job,0.02950,36,99,-0.00400,0.06299
1998,Baden-Wuerttemberg,In my current field/ field I was trained in,0.02885,70,249,0.00802,0.04968
1998,Baden-Wuerttemberg,Does not matter,0.02402,62,249,0.00496,0.04307
1998,Baden-Wuerttemberg,Does not apply/do not (yet) have a job,0.03660,117,249,0.01323,0.05997
1998,Bavaria,In my current field/ field I was trained in,0.03124,89,280,0.01083,0.05166
1998,Bavaria,Do something new,0.01708,35,280,0.00187,0.03228
1998,Bavaria,Does not matter,0.02559,63,280,0.00706,0.04412
1998,Bavaria,Does not apply/do not (yet) have a job,0.04047,93,280,0.01735,0.06359
1998,Brandenburg,In my current field/ field I was trained in,0.04377,32,75,-0.00285,0.09038
1998,Brandenburg,Does not matter,0.05089,43,75,0.00081,0.10096
1998,Mecklenburg-Western Pomerania,Does not matter,0.06625,31,31,-0.02275,0.15526
1998,Saxony,In my current field/ field I was trained in,0.03588,55,187,0.00915,0.06261
1998,Saxony,Does not matter,0.06239,96,187,0.02763,0.09716
1998,Saxony,Does not apply/do not (yet) have a job,0.01659,36,187,-0.00177,0.03494
1998,Saxony-Anhalt,In my current field/ field I was trained in,0.04941,37,81,0.00192,0.09690
1998,Saxony-Anhalt,Does not matter,0.05928,44,81,0.00753,0.11102
1998,Thuringa,In my current field/ field I was trained in,0.05506,42,96,0.00919,0.10093
1998,Thuringa,Does not matter,0.04480,54,96,0.00320,0.08640
1999,Lower Saxony,Does not matter,0.03135,45,91,-0.00465,0.06735
1999,Lower Saxony,Does not apply/do not (yet) have a job,0.02786,46,91,-0.00614,0.06186
1999,North Rhine-Westphalia,In my current field/ field I was trained in,0.02543,94,366,0.00928,0.04158
1999,North Rhine-Westphalia,Do something new,0.01153,47,366,0.00058,0.02248
1999,North Rhine-Westphalia,Does not matter,0.02124,93,366,0.00645,0.03603
1999,North Rhine-Westphalia,Does not apply/do not (yet) have a job,0.03353,132,366,0.01506,0.05200
1999,Hesse,Does not apply/do not (yet) have a job,0.03717,57,57,-0.01238,0.08672
1999,"Rhineland-Palatinate, Saarland",Does not apply/do not (yet) have a job,0.03652,38,38,-0.02392,0.09695
1999,Baden-Wuerttemberg,In my current field/ field I was trained in,0.03037,64,219,0.00759,0.05314
1999,Baden-Wuerttemberg,Does not matter,0.02810,64,219,0.00617,0.05004
1999,Baden-Wuerttemberg,Does not apply/do not (yet) have a job,0.03025,91,219,0.00752,0.05299
1999,Bavaria,In my current field/ field I was trained in,0.02490,66,181,0.00214,0.04767
1999,Bavaria,Does not matter,0.01900,57,181,-0.00094,0.03894
1999,Bavaria,Does not apply/do not (yet) have a job,0.02507,58,181,0.00223,0.04791
1999,Berlin,Does not apply/do not (yet) have a job,0.04556,34,34,-0.02559,0.11671
1999,Brandenburg,Does not matter,0.03893,31,31,-0.03029,0.10815
1999,Saxony,In my current field/ field I was trained in,0.03091,51,177,0.00534,0.05649
1999,Saxony,Does not matter,0.05542,85,177,0.02162,0.08922
1999,Saxony,Does not apply/do not (yet) have a job,0.02138,41,177,0.00001,0.04275
1999,Saxony-Anhalt,Does not matter,0.05797,45,45,-0.01108,0.12703
1999,Thuringa,Does not matter,0.06636,52,52,-0.00195,0.13468
2000,Lower Saxony,In my current field/ field I was trained in,0.02196,67,249,0.00372,0.04021
2000,Lower Saxony,Do something new,0.01507,39,249,-0.00009,0.03024
2000,Lower Saxony,Does not matter,0.02079,59,249,0.00303,0.03855
2000,Lower Saxony,Does not apply/do not (yet) have a job,0.02568,84,249,0.00599,0.04536
2000,North Rhine-Westphalia,In my current field/ field I was trained in,0.02448,177,661,0.01269,0.03627
2000,North Rhine-Westphalia,Do something new,0.01088,78,661,0.00297,0.01880
2000,North Rhine-Westphalia,Does not matter,0.02248,166,661,0.01117,0.03378
2000,North Rhine-Westphalia,Does not apply/do not (yet) have a job,0.03303,240,661,0.01939,0.04666
2000,Hesse,In my current field/ field I was trained in,0.03452,79,229,0.01083,0.05822
2000,Hesse,Does not matter,0.02491,55,229,0.00468,0.04513
2000,Hesse,Does not apply/do not (yet) have a job,0.03896,95,229,0.01385,0.06408
2000,"Rhineland-Palatinate, Saarland",In my current field/ field I was trained in,0.02856,59,199,0.00536,0.05176
2000,"Rhineland-Palatinate, Saarland",Do something new,0.01495,34,199,-0.00195,0.03186
2000,"Rhineland-Palatinate, Saarland",Does not matter,0.01824,42,199,-0.00040,0.03688
2000,"Rhineland-Palatinate, Saarland",Does not apply/do not (yet) have a job,0.03287,64,199,0.00803,0.05770
2000,Baden-Wuerttemberg,In my current field/ field I was trained in,0.02788,119,406,0.01185,0.04392
2000,Baden-Wuerttemberg,Do something new,0.01157,44,406,0.00115,0.02198
2000,Baden-Wuerttemberg,Does not matter,0.02097,92,406,0.00702,0.03493
2000,Baden-Wuerttemberg,Does not apply/do not (yet) have a job,0.03157,151,406,0.01454,0.04860
2000,Bavaria,In my current field/ field I was trained in,0.02757,132,398,0.01146,0.04368
2000,Bavaria,Do something new,0.01657,68,398,0.00401,0.02912
2000,Bavaria,Does not matter,0.01677,86,398,0.00414,0.02940
2000,Bavaria,Does not apply/do not (yet) have a job,0.02721,112,398,0.01121,0.04321
2000,Berlin,In my current field/ field I was trained in,0.04013,45,97,0.00087,0.07939
2000,Berlin,Does not apply/do not (yet) have a job,0.04618,52,97,0.00419,0.08816
2000,Brandenburg,In my current field/ field I was trained in,0.03571,41,145,0.00540,0.06602
2000,Brandenburg,Does not matter,0.04200,63,145,0.00923,0.07476
2000,Brandenburg,Does not apply/do not (yet) have a job,0.03202,41,145,0.00326,0.06077
2000,Saxony,In my current field/ field I was trained in,0.03666,86,320,0.01604,0.05728
2000,Saxony,Do something new,0.02470,52,320,0.00767,0.04173
2000,Saxony,Does not matter,0.04584,115,320,0.02289,0.06879
2000,Saxony,Does not apply/do not (yet) have a job,0.02629,67,320,0.00873,0.04384
2000,Saxony-Anhalt,In my current field/ field I was trained in,0.03037,42,147,0.00253,0.05821
2000,Saxony-Anhalt,Does not matter,0.05261,63,147,0.01640,0.08883
2000,Saxony-Anhalt,Does not apply/do not (yet) have a job,0.02326,42,147,-0.00119,0.04770
2000,Thuringa,In my current field/ field I was trained in,0.02548,36,153,0.00043,0.05052
2000,Thuringa,Does not matter,0.06389,78,153,0.02501,0.10277
2000,Thuringa,Does not apply/do not (yet) have a job,0.02531,39,153,0.00034,0.05027
2001,Lower Saxony,In my current field/ field I was trained in,0.02662,67,244,0.00638,0.04686
2001,Lower Saxony,Do something new,0.01867,43,244,0.00165,0.03569
2001,Lower Saxony,Does not matter,0.01769,54,244,0.00112,0.03427
2001,Lower Saxony,Does not apply/do not (yet) have a job,0.02678,80,244,0.00648,0.04708
2001,North Rhine-Westphalia,In my current field/ field I was trained in,0.02593,167,580,0.01298,0.03887
2001,North Rhine-Westphalia,Do something new,0.01149,76,580,0.00281,0.02017
2001,North Rhine-Westphalia,Does not matter,0.02100,123,580,0.00932,0.03268
2001,North Rhine-Westphalia,Does not apply/do not (yet) have a job,0.03317,214,580,0.01858,0.04775
2001,Hesse,In my current field/ field I was trained in,0.03665,65,191,0.00993,0.06337
2001,Hesse,Does not matter,0.02728,47,191,0.00412,0.05045
2001,Hesse,Does not apply/do not (yet) have a job,0.03395,79,191,0.00820,0.05971
2001,"Rhineland-Palatinate, Saarland",In my current field/ field I was trained in,0.02786,49,173,0.00326,0.05245
2001,"Rhineland-Palatinate, Saarland",Does not matter,0.03124,55,173,0.00524,0.05724
2001,"Rhineland-Palatinate, Saarland",Does not apply/do not (yet) have a job,0.03547,69,173,0.00783,0.06312
2001,Baden-Wuerttemberg,In my current field/ field I was trained in,0.02565,89,294,0.00755,0.04376
