year,age_gr,migback,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,17-29 y.,No migration background,Secondary School Degree,0.40392,943,2325,0.38397,0.42387
1984,17-29 y.,No migration background,Intermediate School Degree,0.31117,730,2325,0.29235,0.33000
1984,17-29 y.,No migration background,Technical School Degree,0.04331,101,2325,0.03503,0.05158
1984,17-29 y.,No migration background,Upper Secondary Degree,0.14629,353,2325,0.13193,0.16066
1984,17-29 y.,No migration background,"Dropout, No School Degree",0.01699,39,2325,0.01174,0.02225
1984,17-29 y.,No migration background,No School Degree Yet,0.06849,159,2325,0.05822,0.07876
1984,17-29 y.,Direct migration background,Secondary School Degree,0.37103,378,948,0.34026,0.40180
1984,17-29 y.,Direct migration background,Intermediate School Degree,0.11580,71,948,0.09542,0.13618
1984,17-29 y.,Direct migration background,Upper Secondary Degree,0.10120,37,948,0.08199,0.12041
1984,17-29 y.,Direct migration background,Other Degree,0.21402,285,948,0.18789,0.24014
1984,17-29 y.,Direct migration background,"Dropout, No School Degree",0.10449,143,948,0.08500,0.12397
1984,17-29 y.,Direct migration background,No School Degree Yet,0.02705,34,948,0.01672,0.03738
1984,17-29 y.,Indirect migration background,Secondary School Degree,0.44559,47,47,0.30196,0.58923
1984,30-45 y.,No migration background,Secondary School Degree,0.63773,1578,2469,0.61877,0.65670
1984,30-45 y.,No migration background,Intermediate School Degree,0.20441,518,2469,0.18850,0.22032
1984,30-45 y.,No migration background,Technical School Degree,0.03821,97,2469,0.03064,0.04577
1984,30-45 y.,No migration background,Upper Secondary Degree,0.10920,276,2469,0.09689,0.12150
1984,30-45 y.,Direct migration background,Secondary School Degree,0.20863,93,1348,0.18693,0.23033
1984,30-45 y.,Direct migration background,Intermediate School Degree,0.08043,37,1348,0.06590,0.09495
1984,30-45 y.,Direct migration background,Upper Secondary Degree,0.09041,36,1348,0.07509,0.10572
1984,30-45 y.,Direct migration background,Other Degree,0.37456,748,1348,0.34872,0.40041
1984,30-45 y.,Direct migration background,"Dropout, No School Degree",0.16122,338,1348,0.14158,0.18086
1984,30-45 y.,Direct migration background,No School Attended,0.04920,96,1348,0.03765,0.06075
1984,46-65 y.,No migration background,Secondary School Degree,0.76126,1974,2575,0.74479,0.77773
1984,46-65 y.,No migration background,Intermediate School Degree,0.13920,361,2575,0.12583,0.15258
1984,46-65 y.,No migration background,Technical School Degree,0.02723,71,2575,0.02094,0.03352
1984,46-65 y.,No migration background,Upper Secondary Degree,0.06394,169,2575,0.05449,0.07339
1984,46-65 y.,Direct migration background,Secondary School Degree,0.40978,116,907,0.37776,0.44181
1984,46-65 y.,Direct migration background,Intermediate School Degree,0.11601,34,907,0.09516,0.13686
1984,46-65 y.,Direct migration background,Other Degree,0.19764,350,907,0.17171,0.22358
1984,46-65 y.,Direct migration background,"Dropout, No School Degree",0.14784,312,907,0.12473,0.17095
1984,46-65 y.,Direct migration background,No School Attended,0.04716,95,907,0.03336,0.06096
1984,66 and older,No migration background,Secondary School Degree,0.76776,942,1191,0.74377,0.79175
1984,66 and older,No migration background,Intermediate School Degree,0.14624,176,1191,0.12616,0.16632
1984,66 and older,No migration background,Upper Secondary Degree,0.05599,73,1191,0.04293,0.06906
1985,17-29 y.,No migration background,Secondary School Degree,0.37534,823,2144,0.35483,0.39584
1985,17-29 y.,No migration background,Intermediate School Degree,0.32149,698,2144,0.30171,0.34126
1985,17-29 y.,No migration background,Technical School Degree,0.04242,92,2144,0.03388,0.05095
1985,17-29 y.,No migration background,Upper Secondary Degree,0.14197,335,2144,0.12719,0.15675
1985,17-29 y.,No migration background,"Dropout, No School Degree",0.01934,41,2144,0.01351,0.02517
1985,17-29 y.,No migration background,No School Degree Yet,0.07268,155,2144,0.06169,0.08367
1985,17-29 y.,Direct migration background,Secondary School Degree,0.37198,334,740,0.33713,0.40683
1985,17-29 y.,Direct migration background,Intermediate School Degree,0.14712,71,740,0.12158,0.17266
1985,17-29 y.,Direct migration background,Upper Secondary Degree,0.09374,35,740,0.07273,0.11475
1985,17-29 y.,Direct migration background,Other Degree,0.18092,201,740,0.15317,0.20868
1985,17-29 y.,Direct migration background,"Dropout, No School Degree",0.08848,99,740,0.06801,0.10896
1985,17-29 y.,Indirect migration background,Secondary School Degree,0.42703,55,55,0.29509,0.55896
1985,30-45 y.,No migration background,Secondary School Degree,0.61016,1381,2247,0.58999,0.63033
1985,30-45 y.,No migration background,Intermediate School Degree,0.21564,498,2247,0.19863,0.23265
1985,30-45 y.,No migration background,Technical School Degree,0.04070,92,2247,0.03253,0.04887
1985,30-45 y.,No migration background,Upper Secondary Degree,0.12110,276,2247,0.10760,0.13459
1985,30-45 y.,Direct migration background,Secondary School Degree,0.23473,99,1144,0.21016,0.25930
1985,30-45 y.,Direct migration background,Intermediate School Degree,0.08035,33,1144,0.06459,0.09610
1985,30-45 y.,Direct migration background,Upper Secondary Degree,0.10055,36,1144,0.08311,0.11798
1985,30-45 y.,Direct migration background,Other Degree,0.36858,635,1144,0.34061,0.39655
1985,30-45 y.,Direct migration background,"Dropout, No School Degree",0.14037,260,1144,0.12023,0.16050
1985,30-45 y.,Direct migration background,No School Attended,0.04665,81,1144,0.03442,0.05887
1985,46-65 y.,No migration background,Secondary School Degree,0.75470,1830,2406,0.73751,0.77190
1985,46-65 y.,No migration background,Intermediate School Degree,0.14337,347,2406,0.12937,0.15738
1985,46-65 y.,No migration background,Technical School Degree,0.02564,63,2406,0.01932,0.03195
1985,46-65 y.,No migration background,Upper Secondary Degree,0.06618,166,2406,0.05625,0.07612
1985,46-65 y.,Direct migration background,Secondary School Degree,0.41431,112,825,0.38068,0.44795
1985,46-65 y.,Direct migration background,Intermediate School Degree,0.12365,35,825,0.10117,0.14612
1985,46-65 y.,Direct migration background,Other Degree,0.19625,320,825,0.16914,0.22337
1985,46-65 y.,Direct migration background,"Dropout, No School Degree",0.14224,277,825,0.11839,0.16609
1985,46-65 y.,Direct migration background,No School Attended,0.04636,81,825,0.03200,0.06072
1985,66 and older,No migration background,Secondary School Degree,0.75189,804,1029,0.72549,0.77830
1985,66 and older,No migration background,Intermediate School Degree,0.15869,164,1029,0.13635,0.18102
1985,66 and older,No migration background,Upper Secondary Degree,0.05585,61,1029,0.04181,0.06988
1986,17-29 y.,No migration background,Secondary School Degree,0.36743,782,2069,0.34665,0.38821
1986,17-29 y.,No migration background,Intermediate School Degree,0.31991,673,2069,0.29981,0.34002
1986,17-29 y.,No migration background,Technical School Degree,0.04745,98,2069,0.03829,0.05662
1986,17-29 y.,No migration background,Upper Secondary Degree,0.15245,326,2069,0.13695,0.16794
1986,17-29 y.,No migration background,"Dropout, No School Degree",0.02063,43,2069,0.01450,0.02676
1986,17-29 y.,No migration background,No School Degree Yet,0.06016,147,2069,0.04992,0.07041
1986,17-29 y.,Direct migration background,Secondary School Degree,0.39353,346,746,0.35845,0.42862
1986,17-29 y.,Direct migration background,Intermediate School Degree,0.15490,79,746,0.12892,0.18089
1986,17-29 y.,Direct migration background,Upper Secondary Degree,0.08962,32,746,0.06911,0.11013
1986,17-29 y.,Direct migration background,Other Degree,0.16510,165,746,0.13844,0.19176
1986,17-29 y.,Direct migration background,"Dropout, No School Degree",0.08091,88,746,0.06133,0.10049
1986,17-29 y.,Direct migration background,No School Degree Yet,0.04753,36,746,0.03225,0.06281
1986,17-29 y.,Indirect migration background,Secondary School Degree,0.39851,60,60,0.27358,0.52343
1986,30-45 y.,No migration background,Secondary School Degree,0.58865,1252,2121,0.56770,0.60960
1986,30-45 y.,No migration background,Intermediate School Degree,0.22189,478,2121,0.20420,0.23958
1986,30-45 y.,No migration background,Technical School Degree,0.04296,88,2121,0.03433,0.05160
1986,30-45 y.,No migration background,Upper Secondary Degree,0.13629,303,2121,0.12169,0.15090
1986,30-45 y.,Direct migration background,Secondary School Degree,0.23706,97,1067,0.21153,0.26259
1986,30-45 y.,Direct migration background,Intermediate School Degree,0.08468,34,1067,0.06797,0.10140
1986,30-45 y.,Direct migration background,Upper Secondary Degree,0.11139,40,1067,0.09250,0.13028
1986,30-45 y.,Direct migration background,Other Degree,0.35860,597,1067,0.32981,0.38739
1986,30-45 y.,Direct migration background,"Dropout, No School Degree",0.13715,234,1067,0.11650,0.15780
1986,30-45 y.,Direct migration background,No School Attended,0.03946,65,1067,0.02777,0.05115
1986,46-65 y.,No migration background,Secondary School Degree,0.74494,1745,2316,0.72718,0.76270
1986,46-65 y.,No migration background,Intermediate School Degree,0.15151,346,2316,0.13690,0.16611
1986,46-65 y.,No migration background,Technical School Degree,0.02492,62,2316,0.01857,0.03127
1986,46-65 y.,No migration background,Upper Secondary Degree,0.06662,163,2316,0.05646,0.07678
1986,46-65 y.,Direct migration background,Secondary School Degree,0.41543,115,837,0.38203,0.44884
1986,46-65 y.,Direct migration background,Intermediate School Degree,0.12358,34,837,0.10127,0.14589
1986,46-65 y.,Direct migration background,Other Degree,0.20764,346,837,0.18015,0.23514
1986,46-65 y.,Direct migration background,"Dropout, No School Degree",0.13068,259,837,0.10783,0.15353
1986,46-65 y.,Direct migration background,No School Attended,0.04744,83,837,0.03303,0.06185
1986,66 and older,No migration background,Secondary School Degree,0.73792,724,944,0.70985,0.76599
1986,66 and older,No migration background,Intermediate School Degree,0.16971,160,944,0.14575,0.19367
1986,66 and older,No migration background,Upper Secondary Degree,0.05894,60,944,0.04391,0.07397
1987,17-29 y.,No migration background,Secondary School Degree,0.36342,754,1964,0.34214,0.38470
1987,17-29 y.,No migration background,Intermediate School Degree,0.32078,665,1964,0.30013,0.34143
1987,17-29 y.,No migration background,Technical School Degree,0.04499,87,1964,0.03582,0.05416
1987,17-29 y.,No migration background,Upper Secondary Degree,0.15831,307,1964,0.14216,0.17445
1987,17-29 y.,No migration background,No School Degree Yet,0.05820,151,1964,0.04784,0.06856
1987,17-29 y.,Direct migration background,Secondary School Degree,0.41063,365,737,0.37509,0.44617
1987,17-29 y.,Direct migration background,Intermediate School Degree,0.15374,79,737,0.12768,0.17980
1987,17-29 y.,Direct migration background,Upper Secondary Degree,0.08975,32,737,0.06910,0.11040
1987,17-29 y.,Direct migration background,Other Degree,0.16158,156,737,0.13498,0.18817
