"year","quintil","regtyp","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"1995","1 Einkommensschwächstes Quintil","Laendlicher Raum","18505.8","18063.5","2818","78","3681","28024","38834","65576","17936.72","19074.88","0","94143","19411","20656"
"1995","1 Einkommensschwächstes Quintil","Staedtischer Raum","19526.42","18386.5","4287","66","2209","28914","39523","84492","18990.85","20061.99","0","171334","21626","22758"
"1995","2","Laendlicher Raum","27301.41","28685.5","1765","245","13213","41113","49811","65521","26518.33","28084.49","0","88274","31625","33132"
"1995","2","Staedtischer Raum","27633.14","29431.5","3185","224","9421","40126","50495","80961","26989.98","28276.3","0","136763","32492","34081"
"1995","3","Laendlicher Raum","38305.82","39466","983","2381","21576","51734","61936","89095","36226","40385.64","0","392067","41811","44140"
"1995","3","Staedtischer Raum","38734.25","40764","2034","2957","24002","52679","66434","100120","37770.48","39698.02","0","155330","42355","44953"
"1995","4","Laendlicher Raum","51178.42","50649.5","478","12019","36596","66539","81295","127256","48992.08","53364.76","111","127356","52571","56702"
"1995","4","Staedtischer Raum","48185.1","49010","1317","6976","34120","62952","78727","119766","46787.99","49582.21","0","158888","51892","53806"
"1995","5 Einkommensstärkstes Quintil","Laendlicher Raum","69806.48","69894","160","21946","43316","84992","97306","223804","63590.08","76022.88","0","223804","71013","81159"
"1995","5 Einkommensstärkstes Quintil","Staedtischer Raum","68503.08","68048.5","685","9821","38932","90377","111276","259207","65281.54","71724.62","0","305415","70711","75308"
"1996","1 Einkommensschwächstes Quintil","Laendlicher Raum","18923.1","18050","2475","106","2352","28445","38194","92078","18226.49","19619.71","0","135555","20863","22180"
"1996","1 Einkommensschwächstes Quintil","Staedtischer Raum","19478.28","17106.5","3899","25","1626","30148","40852","82537","18906.86","20049.7","0","167338","21909","22940"
"1996","2","Laendlicher Raum","28221.74","29328.5","1855","251","10802","43130","52751","65438","27379.28","29064.2","0","99838","31624","33520"
"1996","2","Staedtischer Raum","29319.01","30405","3081","327","13119","41726","52461","91954","28633.19","30004.83","0","151653","32672","34055"
"1996","3","Laendlicher Raum","38573.75","41466.5","1041","2052","23604","52588","66415","84137","37355.14","39792.36","43","100614","41984","44285"
"1996","3","Staedtischer Raum","38028.9","38498.5","2115","1585","22142","52804","67424","104437","37059.29","38998.51","0","143406","42297","44606"
"1996","4","Laendlicher Raum","51390.25","52332.5","490","8181","32890","69636","85693","115969","49180.34","53600.16","10","116274","53424","58371"
"1996","4","Staedtischer Raum","47062.3","50692","1411","5159","31659","62102","77775","99407","45675.15","48449.45","0","433780","51513","53720"
