"year","hhtyp","quintil","mean","median","n","lower_confidence","upper_confidence"
"1995","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","9168.7","2594","892","8313.06","10024.34"
"1995","(Ehe-)Paar ohne Kind(er)","2","14274.16","7283.5","876","13290.01","15258.31"
"1995","(Ehe-)Paar ohne Kind(er)","3","25593.63","28801","836","24445.2","26742.06"
"1995","(Ehe-)Paar ohne Kind(er)","4","41676.72","46479.5","704","40180.46","43172.98"
"1995","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","67193.16","67819.5","346","63334.58","71051.74"
"1995","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","3463.63","232.5","509","2887.37","4039.89"
"1995","1-Pers.- Haushalt","2","8667.23","2512.5","423","7669.26","9665.2"
"1995","1-Pers.- Haushalt","3","15925.07","16414.5","224","14210.76","17639.38"
"1995","1-Pers.- Haushalt","4","22958.15","27981.5","144","20419.71","25496.59"
"1995","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","34554.48","33943","104","28000.08","41108.88"
"1995","Alleinerziehende","1 Einkommensschwächstes Quintil","11904.09","7782","543","10787.95","13020.23"
"1995","Alleinerziehende","2","22166.84","22303","203","20520.82","23812.86"
"1995","Alleinerziehende","3","29376.41","29240.5","114","26773.38","31979.44"
"1995","Alleinerziehende","4","42346.9","41122","58","36039.47","48654.33"
"1995","Alleinerziehende","5 Einkommensstärkstes Quintil","","","","",""
"1995","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","27359.88","25662","4668","26906.64","27813.12"
"1995","Paar mit Kind(ern)","2","39087.58","38606.5","3113","38611.47","39563.69"
"1995","Paar mit Kind(ern)","3","53268.11","51055.5","1623","51974.16","54562.06"
"1995","Paar mit Kind(ern)","4","66965.08","64402.5","783","65450.7","68479.46"
"1995","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","93600.39","83891.5","336","89127.5","98073.28"
"1995","Sonstige","1 Einkommensschwächstes Quintil","22976.7","21342","493","21201.01","24752.39"
"1995","Sonstige","2","35035.08","32710.5","335","32765.39","37304.77"
"1995","Sonstige","3","44799.11","45063.5","220","41922.89","47675.33"
"1995","Sonstige","4","59150.05","57766","106","54156.07","64144.03"
"1995","Sonstige","5 Einkommensstärkstes Quintil","74139.65","61406","35","63351.91","84927.39"
