,Unnamed: 0,year,hhtyp,rentown,pet_dog,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
0,0,1996,Single-person household,Owner,Yes,0.13174,36,6529,0.11033,0.151
1,1,1996,Single-person household,Owner,No,0.86826,257,6529,0.81049,0.91463
2,2,1996,Single-person household,Tenant,Yes,0.04572,56,6529,0.03992,0.05235
3,3,1996,Single-person household,Tenant,No,0.95428,1084,6529,0.91804,0.98302
4,4,1996,Couple without children,Owner,Yes,0.16432,127,6529,0.14586,0.18261
5,5,1996,Couple without children,Owner,No,0.83568,564,6529,0.80027,0.87533
6,6,1996,Couple without children,Tenant,Yes,0.0808,89,6529,0.07074,0.09314
7,7,1996,Couple without children,Tenant,No,0.9192,1061,6529,0.87929,0.96181
8,8,1996,Single parent,Owner,No,1.0,75,6529,0.84853,1.13465
9,9,1996,Single parent,Tenant,No,1.0,259,6529,0.92308,1.0829
10,10,1996,Couple with children,Owner,Yes,0.21079,267,6529,0.18954,0.23268
11,11,1996,Couple with children,Owner,No,0.78921,906,6529,0.75629,0.82692
12,12,1996,Couple with children,Tenant,Yes,0.10003,127,6529,0.08734,0.11188
13,13,1996,Couple with children,Tenant,No,0.89997,1386,6529,0.86072,0.93496
14,14,1996,Multi-generational household,Owner,No,1.0,52,6529,0.77399,1.20666
15,15,1996,Multi-generational household,Tenant,No,1.0,54,6529,0.73565,1.27532
16,16,1996,Other Combinations,Owner,No,1.0,49,6529,0.82697,1.21172
17,17,1996,Other Combinations,Tenant,No,1.0,80,6529,0.86669,1.19157
18,18,2001,Single-person household,Owner,Yes,0.10037,90,11621,0.0917,0.11114
19,19,2001,Single-person household,Owner,No,0.89963,683,11621,0.86974,0.92953
20,20,2001,Single-person household,Tenant,Yes,0.05093,114,11621,0.04713,0.05525
21,21,2001,Single-person household,Tenant,No,0.94907,2039,11621,0.92941,0.96628
22,22,2001,Couple without children,Owner,Yes,0.15433,298,11621,0.14522,0.1629
23,23,2001,Couple without children,Owner,No,0.84567,1483,11621,0.82032,0.8678
24,24,2001,Couple without children,Tenant,Yes,0.09681,172,11621,0.08864,0.10541
25,25,2001,Couple without children,Tenant,No,0.90319,1636,11621,0.87443,0.93089
26,26,2001,Single parent,Owner,Yes,0.19207,38,11621,0.16428,0.22394
27,27,2001,Single parent,Owner,No,0.80793,154,11621,0.72883,0.90746
28,28,2001,Single parent,Tenant,Yes,0.11112,61,11621,0.09441,0.12947
29,29,2001,Single parent,Tenant,No,0.88888,453,11621,0.85124,0.94191
30,30,2001,Couple with children,Owner,Yes,0.22641,541,11621,0.21373,0.2382
31,31,2001,Couple with children,Owner,No,0.77359,1798,11621,0.75296,0.79702
32,32,2001,Couple with children,Tenant,Yes,0.13376,249,11621,0.12393,0.14295
33,33,2001,Couple with children,Tenant,No,0.86624,1587,11621,0.83778,0.89513
34,34,2001,Multi-generational household,Owner,No,1.0,86,11621,0.8858,1.15139
35,35,2001,Multi-generational household,Tenant,No,1.0,41,11621,0.77759,1.22942
36,36,2001,Other Combinations,Owner,No,1.0,44,11621,0.85565,1.12016
37,37,2001,Other Combinations,Tenant,No,1.0,54,11621,0.83376,1.17797
38,38,2006,Single-person household,Owner,Yes,0.10374,101,12195,0.09372,0.11521
39,39,2006,Single-person household,Owner,No,0.89626,855,12195,0.86422,0.93053
40,40,2006,Single-person household,Tenant,Yes,0.05908,140,12195,0.05246,0.06371
41,41,2006,Single-person household,Tenant,No,0.94092,2191,12195,0.91817,0.96274
42,42,2006,Couple without children,Owner,Yes,0.151,366,12195,0.13691,0.16303
43,43,2006,Couple without children,Owner,No,0.849,1942,12195,0.81551,0.87686
44,44,2006,Couple without children,Tenant,Yes,0.08251,154,12195,0.07495,0.09181
45,45,2006,Couple without children,Tenant,No,0.91749,1696,12195,0.88578,0.95225
46,46,2006,Single parent,Owner,Yes,0.16661,42,12195,0.13207,0.2015
47,47,2006,Single parent,Owner,No,0.83339,183,12195,0.75661,0.92582
48,48,2006,Single parent,Tenant,Yes,0.14192,73,12195,0.11817,0.16153
49,49,2006,Single parent,Tenant,No,0.85808,474,12195,0.81283,0.91133
50,50,2006,Couple with children,Owner,Yes,0.22446,532,12195,0.20511,0.24375
51,51,2006,Couple with children,Owner,No,0.77554,1843,12195,0.74859,0.80355
52,52,2006,Couple with children,Tenant,Yes,0.13553,210,12195,0.12361,0.14934
53,53,2006,Couple with children,Tenant,No,0.86447,1251,12195,0.82354,0.89976
54,54,2006,Multi-generational household,Owner,No,1.0,57,12195,0.73298,1.25137
55,55,2006,Other Combinations,Owner,No,1.0,48,12195,0.75942,1.3135
56,56,2006,Other Combinations,Tenant,No,1.0,37,12195,0.73904,1.34927
57,57,2011,Single-person household,Owner,Yes,0.10155,112,12029,0.09043,0.11429
58,58,2011,Single-person household,Owner,No,0.89845,963,12029,0.86064,0.93759
59,59,2011,Single-person household,Tenant,Yes,0.0698,161,12029,0.06413,0.07653
60,60,2011,Single-person household,Tenant,No,0.9302,2274,12029,0.90232,0.95185
61,61,2011,Couple without children,Owner,Yes,0.14265,369,12029,0.13082,0.15613
62,62,2011,Couple without children,Owner,No,0.85735,2145,12029,0.82415,0.88875
63,63,2011,Couple without children,Tenant,Yes,0.08619,165,12029,0.07398,0.09662
64,64,2011,Couple without children,Tenant,No,0.91381,1692,12029,0.8711,0.95037
65,65,2011,Single parent,Owner,Yes,0.17634,40,12029,0.13143,0.22531
66,66,2011,Single parent,Owner,No,0.82366,183,12029,0.71684,0.92834
67,67,2011,Single parent,Tenant,Yes,0.13053,77,12029,0.10003,0.17184
68,68,2011,Single parent,Tenant,No,0.86947,484,12029,0.78473,0.97193
69,69,2011,Couple with children,Owner,Yes,0.22557,439,12029,0.20464,0.24938
70,70,2011,Couple with children,Owner,No,0.77443,1591,12029,0.73659,0.81591
71,71,2011,Couple with children,Tenant,Yes,0.14058,170,12029,0.12018,0.1662
72,72,2011,Couple with children,Tenant,No,0.85942,1040,12029,0.80299,0.91797
73,73,2011,Multi-generational household,Owner,No,1.0,46,12029,0.7452,1.32038
74,74,2011,Other Combinations,Owner,No,1.0,36,12029,0.75864,1.34296
75,75,2011,Other Combinations,Tenant,No,1.0,42,12029,0.78029,1.25368
76,76,2016,Single-person household,Owner,Yes,0.09788,100,14254,0.08242,0.11301
77,77,2016,Single-person household,Owner,No,0.90212,832,14254,0.86181,0.93758
78,78,2016,Single-person household,Tenant,Yes,0.05812,136,14254,0.04947,0.06512
79,79,2016,Single-person household,Tenant,No,0.94188,2319,14254,0.91303,0.97025
80,80,2016,Couple without children,Owner,Yes,0.15856,343,14254,0.14189,0.17398
81,81,2016,Couple without children,Owner,No,0.84144,1879,14254,0.81041,0.87856
82,82,2016,Couple without children,Tenant,Yes,0.10469,190,14254,0.09021,0.12073
83,83,2016,Couple without children,Tenant,No,0.89531,1685,14254,0.84929,0.94843
84,84,2016,Single parent,Owner,Yes,0.21758,89,14254,0.17226,0.27117
85,85,2016,Single parent,Owner,No,0.78242,293,14254,0.68085,0.88523
