year,pgisced97,regtyp,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No answer / don't know,Urban regions,Very concerned,0.31396,61,208,0.25074,0.37718
1999,No answer / don't know,Urban regions,Somewhat concerned,0.49468,93,208,0.42657,0.56279
1999,No answer / don't know,Urban regions,Not concerned at all,0.19136,54,208,0.13777,0.24495
1999,No answer / don't know,Rural regions,Somewhat concerned,0.41330,34,34,0.24529,0.58131
1999,Pre-primary Level,Urban regions,Very concerned,0.24609,47,207,0.18727,0.30492
1999,Pre-primary Level,Urban regions,Somewhat concerned,0.43686,90,207,0.36912,0.50459
1999,Pre-primary Level,Urban regions,Not concerned at all,0.31705,70,207,0.25350,0.38059
1999,Pre-primary Level,Rural regions,Very concerned,0.33676,33,81,0.23320,0.44032
1999,Pre-primary Level,Rural regions,Somewhat concerned,0.41115,48,81,0.30332,0.51897
1999,Primary Level,Urban regions,Very concerned,0.23665,74,351,0.19212,0.28118
1999,Primary Level,Urban regions,Somewhat concerned,0.45508,169,351,0.40291,0.50725
1999,Primary Level,Urban regions,Not concerned at all,0.30827,108,351,0.25989,0.35665
1999,Lower Secondary Level,Urban regions,Very concerned,0.38139,573,1676,0.35813,0.40465
1999,Lower Secondary Level,Urban regions,Somewhat concerned,0.44680,767,1676,0.42299,0.47061
1999,Lower Secondary Level,Urban regions,Not concerned at all,0.17181,336,1676,0.15374,0.18987
1999,Lower Secondary Level,Rural regions,Very concerned,0.40027,279,745,0.36506,0.43547
1999,Lower Secondary Level,Rural regions,Somewhat concerned,0.45453,344,745,0.41875,0.49031
1999,Lower Secondary Level,Rural regions,Not concerned at all,0.14521,122,745,0.11989,0.17052
1999,Upper Secondary Level,Urban regions,Very concerned,0.39274,1621,4287,0.37812,0.40736
1999,Upper Secondary Level,Urban regions,Somewhat concerned,0.44848,1941,4287,0.43359,0.46337
1999,Upper Secondary Level,Urban regions,Not concerned at all,0.15878,725,4287,0.14784,0.16973
1999,Upper Secondary Level,Rural regions,Very concerned,0.41359,1086,2625,0.39474,0.43243
1999,Upper Secondary Level,Rural regions,Somewhat concerned,0.47417,1251,2625,0.45506,0.49328
1999,Upper Secondary Level,Rural regions,Not concerned at all,0.11224,288,2625,0.10017,0.12432
1999,Post-secondary Non-tertiary Level,Urban regions,Very concerned,0.25861,91,384,0.21475,0.30246
1999,Post-secondary Non-tertiary Level,Urban regions,Somewhat concerned,0.44689,177,384,0.39710,0.49668
1999,Post-secondary Non-tertiary Level,Urban regions,Not concerned at all,0.29451,116,384,0.24886,0.34016
1999,Post-secondary Non-tertiary Level,Rural regions,Very concerned,0.31772,37,93,0.22258,0.41286
1999,Post-secondary Non-tertiary Level,Rural regions,Somewhat concerned,0.46311,56,93,0.36121,0.56500
1999,First Stage of Tertiary Education,Urban regions,Very concerned,0.32306,162,498,0.28194,0.36417
1999,First Stage of Tertiary Education,Urban regions,Somewhat concerned,0.46123,242,498,0.41741,0.50506
1999,First Stage of Tertiary Education,Urban regions,Not concerned at all,0.21571,94,498,0.17955,0.25187
1999,First Stage of Tertiary Education,Rural regions,Very concerned,0.42933,132,309,0.37405,0.48461
1999,First Stage of Tertiary Education,Rural regions,Somewhat concerned,0.44881,134,309,0.39326,0.50435
1999,First Stage of Tertiary Education,Rural regions,Not concerned at all,0.12186,43,309,0.08533,0.15840
1999,Second Stage of Tertiary Education,Urban regions,Very concerned,0.20934,250,1241,0.18670,0.23199
1999,Second Stage of Tertiary Education,Urban regions,Somewhat concerned,0.43421,560,1241,0.40662,0.46180
1999,Second Stage of Tertiary Education,Urban regions,Not concerned at all,0.35645,431,1241,0.32979,0.38311
1999,Second Stage of Tertiary Education,Rural regions,Very concerned,0.28919,205,713,0.25588,0.32249
1999,Second Stage of Tertiary Education,Rural regions,Somewhat concerned,0.49890,359,713,0.46217,0.53562
1999,Second Stage of Tertiary Education,Rural regions,Not concerned at all,0.21192,149,713,0.18190,0.24193
2000,Pre-primary Level,Urban regions,Very concerned,0.17454,56,316,0.13262,0.21645
2000,Pre-primary Level,Urban regions,Somewhat concerned,0.44374,138,316,0.38887,0.49860
2000,Pre-primary Level,Urban regions,Not concerned at all,0.38173,122,316,0.32808,0.43538
2000,Pre-primary Level,Rural regions,Somewhat concerned,0.51319,86,144,0.43127,0.59512
2000,Pre-primary Level,Rural regions,Not concerned at all,0.32924,58,144,0.25221,0.40626
2000,Primary Level,Urban regions,Very concerned,0.24846,71,314,0.20058,0.29633
2000,Primary Level,Urban regions,Somewhat concerned,0.38758,128,314,0.33361,0.44156
2000,Primary Level,Urban regions,Not concerned at all,0.36396,115,314,0.31066,0.41727
2000,Lower Secondary Level,Urban regions,Very concerned,0.30301,664,2373,0.28452,0.32150
2000,Lower Secondary Level,Urban regions,Somewhat concerned,0.43118,1014,2373,0.41125,0.45111
2000,Lower Secondary Level,Urban regions,Not concerned at all,0.26581,695,2373,0.24803,0.28359
2000,Lower Secondary Level,Rural regions,Very concerned,0.33775,384,1131,0.31017,0.36532
2000,Lower Secondary Level,Rural regions,Somewhat concerned,0.47707,531,1131,0.44795,0.50619
2000,Lower Secondary Level,Rural regions,Not concerned at all,0.18519,216,1131,0.16254,0.20783
2000,Upper Secondary Level,Urban regions,Very concerned,0.33130,2548,7899,0.32092,0.34168
2000,Upper Secondary Level,Urban regions,Somewhat concerned,0.45876,3711,7899,0.44777,0.46975
2000,Upper Secondary Level,Urban regions,Not concerned at all,0.20994,1640,7899,0.20096,0.21892
2000,Upper Secondary Level,Rural regions,Very concerned,0.36602,1747,4761,0.35234,0.37970
2000,Upper Secondary Level,Rural regions,Somewhat concerned,0.47226,2255,4761,0.45808,0.48644
2000,Upper Secondary Level,Rural regions,Not concerned at all,0.16172,759,4761,0.15126,0.17218
2000,Post-secondary Non-tertiary Level,Urban regions,Very concerned,0.19015,170,857,0.16387,0.21644
2000,Post-secondary Non-tertiary Level,Urban regions,Somewhat concerned,0.44108,386,857,0.40782,0.47434
2000,Post-secondary Non-tertiary Level,Urban regions,Not concerned at all,0.36877,301,857,0.33645,0.40109
2000,Post-secondary Non-tertiary Level,Rural regions,Very concerned,0.21691,62,252,0.16592,0.26789
2000,Post-secondary Non-tertiary Level,Rural regions,Somewhat concerned,0.53663,126,252,0.47494,0.59832
2000,Post-secondary Non-tertiary Level,Rural regions,Not concerned at all,0.24646,64,252,0.19315,0.29978
2000,First Stage of Tertiary Education,Urban regions,Very concerned,0.28674,342,1174,0.26086,0.31262
2000,First Stage of Tertiary Education,Urban regions,Somewhat concerned,0.43264,528,1174,0.40428,0.46099
2000,First Stage of Tertiary Education,Urban regions,Not concerned at all,0.28063,304,1174,0.25491,0.30634
2000,First Stage of Tertiary Education,Rural regions,Very concerned,0.33812,238,689,0.30277,0.37347
2000,First Stage of Tertiary Education,Rural regions,Somewhat concerned,0.49198,333,689,0.45462,0.52933
2000,First Stage of Tertiary Education,Rural regions,Not concerned at all,0.16991,118,689,0.14184,0.19797
2000,Second Stage of Tertiary Education,Urban regions,Very concerned,0.16788,435,2588,0.15348,0.18228
2000,Second Stage of Tertiary Education,Urban regions,Somewhat concerned,0.41078,1090,2588,0.39182,0.42974
2000,Second Stage of Tertiary Education,Urban regions,Not concerned at all,0.42134,1063,2588,0.40231,0.44037
2000,Second Stage of Tertiary Education,Rural regions,Very concerned,0.21508,254,1185,0.19167,0.23848
2000,Second Stage of Tertiary Education,Rural regions,Somewhat concerned,0.45703,561,1185,0.42866,0.48541
2000,Second Stage of Tertiary Education,Rural regions,Not concerned at all,0.32789,370,1185,0.30115,0.35463
2001,No answer / don't know,Urban regions,Somewhat concerned,0.51237,38,38,0.35131,0.67344
2001,Pre-primary Level,Urban regions,Very concerned,0.14928,51,349,0.11184,0.18672
2001,Pre-primary Level,Urban regions,Somewhat concerned,0.39632,140,349,0.34493,0.44772
2001,Pre-primary Level,Urban regions,Not concerned at all,0.45439,158,349,0.40208,0.50671
2001,Pre-primary Level,Rural regions,Somewhat concerned,0.51327,89,160,0.43558,0.59096
2001,Pre-primary Level,Rural regions,Not concerned at all,0.36249,71,160,0.28777,0.43721
2001,Primary Level,Urban regions,Very concerned,0.24393,46,241,0.18960,0.29827
