year,quintil_oecd,sex,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,1st Quintile,male,Very concerned,0.33851,387,1135,0.31097,0.36605
1999,1st Quintile,male,Somewhat concerned,0.44044,500,1135,0.41155,0.46934
1999,1st Quintile,male,Not concerned at all,0.22104,248,1135,0.19689,0.24519
1999,1st Quintile,female,Very concerned,0.34992,467,1447,0.32534,0.37450
1999,1st Quintile,female,Somewhat concerned,0.46250,686,1447,0.43680,0.48820
1999,1st Quintile,female,Not concerned at all,0.18758,294,1447,0.16746,0.20770
1999,2nd Quintile,male,Very concerned,0.38555,518,1376,0.35983,0.41128
1999,2nd Quintile,male,Somewhat concerned,0.43837,608,1376,0.41214,0.46459
1999,2nd Quintile,male,Not concerned at all,0.17608,250,1376,0.15595,0.19621
1999,2nd Quintile,female,Very concerned,0.38386,532,1485,0.35912,0.40861
1999,2nd Quintile,female,Somewhat concerned,0.46367,697,1485,0.43829,0.48904
1999,2nd Quintile,female,Not concerned at all,0.15247,256,1485,0.13418,0.17076
1999,3rd Quintile,male,Very concerned,0.40459,510,1364,0.37854,0.43065
1999,3rd Quintile,male,Somewhat concerned,0.43570,626,1364,0.40938,0.46203
1999,3rd Quintile,male,Not concerned at all,0.15970,228,1364,0.14025,0.17915
1999,3rd Quintile,female,Very concerned,0.35800,493,1450,0.33331,0.38268
1999,3rd Quintile,female,Somewhat concerned,0.48270,721,1450,0.45697,0.50843
1999,3rd Quintile,female,Not concerned at all,0.15930,236,1450,0.14046,0.17815
1999,4th Quintile,male,Very concerned,0.37641,503,1372,0.35076,0.40205
1999,4th Quintile,male,Somewhat concerned,0.43677,594,1372,0.41051,0.46302
1999,4th Quintile,male,Not concerned at all,0.18683,275,1372,0.16619,0.20746
1999,4th Quintile,female,Very concerned,0.36143,470,1385,0.33612,0.38674
1999,4th Quintile,female,Somewhat concerned,0.46930,664,1385,0.44301,0.49559
1999,4th Quintile,female,Not concerned at all,0.16928,251,1385,0.14952,0.18903
1999,5th Quintile,male,Very concerned,0.31769,435,1344,0.29279,0.34259
1999,5th Quintile,male,Somewhat concerned,0.43906,586,1344,0.41252,0.46561
1999,5th Quintile,male,Not concerned at all,0.24324,323,1344,0.22030,0.26619
1999,5th Quintile,female,Very concerned,0.32940,386,1258,0.30342,0.35539
1999,5th Quintile,female,Somewhat concerned,0.46889,607,1258,0.44131,0.49648
1999,5th Quintile,female,Not concerned at all,0.20170,265,1258,0.17952,0.22389
2000,1st Quintile,male,Very concerned,0.29461,310,1103,0.26770,0.32153
2000,1st Quintile,male,Somewhat concerned,0.43671,503,1103,0.40743,0.46600
2000,1st Quintile,male,Not concerned at all,0.26868,290,1103,0.24250,0.29485
2000,1st Quintile,female,Very concerned,0.27997,399,1439,0.25676,0.30317
2000,1st Quintile,female,Somewhat concerned,0.48769,682,1439,0.46185,0.51352
2000,1st Quintile,female,Not concerned at all,0.23235,358,1439,0.21052,0.25417
2000,2nd Quintile,male,Very concerned,0.31307,419,1284,0.28769,0.33845
2000,2nd Quintile,male,Somewhat concerned,0.45353,567,1284,0.42629,0.48077
2000,2nd Quintile,male,Not concerned at all,0.23340,298,1284,0.21026,0.25655
2000,2nd Quintile,female,Very concerned,0.28954,403,1430,0.26602,0.31306
2000,2nd Quintile,female,Somewhat concerned,0.50603,738,1430,0.48011,0.53195
2000,2nd Quintile,female,Not concerned at all,0.20443,289,1430,0.18352,0.22534
2000,3rd Quintile,male,Very concerned,0.35461,471,1338,0.32896,0.38025
2000,3rd Quintile,male,Somewhat concerned,0.43290,599,1338,0.40634,0.45946
2000,3rd Quintile,male,Not concerned at all,0.21250,268,1338,0.19057,0.23443
2000,3rd Quintile,female,Very concerned,0.32186,428,1368,0.29709,0.34662
2000,3rd Quintile,female,Somewhat concerned,0.47644,676,1368,0.44996,0.50291
2000,3rd Quintile,female,Not concerned at all,0.20171,264,1368,0.18043,0.22298
2000,4th Quintile,male,Very concerned,0.34785,443,1349,0.32242,0.37328
2000,4th Quintile,male,Somewhat concerned,0.39280,563,1349,0.36673,0.41888
2000,4th Quintile,male,Not concerned at all,0.25934,343,1349,0.23595,0.28274
2000,4th Quintile,female,Very concerned,0.33043,405,1326,0.30510,0.35576
2000,4th Quintile,female,Somewhat concerned,0.45591,640,1326,0.42910,0.48273
2000,4th Quintile,female,Not concerned at all,0.21366,281,1326,0.19159,0.23573
2000,5th Quintile,male,Very concerned,0.25398,336,1298,0.23029,0.27767
2000,5th Quintile,male,Somewhat concerned,0.44860,572,1298,0.42153,0.47567
2000,5th Quintile,male,Not concerned at all,0.29742,390,1298,0.27254,0.32230
2000,5th Quintile,female,Very concerned,0.27666,329,1219,0.25154,0.30179
2000,5th Quintile,female,Somewhat concerned,0.48843,589,1219,0.46036,0.51651
2000,5th Quintile,female,Not concerned at all,0.23490,301,1219,0.21109,0.25871
2001,1st Quintile,male,Very concerned,0.25805,435,1627,0.23678,0.27932
2001,1st Quintile,male,Somewhat concerned,0.41965,690,1627,0.39567,0.44364
2001,1st Quintile,male,Not concerned at all,0.32229,502,1627,0.29958,0.34501
2001,1st Quintile,female,Very concerned,0.23003,522,2193,0.21242,0.24765
