year,age_gr,quintil_oecd,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,1st Quintile,Very concerned,0.28588,219,747,0.25346,0.31830
1999,17-29 y.,1st Quintile,Somewhat concerned,0.44822,334,747,0.41253,0.48391
1999,17-29 y.,1st Quintile,Not concerned at all,0.26590,194,747,0.23419,0.29760
1999,17-29 y.,2nd Quintile,Very concerned,0.31807,203,650,0.28223,0.35390
1999,17-29 y.,2nd Quintile,Somewhat concerned,0.45335,292,650,0.41505,0.49165
1999,17-29 y.,2nd Quintile,Not concerned at all,0.22858,155,650,0.19628,0.26089
1999,17-29 y.,3rd Quintile,Very concerned,0.32290,182,600,0.28545,0.36034
1999,17-29 y.,3rd Quintile,Somewhat concerned,0.45388,290,600,0.41401,0.49375
1999,17-29 y.,3rd Quintile,Not concerned at all,0.22322,128,600,0.18987,0.25657
1999,17-29 y.,4th Quintile,Very concerned,0.37039,184,548,0.32992,0.41086
1999,17-29 y.,4th Quintile,Somewhat concerned,0.43102,250,548,0.38952,0.47252
1999,17-29 y.,4th Quintile,Not concerned at all,0.19859,114,548,0.16516,0.23203
1999,17-29 y.,5th Quintile,Very concerned,0.27330,109,417,0.23047,0.31612
1999,17-29 y.,5th Quintile,Somewhat concerned,0.48858,198,417,0.44054,0.53661
1999,17-29 y.,5th Quintile,Not concerned at all,0.23812,110,417,0.19719,0.27906
1999,30-45 y.,1st Quintile,Very concerned,0.35759,310,892,0.32611,0.38906
1999,30-45 y.,1st Quintile,Somewhat concerned,0.44694,406,892,0.41429,0.47959
1999,30-45 y.,1st Quintile,Not concerned at all,0.19548,176,892,0.16944,0.22151
1999,30-45 y.,2nd Quintile,Very concerned,0.34426,359,1031,0.31524,0.37328
1999,30-45 y.,2nd Quintile,Somewhat concerned,0.47117,487,1031,0.44069,0.50165
1999,30-45 y.,2nd Quintile,Not concerned at all,0.18457,185,1031,0.16088,0.20826
1999,30-45 y.,3rd Quintile,Very concerned,0.33990,334,1000,0.31053,0.36928
1999,30-45 y.,3rd Quintile,Somewhat concerned,0.48789,501,1000,0.45689,0.51889
1999,30-45 y.,3rd Quintile,Not concerned at all,0.17221,165,1000,0.14879,0.19562
1999,30-45 y.,4th Quintile,Very concerned,0.31365,289,942,0.28401,0.34330
1999,30-45 y.,4th Quintile,Somewhat concerned,0.46312,444,942,0.43126,0.49498
1999,30-45 y.,4th Quintile,Not concerned at all,0.22323,209,942,0.19662,0.24983
1999,30-45 y.,5th Quintile,Very concerned,0.23132,213,835,0.20270,0.25994
1999,30-45 y.,5th Quintile,Somewhat concerned,0.46510,398,835,0.43125,0.49895
1999,30-45 y.,5th Quintile,Not concerned at all,0.30358,224,835,0.27238,0.33479
1999,46-65 y.,1st Quintile,Very concerned,0.35446,204,603,0.31624,0.39267
1999,46-65 y.,1st Quintile,Somewhat concerned,0.47278,292,603,0.43290,0.51267
1999,46-65 y.,1st Quintile,Not concerned at all,0.17276,107,603,0.14256,0.20296
1999,46-65 y.,2nd Quintile,Very concerned,0.42231,293,717,0.38614,0.45849
1999,46-65 y.,2nd Quintile,Somewhat concerned,0.42306,310,717,0.38688,0.45925
1999,46-65 y.,2nd Quintile,Not concerned at all,0.15462,114,717,0.12814,0.18110
1999,46-65 y.,3rd Quintile,Very concerned,0.43700,324,798,0.40256,0.47144
1999,46-65 y.,3rd Quintile,Somewhat concerned,0.43063,359,798,0.39626,0.46501
1999,46-65 y.,3rd Quintile,Not concerned at all,0.13237,115,798,0.10884,0.15589
1999,46-65 y.,4th Quintile,Very concerned,0.39946,380,958,0.36843,0.43050
1999,46-65 y.,4th Quintile,Somewhat concerned,0.46058,428,958,0.42900,0.49216
1999,46-65 y.,4th Quintile,Not concerned at all,0.13996,150,958,0.11798,0.16194
1999,46-65 y.,5th Quintile,Very concerned,0.35547,391,1095,0.32711,0.38384
1999,46-65 y.,5th Quintile,Somewhat concerned,0.44464,484,1095,0.41520,0.47409
1999,46-65 y.,5th Quintile,Not concerned at all,0.19988,220,1095,0.17619,0.22358
1999,66 and older,1st Quintile,Very concerned,0.38711,121,340,0.33525,0.43896
1999,66 and older,1st Quintile,Somewhat concerned,0.44433,154,340,0.39143,0.49722
1999,66 and older,1st Quintile,Not concerned at all,0.16856,65,340,0.12871,0.20842
1999,66 and older,2nd Quintile,Very concerned,0.44725,195,463,0.40191,0.49258
1999,66 and older,2nd Quintile,Somewhat concerned,0.45566,216,463,0.41024,0.50107
1999,66 and older,2nd Quintile,Not concerned at all,0.09710,52,463,0.07010,0.12410
1999,66 and older,3rd Quintile,Very concerned,0.41113,163,416,0.36379,0.45847
1999,66 and older,3rd Quintile,Somewhat concerned,0.46205,197,416,0.41408,0.51002
1999,66 and older,3rd Quintile,Not concerned at all,0.12682,56,416,0.09480,0.15884
1999,66 and older,4th Quintile,Very concerned,0.40533,120,309,0.35050,0.46016
1999,66 and older,4th Quintile,Somewhat concerned,0.43862,136,309,0.38320,0.49404
1999,66 and older,4th Quintile,Not concerned at all,0.15605,53,309,0.11552,0.19658
1999,66 and older,5th Quintile,Very concerned,0.45434,108,255,0.39311,0.51558
1999,66 and older,5th Quintile,Somewhat concerned,0.42477,113,255,0.36398,0.48556
1999,66 and older,5th Quintile,Not concerned at all,0.12088,34,255,0.08079,0.16098
2000,17-29 y.,1st Quintile,Very concerned,0.23855,182,704,0.20705,0.27006
2000,17-29 y.,1st Quintile,Somewhat concerned,0.41731,296,704,0.38086,0.45376
2000,17-29 y.,1st Quintile,Not concerned at all,0.34414,226,704,0.30902,0.37926
2000,17-29 y.,2nd Quintile,Very concerned,0.26765,166,602,0.23225,0.30305
2000,17-29 y.,2nd Quintile,Somewhat concerned,0.46544,277,602,0.42557,0.50532
2000,17-29 y.,2nd Quintile,Not concerned at all,0.26691,159,602,0.23154,0.30227
2000,17-29 y.,3rd Quintile,Very concerned,0.30030,172,579,0.26293,0.33767
2000,17-29 y.,3rd Quintile,Somewhat concerned,0.45164,288,579,0.41106,0.49221
2000,17-29 y.,3rd Quintile,Not concerned at all,0.24806,119,579,0.21285,0.28327
2000,17-29 y.,4th Quintile,Very concerned,0.27174,137,516,0.23331,0.31016
2000,17-29 y.,4th Quintile,Somewhat concerned,0.42027,233,516,0.37764,0.46290
2000,17-29 y.,4th Quintile,Not concerned at all,0.30800,146,516,0.26812,0.34787
2000,17-29 y.,5th Quintile,Very concerned,0.26151,97,377,0.21709,0.30593
2000,17-29 y.,5th Quintile,Somewhat concerned,0.44062,161,377,0.39044,0.49080
2000,17-29 y.,5th Quintile,Not concerned at all,0.29788,119,377,0.25165,0.34410
2000,30-45 y.,1st Quintile,Very concerned,0.33183,249,805,0.29928,0.36438
2000,30-45 y.,1st Quintile,Somewhat concerned,0.43908,369,805,0.40477,0.47338
2000,30-45 y.,1st Quintile,Not concerned at all,0.22909,187,805,0.20004,0.25814
2000,30-45 y.,2nd Quintile,Very concerned,0.31006,316,995,0.28131,0.33882
2000,30-45 y.,2nd Quintile,Somewhat concerned,0.44418,451,995,0.41329,0.47507
2000,30-45 y.,2nd Quintile,Not concerned at all,0.24575,228,995,0.21899,0.27252
2000,30-45 y.,3rd Quintile,Very concerned,0.31988,310,948,0.29017,0.34958
2000,30-45 y.,3rd Quintile,Somewhat concerned,0.45742,435,948,0.42569,0.48915
2000,30-45 y.,3rd Quintile,Not concerned at all,0.22271,203,948,0.19621,0.24921
2000,30-45 y.,4th Quintile,Very concerned,0.29386,265,927,0.26452,0.32320
2000,30-45 y.,4th Quintile,Somewhat concerned,0.46151,448,927,0.42940,0.49362
2000,30-45 y.,4th Quintile,Not concerned at all,0.24464,214,927,0.21695,0.27232
2000,30-45 y.,5th Quintile,Very concerned,0.22472,217,864,0.19687,0.25257
2000,30-45 y.,5th Quintile,Somewhat concerned,0.42102,369,864,0.38808,0.45396
2000,30-45 y.,5th Quintile,Not concerned at all,0.35426,278,864,0.32235,0.38617
2000,46-65 y.,1st Quintile,Very concerned,0.30868,174,608,0.27193,0.34543
2000,46-65 y.,1st Quintile,Somewhat concerned,0.49747,301,608,0.45769,0.53725
2000,46-65 y.,1st Quintile,Not concerned at all,0.19385,133,608,0.16240,0.22530
2000,46-65 y.,2nd Quintile,Very concerned,0.30435,205,682,0.26979,0.33891
