year,age_gr,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,17-29 y.,Very concerned,0.31386,897,2962,0.29715,0.33058
1999,17-29 y.,Somewhat concerned,0.45328,1364,2962,0.43535,0.47121
1999,17-29 y.,Not concerned at all,0.23286,701,2962,0.21763,0.24808
1999,30-45 y.,Very concerned,0.31584,1505,4700,0.30254,0.32913
1999,30-45 y.,Somewhat concerned,0.46740,2236,4700,0.45313,0.48167
1999,30-45 y.,Not concerned at all,0.21676,959,4700,0.20498,0.22855
1999,46-65 y.,Very concerned,0.39052,1592,4171,0.37571,0.40533
1999,46-65 y.,Somewhat concerned,0.44634,1873,4171,0.43126,0.46143
1999,46-65 y.,Not concerned at all,0.16314,706,4171,0.15192,0.17435
1999,66 and older,Very concerned,0.42116,707,1783,0.39823,0.44408
1999,66 and older,Somewhat concerned,0.44691,816,1783,0.42382,0.46999
1999,66 and older,Not concerned at all,0.13194,260,1783,0.11622,0.14765
2000,17-29 y.,Very concerned,0.25071,1159,4516,0.23807,0.26335
2000,17-29 y.,Somewhat concerned,0.42978,1998,4516,0.41534,0.44422
2000,17-29 y.,Not concerned at all,0.31951,1359,4516,0.30591,0.33311
2000,30-45 y.,Very concerned,0.29127,2368,8088,0.28137,0.30117
2000,30-45 y.,Somewhat concerned,0.43879,3627,8088,0.42798,0.44961
2000,30-45 y.,Not concerned at all,0.26994,2093,8088,0.26026,0.27961
2000,46-65 y.,Very concerned,0.32375,2418,7675,0.31328,0.33422
2000,46-65 y.,Somewhat concerned,0.45678,3579,7675,0.44563,0.46792
2000,46-65 y.,Not concerned at all,0.21947,1678,7675,0.21021,0.22873
2000,66 and older,Very concerned,0.31402,1085,3541,0.29873,0.32931
2000,66 and older,Somewhat concerned,0.48384,1718,3541,0.46738,0.50030
2000,66 and older,Not concerned at all,0.20214,738,3541,0.18891,0.21537
2001,17-29 y.,Very concerned,0.20273,866,4068,0.19038,0.21509
2001,17-29 y.,Somewhat concerned,0.44560,1835,4068,0.43033,0.46088
2001,17-29 y.,Not concerned at all,0.35166,1367,4068,0.33699,0.36634
2001,30-45 y.,Very concerned,0.23895,1775,7248,0.22914,0.24877
2001,30-45 y.,Somewhat concerned,0.46001,3373,7248,0.44853,0.47148
2001,30-45 y.,Not concerned at all,0.30104,2100,7248,0.29048,0.31160
2001,46-65 y.,Very concerned,0.26235,1822,7021,0.25206,0.27265
2001,46-65 y.,Somewhat concerned,0.48195,3392,7021,0.47026,0.49364
2001,46-65 y.,Not concerned at all,0.25569,1807,7021,0.24549,0.26590
2001,66 and older,Very concerned,0.25960,856,3356,0.24477,0.27444
2001,66 and older,Somewhat concerned,0.50649,1693,3356,0.48958,0.52341
2001,66 and older,Not concerned at all,0.23390,807,3356,0.21958,0.24823
2002,17-29 y.,Very concerned,0.21563,908,4106,0.20305,0.22821
2002,17-29 y.,Somewhat concerned,0.43192,1819,4106,0.41676,0.44707
2002,17-29 y.,Not concerned at all,0.35246,1379,4106,0.33784,0.36707
2002,30-45 y.,Very concerned,0.26763,1885,7385,0.25753,0.27772
2002,30-45 y.,Somewhat concerned,0.46811,3445,7385,0.45673,0.47949
2002,30-45 y.,Not concerned at all,0.26427,2055,7385,0.25421,0.27432
2002,46-65 y.,Very concerned,0.31197,2186,7793,0.30168,0.32226
2002,46-65 y.,Somewhat concerned,0.47861,3817,7793,0.46752,0.48970
2002,46-65 y.,Not concerned at all,0.20942,1790,7793,0.20039,0.21846
2002,66 and older,Very concerned,0.33783,1169,3546,0.32226,0.35340
2002,66 and older,Somewhat concerned,0.50098,1765,3546,0.48452,0.51744
2002,66 and older,Not concerned at all,0.16119,612,3546,0.14909,0.17329
2003,17-29 y.,Very concerned,0.21304,830,3973,0.20031,0.22578
2003,17-29 y.,Somewhat concerned,0.43199,1736,3973,0.41658,0.44739
2003,17-29 y.,Not concerned at all,0.35497,1407,3973,0.34009,0.36985
2003,30-45 y.,Very concerned,0.24810,1641,6881,0.23790,0.25831
2003,30-45 y.,Somewhat concerned,0.46555,3211,6881,0.45376,0.47733
2003,30-45 y.,Not concerned at all,0.28635,2029,6881,0.27567,0.29703
2003,46-65 y.,Very concerned,0.29390,1994,7515,0.28360,0.30420
2003,46-65 y.,Somewhat concerned,0.46716,3546,7515,0.45588,0.47845
2003,46-65 y.,Not concerned at all,0.23893,1975,7515,0.22929,0.24857
2003,66 and older,Very concerned,0.30618,1049,3614,0.29115,0.32121
2003,66 and older,Somewhat concerned,0.49523,1809,3614,0.47893,0.51153
2003,66 and older,Not concerned at all,0.19859,756,3614,0.18558,0.21159
2004,17-29 y.,Very concerned,0.26912,1019,3919,0.25523,0.28301
2004,17-29 y.,Somewhat concerned,0.42572,1674,3919,0.41023,0.44120
2004,17-29 y.,Not concerned at all,0.30516,1226,3919,0.29074,0.31958
2004,30-45 y.,Very concerned,0.31443,1922,6488,0.30313,0.32573
2004,30-45 y.,Somewhat concerned,0.44149,2950,6488,0.42940,0.45357
2004,30-45 y.,Not concerned at all,0.24409,1616,6488,0.23363,0.25454
2004,46-65 y.,Very concerned,0.34956,2353,7312,0.33863,0.36049
2004,46-65 y.,Somewhat concerned,0.44704,3381,7312,0.43564,0.45843
2004,46-65 y.,Not concerned at all,0.20341,1578,7312,0.19418,0.21263
2004,66 and older,Very concerned,0.37436,1363,3714,0.35880,0.38993
2004,66 and older,Somewhat concerned,0.46218,1714,3714,0.44615,0.47822
2004,66 and older,Not concerned at all,0.16345,637,3714,0.15156,0.17535
2005,17-29 y.,Very concerned,0.30571,1129,3801,0.29106,0.32036
2005,17-29 y.,Somewhat concerned,0.42285,1639,3801,0.40715,0.43856
2005,17-29 y.,Not concerned at all,0.27144,1033,3801,0.25730,0.28558
2005,30-45 y.,Very concerned,0.37273,2168,6048,0.36054,0.38492
2005,30-45 y.,Somewhat concerned,0.42281,2617,6048,0.41036,0.43526
2005,30-45 y.,Not concerned at all,0.20446,1263,6048,0.19429,0.21462
2005,46-65 y.,Very concerned,0.42333,2744,6959,0.41173,0.43494
2005,46-65 y.,Somewhat concerned,0.42550,3054,6959,0.41388,0.43711
2005,46-65 y.,Not concerned at all,0.15117,1161,6959,0.14275,0.15958
2005,66 and older,Very concerned,0.43753,1608,3726,0.42160,0.45346
2005,66 and older,Somewhat concerned,0.42440,1608,3726,0.40853,0.44027
2005,66 and older,Not concerned at all,0.13807,510,3726,0.12700,0.14915
2006,17-29 y.,Very concerned,0.29040,1004,3647,0.27567,0.30514
2006,17-29 y.,Somewhat concerned,0.41899,1570,3647,0.40297,0.43501
2006,17-29 y.,Not concerned at all,0.29061,1073,3647,0.27587,0.30535
2006,30-45 y.,Very concerned,0.32555,1986,6224,0.31391,0.33719
2006,30-45 y.,Somewhat concerned,0.43920,2760,6224,0.42687,0.45153
2006,30-45 y.,Not concerned at all,0.23525,1478,6224,0.22471,0.24579
2006,46-65 y.,Very concerned,0.37323,2644,7518,0.36230,0.38416
2006,46-65 y.,Somewhat concerned,0.43180,3347,7518,0.42060,0.44299
2006,46-65 y.,Not concerned at all,0.19497,1527,7518,0.18602,0.20393
2006,66 and older,Very concerned,0.36082,1556,4378,0.34659,0.37505
2006,66 and older,Somewhat concerned,0.46455,2059,4378,0.44977,0.47933
2006,66 and older,Not concerned at all,0.17463,763,4378,0.16338,0.18588
2007,17-29 y.,Very concerned,0.26674,874,3366,0.25179,0.28168
2007,17-29 y.,Somewhat concerned,0.42156,1422,3366,0.40487,0.43824
2007,17-29 y.,Not concerned at all,0.31171,1070,3366,0.29606,0.32736
2007,30-45 y.,Very concerned,0.29021,1625,5668,0.27839,0.30203
2007,30-45 y.,Somewhat concerned,0.43431,2481,5668,0.42140,0.44721
2007,30-45 y.,Not concerned at all,0.27548,1562,5668,0.26385,0.28711
2007,46-65 y.,Very concerned,0.32373,2129,7001,0.31277,0.33469
