year,age_gr,migback,plj0046,proportion,n,lower_confidence,upper_confidence
1999,30-45 J.,kein Migrationshintergrund,Einige Sorgen,0.13544776119402985,17396,0.13036250418294482,0.14053301820511488
1999,46-65 J.,kein Migrationshintergrund,Einige Sorgen,0.11134328358208956,17396,0.10666883488104605,0.11601773228313307
1999,46-65 J.,kein Migrationshintergrund,Grosse Sorgen,0.10141791044776119,17396,0.09693182460127163,0.10590399629425075
1999,30-45 J.,kein Migrationshintergrund,Grosse Sorgen,0.09947761194029851,17396,0.09502985235218364,0.10392537152841338
1999,18-29 J.,kein Migrationshintergrund,Einige Sorgen,0.06776119402985074,17396,0.06402623806769074,0.07149614999201075
1999,30-45 J.,kein Migrationshintergrund,Keine Sorgen,0.05343283582089552,17396,0.05009079922391348,0.05677487241787756
1999,66 und älter,kein Migrationshintergrund,Einige Sorgen,0.05253731343283582,17396,0.04922183383376682,0.05585279303190482
1999,18-29 J.,kein Migrationshintergrund,Grosse Sorgen,0.04917910447761194,17396,0.045965658237926144,0.05239255071729773
1999,66 und älter,kein Migrationshintergrund,Grosse Sorgen,0.04664179104477612,17396,0.043508165949360786,0.04977541614019146
1999,46-65 J.,kein Migrationshintergrund,Keine Sorgen,0.03402985074626866,17396,0.03133556752235554,0.036724133970181774
1999,18-29 J.,kein Migrationshintergrund,Keine Sorgen,0.028880597014925374,17396,0.02639190719731497,0.03136928683253578
1999,46-65 J.,direkter Migrationshintergrund,Einige Sorgen,0.027761194029850746,17396,0.02531980539574278,0.030202582663958713
1999,30-45 J.,direkter Migrationshintergrund,Einige Sorgen,0.02753731343283582,17396,0.025105509094161923,0.029969117771509717
1999,46-65 J.,direkter Migrationshintergrund,Keine Sorgen,0.01835820895522388,17396,0.016363300156595494,0.020353117753852266
1999,46-65 J.,direkter Migrationshintergrund,Grosse Sorgen,0.016940298507462686,17396,0.015022593298052177,0.018858003716873194
1999,30-45 J.,direkter Migrationshintergrund,Keine Sorgen,0.016492537313432837,17396,0.014599915072572951,0.01838515955429272
1999,66 und älter,kein Migrationshintergrund,Keine Sorgen,0.015,17396,0.013193678227876605,0.016806321772123392
1999,18-29 J.,indirekter Migrationshintergrund,Einige Sorgen,0.014850746268656716,17396,0.013053297473639968,0.016648195063673463
1999,18-29 J.,direkter Migrationshintergrund,Einige Sorgen,0.012761194029850747,17396,0.011093224407235563,0.01442916365246593
1999,30-45 J.,direkter Migrationshintergrund,Grosse Sorgen,0.011044776119402985,17396,0.009491680678637954,0.012597871560168016
1999,18-29 J.,indirekter Migrationshintergrund,Keine Sorgen,0.009850746268656717,17396,0.008383117316652497,0.011318375220660938
1999,18-29 J.,direkter Migrationshintergrund,Keine Sorgen,0.00873134328358209,17396,0.0073488354821435835,0.010113851085020595
1999,66 und älter,direkter Migrationshintergrund,Einige Sorgen,0.008208955223880597,17396,0.0068680891376645585,0.009549821310096634
1999,18-29 J.,indirekter Migrationshintergrund,Grosse Sorgen,0.007761194029850746,17396,0.006457115495336948,0.009065272564364544
1999,66 und älter,direkter Migrationshintergrund,Grosse Sorgen,0.005970149253731343,17396,0.004825364915002435,0.007114933592460251
1999,18-29 J.,direkter Migrationshintergrund,Grosse Sorgen,0.005149253731343284,17396,0.004085643557008129,0.006212863905678439
1999,66 und älter,direkter Migrationshintergrund,Keine Sorgen,0.004253731343283582,17396,0.0032865882285456624,0.005220874458021502
1999,30-45 J.,indirekter Migrationshintergrund,Einige Sorgen,0.003880597014925373,17396,0.0029566728112383114,0.0048045212186124345
1999,30-45 J.,indirekter Migrationshintergrund,Grosse Sorgen,0.001791044776119403,17396,0.001162703883871033,0.002419385668367773
1999,30-45 J.,indirekter Migrationshintergrund,Keine Sorgen,0.0017164179104477613,17396,0.0011012837365065,0.0023315520843890224
1999,46-65 J.,indirekter Migrationshintergrund,Einige Sorgen,0.0006716417910447761,17396,0.00028664746126875963,0.0010566361208207925
1999,46-65 J.,indirekter Migrationshintergrund,Grosse Sorgen,0.00044776119402985075,17396,0.00013337943036634975,0.0007621429576933518
1999,46-65 J.,indirekter Migrationshintergrund,Keine Sorgen,0.00022388059701492538,17396,1.554225799965767e-06,0.000446206968229885
