year,quintil_oecd,regtyp,plj0046,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1999,1st Quintile,Urban regions,Very concerned,0.03890958986417484,482,13616,0.038863211177541816,0.03895596855080786
1999,1st Quintile,Urban regions,Somewhat concerned,0.05264262151876925,718,13616,0.0525890623691794,0.0526961806683591
1999,1st Quintile,Urban regions,Not concerned at all,0.02863410923813686,419,13616,0.028594110963235535,0.028674107513038182
1999,1st Quintile,Rural regions,Very concerned,0.026140383291265397,376,13616,0.02610211737192129,0.026178649210609504
1999,1st Quintile,Rural regions,Somewhat concerned,0.029723673888277995,459,13616,0.02968294458706626,0.02976440318948973
1999,1st Quintile,Rural regions,Not concerned at all,0.007524826031565714,115,13616,0.007504100004762405,0.007545552058369022
1999,2nd Quintile,Urban regions,Very concerned,0.045880472295777526,602,13616,0.045830293142384966,0.045930651449170086
1999,2nd Quintile,Urban regions,Somewhat concerned,0.05544323639953559,816,13616,0.05538835232880042,0.055498120470270765
1999,2nd Quintile,Urban regions,Not concerned at all,0.020854637615871592,332,13616,0.020820366132136062,0.020888909099607122
1999,2nd Quintile,Rural regions,Very concerned,0.028518837473594686,448,13616,0.028478917421573234,0.028558757525616138
1999,2nd Quintile,Rural regions,Somewhat concerned,0.03258697715745422,499,13616,0.032544394182378575,0.032629560132529864
1999,2nd Quintile,Rural regions,Not concerned at all,0.010398385838044718,170,13616,0.010374057011664658,0.010422714664424779
1999,3rd Quintile,Urban regions,Very concerned,0.048833528688569154,596,13616,0.04878184002330534,0.04888521735383297
1999,3rd Quintile,Urban regions,Somewhat concerned,0.05739773748611901,799,13616,0.057341952205343216,0.057453522766894805
1999,3rd Quintile,Urban regions,Not concerned at all,0.02219938657908444,318,13616,0.022164051697741962,0.02223472146042692
1999,3rd Quintile,Rural regions,Very concerned,0.027014579972997013,424,13616,0.026975696927498665,0.02705346301849536
1999,3rd Quintile,Rural regions,Somewhat concerned,0.032447461388881944,524,13616,0.03240496660370772,0.032489956174056166
1999,3rd Quintile,Rural regions,Not concerned at all,0.009058583897393349,149,13616,0.009035861081850002,0.009081306712936697
1999,4th Quintile,Urban regions,Very concerned,0.052304935722418025,623,13616,0.05225153911764145,0.0523583323271946
1999,4th Quintile,Urban regions,Somewhat concerned,0.06785423347077994,832,13616,0.0677939166575969,0.06791455028396298
