year,migback,quintil_oecd,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,No migration background,1st Quintile,Very concerned,0.38645,650,1680,0.36315,0.40974
1999,No migration background,1st Quintile,Somewhat concerned,0.45571,762,1680,0.43188,0.47953
1999,No migration background,1st Quintile,Not concerned at all,0.15785,268,1680,0.14041,0.17529
1999,No migration background,2nd Quintile,Very concerned,0.40893,872,2136,0.38808,0.42979
1999,No migration background,2nd Quintile,Somewhat concerned,0.45344,969,2136,0.43232,0.47456
1999,No migration background,2nd Quintile,Not concerned at all,0.13763,295,2136,0.12301,0.15224
1999,No migration background,3rd Quintile,Very concerned,0.40119,883,2308,0.38119,0.42119
1999,No migration background,3rd Quintile,Somewhat concerned,0.45725,1101,2308,0.43692,0.47758
1999,No migration background,3rd Quintile,Not concerned at all,0.14156,324,2308,0.12734,0.15579
1999,No migration background,4th Quintile,Very concerned,0.38167,869,2338,0.36198,0.40137
1999,No migration background,4th Quintile,Somewhat concerned,0.45268,1067,2338,0.43250,0.47286
1999,No migration background,4th Quintile,Not concerned at all,0.16565,402,2338,0.15057,0.18072
1999,No migration background,5th Quintile,Very concerned,0.32813,758,2356,0.30917,0.34710
1999,No migration background,5th Quintile,Somewhat concerned,0.45530,1084,2356,0.43518,0.47541
1999,No migration background,5th Quintile,Not concerned at all,0.21657,514,2356,0.19993,0.23321
1999,Direct migration background,1st Quintile,Very concerned,0.23364,159,716,0.20263,0.26466
1999,Direct migration background,1st Quintile,Somewhat concerned,0.45710,343,716,0.42058,0.49361
1999,Direct migration background,1st Quintile,Not concerned at all,0.30926,214,716,0.27538,0.34314
1999,Direct migration background,2nd Quintile,Very concerned,0.27753,143,584,0.24118,0.31388
1999,Direct migration background,2nd Quintile,Somewhat concerned,0.43937,274,584,0.39908,0.47966
1999,Direct migration background,2nd Quintile,Not concerned at all,0.28310,167,584,0.24653,0.31967
1999,Direct migration background,3rd Quintile,Very concerned,0.25165,88,390,0.20853,0.29478
1999,Direct migration background,3rd Quintile,Somewhat concerned,0.47746,188,390,0.42782,0.52709
1999,Direct migration background,3rd Quintile,Not concerned at all,0.27089,114,390,0.22673,0.31506
1999,Direct migration background,4th Quintile,Very concerned,0.26775,80,315,0.21877,0.31673
1999,Direct migration background,4th Quintile,Somewhat concerned,0.45704,138,315,0.40194,0.51214
1999,Direct migration background,4th Quintile,Not concerned at all,0.27521,97,315,0.22581,0.32461
1999,Direct migration background,5th Quintile,Very concerned,0.28666,54,193,0.22269,0.35062
1999,Direct migration background,5th Quintile,Somewhat concerned,0.41823,82,193,0.34845,0.48800
1999,Direct migration background,5th Quintile,Not concerned at all,0.29511,57,193,0.23060,0.35963
1999,Indirect migration background,1st Quintile,Very concerned,0.23175,45,186,0.17095,0.29256
1999,Indirect migration background,1st Quintile,Somewhat concerned,0.39676,81,186,0.32627,0.46726
1999,Indirect migration background,1st Quintile,Not concerned at all,0.37148,60,186,0.30185,0.44111
