year,regtyp,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,No answer / don't know,West,,,,,,,,,,,,
1985,Urban regions,West,,,,,,,,,,,,
1985,Rural regions,West,,,,,,,,,,,,
1986,Urban regions,West,,,,,,,,,,,,
1986,Rural regions,West,,,,,,,,,,,,
1987,Urban regions,West,,,,,,,,,,,,
1987,Rural regions,West,,,,,,,,,,,,
1988,Urban regions,West,,,,,,,,,,,,
1988,Rural regions,West,,,,,,,,,,,,
1989,Urban regions,West,,,,,,,,,,,,
1989,Rural regions,West,,,,,,,,,,,,
1990,No answer / don't know,East,,,,,,,,,,,,
1990,Urban regions,West,,,,,,,,,,,,
1990,Urban regions,East,,,,,,,,,,,,
1990,Rural regions,West,,,,,,,,,,,,
1990,Rural regions,East,,,,,,,,,,,,
1991,No answer / don't know,West,,,,,,,,,,,,
1991,No answer / don't know,East,,,,,,,,,,,,
1991,Urban regions,West,,,,,,,,,,,,
1991,Urban regions,East,,,,,,,,,,,,
1991,Rural regions,West,,,,,,,,,,,,
1991,Rural regions,East,,,,,,,,,,,,
1992,No answer / don't know,West,,,,,,,,,,,,
1992,No answer / don't know,East,,,,,,,,,,,,
1992,Urban regions,West,,,,,,,,,,,,
1992,Urban regions,East,,,,,,,,,,,,
1992,Rural regions,West,,,,,,,,,,,,
1992,Rural regions,East,,,,,,,,,,,,
1993,Urban regions,West,,,,,,,,,,,,
1993,Urban regions,East,,,,,,,,,,,,
1993,Rural regions,West,,,,,,,,,,,,
1993,Rural regions,East,,,,,,,,,,,,
1994,Urban regions,West,,,,,,,,,,,,
1994,Urban regions,East,,,,,,,,,,,,
1994,Rural regions,West,,,,,,,,,,,,
1994,Rural regions,East,,,,,,,,,,,,
1995,Urban regions,West,,,,,,,,,,,,
1995,Urban regions,East,,,,,,,,,,,,
1995,Rural regions,West,,,,,,,,,,,,
1995,Rural regions,East,,,,,,,,,,,,
1996,Urban regions,West,,,,,,,,,,,,
1996,Urban regions,East,,,,,,,,,,,,
1996,Rural regions,West,,,,,,,,,,,,
1996,Rural regions,East,,,,,,,,,,,,
1997,No answer / don't know,West,,,,,,,,,,,,
1997,Urban regions,West,,,,,,,,,,,,
1997,Urban regions,East,,,,,,,,,,,,
1997,Rural regions,West,,,,,,,,,,,,
1997,Rural regions,East,,,,,,,,,,,,
1998,Urban regions,West,,,,,,,,,,,,
1998,Urban regions,East,,,,,,,,,,,,
1998,Rural regions,West,,,,,,,,,,,,
1998,Rural regions,East,,,,,,,,,,,,
1999,Urban regions,West,,,,,,,,,,,,
1999,Urban regions,East,,,,,,,,,,,,
1999,Rural regions,West,,,,,,,,,,,,
1999,Rural regions,East,,,,,,,,,,,,
2000,Urban regions,West,,,,,,,,,,,,
2000,Urban regions,East,,,,,,,,,,,,
2000,Rural regions,West,,,,,,,,,,,,
2000,Rural regions,East,,,,,,,,,,,,
2001,Urban regions,West,,,,,,,,,,,,
2001,Urban regions,East,,,,,,,,,,,,
2001,Rural regions,West,,,,,,,,,,,,
2001,Rural regions,East,,,,,,,,,,,,
2002,Urban regions,West,,,,,,,,,,,,
2002,Urban regions,East,,,,,,,,,,,,
2002,Rural regions,West,,,,,,,,,,,,
2002,Rural regions,East,,,,,,,,,,,,
2003,Urban regions,West,,,,,,,,,,,,
2003,Urban regions,East,,,,,,,,,,,,
2003,Rural regions,West,,,,,,,,,,,,
2003,Rural regions,East,,,,,,,,,,,,
2004,Urban regions,West,,,,,,,,,,,,
2004,Urban regions,East,,,,,,,,,,,,
2004,Rural regions,West,,,,,,,,,,,,
2004,Rural regions,East,,,,,,,,,,,,
2005,Urban regions,West,,,,,,,,,,,,
2005,Urban regions,East,,,,,,,,,,,,
2005,Rural regions,West,,,,,,,,,,,,
2005,Rural regions,East,,,,,,,,,,,,
2006,Urban regions,West,,,,,,,,,,,,
2006,Urban regions,East,,,,,,,,,,,,
2006,Rural regions,West,,,,,,,,,,,,
2006,Rural regions,East,,,,,,,,,,,,
2007,Urban regions,West,,,,,,,,,,,,
2007,Urban regions,East,,,,,,,,,,,,
2007,Rural regions,West,,,,,,,,,,,,
2007,Rural regions,East,,,,,,,,,,,,
2008,Urban regions,West,,,,,,,,,,,,
2008,Urban regions,East,,,,,,,,,,,,
2008,Rural regions,West,,,,,,,,,,,,
2008,Rural regions,East,,,,,,,,,,,,
2009,Urban regions,West,,,,,,,,,,,,
2009,Urban regions,East,,,,,,,,,,,,
2009,Rural regions,West,,,,,,,,,,,,
2009,Rural regions,East,,,,,,,,,,,,
2010,Urban regions,West,4227,54.31193,53.43633,55.18753,35.00000,50.00000,70.00000,8.00000,122.50000,,,
2010,Urban regions,East,825,39.34787,37.91718,40.77856,25.00000,35.00000,47.00000,10.00000,80.00000,,,
2010,Rural regions,West,1048,55.61577,53.65056,57.58099,36.23968,50.00000,69.00000,10.00000,118.14048,,,
2010,Rural regions,East,978,45.14518,43.63417,46.65618,30.00000,40.00000,55.00000,1.00000,92.50000,,,
2011,Urban regions,West,4903,57.45008,56.52942,58.37073,37.00000,50.00000,70.00000,4.00000,119.50000,,,
2011,Urban regions,East,1001,40.71918,39.48001,41.95835,27.00000,36.00000,50.00000,7.00000,84.50000,,,
2011,Rural regions,West,1335,58.27209,56.53005,60.01413,36.00000,50.00000,70.00000,1.00000,121.00000,,,
2011,Rural regions,East,1193,46.04324,44.71398,47.37250,30.00000,40.00000,55.02905,1.00000,92.57263,,,
2012,Urban regions,West,4720,57.61366,56.70864,58.51868,36.00000,50.00000,70.00000,4.00000,121.00000,,,
2012,Urban regions,East,992,42.76452,41.37198,44.15706,28.00000,39.00000,51.00000,10.00000,85.50000,,,
2012,Rural regions,West,1342,60.56966,58.74428,62.39504,39.00000,51.00000,75.00000,10.00000,129.00000,,,
2012,Rural regions,East,1213,47.39677,46.06144,48.73210,30.00000,40.00000,60.00000,5.00000,105.00000,,,
2013,Urban regions,West,5923,59.99078,59.16498,60.81658,40.00000,51.00000,74.00000,6.00000,125.00000,,,
2013,Urban regions,East,1018,43.83963,42.55475,45.12451,30.00000,40.00000,52.00000,9.00000,85.00000,,,
2013,Rural regions,West,1592,62.21905,60.54157,63.89653,40.00000,54.00000,78.00000,0.00000,135.00000,,,
2013,Rural regions,East,1198,50.00469,48.56195,51.44742,32.00000,45.00000,60.00000,10.00000,102.00000,,,
2014,Urban regions,West,4884,62.16194,61.24867,63.07520,40.00000,55.00000,80.00000,0.00000,140.00000,,,
2014,Urban regions,East,933,46.78894,45.24064,48.33725,30.00000,41.00000,55.90839,10.00000,94.77097,,,
2014,Rural regions,West,1354,64.32738,62.54735,66.10740,40.00000,60.00000,80.00000,15.00000,140.00000,,,
2014,Rural regions,East,1152,53.24142,51.54947,54.93337,35.00000,50.00000,63.00000,5.00000,105.00000,,,
2015,Urban regions,West,5310,59.53396,58.62512,60.44281,37.00000,50.00000,75.00000,0.00000,132.00000,,,
2015,Urban regions,East,940,45.09124,43.42817,46.75431,30.00000,40.00000,52.00000,0.00000,85.00000,,,
2015,Rural regions,West,1518,61.74956,60.01786,63.48126,38.00000,55.00000,75.00000,3.00000,130.50000,,,
2015,Rural regions,East,1107,51.38210,49.76147,53.00272,33.00000,45.00000,60.00000,5.00000,100.50000,,,
2016,Urban regions,West,4551,62.69831,61.70717,63.68945,40.00000,55.00000,80.00000,5.00000,140.00000,,,
2016,Urban regions,East,861,44.24611,42.80358,45.68864,30.00000,40.00000,51.00000,10.00000,82.50000,,,
2016,Rural regions,West,1287,65.54749,63.31447,67.78051,40.00000,60.00000,80.00000,3.00000,140.00000,,,
2016,Rural regions,East,1019,51.39665,49.84774,52.94555,34.00000,49.00000,60.00000,5.00000,99.00000,,,
2017,Urban regions,West,4839,62.13808,61.22574,63.05041,40.00000,55.00000,76.00000,5.00000,130.00000,,,
2017,Urban regions,East,926,45.71142,44.09201,47.33084,30.00000,40.00000,53.24869,5.00000,88.12172,,,
2017,Rural regions,West,1379,64.43752,62.31028,66.56477,40.00000,55.39424,80.00000,8.00000,140.00000,,,
2017,Rural regions,East,1128,51.91330,50.27576,53.55084,32.00000,45.00000,63.00000,10.00000,109.50000,,,
2018,Urban regions,West,4962,61.85225,60.95295,62.75154,40.00000,54.00000,77.00000,6.00000,132.50000,,,
2018,Urban regions,East,959,46.31727,44.93223,47.70230,30.00000,42.00000,55.00000,5.00000,92.50000,,,
2018,Rural regions,West,1307,62.55561,60.76107,64.35015,40.00000,55.00000,78.00000,10.00000,135.00000,,,
2018,Rural regions,East,1170,53.30439,51.58227,55.02650,34.00000,47.83971,65.00000,10.00000,111.50000,,,
2019,No answer / don't know,Does not apply,47,53.92187,46.64658,61.19716,36.27720,50.00000,70.00000,14.00000,120.00000,,,
2019,No answer / don't know,West,206,60.13302,55.41364,64.85241,38.31627,50.00000,75.75050,10.00000,131.90185,,,
2019,No answer / don't know,East,44,45.80815,38.14342,53.47287,30.00000,36.90941,53.54761,3.00000,88.86903,,,
2019,Urban regions,West,4521,61.87544,60.92808,62.82280,40.00000,55.00000,75.00000,1.00000,127.50000,,,
2019,Urban regions,East,891,45.68355,44.23215,47.13495,30.00000,41.00000,54.00000,10.00000,90.00000,,,
2019,Rural regions,West,1204,62.65784,60.84609,64.46958,40.00000,54.00000,78.00000,6.00000,135.00000,,,
2019,Rural regions,East,1053,55.06427,53.25784,56.87071,35.00000,50.00000,66.00000,11.00000,112.50000,,,
2020,Urban regions,West,7440,64.45420,63.63417,65.27423,40.00000,56.00000,80.00000,5.00000,140.00000,,,
2020,Urban regions,East,1189,45.84495,44.65617,47.03373,31.00000,42.00000,55.00000,10.00000,91.00000,,,
2020,Rural regions,West,1864,67.78339,65.95689,69.60990,41.00000,60.00000,80.00000,10.00000,138.50000,,,
2020,Rural regions,East,1196,54.80663,53.14575,56.46751,35.00000,50.00000,68.00346,15.00000,117.50864,,,
2021,No answer / don't know,West,,,,,,,,,,,,
2021,Urban regions,West,4492,66.43478,65.35590,67.51366,42.00000,60.00000,80.00000,5.00000,137.00000,,,
2021,Urban regions,East,805,48.62533,47.18135,50.06932,35.00000,45.00000,58.00000,7.00000,92.50000,,,
2021,Rural regions,West,1115,65.18668,63.14720,67.22615,40.00000,59.00000,80.00000,10.00000,140.00000,,,
2021,Rural regions,East,797,54.46726,52.45660,56.47792,35.00000,50.00000,66.00000,8.00000,112.50000,,,
2022,Urban regions,West,7435,73.87318,72.86092,74.88545,46.00000,63.00000,90.00000,8.00000,156.00000,,,
2022,Urban regions,East,1344,57.72256,56.08650,59.35863,40.00000,50.00000,70.00000,1.00000,115.00000,,,
2022,Rural regions,West,1565,76.94036,74.35517,79.52555,46.00000,64.74678,90.00000,10.00000,156.00000,,,
2022,Rural regions,East,1352,63.93710,62.06911,65.80509,40.00000,55.00000,75.00000,8.00000,127.50000,,,
