year,rentown,sampreg,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2002,Tenant,West,,,,,,,,,,,,
2002,Tenant,East,,,,,,,,,,,,
2003,Owner,West,,,,,,,,,,,,
2003,Owner,East,,,,,,,,,,,,
2003,Tenant,West,,,,,,,,,,,,
2003,Tenant,East,,,,,,,,,,,,
2004,Owner,West,,,,,,,,,,,,
2004,Owner,East,,,,,,,,,,,,
2004,Tenant,West,,,,,,,,,,,,
2004,Tenant,East,,,,,,,,,,,,
2005,No answer / don't know,East,,,,,,,,,,,,
2005,Owner,West,,,,,,,,,,,,
2005,Owner,East,,,,,,,,,,,,
2005,Tenant,West,,,,,,,,,,,,
2005,Tenant,East,,,,,,,,,,,,
2006,No answer / don't know,West,,,,,,,,,,,,
2006,No answer / don't know,East,,,,,,,,,,,,
2006,Owner,West,,,,,,,,,,,,
2006,Owner,East,,,,,,,,,,,,
2006,Tenant,West,,,,,,,,,,,,
2006,Tenant,East,,,,,,,,,,,,
2007,Owner,West,,,,,,,,,,,,
2007,Owner,East,,,,,,,,,,,,
2007,Tenant,West,,,,,,,,,,,,
2007,Tenant,East,,,,,,,,,,,,
2008,Owner,West,,,,,,,,,,,,
2008,Owner,East,,,,,,,,,,,,
2008,Tenant,West,,,,,,,,,,,,
2008,Tenant,East,,,,,,,,,,,,
2009,Owner,West,,,,,,,,,,,,
2009,Owner,East,,,,,,,,,,,,
2009,Tenant,West,,,,,,,,,,,,
2009,Tenant,East,,,,,,,,,,,,
2010,Owner,West,,,,,,,,,,,,
2010,Owner,East,,,,,,,,,,,,
2010,Tenant,West,5275,54.55380,53.75218,55.35542,35.00000,50.00000,69.00000,8.00000,120.00000,,,
2010,Tenant,East,1803,42.36061,41.30709,43.41413,28.00000,39.00000,50.00000,1.00000,83.00000,,,
2011,Owner,West,,,,,,,,,,,,
2011,Owner,East,,,,,,,,,,,,
2011,Tenant,West,6238,57.60848,56.79435,58.42261,37.00000,50.00000,70.00000,1.00000,119.50000,,,
2011,Tenant,East,2194,43.55100,42.62880,44.47319,30.00000,40.00000,53.00000,1.00000,87.50000,,,
2012,Owner,West,,,,,,,,,,,,
2012,Owner,East,,,,,,,,,,,,
2012,Tenant,West,6062,58.19508,57.38391,59.00625,36.00000,50.00000,71.00000,4.00000,123.50000,,,
2012,Tenant,East,2205,45.26803,44.29884,46.23721,30.00000,40.00000,55.00000,5.00000,92.50000,,,
2013,Owner,West,,,,,,,,,,,,
2013,Owner,East,,,,,,,,,,,,
2013,Tenant,West,7515,60.44398,59.70261,61.18536,40.00000,52.00000,75.00000,0.00000,127.50000,,,
2013,Tenant,East,2216,47.21393,46.22674,48.20111,30.00000,41.00000,58.00000,9.00000,100.00000,,,
2014,Owner,West,,,,,,,,,,,,
2014,Owner,East,,,,,,,,,,,,
2014,Tenant,West,6238,62.61293,61.80023,63.42562,40.00000,55.00000,80.00000,0.00000,140.00000,,,
2014,Tenant,East,2085,50.37485,49.20308,51.54661,32.00000,45.00000,60.00000,5.00000,102.00000,,,
2015,Owner,West,,,,,,,,,,,,
2015,Owner,East,,,,,,,,,,,,
2015,Tenant,West,6828,60.00819,59.20332,60.81306,37.00000,51.00000,75.00000,0.00000,132.00000,,,
2015,Tenant,East,2047,48.53764,47.36750,49.70779,30.00000,42.00000,60.00000,0.00000,105.00000,,,
2016,Not included in this version of the questionnaire,West,,,,,,,,,,,,
2016,Not included in this version of the questionnaire,East,,,,,,,,,,,,
2016,No answer / don't know,West,,,,,,,,,,,,
2016,Owner,West,,,,,,,,,,,,
2016,Owner,East,,,,,,,,,,,,
2016,Tenant,West,5838,63.27793,62.36464,64.19122,40.00000,55.00000,80.00000,3.00000,140.00000,,,
2016,Tenant,East,1880,48.21078,47.12911,49.29245,31.00000,43.37779,60.00000,5.00000,103.50000,,,
2017,Not included in this version of the questionnaire,West,,,,,,,,,,,,
2017,Not included in this version of the questionnaire,East,,,,,,,,,,,,
2017,Owner,West,,,,,,,,,,,,
2017,Owner,East,,,,,,,,,,,,
2017,Tenant,West,6218,62.59765,61.74968,63.44563,40.00000,55.00000,78.00000,5.00000,135.00000,,,
2017,Tenant,East,2054,49.11856,47.95319,50.28392,30.00000,41.00000,60.00000,5.00000,105.00000,,,
2018,Owner,West,,,,,,,,,,,,
2018,Owner,East,,,,,,,,,,,,
2018,Tenant,West,6269,61.99396,61.19008,62.79784,40.00000,54.00000,78.00000,6.00000,135.00000,,,
2018,Tenant,East,2129,50.10506,48.96501,51.24511,32.45228,45.00000,60.00000,5.00000,101.32158,,,
2019,No answer / don't know,West,,,,,,,,,,,,
2019,Owner,Does not apply,,,,,,,,,,,,
2019,Owner,West,,,,,,,,,,,,
2019,Owner,East,,,,,,,,,,,,
2019,Tenant,Does not apply,47,53.92187,46.64658,61.19716,36.27720,50.00000,70.00000,14.00000,120.00000,,,
2019,Tenant,West,5931,61.99470,61.16879,62.82062,40.00000,55.00000,75.00000,1.00000,127.50000,,,
2019,Tenant,East,1988,50.70017,49.51345,51.88688,33.00000,45.00000,60.00000,3.00000,100.50000,,,
2020,Owner,West,,,,,,,,,,,,
2020,Owner,East,,,,,,,,,,,,
2020,Tenant,West,9304,65.14428,64.39236,65.89620,40.00000,57.00000,80.00000,5.00000,140.00000,,,
2020,Tenant,East,2385,50.61097,49.56374,51.65819,33.00000,45.00000,60.00000,10.00000,100.50000,,,
2021,No answer / don't know,West,,,,,,,,,,,,
2021,No answer / don't know,East,,,,,,,,,,,,
2021,Owner,West,,,,,,,,,,,,
2021,Owner,East,,,,,,,,,,,,
2021,Tenant,West,5608,66.13350,65.17937,67.08764,41.00000,60.00000,80.00000,5.00000,138.50000,,,
2021,Tenant,East,1602,51.91442,50.64636,53.18248,35.00000,48.00000,60.00000,7.00000,97.50000,,,
2022,No answer / don't know,West,,,,,,,,,,,,
2022,No answer / don't know,East,,,,,,,,,,,,
2022,Owner,West,,,,,,,,,,,,
2022,Owner,East,,,,,,,,,,,,
2022,Tenant,West,9000,74.49348,73.53921,75.44776,46.00000,63.00000,90.00000,8.00000,156.00000,,,
2022,Tenant,East,2696,60.99477,59.74357,62.24596,40.00000,52.00000,72.00000,1.00000,120.00000,,,
