year,age_gr,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,unter 18 J.,kein Migrationshintergrund,,,,,,,,,,,,
1984,unter 18 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1984,unter 18 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,18-29 J.,kein Migrationshintergrund,1626,3.8574211246213626,3.7939152623827215,3.9209269868600036,2.0,3.0,5.0,1.0,9.5,3.0,3.0,3.0
1984,18-29 J.,direkter Migrationshintergrund,616,4.175193257716771,4.064266358777482,4.286120156656059,2.0,3.0,6.0,1.0,12.0,3.0,2.0,3.0
1984,18-29 J.,indirekter Migrationshintergrund,58,5.131142126690139,4.663902058836626,5.598382194543652,2.0,3.8859745817663076,8.0,1.0,16.0,4.0,0.0,6.0
1984,30-45 J.,kein Migrationshintergrund,1731,3.2610612294710104,3.2078118659104007,3.31431059303162,2.0,3.0,4.0,1.0,7.0,3.0,3.0,4.0
1984,30-45 J.,direkter Migrationshintergrund,851,3.2044688413270164,3.1314902565219165,3.2774474261321163,2.0,2.0,4.0,1.0,7.0,2.0,1.0,2.0
1984,30-45 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,46-65 J.,kein Migrationshintergrund,1691,3.228780513964342,3.171104980929237,3.2864560469994473,2.0,2.0,4.0,1.0,7.0,2.0,1.0,2.0
1984,46-65 J.,direkter Migrationshintergrund,554,3.121309752147727,3.031499055980801,3.2111204483146527,2.0,2.0,4.0,1.0,7.0,2.0,1.0,2.0
1984,46-65 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1984,66 und älter,kein Migrationshintergrund,690,3.107246242311013,3.0281277261586186,3.1863647584634074,2.0,2.0,4.0,1.0,7.0,2.0,1.0,2.0
1984,66 und älter,direkter Migrationshintergrund,,,,,,,,,,,,
1984,66 und älter,indirekter Migrationshintergrund,,,,,,,,,,,,
1985,unter 18 J.,kein Migrationshintergrund,,,,,,,,,,,,
1985,unter 18 J.,direkter Migrationshintergrund,,,,,,,,,,,,
1985,unter 18 J.,indirekter Migrationshintergrund,,,,,,,,,,,,
1985,18-29 J.,kein Migrationshintergrund,1999,3.2481407929047585,3.1858892221501702,3.310392363659347,1.0,3.0,5.0,0.0,11.0,3.0,3.0,4.0
1985,18-29 J.,direkter Migrationshintergrund,753,2.7774497771098097,2.6751108412142854,2.879788713005334,1.0,2.0,4.0,0.0,8.5,2.0,2.0,2.0
1985,18-29 J.,indirekter Migrationshintergrund,78,3.905008953961636,3.5704752502356523,4.23954265768762,1.0,4.0,6.0,0.0,13.5,4.0,3.0,6.0
