year,age_gr,quintil_oecd,pli0095_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,17-29 y.,1st Quintile,At least once per week,0.11492,120,758,0.09220,0.13764
1985,17-29 y.,1st Quintile,At least once per month,0.29489,212,758,0.26241,0.32738
1985,17-29 y.,1st Quintile,Seldom,0.44921,329,758,0.41378,0.48465
1985,17-29 y.,1st Quintile,Never,0.12002,97,758,0.09687,0.14317
1985,17-29 y.,2nd Quintile,At least once per week,0.12629,80,586,0.09938,0.15321
1985,17-29 y.,2nd Quintile,At least once per month,0.29928,183,586,0.26217,0.33639
1985,17-29 y.,2nd Quintile,Seldom,0.45606,258,586,0.41570,0.49642
1985,17-29 y.,2nd Quintile,Never,0.11743,65,586,0.09134,0.14352
1985,17-29 y.,3rd Quintile,At least once per week,0.11335,81,643,0.08883,0.13788
1985,17-29 y.,3rd Quintile,At least once per month,0.31795,212,643,0.28193,0.35398
1985,17-29 y.,3rd Quintile,Seldom,0.47737,291,643,0.43873,0.51601
1985,17-29 y.,3rd Quintile,Never,0.08145,59,643,0.06029,0.10260
1985,17-29 y.,4th Quintile,At least once per week,0.09206,66,626,0.06940,0.11473
1985,17-29 y.,4th Quintile,At least once per month,0.32220,207,626,0.28556,0.35883
1985,17-29 y.,4th Quintile,Seldom,0.49543,295,626,0.45623,0.53463
1985,17-29 y.,4th Quintile,Never,0.08372,58,626,0.06201,0.10544
1985,17-29 y.,5th Quintile,At least once per week,0.08334,43,489,0.05882,0.10786
1985,17-29 y.,5th Quintile,At least once per month,0.28316,144,489,0.24318,0.32313
1985,17-29 y.,5th Quintile,Seldom,0.50093,237,489,0.45657,0.54529
1985,17-29 y.,5th Quintile,Never,0.12732,65,489,0.09774,0.15689
1985,30-45 y.,1st Quintile,At least once per week,0.12812,102,677,0.10292,0.15331
1985,30-45 y.,1st Quintile,At least once per month,0.30139,211,677,0.26680,0.33598
1985,30-45 y.,1st Quintile,Seldom,0.43059,269,677,0.39326,0.46791
1985,30-45 y.,1st Quintile,Never,0.13023,95,677,0.10486,0.15560
1985,30-45 y.,2nd Quintile,At least once per week,0.11688,95,736,0.09365,0.14010
1985,30-45 y.,2nd Quintile,At least once per month,0.33797,245,736,0.30377,0.37217
1985,30-45 y.,2nd Quintile,Seldom,0.43881,304,736,0.40293,0.47468
1985,30-45 y.,2nd Quintile,Never,0.10385,92,736,0.08180,0.12591
1985,30-45 y.,3rd Quintile,At least once per week,0.09966,78,643,0.07649,0.12283
1985,30-45 y.,3rd Quintile,At least once per month,0.27566,177,643,0.24110,0.31023
1985,30-45 y.,3rd Quintile,Seldom,0.50803,308,643,0.46935,0.54670
1985,30-45 y.,3rd Quintile,Never,0.10512,80,643,0.08140,0.12885
1985,30-45 y.,4th Quintile,At least once per week,0.06699,58,668,0.04801,0.08596
1985,30-45 y.,4th Quintile,At least once per month,0.27443,181,668,0.24056,0.30829
1985,30-45 y.,4th Quintile,Seldom,0.53490,346,668,0.49705,0.57275
1985,30-45 y.,4th Quintile,Never,0.11364,83,668,0.08956,0.13773
1985,30-45 y.,5th Quintile,At least once per week,0.06789,54,723,0.04954,0.08624
1985,30-45 y.,5th Quintile,At least once per month,0.25528,186,723,0.22347,0.28708
1985,30-45 y.,5th Quintile,Seldom,0.54551,392,723,0.50919,0.58184
1985,30-45 y.,5th Quintile,Never,0.12555,91,723,0.10138,0.14972
1985,46-65 y.,1st Quintile,At least once per week,0.10469,77,528,0.07855,0.13083
1985,46-65 y.,1st Quintile,At least once per month,0.21930,128,528,0.18397,0.25463
1985,46-65 y.,1st Quintile,Seldom,0.40322,196,528,0.36134,0.44510
1985,46-65 y.,1st Quintile,Never,0.25495,127,528,0.21774,0.29216
1985,46-65 y.,2nd Quintile,At least once per week,0.10521,61,562,0.07982,0.13060
1985,46-65 y.,2nd Quintile,At least once per month,0.21176,128,562,0.17795,0.24557
1985,46-65 y.,2nd Quintile,Seldom,0.44491,249,562,0.40379,0.48603
1985,46-65 y.,2nd Quintile,Never,0.21987,124,562,0.18560,0.25415
1985,46-65 y.,3rd Quintile,At least once per week,0.10900,83,676,0.08549,0.13251
1985,46-65 y.,3rd Quintile,At least once per month,0.21012,155,676,0.17939,0.24085
1985,46-65 y.,3rd Quintile,Seldom,0.48337,310,676,0.44567,0.52107
1985,46-65 y.,3rd Quintile,Never,0.18373,128,676,0.15451,0.21294
1985,46-65 y.,4th Quintile,At least once per week,0.09779,75,716,0.07601,0.11956
1985,46-65 y.,4th Quintile,At least once per month,0.22839,174,716,0.19762,0.25916
1985,46-65 y.,4th Quintile,Seldom,0.50311,356,716,0.46646,0.53976
1985,46-65 y.,4th Quintile,Never,0.15947,111,716,0.13263,0.18630
1985,46-65 y.,5th Quintile,At least once per week,0.09161,79,776,0.07130,0.11191
1985,46-65 y.,5th Quintile,At least once per month,0.19756,155,776,0.16952,0.22559
1985,46-65 y.,5th Quintile,Seldom,0.50763,385,776,0.47243,0.54283
1985,46-65 y.,5th Quintile,Never,0.19092,157,776,0.16325,0.21859
1985,66 and older,1st Quintile,Seldom,0.23943,63,204,0.18073,0.29814
1985,66 and older,1st Quintile,Never,0.54975,141,204,0.48131,0.61819
1985,66 and older,2nd Quintile,Seldom,0.28697,73,195,0.22331,0.35062
1985,66 and older,2nd Quintile,Never,0.47511,122,195,0.40483,0.54538
1985,66 and older,3rd Quintile,At least once per month,0.15369,34,200,0.10358,0.20380
1985,66 and older,3rd Quintile,Seldom,0.24279,60,200,0.18322,0.30236
1985,66 and older,3rd Quintile,Never,0.48934,106,200,0.41988,0.55879
1985,66 and older,4th Quintile,At least once per month,0.16054,31,184,0.10735,0.21373
