year,migback,sampreg,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,No migration background,West,Since birth,0.9966356478167502,28961,0.99596873628196,0.9973025593515403
2002,No migration background,West,Later,0.003364352183249821,28961,0.0026974406484596807,0.004031263718039961
2002,No migration background,East,Since birth,0.999036794451936,28961,0.9986795220053238,0.9993940668985483
2002,No migration background,East,Later,0.0009632055480639568,28961,0.000605933101451793,0.0013204779946761206
2002,Direct migration background,West,Later,0.5947098976109215,28961,0.5890555191077965,0.6003642761140465
2002,Direct migration background,West,Since birth,0.4052901023890785,28961,0.3996357238859535,0.4109444808922035
2002,Direct migration background,East,Since birth,0.8252427184466019,28961,0.8208689298772028,0.829616507016001
2002,Direct migration background,East,Later,0.17475728155339806,28961,0.17038349298399905,0.17913107012279708
2002,Indirect migration background,West,Since birth,0.718562874251497,28961,0.7133835586519188,0.7237421898510752
2002,Indirect migration background,West,Later,0.281437125748503,28961,0.2762578101489248,0.2866164413480812
2002,Indirect migration background,East,Since birth,0.8695652173913043,28961,0.8656864200994308,0.8734440146831779
2002,Indirect migration background,East,Later,0.13043478260869565,28961,0.12655598531682208,0.13431357990056922
2003,No migration background,West,Since birth,0.9972319892272014,27727,0.9966135648237086,0.9978504136306942
2003,No migration background,West,Later,0.002768010772798683,27727,0.0021495863693058665,0.0033864351762914998
2003,No migration background,East,Since birth,0.9996088402112263,27727,0.9993760864135777,0.999841594008875
2003,No migration background,East,Later,0.00039115978877371407,27727,0.00015840599112506608,0.0006239135864223621
2003,Direct migration background,West,Later,0.6276041666666666,27727,0.6219136729806501,0.6332946603526831
2003,Direct migration background,West,Since birth,0.3723958333333333,27727,0.3667053396473169,0.37808632701934974
2003,Direct migration background,East,Since birth,0.7849462365591398,27727,0.7801101049681871,0.7897823681500924
2003,Direct migration background,East,Later,0.21505376344086022,27727,0.21021763184990758,0.21988989503181286
2003,Indirect migration background,West,Since birth,0.7030812324929971,27727,0.6977031655048489,0.7084592994811454
2003,Indirect migration background,West,Later,0.2969187675070028,27727,0.29154070051885456,0.30229683449515105
2003,Indirect migration background,East,Since birth,0.8888888888888888,27727,0.885189694835963,0.8925880829418147
2003,Indirect migration background,East,Later,0.1111111111111111,27727,0.1074119170581852,0.11481030516403701
2004,No migration background,West,Since birth,0.9967707212055974,26790,0.9960913296864579,0.9974501127247369
2004,No migration background,West,Later,0.0032292787944025836,26790,0.00254988727526303,0.003908670313542137
2004,No migration background,East,Since birth,0.9989981967541575,26790,0.9986193676962744,0.9993770258120406
2004,No migration background,East,Later,0.0010018032458425166,26790,0.0006229741879593869,0.0013806323037256463
2004,Direct migration background,West,Later,0.6109660574412533,26790,0.6051279510719579,0.6168041638105487
2004,Direct migration background,West,Since birth,0.38903394255874674,26790,0.3831958361894513,0.3948720489280422
2004,Direct migration background,East,Since birth,0.7888888888888889,26790,0.7840019919524778,0.7937757858253
2004,Direct migration background,East,Later,0.2111111111111111,26790,0.2062242141747,0.21599800804752223
2004,Indirect migration background,West,Since birth,0.7153846153846154,26790,0.7099811957252159,0.7207880350440149
2004,Indirect migration background,West,Later,0.2846153846153846,26790,0.2792119649559851,0.2900188042747841
2004,Indirect migration background,East,Since birth,0.9310344827586207,26790,0.9280001123352032,0.9340688531820381
2004,Indirect migration background,East,Later,0.06896551724137931,26790,0.0659311468179618,0.07199988766479681
2005,No migration background,West,Since birth,0.9975014104940759,25520,0.9968888909488985,0.9981139300392533
2005,No migration background,West,Later,0.002498589505924075,25520,0.0018860699607466615,0.0031111090511014884
2005,No migration background,East,Since birth,0.999377980510056,25520,0.9990720782956048,0.9996838827245071
2005,No migration background,East,Later,0.0006220194899440182,25520,0.0003161172754929009,0.0009279217043951355
2005,Direct migration background,West,Later,0.618348623853211,25520,0.6123883549749681,0.6243088927314538
2005,Direct migration background,West,Since birth,0.381651376146789,25520,0.37569110726854615,0.38761164502503187
2005,Direct migration background,East,Since birth,0.8,25520,0.795092325758806,0.8049076742411941
2005,Direct migration background,East,Later,0.2,25520,0.1950923257588059,0.20490767424119413
2005,Indirect migration background,West,Since birth,0.7231920199501247,25520,0.7177025317984159,0.7286815081018335
2005,Indirect migration background,West,Later,0.27680798004987534,25520,0.27131849189816654,0.28229746820158413
2005,Indirect migration background,East,Since birth,0.90625,25520,0.902673770475258,0.909826229524742
2005,Indirect migration background,East,Later,0.09375,25520,0.090173770475258,0.097326229524742
