year,age_gr,sampreg,plj0024_h,proportion,n,lower_confidence,upper_confidence
2002,46-65 J.,Westdeutschland,Seit Geburt,0.24580387630452555,28961,0.24084497110102424,0.2507627815080269
2002,30-45 J.,Westdeutschland,Seit Geburt,0.23291492329149233,28961,0.2280467086387443,0.23778313794424036
2002,66 und älter,Westdeutschland,Seit Geburt,0.11927090847881498,28961,0.11553808262774797,0.123003734329882
2002,18-29 J.,Westdeutschland,Seit Geburt,0.10599721059972106,28961,0.10245180480835585,0.10954261639108627
2002,46-65 J.,Ostdeutschland,Seit Geburt,0.08988601933342952,28961,0.08659187016507916,0.09318016850177988
2002,30-45 J.,Ostdeutschland,Seit Geburt,0.07574664550569904,28961,0.07269926619598552,0.07879402481541256
2002,18-29 J.,Ostdeutschland,Seit Geburt,0.04669840811811667,28961,0.04426835653894845,0.049128459697284896
2002,66 und älter,Ostdeutschland,Seit Geburt,0.04212956283364594,28961,0.03981592085374992,0.044443204813541956
2002,30-45 J.,Westdeutschland,Erst spaeter,0.01596691194151878,28961,0.014523252981888635,0.017410570901148927
2002,46-65 J.,Westdeutschland,Erst spaeter,0.011686625306593566,28961,0.010448851776907755,0.012924398836279376
2002,18-29 J.,Westdeutschland,Erst spaeter,0.008223921512047323,28961,0.007183772436468397,0.009264070587626249
2002,66 und älter,Westdeutschland,Erst spaeter,0.004424565959697976,28961,0.003660164131047224,0.0051889677883487275
2002,46-65 J.,Ostdeutschland,Erst spaeter,0.00048093108257586686,28961,0.00022841661841452646,0.0007334455467372073
2002,66 und älter,Ostdeutschland,Erst spaeter,0.00048093108257586686,28961,0.00022841661841452646,0.0007334455467372073
2002,18-29 J.,Ostdeutschland,Erst spaeter,0.00014427932477276007,28961,5.948166620895525e-06,0.00028261048292462464
2002,30-45 J.,Ostdeutschland,Erst spaeter,0.00014427932477276007,28961,5.948166620895525e-06,0.00028261048292462464
2003,46-65 J.,Westdeutschland,Seit Geburt,0.24173255756129097,27727,0.23669310445605535,0.2467720106665266
2003,30-45 J.,Westdeutschland,Seit Geburt,0.22338256502063752,27727,0.21847989306515725,0.2282852369761178
2003,66 und älter,Westdeutschland,Seit Geburt,0.12412352677905415,27727,0.12024244213901703,0.12800461141909128
2003,18-29 J.,Westdeutschland,Seit Geburt,0.10746431945894873,27727,0.10381888268815094,0.11110975622974652
2003,46-65 J.,Ostdeutschland,Seit Geburt,0.09254562633646626,27727,0.08913452219456805,0.09595673047836448
2003,30-45 J.,Ostdeutschland,Seit Geburt,0.07354915709383858,27727,0.0704765666855631,0.07662174750211406
