year,bula_h,pgisced97,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,Schleswig-Holstein,in school,Since birth,0.9285714285714286,28961,0.9256052797650205,0.9315375773778367
2002,Schleswig-Holstein,in school,Later,0.07142857142857142,28961,0.06846242262216333,0.07439472023497952
2002,Schleswig-Holstein,inadequately,Since birth,0.8,28961,0.7953930946901462,0.8046069053098539
2002,Schleswig-Holstein,inadequately,Later,0.2,28961,0.19539309469014618,0.20460690530985384
2002,Schleswig-Holstein,general elementary,Since birth,0.9367088607594937,28961,0.9339045698426964,0.9395131516762909
2002,Schleswig-Holstein,general elementary,Later,0.06329113924050633,28961,0.06048684832370913,0.06609543015730353
2002,Schleswig-Holstein,middle vocational,Since birth,0.967479674796748,28961,0.9654367722046918,0.9695225773888042
2002,Schleswig-Holstein,middle vocational,Later,0.032520325203252036,28961,0.03047742261119585,0.03456322779530822
2002,Schleswig-Holstein,vocational + Abi,Since birth,1.0,28961,1.0,1.0
2002,Schleswig-Holstein,higher vocational,Since birth,0.9807692307692307,28961,0.979187505550606,0.9823509559878555
2002,Schleswig-Holstein,higher vocational,Later,0.019230769230769232,28961,0.01764904401214446,0.020812494449394002
2002,Schleswig-Holstein,higher education,Since birth,0.9375,28961,0.9347121144464658,0.9402878855535342
2002,Schleswig-Holstein,higher education,Later,0.0625,28961,0.059712114446465875,0.06528788555353413
2002,Hamburg,in school,Since birth,1.0,28961,1.0,1.0
2002,Hamburg,inadequately,Since birth,1.0,28961,1.0,1.0
2002,Hamburg,general elementary,Since birth,0.9545454545454546,28961,0.9521464213293297,0.9569444877615795
2002,Hamburg,general elementary,Later,0.045454545454545456,28961,0.04305551223842055,0.04785357867067036
2002,Hamburg,middle vocational,Since birth,1.0,28961,1.0,1.0
2002,Hamburg,vocational + Abi,Since birth,1.0,28961,1.0,1.0
2002,Hamburg,higher vocational,Since birth,1.0,28961,1.0,1.0
2002,Hamburg,higher education,Since birth,0.9529411764705882,28961,0.9505022266006655,0.9553801263405108
2002,Hamburg,higher education,Later,0.047058823529411764,28961,0.04461987365948915,0.04949777339933438
2002,Lower Saxony,in school,Since birth,0.9545454545454546,28961,0.9521464213293297,0.9569444877615795
2002,Lower Saxony,in school,Later,0.045454545454545456,28961,0.04305551223842055,0.04785357867067036
2002,Lower Saxony,inadequately,Later,0.5263157894736842,28961,0.5205651393116334,0.532066439635735
2002,Lower Saxony,inadequately,Since birth,0.47368421052631576,28961,0.46793356036426503,0.4794348606883665
2002,Lower Saxony,general elementary,Since birth,0.9153225806451613,28961,0.9121161622626618,0.9185289990276607
2002,Lower Saxony,general elementary,Later,0.0846774193548387,28961,0.08147100097233922,0.08788383773733818
2002,Lower Saxony,middle vocational,Since birth,0.9605662285136501,28961,0.9583246853347591,0.9628077716925412
2002,Lower Saxony,middle vocational,Later,0.03943377148634985,28961,0.03719222830745885,0.04167531466524085
2002,Lower Saxony,vocational + Abi,Since birth,0.9145299145299145,28961,0.9113099186081921,0.9177499104516369
2002,Lower Saxony,vocational + Abi,Later,0.08547008547008547,28961,0.0822500895483631,0.08869008139180784
2002,Lower Saxony,higher vocational,Since birth,0.9193548387096774,28961,0.9162188099628356,0.9224908674565192
2002,Lower Saxony,higher vocational,Later,0.08064516129032258,28961,0.07750913254348071,0.08378119003716444
2002,Lower Saxony,higher education,Since birth,0.9528619528619529,28961,0.9504210523367902,0.9553028533871155
2002,Lower Saxony,higher education,Later,0.04713804713804714,28961,0.044697146612884486,0.04957894766320979
2002,Bremen,in school,Since birth,1.0,28961,1.0,1.0
2002,Bremen,general elementary,Since birth,0.95,28961,0.9474898706639857,0.9525101293360142
2002,Bremen,general elementary,Later,0.05,28961,0.04748987066398578,0.052510129336014226
2002,Bremen,middle vocational,Since birth,0.926829268292683,28961,0.923829982408963,0.929828554176403
2002,Bremen,middle vocational,Later,0.07317073170731707,28961,0.07017144582359708,0.07617001759103706
2002,Bremen,vocational + Abi,Since birth,0.8461538461538461,28961,0.8419984036020476,0.8503092887056447
2002,Bremen,vocational + Abi,Later,0.15384615384615385,28961,0.14969071129435527,0.15800159639795244
2002,Bremen,higher vocational,Since birth,0.8,28961,0.7953930946901462,0.8046069053098539
2002,Bremen,higher vocational,Later,0.2,28961,0.19539309469014618,0.20460690530985384
2002,Bremen,higher education,Since birth,1.0,28961,1.0,1.0
2002,North Rhine-Westphalia,in school,Since birth,0.9701492537313433,28961,0.968189298425353,0.9721092090373337
2002,North Rhine-Westphalia,in school,Later,0.029850746268656716,28961,0.02789079096266639,0.03181070157464704
2002,North Rhine-Westphalia,inadequately,Since birth,0.8085106382978723,28961,0.8039789034676996,0.813042373128045
2002,North Rhine-Westphalia,inadequately,Later,0.19148936170212766,28961,0.18695762687195502,0.1960210965323003
2002,North Rhine-Westphalia,general elementary,Since birth,0.9317697228144989,28961,0.9288657525872628,0.934673693041735
2002,North Rhine-Westphalia,general elementary,Later,0.06823027718550106,28961,0.06532630695826497,0.07113424741273716
2002,North Rhine-Westphalia,middle vocational,Since birth,0.9621004566210045,28961,0.9599011970346318,0.9642997162073772
2002,North Rhine-Westphalia,middle vocational,Later,0.03789954337899543,28961,0.0357002837926227,0.04009880296536816
2002,North Rhine-Westphalia,vocational + Abi,Since birth,0.9122257053291536,28961,0.9089667071212364,0.9154847035370708
2002,North Rhine-Westphalia,vocational + Abi,Later,0.0877742946708464,28961,0.08451529646292918,0.0910332928787636
2002,North Rhine-Westphalia,higher vocational,Since birth,0.9525222551928784,28961,0.9500730120479047,0.954971498337852
2002,North Rhine-Westphalia,higher vocational,Later,0.04747774480712166,28961,0.045028501662147995,0.04992698795209533
2002,North Rhine-Westphalia,higher education,Since birth,0.9505428226779252,28961,0.9480456429475659,0.9530400024082846
2002,North Rhine-Westphalia,higher education,Later,0.04945717732207479,28961,0.0469599975917155,0.05195435705243408
2002,Hesse,in school,Since birth,0.9411764705882353,28961,0.9384665262883213,0.9438864148881493
2002,Hesse,in school,Later,0.058823529411764705,28961,0.05611358511185068,0.06153347371167873
2002,Hesse,inadequately,Since birth,1.0,28961,1.0,1.0
2002,Hesse,general elementary,Since birth,0.9526627218934911,28961,0.9502169242543831,0.9551085195325991
2002,Hesse,general elementary,Later,0.047337278106508875,28961,0.04489148046740084,0.04978307574561691
2002,Hesse,middle vocational,Since birth,0.9422799422799423,28961,0.9395939630735746,0.94496592148631
2002,Hesse,middle vocational,Later,0.05772005772005772,28961,0.05503407851369006,0.06040603692642538
2002,Hesse,vocational + Abi,Since birth,0.9,28961,0.8965448210176097,0.9034551789823904
2002,Hesse,vocational + Abi,Later,0.1,28961,0.09654482101760962,0.10345517898239039
2002,Hesse,higher vocational,Since birth,0.96875,28961,0.9667460809994425,0.9707539190005575
2002,Hesse,higher vocational,Later,0.03125,28961,0.029246080999442453,0.03325391900055755
2002,Hesse,higher education,Since birth,0.9522292993630573,28961,0.9497728892870201,0.9546857094390946
2002,Hesse,higher education,Later,0.04777070063694268,28961,0.04531429056090546,0.050227110712979896
2002,"Rhineland-Palatinate, Saarland",in school,Since birth,0.9333333333333333,28961,0.9304604231195363,0.9362062435471304
2002,"Rhineland-Palatinate, Saarland",in school,Later,0.06666666666666667,28961,0.06379375645286955,0.06953957688046378
2002,"Rhineland-Palatinate, Saarland",inadequately,Since birth,1.0,28961,1.0,1.0
2002,"Rhineland-Palatinate, Saarland",general elementary,Since birth,0.9303482587064676,28961,0.9274164336090337,0.9332800838039016
2002,"Rhineland-Palatinate, Saarland",general elementary,Later,0.06965174129353234,28961,0.06671991619609843,0.07258356639096625
2002,"Rhineland-Palatinate, Saarland",middle vocational,Since birth,0.9572271386430679,28961,0.9548966824265672,0.9595575948595685
2002,"Rhineland-Palatinate, Saarland",middle vocational,Later,0.04277286135693215,28961,0.04044240514043147,0.04510331757343283
2002,"Rhineland-Palatinate, Saarland",vocational + Abi,Since birth,0.74,28961,0.7349481339307058,0.7450518660692942
2002,"Rhineland-Palatinate, Saarland",vocational + Abi,Later,0.26,28961,0.2549481339307058,0.2650518660692942
2002,"Rhineland-Palatinate, Saarland",higher vocational,Since birth,0.8691588785046729,28961,0.865274951948194,0.8730428050611517
2002,"Rhineland-Palatinate, Saarland",higher vocational,Later,0.1308411214953271,28961,0.12695719493884827,0.1347250480518059
2002,"Rhineland-Palatinate, Saarland",higher education,Since birth,0.9367816091954023,28961,0.9339788215721103,0.9395843968186943
2002,"Rhineland-Palatinate, Saarland",higher education,Later,0.06321839080459771,28961,0.06041560318130567,0.06602117842788974
2002,Baden-Wuerttemberg,in school,Since birth,0.9782608695652174,28961,0.976581301069771,0.9799404380606638
2002,Baden-Wuerttemberg,in school,Later,0.021739130434782608,28961,0.02005956193933621,0.023418698930229007
2002,Baden-Wuerttemberg,inadequately,Since birth,0.6363636363636364,28961,0.630823306471138,0.6419039662561347
2002,Baden-Wuerttemberg,inadequately,Later,0.36363636363636365,28961,0.3580960337438654,0.3691766935288619
2002,Baden-Wuerttemberg,general elementary,Since birth,0.875,28961,0.8711910231989074,0.8788089768010926
2002,Baden-Wuerttemberg,general elementary,Later,0.125,28961,0.12119102319890744,0.12880897680109257
2002,Baden-Wuerttemberg,middle vocational,Since birth,0.94,28961,0.9372648015194102,0.9427351984805897
2002,Baden-Wuerttemberg,middle vocational,Later,0.06,28961,0.057264801519410206,0.0627351984805898
2002,Baden-Wuerttemberg,vocational + Abi,Since birth,0.8942307692307693,28961,0.8906887266962182,0.8977728117653203
2002,Baden-Wuerttemberg,vocational + Abi,Later,0.10576923076923077,28961,0.10222718823467979,0.10931127330378175
2002,Baden-Wuerttemberg,higher vocational,Since birth,0.9384615384615385,28961,0.9356937630228294,0.9412293139002476
2002,Baden-Wuerttemberg,higher vocational,Later,0.06153846153846154,28961,0.058770686099752424,0.06430623697717067
2002,Baden-Wuerttemberg,higher education,Since birth,0.9363057324840764,28961,0.9334931303010381,0.9391183346671148
2002,Baden-Wuerttemberg,higher education,Later,0.06369426751592357,28961,0.06088166533288521,0.06650686969896193
2002,Bavaria,in school,Since birth,0.9629629629629629,28961,0.9607878981414611,0.9651380277844647
2002,Bavaria,in school,Later,0.037037037037037035,28961,0.03486197221553528,0.03921210185853879
2002,Bavaria,inadequately,Since birth,0.9166666666666666,28961,0.9134834632588581,0.9198498700744752
2002,Bavaria,inadequately,Later,0.08333333333333333,28961,0.08015012992552475,0.0865165367411419
2002,Bavaria,general elementary,Since birth,0.937888198757764,28961,0.93510840937288,0.940667988142648
2002,Bavaria,general elementary,Later,0.062111801242236024,28961,0.059332011857351985,0.06489159062712006
2002,Bavaria,middle vocational,Since birth,0.9653465346534653,28961,0.9632400211337978,0.9674530481731328
2002,Bavaria,middle vocational,Later,0.034653465346534656,28961,0.03254695182686718,0.03675997886620213
2002,Bavaria,vocational + Abi,Since birth,0.84,28961,0.8357777015396202,0.8442222984603798
2002,Bavaria,vocational + Abi,Later,0.16,28961,0.15577770153962017,0.16422229846037983
2002,Bavaria,higher vocational,Since birth,0.9665271966527197,28961,0.9644556134684892,0.9685987798369502
