year,regtyp,sampreg,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,Urban regions,West,Since birth,0.9412773253321903,28961,0.9385695601022639,0.9439850905621168
2002,Urban regions,West,Later,0.058722674667809685,28961,0.05601490943788325,0.06143043989773612
2002,Urban regions,East,Since birth,0.9971198156682027,28961,0.9965026054465718,0.9977370258898337
2002,Urban regions,East,Later,0.002880184331797235,28961,0.0022629741101662243,0.003497394553428246
2002,Rural regions,West,Since birth,0.9598530569404355,28961,0.9575921748596314,0.9621139390212397
2002,Rural regions,West,Later,0.04014694305956442,28961,0.03788606097876037,0.04240782514036847
2002,Rural regions,East,Since birth,0.9941357162803686,28961,0.9932563301333587,0.9950151024273785
2002,Rural regions,East,Later,0.005864283719631388,28961,0.004984897572621489,0.006743669866641287
2003,Urban regions,West,Since birth,0.9382256492067712,27727,0.9353918937078821,0.9410594047056603
2003,Urban regions,West,Later,0.06177435079322875,27727,0.058940595294339676,0.06460810629211783
2003,Urban regions,East,Since birth,0.9965297860034702,27727,0.9958375918913942,0.9972219801155462
2003,Urban regions,East,Later,0.003470213996529786,27727,0.002778019884453784,0.004162408108605788
2003,Rural regions,West,Since birth,0.9529640968549958,27727,0.9504720417389729,0.9554561519710187
2003,Rural regions,West,Later,0.04703590314500417,27727,0.04454384802898125,0.04952795826102709
2003,Rural regions,East,Since birth,0.9945776255707762,27727,0.9937132176767285,0.995442033464824
2003,Rural regions,East,Later,0.005422374429223744,27727,0.004557966535176056,0.006286782323271432
2004,Urban regions,West,Since birth,0.9365685205379862,26790,0.933649804038328,0.9394872370376445
2004,Urban regions,West,Later,0.06343147946201382,26790,0.0605127629623556,0.06635019596167203
2004,Urban regions,East,Since birth,0.9959420289855072,26790,0.9951807546043746,0.9967033033666398
2004,Urban regions,East,Later,0.004057971014492754,26790,0.0032966966333601183,0.004819245395625389
2004,Rural regions,West,Since birth,0.9556622423044338,26790,0.9531972884626404,0.9581271961462271
2004,Rural regions,West,Later,0.04433775769556622,26790,0.04187280385377283,0.04680271153735961
2004,Rural regions,East,Since birth,0.9943870014771049,26790,0.9934923685099947,0.9952816344442151
2004,Rural regions,East,Later,0.005612998522895126,26790,0.004718365555784915,0.0065076314900053365
2005,Urban regions,West,Since birth,0.9355329466577922,25520,0.9325198421885519,0.9385460511270325
2005,Urban regions,West,Later,0.06446705334220786,25520,0.06145394887296752,0.06748015781144819
2005,Urban regions,East,Since birth,0.9958258795468098,25520,0.9950348550569761,0.9966169040366435
2005,Urban regions,East,Later,0.0041741204531902205,25520,0.003383095963356569,0.004965144943023872
2005,Rural regions,West,Since birth,0.9591836734693877,25520,0.956756037391245,0.9616113095475304
2005,Rural regions,West,Later,0.04081632653061224,25520,0.03838869045246962,0.04324396260875486
2005,Rural regions,East,Since birth,0.9950965369292063,25520,0.9942394994822381,0.9959535743761745
2005,Rural regions,East,Later,0.004903463070793748,25520,0.004046425623825521,0.005760500517761975
2006,Urban regions,West,Since birth,0.9380150797825706,27321,0.9351558062173112,0.94087435334783
2006,Urban regions,West,Later,0.06198492021742942,27321,0.05912564665217005,0.06484419378268878
2006,Urban regions,East,Since birth,0.9942462600690449,27321,0.9933493892937697,0.9951431308443202
2006,Urban regions,East,Later,0.005753739930955121,27321,0.004856869155679849,0.006650610706230393
2006,Rural regions,West,Since birth,0.9560324522376341,27321,0.9536013108601161,0.9584635936151521
2006,Rural regions,West,Later,0.043967547762365874,27321,0.041536406384847915,0.046398689139883834
2006,Rural regions,East,Since birth,0.9937232524964337,27321,0.9927867523900491,0.9946597526028182
2006,Rural regions,East,Later,0.006276747503566334,27321,0.0053402473971817434,0.007213247609950924
2007,Urban regions,West,Since birth,0.9354264292408623,25385,0.9324030007114547,0.9384498577702699
2007,Urban regions,West,Later,0.06457357075913776,25385,0.06155014222973011,0.06759699928854541
2007,Urban regions,East,Since birth,0.9933734939759036,25385,0.9923754123286461,0.994371575623161
2007,Urban regions,East,Later,0.006626506024096385,25385,0.0056284243768389315,0.007624587671353839
2007,Rural regions,West,Since birth,0.9553872053872053,25385,0.9528474791099963,0.9579269316644143
2007,Rural regions,West,Later,0.04461279461279461,25385,0.042073068335585634,0.04715252089000359
2007,Rural regions,East,Since birth,0.9954914337240758,25385,0.9946672852095028,0.9963155822386488
2007,Rural regions,East,Later,0.004508566275924256,25385,0.00368441776135127,0.005332714790497242
2008,Urban regions,West,Since birth,0.931752802301359,23673,0.9285404572547482,0.9349651473479699
2008,Urban regions,West,Later,0.068247197698641,23673,0.0650348526520302,0.0714595427452518
2008,Urban regions,East,Since birth,0.9925280199252802,23673,0.9914309895243569,0.9936250503262034
2008,Urban regions,East,Later,0.007471980074719801,23673,0.0063749496737965615,0.00856901047564304
2008,Rural regions,West,Since birth,0.955860423501342,23673,0.953243802977623,0.9584770440250611
2008,Rural regions,West,Later,0.04413957649865792,23673,0.04152295597493892,0.04675619702237692
2008,Rural regions,East,Since birth,0.994596312778131,23673,0.9936624180016612,0.9955302075546008
2008,Rural regions,East,Later,0.00540368722186904,23673,0.004469792445399216,0.006337581998338865
2009,Urban regions,West,Since birth,0.9377749168544147,21983,0.9345815806830716,0.9409682530257578
2009,Urban regions,West,Later,0.06222508314558524,21983,0.05903174697424218,0.0654184193169283
2009,Urban regions,East,Since birth,0.9934383202099738,21983,0.9923710102505713,0.9945056301693763
2009,Urban regions,East,Later,0.006561679790026247,21983,0.00549436983062368,0.007628989749428813
2009,Rural regions,West,Since birth,0.9585687382297552,21983,0.9559342982901651,0.9612031781693453
2009,Rural regions,West,Later,0.04143126177024482,21983,0.038796821830654665,0.04406570170983498
2009,Rural regions,East,Since birth,0.9950016661112963,21983,0.9940694059467997,0.9959339262757928
2009,Rural regions,East,Later,0.004998333888703766,21983,0.00406607372420726,0.005930594053200271
2010,Urban regions,West,Since birth,0.9139993533785968,35837,0.9110965738570785,0.9169021329001151
2010,Urban regions,West,Later,0.08600064662140317,35837,0.08309786709988484,0.08890342614292149
2010,Urban regions,East,Since birth,0.9887760555852485,35837,0.9876853388616553,0.9898667723088417
2010,Urban regions,East,Later,0.01122394441475147,35837,0.01013322769115827,0.012314661138344672
2010,Rural regions,West,Since birth,0.9399113082039912,35837,0.9374507702986977,0.9423718461092846
2010,Rural regions,West,Later,0.06008869179600887,35837,0.05762815389071545,0.06254922970130229
2010,Rural regions,East,Since birth,0.9921171171171171,35837,0.991201499254944,0.9930327349792902
2010,Rural regions,East,Later,0.007882882882882882,35837,0.006967265020709801,0.008798500745055964
2012,Urban regions,West,Since birth,0.9230714841264229,40229,0.9204674432502007,0.9256755250026452
2012,Urban regions,West,Later,0.07692851587357703,40229,0.0743244749973548,0.07953255674979927
2012,Urban regions,East,Since birth,0.988388969521045,40229,0.9873421163321311,0.989435822709959
2012,Urban regions,East,Later,0.011611030478955007,40229,0.010564177290041001,0.012657883667869014
2012,Rural regions,West,Since birth,0.9348314606741573,40229,0.9324194895395085,0.9372434318088062
2012,Rural regions,West,Later,0.0651685393258427,40229,0.06275656819119381,0.06758051046049159
2012,Rural regions,East,Since birth,0.9898790422117996,40229,0.9889009308037336,0.9908571536198655
2012,Rural regions,East,Later,0.010120957788200444,40229,0.009142846380134503,0.011099069196266385
2013,Urban regions,West,Since birth,0.8584124014432715,44486,0.8551726999794039,0.861652102907139
2013,Urban regions,West,Later,0.1415875985567286,44486,0.1383478970928611,0.14482730002059607
2013,Urban regions,East,Since birth,0.9722634967805844,44486,0.9707374697127692,0.9737895238483997
2013,Urban regions,East,Later,0.02773650321941555,44486,0.02621047615160029,0.02926253028723081
2013,Rural regions,West,Since birth,0.8956551488197058,44486,0.8928142856394738,0.8984960119999377
2013,Rural regions,West,Later,0.10434485118029421,44486,0.10150398800006225,0.10718571436052618
2013,Rural regions,East,Since birth,0.9710144927536232,44486,0.9694554870608147,0.9725734984464316
2013,Rural regions,East,Later,0.028985507246376812,44486,0.02742650155356835,0.030544512939185274
2014,Urban regions,West,Since birth,0.8695325417105065,38694,0.8661764928236255,0.8728885905973875
2014,Urban regions,West,Later,0.13046745828949347,38694,0.1271114094026124,0.13382350717637453
2014,Urban regions,East,Since birth,0.9746494066882416,38694,0.9730831875259869,0.9762156258504964
2014,Urban regions,East,Later,0.02535059331175836,38694,0.023784374149503656,0.026916812474013063
2014,Rural regions,West,Since birth,0.904354440007606,38694,0.9014239786268378,0.9072849013883743
2014,Rural regions,West,Later,0.09564555999239399,38694,0.09271509861162575,0.09857602137316224
2014,Rural regions,East,Since birth,0.9783342712436691,38694,0.9768836148978266,0.9797849275895116
2014,Rural regions,East,Later,0.021665728756330896,38694,0.02021507241048837,0.023116385102173422
2015,Urban regions,West,Since birth,0.8712241653418124,38036,0.8678579585242583,0.8745903721593664
2015,Urban regions,West,Later,0.1287758346581876,38036,0.1254096278406335,0.13214204147574168
2015,Urban regions,East,Since birth,0.9674887892376681,38036,0.9657064178804295,0.9692711605949067
2015,Urban regions,East,Later,0.032511210762331835,38036,0.030728839405093217,0.034293582119570454
2015,Rural regions,West,Since birth,0.9009433962264151,38036,0.8979411305439734,0.9039456619088567
2015,Rural regions,West,Later,0.09905660377358491,38036,0.09605433809114321,0.10205886945602662
2015,Rural regions,East,Since birth,0.9761904761904762,38036,0.9746583261748312,0.9777226262061212
2015,Rural regions,East,Later,0.023809523809523808,38036,0.02227737379387884,0.025341673825168776
2016,Urban regions,West,Since birth,0.8763311576777739,41132,0.8731496686335377,0.8795126467220101
