year,migback,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,No migration background,Since birth,0.997286154167319,28961,0.9966869818008629,0.9978853265337752
2002,No migration background,Later,0.0027138458326809666,28961,0.002114673466224821,0.0033130181991371122
2002,Direct migration background,Later,0.5607843137254902,28961,0.5550683936938806,0.5665002337570998
2002,Direct migration background,Since birth,0.4392156862745098,28961,0.43349976624290015,0.44493160630611944
2002,Indirect migration background,Since birth,0.7282913165266106,28961,0.7231679713164707,0.7334146617367505
2002,Indirect migration background,Later,0.27170868347338933,28961,0.2665853382632494,0.27683202868352924
2003,No migration background,Since birth,0.9978896103896104,27727,0.9973494444442758,0.9984297763349451
2003,No migration background,Later,0.0021103896103896102,27727,0.0015702236650549247,0.0026505555557242958
2003,Direct migration background,Later,0.5967871485943775,27727,0.5910130852477582,0.6025612119409969
2003,Direct migration background,Since birth,0.40321285140562246,27727,0.39743878805900307,0.40898691475224186
2003,Indirect migration background,Since birth,0.7161458333333334,27727,0.7108387855043093,0.7214528811623574
2003,Indirect migration background,Later,0.2838541666666667,27727,0.27854711883764266,0.2891612144956907
2004,No migration background,Since birth,0.9973884536311608,26790,0.9967772994978134,0.9979996077645082
2004,No migration background,Later,0.002611546368839251,26790,0.0020003922354918414,0.0032227005021866605
2004,Direct migration background,Later,0.5819209039548022,26790,0.5760143942699543,0.5878274136396502
2004,Direct migration background,Since birth,0.4180790960451977,26790,0.41217258636034976,0.4239856057300457
2004,Indirect migration background,Since birth,0.7303102625298329,26790,0.7249958455556305,0.7356246795040353
2004,Indirect migration background,Later,0.26968973747016706,26790,0.2643753204959646,0.2750041544443695
2005,No migration background,Since birth,0.9980266976204295,25520,0.9974822154842566,0.9985711797566024
2005,No migration background,Later,0.0019733023795705166,25520,0.0014288202433976336,0.0025177845157433997
2005,Direct migration background,Later,0.5880851063829787,25520,0.582046460337519,0.5941237524284385
2005,Direct migration background,Since birth,0.41191489361702127,25520,0.4058762475715615,0.41795353966248106
2005,Indirect migration background,Since birth,0.7367205542725174,25520,0.7313170486565418,0.742124059888493
2005,Indirect migration background,Later,0.2632794457274827,25520,0.25787594011150716,0.2686829513434582
2006,No migration background,Since birth,0.9976525821596244,27321,0.9970787397497992,0.9982264245694495
2006,No migration background,Later,0.002347417840375587,27321,0.0017735754305504524,0.0029212602502007214
2006,Direct migration background,Later,0.5911290322580646,27321,0.5852993879478499,0.5969586765682793
2006,Direct migration background,Since birth,0.4088709677419355,27321,0.4030413234317208,0.4147006120521502
2006,Indirect migration background,Since birth,0.7325102880658436,27321,0.7272613894829463,0.737759186648741
2006,Indirect migration background,Later,0.2674897119341564,27321,0.26224081335125904,0.2727386105170537
2007,No migration background,Since birth,0.9978971298664393,25385,0.9973336004378156,0.998460659295063
2007,No migration background,Later,0.0021028701335606705,25385,0.0015393407049369868,0.0026663995621843545
2007,Direct migration background,Later,0.6154529307282416,25385,0.6094682682462679,0.6214375932102153
2007,Direct migration background,Since birth,0.3845470692717584,25385,0.3785624067897847,0.3905317317537321
2007,Indirect migration background,Since birth,0.712,25385,0.706429377509996,0.7175706224900039
2007,Indirect migration background,Later,0.288,25385,0.2824293775099961,0.2935706224900039
2008,No migration background,Since birth,0.9975356133918375,23673,0.9969040047738181,0.9981672220098569
2008,No migration background,Later,0.0024643866081625293,23673,0.001832777990143154,0.0030959952261819046
2008,Direct migration background,Later,0.6634335596508244,23673,0.6574140163162591,0.6694531029853897
2008,Direct migration background,Since birth,0.33656644034917554,23673,0.3305468970146102,0.3425859836837409
2008,Indirect migration background,Since birth,0.7297297297297297,23673,0.7240724248990279,0.7353870345604315
2008,Indirect migration background,Later,0.2702702702702703,23673,0.26461296543956847,0.2759275751009721
2009,No migration background,Since birth,0.9974432726110578,21983,0.9967756993915982,0.9981108458305175
2009,No migration background,Later,0.002556727388942154,21983,0.0018891541694824932,0.003224300608401815
2009,Direct migration background,Later,0.6234906695938529,21983,0.6170857240400964,0.6298956151476094
2009,Direct migration background,Since birth,0.3765093304061471,21983,0.37010438485239067,0.3829142759599035
2009,Indirect migration background,Since birth,0.7289915966386554,21983,0.7231158206354049,0.7348673726419059
2009,Indirect migration background,Later,0.2710084033613445,21983,0.26513262735809395,0.2768841793645951
2010,No migration background,Since birth,0.997588908981314,35837,0.9970811321785623,0.9980966857840657
