year,age_gr,regtyp,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,18-29 y.,Urban regions,Since birth,0.9339485186983972,28961,0.9310879522253612,0.9368090851714332
2002,18-29 y.,Urban regions,Later,0.06605148130160272,28961,0.06319091482856677,0.06891204777463868
2002,18-29 y.,Rural regions,Since birth,0.9705426356589147,28961,0.9685952429171445,0.972490028400685
2002,18-29 y.,Rural regions,Later,0.02945736434108527,28961,0.027509971599315036,0.031404757082855506
2002,30-45 y.,Urban regions,Since birth,0.9382687927107062,28961,0.9354969708493902,0.9410406145720221
2002,30-45 y.,Urban regions,Later,0.06173120728929385,28961,0.05895938542797792,0.06450302915060978
2002,30-45 y.,Rural regions,Since birth,0.9729157850190436,28961,0.9710462007484617,0.9747853692896256
2002,30-45 y.,Rural regions,Later,0.027084214980956412,28961,0.02521463071037451,0.028953799251538313
2002,46-65 y.,Urban regions,Since birth,0.9545647558386412,28961,0.9521662077760412,0.9569633039012412
2002,46-65 y.,Urban regions,Later,0.04543524416135881,28961,0.04303669609875881,0.0478337922239588
2002,46-65 y.,Rural regions,Since birth,0.9845422116527943,28961,0.9831213881145267,0.985963035191062
2002,46-65 y.,Rural regions,Later,0.015457788347205707,28961,0.01403696480893805,0.016878611885473363
2002,66 and older,Urban regions,Since birth,0.9692239072256913,28961,0.9672347546575685,0.9712130597938141
2002,66 and older,Urban regions,Later,0.030776092774308653,28961,0.028786940206185836,0.03276524534243147
2002,66 and older,Rural regions,Since birth,0.9728618421052632,28961,0.9709904488415123,0.974733235369014
2002,66 and older,Rural regions,Later,0.027138157894736843,28961,0.025266764630986045,0.02900955115848764
2003,18-29 y.,Urban regions,Since birth,0.9316979316979317,27727,0.9287285972041677,0.9346672661916957
2003,18-29 y.,Urban regions,Later,0.06830206830206831,27727,0.06533273380830427,0.07127140279583234
2003,18-29 y.,Rural regions,Since birth,0.967453213995118,27727,0.9653645255208604,0.9695419024693755
2003,18-29 y.,Rural regions,Later,0.03254678600488202,27727,0.030458097530624458,0.03463547447913958
2003,30-45 y.,Urban regions,Since birth,0.9355940473286167,27727,0.9327046227722464,0.938483471884987
2003,30-45 y.,Urban regions,Later,0.06440595267138327,27727,0.06151652811501291,0.06729537722775362
2003,30-45 y.,Rural regions,Since birth,0.9722348657259899,27727,0.9703009385559701,0.9741687928960098
2003,30-45 y.,Rural regions,Later,0.027765134274010013,27727,0.025831207103990204,0.029699061444029822
2003,46-65 y.,Urban regions,Since birth,0.9490893131446126,27727,0.946501918648947,0.9516767076402783
2003,46-65 y.,Urban regions,Later,0.05091068685538731,27727,0.04832329235972166,0.05349808135105297
2003,46-65 y.,Rural regions,Since birth,0.9815724815724816,27727,0.9799894147598938,0.9831555483850694
2003,46-65 y.,Rural regions,Later,0.018427518427518427,27727,0.01684445161493059,0.020010585240106266
2003,66 and older,Urban regions,Since birth,0.971453667105841,27727,0.9694935101900967,0.9734138240215854
2003,66 and older,Urban regions,Later,0.02854633289415898,27727,0.026586175978414575,0.030506489809903385
2003,66 and older,Rural regions,Since birth,0.9658258746948739,27727,0.9636874067142202,0.9679643426755277
2003,66 and older,Rural regions,Later,0.03417412530512612,27727,0.032035657324472396,0.03631259328577984
2004,18-29 y.,Urban regions,Since birth,0.9278202676864244,26790,0.9247213554582924,0.9309191799145565
2004,18-29 y.,Urban regions,Later,0.07217973231357552,26790,0.06908082008544347,0.07527864454170757
2004,18-29 y.,Rural regions,Since birth,0.965,26790,0.9627992668092017,0.9672007331907982
2004,18-29 y.,Rural regions,Later,0.035,26790,0.03279926680920176,0.037200733190798245
2004,30-45 y.,Urban regions,Since birth,0.9340376191703169,26790,0.9310652683982947,0.9370099699423391
2004,30-45 y.,Urban regions,Later,0.06596238082968307,26790,0.06299003005766093,0.06893473160170521
2004,30-45 y.,Rural regions,Since birth,0.9725490196078431,26790,0.9705924090414589,0.9745056301742273
2004,30-45 y.,Rural regions,Later,0.027450980392156862,26790,0.025494369825772675,0.02940759095854105
2004,46-65 y.,Urban regions,Since birth,0.9467723669309174,26790,0.944084170014029,0.9494605638478057
2004,46-65 y.,Urban regions,Later,0.053227633069082674,26790,0.0505394361521943,0.05591582998597105
2004,46-65 y.,Rural regions,Since birth,0.9829946080464538,26790,0.9814463668987727,0.9845428491941348
2004,46-65 y.,Rural regions,Later,0.017005391953546247,26790,0.015457150805865162,0.018553633101227332
2004,66 and older,Urban regions,Since birth,0.973088423750534,26790,0.9711505948195552,0.9750262526815127
2004,66 and older,Urban regions,Later,0.02691157624946604,26790,0.02497374731848732,0.02884940518044476
2004,66 and older,Rural regions,Since birth,0.9709803921568627,26790,0.9689702780374086,0.9729905062763168
2004,66 and older,Rural regions,Later,0.029019607843137254,26790,0.027009493723683185,0.031029721962591322
2005,18-29 y.,Urban regions,Since birth,0.9334637964774951,25520,0.9304061062569677,0.9365214866980225
2005,18-29 y.,Urban regions,Later,0.06653620352250489,25520,0.06347851330197753,0.06959389374303225
2005,18-29 y.,Rural regions,Since birth,0.9706390328151986,25520,0.9685677958368195,0.9727102697935777
2005,18-29 y.,Rural regions,Later,0.02936096718480138,25520,0.027289730206422284,0.03143220416318048
2005,30-45 y.,Urban regions,Since birth,0.9268698060941828,25520,0.9236755225351345,0.9300640896532311
2005,30-45 y.,Urban regions,Later,0.07313019390581718,25520,0.06993591034676888,0.07632447746486548
2005,30-45 y.,Rural regions,Since birth,0.9756742464304601,25520,0.9737840745039938,0.9775644183569263
2005,30-45 y.,Rural regions,Later,0.024325753569539928,25520,0.02243558164307371,0.026215925496006147
2005,46-65 y.,Urban regions,Since birth,0.9473684210526315,25520,0.9446287502085766,0.9501080918966864
2005,46-65 y.,Urban regions,Later,0.05263157894736842,25520,0.049891908103313495,0.05537124979142334
2005,46-65 y.,Rural regions,Since birth,0.9824109824109825,25520,0.9807981726902998,0.9840237921316651
