year,sampreg,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,West,Since birth,0.9458516412509692,28961,0.9432451669083045,0.9484581155936339
2002,West,Later,0.054148358749030755,28961,0.05154188440636609,0.05675483309169542
2002,East,Since birth,0.9951100244498777,28961,0.9943066126815121,0.9959134362182434
2002,East,Later,0.004889975550122249,28961,0.004086563781756639,0.00569338731848786
2003,West,Since birth,0.941785426189836,27727,0.9390293166514415,0.9445415357282304
2003,West,Later,0.058214573810164025,27727,0.055458464271769564,0.060970683348558485
2003,East,Since birth,0.9952226256449456,27727,0.9944109932225641,0.996034258067327
2003,East,Later,0.004777374355054462,27727,0.003965741932672946,0.005589006777435979
2004,West,Since birth,0.9412169130285322,26790,0.938400211883022,0.9440336141740423
2004,West,Later,0.058783086971467856,26790,0.05596638582595774,0.06159978811697797
2004,East,Since birth,0.9949119373776908,26790,0.9940599399975223,0.9957639347578593
2004,East,Later,0.005088062622309198,26790,0.004236065242140656,0.00594006000247774
2005,West,Since birth,0.9412865160454742,25520,0.9384021818370136,0.9441708502539348
2005,West,Later,0.05871348395452583,25520,0.055829149746065246,0.061597818162986415
2005,East,Since birth,0.9953441295546559,25520,0.9945089058539849,0.9961793532553269
2005,East,Later,0.00465587044534413,25520,0.003820646744673144,0.005491094146015116
2006,West,Since birth,0.9425362842319563,27321,0.9397766363775824,0.9452959320863303
2006,West,Later,0.057463715768043606,27321,0.05470406791366961,0.060223363622417606
2006,East,Since birth,0.9938966240701889,27321,0.992973067624392,0.9948201805159858
2006,East,Later,0.006103375929811177,27321,0.00517981948401429,0.007026932375608064
2007,West,Since birth,0.94042433609667,25385,0.9375125205367153,0.9433361516566247
2007,West,Later,0.05957566390333006,25385,0.056663848343375414,0.0624874794632847
2007,East,Since birth,0.9947864447563666,25385,0.9939005147595389,0.9956723747531943
2007,East,Later,0.005213555243633447,25385,0.004327625246805764,0.006099485240461129
2008,West,Since birth,0.937769837725175,23673,0.9346924797474149,0.9408471957029351
2008,West,Later,0.06223016227482507,23673,0.059152804297065015,0.06530752025258513
2008,East,Since birth,0.9938973063973064,23673,0.992905193804645,0.9948894189899679
2008,East,Later,0.006102693602693603,23673,0.005110581010032154,0.007094806195355051
2009,West,Since birth,0.9430718797473415,21983,0.9400088697733646,0.9461348897213184
2009,West,Later,0.05692812025265851,21983,0.05386511027868164,0.05999113022663538
2009,East,Since birth,0.994475138121547,21983,0.9934952640429259,0.9954550122001681
2009,East,Later,0.0055248618784530384,21983,0.0045449877998319736,0.006504735957074103
2010,West,Since birth,0.9209216917426846,35837,0.9181276667652634,0.9237157167201058
2010,West,Later,0.07907830825731549,35837,0.07628428327989423,0.08187233323473675
2010,East,Since birth,0.990964410842707,35837,0.9899847009020875,0.9919441207833266
2010,East,Later,0.009035589157293012,35837,0.008055879216673466,0.010015299097912558
2012,West,Since birth,0.9264853472501003,40229,0.923935038943466,0.9290356555567347
2012,West,Later,0.07351465274989964,40229,0.07096434444326524,0.07606496105653404
2012,East,Since birth,0.989375612945407,40229,0.9883737253595296,0.9903775005312844
2012,East,Later,0.010624387054593004,40229,0.009622499468715575,0.011626274640470434
2013,West,Since birth,0.8688737266961368,44486,0.8657370656943634,0.8720103876979103
2013,West,Later,0.13112627330386314,44486,0.12798961230208974,0.13426293430563654
2013,East,Since birth,0.971443141254462,44486,0.9698953645620415,0.9729909179468824
2013,East,Later,0.02855685874553799,44486,0.02700908205311755,0.03010463543795843
2014,West,Since birth,0.8793967142472394,38694,0.8761517774149526,0.8826416510795262
2014,West,Later,0.12060328575276057,38694,0.11735834892047375,0.12384822258504738
2014,East,Since birth,0.9770710059171598,38694,0.9755796207417832,0.9785623910925364
2014,East,Later,0.022928994082840236,38694,0.021437608907463587,0.024420379258216884
2015,West,Since birth,0.8797826579126103,38036,0.8765142977268413,0.8830510180983794
2015,West,Later,0.12021734208738963,38036,0.11694898190162056,0.12348570227315869
2015,East,Since birth,0.9731726283048211,38036,0.9715487904631733,0.9747964661464689
2015,East,Later,0.026827371695178848,38036,0.025203533853531093,0.028451209536826602
2016,West,Since birth,0.8828431372549019,41132,0.8797350600566308,0.885951214453173
2016,West,Later,0.11715686274509804,41132,0.11404878554682694,0.12026493994336913
2016,East,Since birth,0.9757512953367876,41132,0.9742647437046772,0.977237846968898
2016,East,Later,0.024248704663212436,41132,0.022762153031101972,0.0257352562953229
2017,West,Since birth,0.8920706049510903,45410,0.889216632305046,0.8949245775971345
2017,West,Later,0.10792939504890978,45410,0.1050754224028655,0.11078336769495405
2017,East,Since birth,0.9762125998884965,45410,0.9748109936766953,0.9776142061002977
2017,East,Later,0.02378740011150344,45410,0.02238579389970227,0.02518900632330461
2018,West,Since birth,0.8921535326086957,43121,0.8892257796996972,0.8950812855176942
2018,West,Later,0.10784646739130435,43121,0.1049187144823058,0.1107742203003029
2018,East,Since birth,0.9778114925090081,43121,0.9764212093138452,0.979201775704171
2018,East,Later,0.022188507490991844,43121,0.020798224295828914,0.023578790686154774
2020,West,Since birth,0.9035590588797324,42741,0.9007604466738016,0.9063576710856632
2020,West,Later,0.09644094112026752,42741,0.09364232891433674,0.0992395533261983
2020,East,Since birth,0.9771717171717171,42741,0.9757557414782596,0.9785876928651747
2020,East,Later,0.02282828282828283,42741,0.021412307134825358,0.0242442585217403
2021,West,Since birth,0.9070725758977378,27598,0.9036471842528276,0.910497967542648
2021,West,Later,0.09292742410226222,27598,0.08950203245735201,0.09635281574717243
2021,East,Since birth,0.9781722933643772,27598,0.976448326163417,0.9798962605653373
2021,East,Later,0.021827706635622817,27598,0.020103739434662735,0.0235516738365829
