year,migback,sex,plj0024_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2002,No migration background,male,Since birth,0.9970804498269896,28961,0.9964590482278382,0.9977018514261411
2002,No migration background,male,Later,0.0029195501730103807,28961,0.002298148573858904,0.0035409517721618575
2002,No migration background,female,Since birth,0.9974780591142943,28961,0.9969004042675695,0.9980557139610191
2002,No migration background,female,Later,0.002521940885705639,28961,0.001944286038980858,0.00309959573243042
2002,Direct migration background,male,Later,0.5767284991568297,28961,0.5710380766299611,0.5824189216836982
2002,Direct migration background,male,Since birth,0.42327150084317033,28961,0.4175810783163017,0.42896192337003897
2002,Direct migration background,female,Later,0.5469208211143695,28961,0.5411876015329363,0.5526540406958026
2002,Direct migration background,female,Since birth,0.4530791788856305,28961,0.44734595930419735,0.4588123984670636
2002,Indirect migration background,male,Since birth,0.7309941520467836,28961,0.7258869021714677,0.7361014019220996
2002,Indirect migration background,male,Later,0.26900584795321636,28961,0.2638985980779004,0.2741130978285323
2002,Indirect migration background,female,Since birth,0.7258064516129032,28961,0.7206685199619272,0.7309443832638793
2002,Indirect migration background,female,Later,0.27419354838709675,28961,0.2690556167361206,0.2793314800380729
2003,No migration background,male,Since birth,0.9977520512532314,27727,0.9971945971104031,0.9983095053960597
2003,No migration background,male,Later,0.0022479487467685737,27727,0.001690494603940368,0.0028054028895967793
2003,No migration background,female,Since birth,0.9980173223416466,27727,0.9974937222351669,0.9985409224481264
2003,No migration background,female,Later,0.001982677658353334,27727,0.001459077551873553,0.002506277764833115
2003,Direct migration background,male,Later,0.5996533795493935,27727,0.5938860753867112,0.6054206837120757
2003,Direct migration background,male,Since birth,0.4003466204506066,27727,0.3945793162879243,0.4061139246132889
2003,Direct migration background,female,Later,0.594311377245509,27727,0.588531640382987,0.600091114108031
2003,Direct migration background,female,Since birth,0.405688622754491,27727,0.399908885891969,0.41146835961701306
2003,Indirect migration background,male,Since birth,0.7142857142857143,27727,0.7089682254086609,0.7196032031627677
2003,Indirect migration background,male,Later,0.2857142857142857,27727,0.2803967968372323,0.2910317745913391
2003,Indirect migration background,female,Since birth,0.7178217821782178,27727,0.7125242367495661,0.7231193276068695
2003,Indirect migration background,female,Later,0.28217821782178215,27727,0.27688067239313047,0.28747576325043384
2004,No migration background,male,Since birth,0.9974534089593703,26790,0.9968498834553198,0.9980569344634208
2004,No migration background,male,Later,0.0025465910406297027,26790,0.0019430655365791582,0.003150116544680247
2004,No migration background,female,Since birth,0.9973284889933747,26790,0.9967103767999568,0.9979466011867926
2004,No migration background,female,Later,0.002671511006625347,26790,0.0020533988132074637,0.0032896232000432304
2004,Direct migration background,male,Later,0.5847750865051903,26790,0.5788743550912341,0.5906758179191465
2004,Direct migration background,male,Since birth,0.41522491349480967,26790,0.4093241820808535,0.4211256449087658
2004,Direct migration background,female,Later,0.5794251134644478,26790,0.5735137176465162,0.5853365092823795
2004,Direct migration background,female,Since birth,0.4205748865355522,26790,0.4146634907176205,0.4264862823534839
2004,Indirect migration background,male,Since birth,0.7551020408163265,26790,0.7499525401392856,0.7602515414933674
2004,Indirect migration background,male,Later,0.24489795918367346,26790,0.2397484585066326,0.2500474598607143
2004,Indirect migration background,female,Since birth,0.7085201793721974,26790,0.7030782854325038,0.7139620733118909
2004,Indirect migration background,female,Later,0.2914798206278027,26790,0.2860379266881092,0.2969217145674962
2005,No migration background,male,Since birth,0.9978168587022438,25520,0.9972442181794241,0.9983894992250635
2005,No migration background,male,Later,0.002183141297756216,25520,0.0016105007749365337,0.002755781820575898
2005,No migration background,female,Since birth,0.9982192543127435,25520,0.9977019695829922,0.9987365390424948
2005,No migration background,female,Later,0.0017807456872565386,25520,0.0012634609575051785,0.0022980304170078986
2005,Direct migration background,male,Later,0.5984848484848485,25520,0.5924704349518882,0.6044992620178088
2005,Direct migration background,male,Since birth,0.4015151515151515,25520,0.3955007379821912,0.4075295650481118
2005,Direct migration background,female,Later,0.5795981452859351,25520,0.5735417872507341,0.5856545033211361
2005,Direct migration background,female,Since birth,0.42040185471406494,25520,0.414345496678864,0.4264582127492659
2005,Indirect migration background,male,Since birth,0.7536231884057971,25520,0.7483363896623887,0.7589099871492055
2005,Indirect migration background,male,Later,0.2463768115942029,25520,0.2410900128507945,0.2516636103376113
2005,Indirect migration background,female,Since birth,0.7212389380530974,25520,0.7157375614751463,0.7267403146310484
2005,Indirect migration background,female,Later,0.27876106194690264,25520,0.2732596853689517,0.2842624385248536
2006,No migration background,male,Since birth,0.9976559883915616,27321,0.9970825614923637,0.9982294152907594
2006,No migration background,male,Later,0.002344011608438442,27321,0.0017705847092406367,0.0029174385076362473
2006,No migration background,female,Since birth,0.9976494634644865,27321,0.9970752408854882,0.9982236860434848
2006,No migration background,female,Later,0.002350536535513541,27321,0.0017763139565151916,0.0029247591145118903
2006,Direct migration background,male,Later,0.5953237410071942,27321,0.5895035365650256,0.6011439454493628
2006,Direct migration background,male,Since birth,0.40467625899280574,27321,0.3988560545506372,0.41049646343497426
2006,Direct migration background,female,Later,0.5877192982456141,27321,0.581882304140742,0.5935562923504861
2006,Direct migration background,female,Since birth,0.41228070175438597,27321,0.4064437076495139,0.41811769585925807
2006,Indirect migration background,male,Since birth,0.759825327510917,27321,0.7547597581978677,0.7648908968239664
2006,Indirect migration background,male,Later,0.24017467248908297,27321,0.23510910317603362,0.24524024180213233
2006,Indirect migration background,female,Since birth,0.708171206225681,27321,0.702780558176148,0.7135618542752139
