year,age_gr,sex,plj0024_h,proportion,n,lower_confidence,upper_confidence
2002,46-65 J.,maennlich,Seit Geburt,0.16827778579329583,28961,0.1639690304048195,0.17258654118177216
2002,46-65 J.,weiblich,Seit Geburt,0.16741210984465926,28961,0.16311221559961134,0.1717120040897072
2002,30-45 J.,weiblich,Seit Geburt,0.1614485644207185,28961,0.1572108543373977,0.1656862745040393
2002,30-45 J.,maennlich,Seit Geburt,0.14721300437647286,28961,0.1431322292151171,0.15129377953782863
2002,66 und älter,weiblich,Seit Geburt,0.08969364690039917,28961,0.08640267690536188,0.09298461689543647
2002,18-29 J.,weiblich,Seit Geburt,0.07834367335160872,28961,0.07524885071893567,0.08143849598428177
2002,18-29 J.,maennlich,Seit Geburt,0.07435194536622902,28961,0.07133047451463452,0.07737341621782352
2002,66 und älter,maennlich,Seit Geburt,0.07170682441206175,28961,0.06873534915479329,0.0746782996693302
2002,30-45 J.,weiblich,Erst spaeter,0.008320107728562497,28961,0.007273944326537119,0.009366271130587876
2002,30-45 J.,maennlich,Erst spaeter,0.0077910835377290434,28961,0.006778455873574986,0.008803711201883101
2002,46-65 J.,weiblich,Erst spaeter,0.006636848939546963,28961,0.005701692467594075,0.00757200541149985
2002,46-65 J.,maennlich,Erst spaeter,0.005530707449622469,28961,0.004676555126043146,0.006384859773201791
2002,18-29 J.,maennlich,Erst spaeter,0.004328379743182802,28961,0.003572295762336893,0.005084463724028711
2002,18-29 J.,weiblich,Erst spaeter,0.004039821093637282,28961,0.0033092687336173775,0.004770373453657186
2002,66 und älter,weiblich,Erst spaeter,0.0025970278459096813,28961,0.00201085873796022,0.0031831969538591424
2002,66 und älter,maennlich,Erst spaeter,0.002308469196364161,28961,0.0017557437243359056,0.0028611946683924166
2003,46-65 J.,weiblich,Seit Geburt,0.16778556865085284,27727,0.1633871197236293,0.1721840175780764
2003,46-65 J.,maennlich,Seit Geburt,0.16649261524690437,27727,0.16210774401972927,0.17087748647407947
2003,30-45 J.,weiblich,Seit Geburt,0.154905763588443,27727,0.15064692688256456,0.15916460029432142
2003,30-45 J.,maennlich,Seit Geburt,0.1420259585260331,27727,0.1379170585548076,0.14613485849725863
2003,66 und älter,weiblich,Seit Geburt,0.09299318713014074,27727,0.08957468802170428,0.0964116862385772
2003,18-29 J.,weiblich,Seit Geburt,0.08061067183848028,27727,0.0774062430136639,0.08381510066329666
2003,66 und älter,maennlich,Seit Geburt,0.07603560594758565,27727,0.07291570537669806,0.07915550651847325
