"ple0081_h","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","93","0.324312418853272","0.270984210439376","0.377640627267169"
"Ja","2002","(noch) kein Abschluss","2","62","0.26002731392843","0.203824573538592","0.316230054318268"
"Ja","2002","(noch) kein Abschluss","3","36","0.227483017639907","0.160839976815641","0.294126058464173"
"Ja","2002","(noch) kein Abschluss","4","32","0.291728620598102","0.212042542976458","0.371414698219745"
"Ja","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","19","","",""
"Ja","2002","Hauptschule","1 Einkommensschwächstes Quintil","831","0.325389247518362","0.306656588241545","0.344121906795178"
"Ja","2002","Hauptschule","2","774","0.292207027804788","0.274832876470378","0.309581179139198"
"Ja","2002","Hauptschule","3","578","0.320151313287761","0.298532756594318","0.341769869981205"
"Ja","2002","Hauptschule","4","426","0.289805357513333","0.265878087389057","0.31373262763761"
"Ja","2002","Hauptschule","5 Einkommensstärkstes Quintil","234","0.30017336198501","0.266460142651399","0.333886581318622"
"Ja","2002","Realschule","1 Einkommensschwächstes Quintil","463","0.421068712737093","0.391891638178677","0.450245787295508"
"Ja","2002","Realschule","2","550","0.374288158213741","0.349249423944183","0.399326892483298"
"Ja","2002","Realschule","3","425","0.313968721987442","0.288691557310516","0.339245886664368"
"Ja","2002","Realschule","4","373","0.319276181905425","0.292482834973107","0.346069528837744"
"Ja","2002","Realschule","5 Einkommensstärkstes Quintil","312","0.286729778522043","0.258630187645324","0.314829369398762"
"Ja","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","151","0.354920959477301","0.310463936763793","0.39937798219081"
"Ja","2002","(Fach-)Abitur","2","163","0.316457323198932","0.275812569980379","0.357102076417484"
"Ja","2002","(Fach-)Abitur","3","118","0.248954105340068","0.208505019085909","0.289403191594228"
"Ja","2002","(Fach-)Abitur","4","141","0.269609279944749","0.230595777741675","0.308622782147822"
"Ja","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","181","0.317033417227391","0.278900298575872","0.355166535878911"
"Ja","2002","AkademikerIn","1 Einkommensschwächstes Quintil","78","0.239947973350948","0.193519263658077","0.28637668304382"
"Ja","2002","AkademikerIn","2","103","0.209804710435732","0.173642210496811","0.245967210374652"
"Ja","2002","AkademikerIn","3","141","0.201527172450363","0.171682608888464","0.231371736012262"
"Ja","2002","AkademikerIn","4","218","0.227647611007564","0.202027577153417","0.253267644861712"
"Ja","2002","AkademikerIn","5 Einkommensstärkstes Quintil","437","0.243692054699974","0.224975110286723","0.262408999113225"
"Nein","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","203","0.675687581146728","0.622359372732831","0.729015789560624"
"Nein","2002","(noch) kein Abschluss","2","172","0.73997268607157","0.683769945681731","0.796175426461408"
"Nein","2002","(noch) kein Abschluss","3","116","0.772516982360093","0.705873941535827","0.839160023184359"
"Nein","2002","(noch) kein Abschluss","4","93","0.708271379401898","0.628585301780255","0.787957457023542"
"Nein","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","83","0.877691397188292","0.814107458236462","0.941275336140123"
"Nein","2002","Hauptschule","1 Einkommensschwächstes Quintil","1572","0.674610752481638","0.655878093204821","0.693343411758455"
"Nein","2002","Hauptschule","2","1858","0.707792972195212","0.690418820860802","0.725167123529622"
"Nein","2002","Hauptschule","3","1211","0.679848686712239","0.658230130018795","0.701467243405682"
"Nein","2002","Hauptschule","4","955","0.710194642486667","0.686267372362391","0.734121912610943"
"Nein","2002","Hauptschule","5 Einkommensstärkstes Quintil","476","0.69982663801499","0.666113418681378","0.733539857348601"
"Nein","2002","Realschule","1 Einkommensschwächstes Quintil","637","0.578931287262907","0.549754212704492","0.608108361821323"
"Nein","2002","Realschule","2","885","0.625711841786259","0.600673107516702","0.650750576055817"
"Nein","2002","Realschule","3","870","0.686031278012558","0.660754113335632","0.711308442689484"
"Nein","2002","Realschule","4","790","0.680723818094575","0.653930471162256","0.707517165026894"
"Nein","2002","Realschule","5 Einkommensstärkstes Quintil","683","0.713270221477957","0.685170630601238","0.741369812354676"
"Nein","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","294","0.645079040522699","0.60062201780919","0.689536063236207"
"Nein","2002","(Fach-)Abitur","2","340","0.683542676801068","0.642897923582516","0.724187430019621"
"Nein","2002","(Fach-)Abitur","3","321","0.751045894659932","0.710596808405772","0.791494980914092"
"Nein","2002","(Fach-)Abitur","4","356","0.730390720055251","0.691377217852177","0.769404222258325"
"Nein","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","391","0.682966582772609","0.644833464121089","0.721099701424128"
"Nein","2002","AkademikerIn","1 Einkommensschwächstes Quintil","247","0.760052026649052","0.71362331695618","0.806480736341923"
"Nein","2002","AkademikerIn","2","384","0.790195289564268","0.754032789625348","0.826357789503189"
"Nein","2002","AkademikerIn","3","553","0.798472827549637","0.768628263987738","0.828317391111536"
"Nein","2002","AkademikerIn","4","811","0.772352388992436","0.746732355138288","0.797972422846583"
"Nein","2002","AkademikerIn","5 Einkommensstärkstes Quintil","1584","0.756307945300026","0.737591000886775","0.775024889713277"
"Ja","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","(noch) kein Abschluss","2","","","",""
"Ja","2003","(noch) kein Abschluss","3","","","",""
"Ja","2003","(noch) kein Abschluss","4","","","",""
"Ja","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Hauptschule","2","","","",""
"Ja","2003","Hauptschule","3","","","",""
"Ja","2003","Hauptschule","4","","","",""
"Ja","2003","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Realschule","2","","","",""
"Ja","2003","Realschule","3","","","",""
"Ja","2003","Realschule","4","","","",""
"Ja","2003","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","(Fach-)Abitur","2","","","",""
"Ja","2003","(Fach-)Abitur","3","","","",""
"Ja","2003","(Fach-)Abitur","4","","","",""
"Ja","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","AkademikerIn","2","","","",""
"Ja","2003","AkademikerIn","3","","","",""
"Ja","2003","AkademikerIn","4","","","",""
"Ja","2003","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","(noch) kein Abschluss","2","","","",""
"Nein","2003","(noch) kein Abschluss","3","","","",""
"Nein","2003","(noch) kein Abschluss","4","","","",""
"Nein","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","Hauptschule","2","","","",""
"Nein","2003","Hauptschule","3","","","",""
"Nein","2003","Hauptschule","4","","","",""
"Nein","2003","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
