year,age_gr,regtyp,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,17-29 y.,Urban regions,Yes,0.39470,1002,2668,0.37615,0.41325
2002,17-29 y.,Urban regions,No,0.60530,1666,2668,0.58675,0.62385
2002,17-29 y.,Rural regions,Yes,0.39626,577,1473,0.37127,0.42124
2002,17-29 y.,Rural regions,No,0.60374,896,1473,0.57876,0.62873
2002,30-45 y.,Urban regions,Yes,0.40401,1932,5017,0.39043,0.41759
2002,30-45 y.,Urban regions,No,0.59599,3085,5017,0.58241,0.60957
2002,30-45 y.,Rural regions,Yes,0.38642,922,2419,0.36701,0.40583
2002,30-45 y.,Rural regions,No,0.61358,1497,2419,0.59417,0.63299
2002,46-65 y.,Urban regions,Yes,0.31380,1521,5250,0.30124,0.32635
2002,46-65 y.,Urban regions,No,0.68620,3729,5250,0.67365,0.69876
2002,46-65 y.,Rural regions,Yes,0.27558,683,2601,0.25841,0.29276
2002,46-65 y.,Rural regions,No,0.72442,1918,2601,0.70724,0.74159
2002,66 and older,Urban regions,Yes,0.11049,279,2362,0.09784,0.12313
2002,66 and older,Urban regions,No,0.88951,2083,2362,0.87687,0.90216
2002,66 and older,Rural regions,Yes,0.08773,111,1227,0.07190,0.10357
2002,66 and older,Rural regions,No,0.91227,1116,1227,0.89643,0.92810
2004,17-29 y.,Urban regions,Yes,0.38628,941,2581,0.36749,0.40507
2004,17-29 y.,Urban regions,No,0.61372,1640,2581,0.59493,0.63251
2004,17-29 y.,Rural regions,Yes,0.40069,552,1373,0.37476,0.42662
2004,17-29 y.,Rural regions,No,0.59931,821,1373,0.57338,0.62524
2004,30-45 y.,Urban regions,Yes,0.39475,1648,4427,0.38035,0.40915
2004,30-45 y.,Urban regions,No,0.60525,2779,4427,0.59085,0.61965
2004,30-45 y.,Rural regions,Yes,0.37944,772,2083,0.35860,0.40029
2004,30-45 y.,Rural regions,No,0.62056,1311,2083,0.59971,0.64140
2004,46-65 y.,Urban regions,Yes,0.31758,1403,4867,0.30450,0.33066
2004,46-65 y.,Urban regions,No,0.68242,3464,4867,0.66934,0.69550
2004,46-65 y.,Rural regions,Yes,0.27488,644,2483,0.25732,0.29245
2004,46-65 y.,Rural regions,No,0.72512,1839,2483,0.70755,0.74268
2004,66 and older,Urban regions,Yes,0.10964,285,2464,0.09730,0.12198
2004,66 and older,Urban regions,No,0.89036,2179,2464,0.87802,0.90270
2004,66 and older,Rural regions,Yes,0.10311,131,1283,0.08646,0.11975
2004,66 and older,Rural regions,No,0.89689,1152,1283,0.88025,0.91354
2006,17-29 y.,Urban regions,Yes,0.40106,904,2406,0.38147,0.42065
2006,17-29 y.,Urban regions,No,0.59894,1502,2406,0.57935,0.61853
2006,17-29 y.,Rural regions,Yes,0.40520,514,1266,0.37815,0.43226
2006,17-29 y.,Rural regions,No,0.59480,752,1266,0.56774,0.62185
2006,30-45 y.,Urban regions,Yes,0.39188,1533,4227,0.37716,0.40660
2006,30-45 y.,Urban regions,No,0.60812,2694,4227,0.59340,0.62284
2006,30-45 y.,Rural regions,Yes,0.36480,716,2044,0.34392,0.38567
2006,30-45 y.,Rural regions,No,0.63520,1328,2044,0.61433,0.65608
2006,46-65 y.,Urban regions,Yes,0.31923,1397,4953,0.30625,0.33221
2006,46-65 y.,Urban regions,No,0.68077,3556,4953,0.66779,0.69375
2006,46-65 y.,Rural regions,Yes,0.29716,726,2621,0.27966,0.31466
2006,46-65 y.,Rural regions,No,0.70284,1895,2621,0.68534,0.72034
2006,66 and older,Urban regions,Yes,0.11603,339,2883,0.10434,0.12773
2006,66 and older,Urban regions,No,0.88397,2544,2883,0.87227,0.89566
2006,66 and older,Rural regions,Yes,0.09411,143,1542,0.07953,0.10868
2006,66 and older,Rural regions,No,0.90589,1399,1542,0.89132,0.92047
2008,17-29 y.,Urban regions,Yes,0.36894,708,2090,0.34825,0.38963
2008,17-29 y.,Urban regions,No,0.63106,1382,2090,0.61037,0.65175
2008,17-29 y.,Rural regions,Yes,0.35167,367,1061,0.32293,0.38042
2008,17-29 y.,Rural regions,No,0.64833,694,1061,0.61958,0.67707
2008,30-45 y.,Urban regions,Yes,0.35469,1163,3456,0.33874,0.37064
2008,30-45 y.,Urban regions,No,0.64531,2293,3456,0.62936,0.66126
2008,30-45 y.,Rural regions,Yes,0.36178,591,1710,0.33900,0.38456
2008,30-45 y.,Rural regions,No,0.63822,1119,1710,0.61544,0.66100
2008,46-65 y.,Urban regions,Yes,0.31209,1195,4341,0.29830,0.32588
2008,46-65 y.,Urban regions,No,0.68791,3146,4341,0.67412,0.70170
2008,46-65 y.,Rural regions,Yes,0.31249,687,2344,0.29372,0.33125
2008,46-65 y.,Rural regions,No,0.68751,1657,2344,0.66875,0.70628
2008,66 and older,Urban regions,Yes,0.11517,323,2800,0.10334,0.12700
2008,66 and older,Urban regions,No,0.88483,2477,2800,0.87300,0.89666
2008,66 and older,Rural regions,Yes,0.10855,155,1489,0.09274,0.12435
2008,66 and older,Rural regions,No,0.89145,1334,1489,0.87565,0.90726
2010,17-29 y.,Urban regions,Yes,0.32547,534,1700,0.30319,0.34775
2010,17-29 y.,Urban regions,No,0.67453,1166,1700,0.65225,0.69681
2010,17-29 y.,Rural regions,Yes,0.34616,281,808,0.31333,0.37898
2010,17-29 y.,Rural regions,No,0.65384,527,808,0.62102,0.68667
2010,30-45 y.,Urban regions,Yes,0.35112,890,2724,0.33319,0.36904
2010,30-45 y.,Urban regions,No,0.64888,1834,2724,0.63096,0.66681
2010,30-45 y.,Rural regions,Yes,0.35631,467,1377,0.33101,0.38162
2010,30-45 y.,Rural regions,No,0.64369,910,1377,0.61838,0.66899
2010,46-65 y.,Urban regions,Yes,0.32501,1094,3870,0.31025,0.33976
2010,46-65 y.,Urban regions,No,0.67499,2776,3870,0.66024,0.68975
2010,46-65 y.,Rural regions,Yes,0.31048,637,2133,0.29084,0.33012
2010,46-65 y.,Rural regions,No,0.68952,1496,2133,0.66988,0.70916
2010,66 and older,Urban regions,Yes,0.11448,300,2615,0.10228,0.12669
2010,66 and older,Urban regions,No,0.88552,2315,2615,0.87331,0.89772
2010,66 and older,Rural regions,Yes,0.09602,134,1394,0.08055,0.11149
2010,66 and older,Rural regions,No,0.90398,1260,1394,0.88851,0.91945
2012,17-29 y.,Urban regions,Yes,0.29972,551,1923,0.27924,0.32020
2012,17-29 y.,Urban regions,No,0.70028,1372,1923,0.67980,0.72076
2012,17-29 y.,Rural regions,Yes,0.33722,338,954,0.30721,0.36724
2012,17-29 y.,Rural regions,No,0.66278,616,954,0.63276,0.69279
2012,30-45 y.,Urban regions,Yes,0.32089,959,3024,0.30425,0.33753
2012,30-45 y.,Urban regions,No,0.67911,2065,3024,0.66247,0.69575
2012,30-45 y.,Rural regions,Yes,0.37472,542,1553,0.35063,0.39880
2012,30-45 y.,Rural regions,No,0.62528,1011,1553,0.60120,0.64937
2012,46-65 y.,Urban regions,Yes,0.31872,1414,4797,0.30554,0.33191
2012,46-65 y.,Urban regions,No,0.68128,3383,4797,0.66809,0.69446
2012,46-65 y.,Rural regions,Yes,0.31160,906,3011,0.29505,0.32815
2012,46-65 y.,Rural regions,No,0.68840,2105,3011,0.67185,0.70495
2012,66 and older,Urban regions,Yes,0.11299,353,3287,0.10216,0.12381
2012,66 and older,Urban regions,No,0.88701,2934,3287,0.87619,0.89784
2012,66 and older,Rural regions,Yes,0.11758,201,1873,0.10299,0.13217
2012,66 and older,Rural regions,No,0.88242,1672,1873,0.86783,0.89701
2014,17-29 y.,Urban regions,Yes,0.27329,863,2921,0.25713,0.28945
2014,17-29 y.,Urban regions,No,0.72671,2058,2921,0.71055,0.74287
2014,17-29 y.,Rural regions,Yes,0.36683,519,1364,0.34124,0.39241
2014,17-29 y.,Rural regions,No,0.63317,845,1364,0.60759,0.65876
2014,30-45 y.,Urban regions,Yes,0.31298,1736,5664,0.30090,0.32506
2014,30-45 y.,Urban regions,No,0.68702,3928,5664,0.67494,0.69910
2014,30-45 y.,Rural regions,Yes,0.35381,961,2848,0.33624,0.37137
2014,30-45 y.,Rural regions,No,0.64619,1887,2848,0.62863,0.66376
2014,46-65 y.,Urban regions,Yes,0.32455,1736,5894,0.31260,0.33650
2014,46-65 y.,Urban regions,No,0.67545,4158,5894,0.66350,0.68740
2014,46-65 y.,Rural regions,Yes,0.32139,1027,3396,0.30568,0.33710
2014,46-65 y.,Rural regions,No,0.67861,2369,3396,0.66290,0.69432
2014,66 and older,Urban regions,Yes,0.11374,358,3156,0.10266,0.12482
2014,66 and older,Urban regions,No,0.88626,2798,3156,0.87518,0.89734
2014,66 and older,Rural regions,Yes,0.11377,207,1788,0.09904,0.12849
2014,66 and older,Rural regions,No,0.88623,1581,1788,0.87151,0.90096
2016,17-29 y.,Urban regions,Yes,0.24956,672,2581,0.23286,0.26626
2016,17-29 y.,Urban regions,No,0.75044,1909,2581,0.73374,0.76714
2016,17-29 y.,Rural regions,Yes,0.30185,399,1210,0.27597,0.32772
2016,17-29 y.,Rural regions,No,0.69815,811,1210,0.67228,0.72403
2016,30-45 y.,Urban regions,Yes,0.28839,1388,4679,0.27541,0.30137
