year,quintil_oecd,sampreg,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,1st Quintile,West,Yes,0.35058,900,2402,0.33150,0.36967
2002,1st Quintile,West,No,0.64942,1502,2402,0.63033,0.66850
2002,1st Quintile,East,Yes,0.41115,460,1066,0.38159,0.44070
2002,1st Quintile,East,No,0.58885,606,1066,0.55930,0.61841
2002,2nd Quintile,West,Yes,0.31171,856,2698,0.29422,0.32919
2002,2nd Quintile,West,No,0.68829,1842,2698,0.67081,0.70578
2002,2nd Quintile,East,Yes,0.24234,315,1221,0.21829,0.26638
2002,2nd Quintile,East,No,0.75766,906,1221,0.73362,0.78171
2002,3rd Quintile,West,Yes,0.32573,959,2865,0.30857,0.34290
2002,3rd Quintile,West,No,0.67427,1906,2865,0.65710,0.69143
2002,3rd Quintile,East,Yes,0.27599,327,1174,0.25041,0.30157
2002,3rd Quintile,East,No,0.72401,847,1174,0.69843,0.74959
2002,4th Quintile,West,Yes,0.30254,1010,3333,0.28694,0.31814
2002,4th Quintile,West,No,0.69746,2323,3333,0.68186,0.71306
2002,4th Quintile,East,Yes,0.24989,259,1033,0.22347,0.27630
2002,4th Quintile,East,No,0.75011,774,1033,0.72370,0.77653
2002,5th Quintile,West,Yes,0.26267,1167,4305,0.24952,0.27582
2002,5th Quintile,West,No,0.73733,3138,4305,0.72418,0.75048
2002,5th Quintile,East,Yes,0.28583,187,693,0.25217,0.31949
2002,5th Quintile,East,No,0.71417,506,693,0.68051,0.74783
2004,1st Quintile,West,Yes,0.37149,841,2239,0.35147,0.39151
2004,1st Quintile,West,No,0.62851,1398,2239,0.60849,0.64853
2004,1st Quintile,East,Yes,0.41462,419,1009,0.38421,0.44504
2004,1st Quintile,East,No,0.58538,590,1009,0.55496,0.61579
2004,2nd Quintile,West,Yes,0.29981,806,2530,0.28195,0.31766
2004,2nd Quintile,West,No,0.70019,1724,2530,0.68234,0.71805
2004,2nd Quintile,East,Yes,0.27318,357,1248,0.24845,0.29791
2004,2nd Quintile,East,No,0.72682,891,1248,0.70209,0.75155
2004,3rd Quintile,West,Yes,0.30660,893,2836,0.28962,0.32357
2004,3rd Quintile,West,No,0.69340,1943,2836,0.67643,0.71038
2004,3rd Quintile,East,Yes,0.25490,307,1168,0.22990,0.27991
2004,3rd Quintile,East,No,0.74510,861,1168,0.72009,0.77010
2004,4th Quintile,West,Yes,0.27161,939,3347,0.25654,0.28669
2004,4th Quintile,West,No,0.72839,2408,3347,0.71331,0.74346
2004,4th Quintile,East,Yes,0.24630,267,995,0.21952,0.27309
2004,4th Quintile,East,No,0.75370,728,995,0.72691,0.78048
2004,5th Quintile,West,Yes,0.27439,1381,5396,0.26248,0.28629
2004,5th Quintile,West,No,0.72561,4015,5396,0.71371,0.73752
2004,5th Quintile,East,Yes,0.23320,165,790,0.20369,0.26271
2004,5th Quintile,East,No,0.76680,625,790,0.73729,0.79631
2006,1st Quintile,West,Yes,0.38537,791,2002,0.36405,0.40670
2006,1st Quintile,West,No,0.61463,1211,2002,0.59330,0.63595
2006,1st Quintile,East,Yes,0.43223,418,943,0.40059,0.46386
2006,1st Quintile,East,No,0.56777,525,943,0.53614,0.59941
2006,2nd Quintile,West,Yes,0.32608,720,2203,0.30650,0.34566
2006,2nd Quintile,West,No,0.67392,1483,2203,0.65434,0.69350
2006,2nd Quintile,East,Yes,0.25825,292,1114,0.23253,0.28396
2006,2nd Quintile,East,No,0.74175,822,1114,0.71604,0.76747
2006,3rd Quintile,West,Yes,0.28808,744,2504,0.27034,0.30582
2006,3rd Quintile,West,No,0.71192,1760,2504,0.69418,0.72966
2006,3rd Quintile,East,Yes,0.20987,246,1072,0.18548,0.23426
2006,3rd Quintile,East,No,0.79013,826,1072,0.76574,0.81452
2006,4th Quintile,West,Yes,0.27569,802,3096,0.25995,0.29143
2006,4th Quintile,West,No,0.72431,2294,3096,0.70857,0.74005
2006,4th Quintile,East,Yes,0.23561,216,873,0.20744,0.26378
2006,4th Quintile,East,No,0.76439,657,873,0.73622,0.79256
2006,5th Quintile,West,Yes,0.27447,1185,4800,0.26185,0.28710
2006,5th Quintile,West,No,0.72553,3615,4800,0.71290,0.73815
2006,5th Quintile,East,Yes,0.25872,165,718,0.22667,0.29078
2006,5th Quintile,East,No,0.74128,553,718,0.70922,0.77333
2008,1st Quintile,West,Yes,0.35420,727,2032,0.33340,0.37500
2008,1st Quintile,West,No,0.64580,1305,2032,0.62500,0.66660
2008,1st Quintile,East,Yes,0.42133,399,937,0.38970,0.45297
2008,1st Quintile,East,No,0.57867,538,937,0.54703,0.61030
2008,2nd Quintile,West,Yes,0.31352,684,2282,0.29448,0.33256
2008,2nd Quintile,West,No,0.68648,1598,2282,0.66744,0.70552
2008,2nd Quintile,East,Yes,0.23318,257,1085,0.20801,0.25835
2008,2nd Quintile,East,No,0.76682,828,1085,0.74165,0.79199
2008,3rd Quintile,West,Yes,0.28235,722,2609,0.26508,0.29963
2008,3rd Quintile,West,No,0.71765,1887,2609,0.70037,0.73492
2008,3rd Quintile,East,Yes,0.25091,277,1206,0.22644,0.27539
2008,3rd Quintile,East,No,0.74909,929,1206,0.72461,0.77356
2008,4th Quintile,West,Yes,0.27378,786,3062,0.25799,0.28958
2008,4th Quintile,West,No,0.72622,2276,3062,0.71042,0.74201
2008,4th Quintile,East,Yes,0.25672,212,812,0.22666,0.28678
2008,4th Quintile,East,No,0.74328,600,812,0.71322,0.77334
2008,5th Quintile,West,Yes,0.23022,981,4543,0.21798,0.24246
2008,5th Quintile,West,No,0.76978,3562,4543,0.75754,0.78202
2008,5th Quintile,East,Yes,0.22175,143,721,0.19140,0.25209
2008,5th Quintile,East,No,0.77825,578,721,0.74791,0.80860
2010,1st Quintile,West,Yes,0.33840,624,1761,0.31630,0.36051
2010,1st Quintile,West,No,0.66160,1137,1761,0.63949,0.68370
2010,1st Quintile,East,Yes,0.39626,345,813,0.36262,0.42991
2010,1st Quintile,East,No,0.60374,468,813,0.57009,0.63738
2010,2nd Quintile,West,Yes,0.28106,544,1938,0.26104,0.30108
2010,2nd Quintile,West,No,0.71894,1394,1938,0.69892,0.73896
2010,2nd Quintile,East,Yes,0.24029,272,1070,0.21468,0.26591
2010,2nd Quintile,East,No,0.75971,798,1070,0.73409,0.78532
2010,3rd Quintile,West,Yes,0.27300,595,2301,0.25479,0.29120
2010,3rd Quintile,West,No,0.72700,1706,2301,0.70880,0.74521
2010,3rd Quintile,East,Yes,0.21483,197,904,0.18804,0.24162
2010,3rd Quintile,East,No,0.78517,707,904,0.75838,0.81196
2010,4th Quintile,West,Yes,0.27776,705,2710,0.26090,0.29463
2010,4th Quintile,West,No,0.72224,2005,2710,0.70537,0.73910
2010,4th Quintile,East,Yes,0.21920,166,759,0.18975,0.24865
2010,4th Quintile,East,No,0.78080,593,759,0.75135,0.81025
2010,5th Quintile,West,Yes,0.22949,779,3791,0.21611,0.24288
2010,5th Quintile,West,No,0.77051,3012,3791,0.75712,0.78389
2010,5th Quintile,East,Yes,0.21307,110,572,0.17948,0.24666
2010,5th Quintile,East,No,0.78693,462,572,0.75334,0.82052
2012,1st Quintile,West,Yes,0.34869,737,2057,0.32809,0.36929
2012,1st Quintile,West,No,0.65131,1320,2057,0.63071,0.67191
2012,1st Quintile,East,Yes,0.41371,416,972,0.38273,0.44469
2012,1st Quintile,East,No,0.58629,556,972,0.55531,0.61727
2012,2nd Quintile,West,Yes,0.26079,583,2230,0.24256,0.27902
2012,2nd Quintile,West,No,0.73921,1647,2230,0.72098,0.75744
2012,2nd Quintile,East,Yes,0.19393,212,927,0.16847,0.21940
2012,2nd Quintile,East,No,0.80607,715,927,0.78060,0.83153
2012,3rd Quintile,West,Yes,0.25672,645,2488,0.23955,0.27389
2012,3rd Quintile,West,No,0.74328,1843,2488,0.72611,0.76045
