year,migback,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1985,No migration background,Urban regions,5421,8.41992,7.56109,9.27875,0.00000,0.00000,5.00000,0.00000,12.50000,0.00000,0.00000,0.00000
1985,No migration background,Rural regions,1854,8.36096,6.81514,9.90679,0.00000,0.00000,5.00000,0.00000,12.50000,0.00000,0.00000,0.00000
1985,Direct migration background,Urban regions,2395,10.43702,9.04193,11.83210,0.00000,0.00000,8.00000,0.00000,20.00000,0.00000,0.00000,0.00000
1985,Direct migration background,Rural regions,330,7.43059,5.47050,9.39068,0.00000,0.00000,7.03951,0.00000,17.59876,0.00000,0.00000,0.00000
1985,Indirect migration background,Urban regions,112,5.01983,2.85164,7.18802,0.00000,0.00000,5.00000,0.00000,12.50000,0.00000,0.00000,0.00000
1985,Indirect migration background,Rural regions,,,,,,,,,,,,
1986,No migration background,Urban regions,3471,9.55060,8.71348,10.38771,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1986,No migration background,Rural regions,1119,9.34796,7.59840,11.09751,0.00000,0.00000,8.00000,0.00000,20.00000,0.00000,0.00000,0.00000
1986,Direct migration background,Urban regions,1701,14.53497,12.87859,16.19134,0.00000,0.00000,14.00000,0.00000,35.00000,0.00000,0.00000,3.00000
1986,Direct migration background,Rural regions,263,9.72987,7.28334,12.17640,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,3.00000
1986,Indirect migration background,Urban regions,76,7.59792,4.22309,10.97275,0.00000,0.00000,9.44417,0.00000,23.61042,0.00000,0.00000,5.00000
1986,Indirect migration background,Rural regions,,,,,,,,,,,,
1987,No migration background,Urban regions,3245,10.42402,9.55531,11.29273,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
1987,No migration background,Rural regions,1090,10.53501,8.75624,12.31378,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1987,Direct migration background,Urban regions,1584,15.65193,13.87483,17.42903,0.00000,3.00000,18.00000,0.00000,45.00000,3.00000,0.00000,5.00000
1987,Direct migration background,Rural regions,251,7.83328,5.90175,9.76480,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,2.00000
1987,Indirect migration background,Urban regions,78,8.54343,5.86473,11.22213,0.00000,1.00000,14.00000,0.00000,35.00000,1.00000,0.00000,10.00000
1987,Indirect migration background,Rural regions,,,,,,,,,,,,
1988,No migration background,Urban regions,3134,10.38757,9.51335,11.26179,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,1.00000
1988,No migration background,Rural regions,1017,9.33201,7.66829,10.99574,0.00000,0.00000,8.00000,0.00000,20.00000,0.00000,0.00000,0.00000
1988,Direct migration background,Urban regions,1501,12.72865,11.35562,14.10168,0.00000,2.00000,14.00000,0.00000,35.00000,2.00000,0.00000,4.00000
1988,Direct migration background,Rural regions,228,13.91514,9.94084,17.88945,0.00000,0.00000,14.00000,0.00000,35.00000,0.00000,0.00000,5.00000
1988,Indirect migration background,Urban regions,94,5.64840,2.38335,8.91345,0.00000,0.00000,5.23391,0.00000,13.08479,0.00000,0.00000,0.00000
1988,Indirect migration background,Rural regions,,,,,,,,,,,,
1989,No migration background,Urban regions,3147,10.25242,9.39889,11.10594,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,2.00000
1989,No migration background,Rural regions,973,9.40011,7.80755,10.99268,0.00000,0.00000,9.00000,0.00000,22.50000,0.00000,0.00000,2.00000
1989,Direct migration background,Urban regions,1464,13.15952,11.79337,14.52567,0.00000,3.00000,15.00000,0.00000,37.50000,3.00000,0.00000,5.00000
1989,Direct migration background,Rural regions,218,20.73036,14.79888,26.66184,0.00000,7.00000,20.00000,0.00000,50.00000,7.00000,3.97500,14.00000
1989,Indirect migration background,Urban regions,109,4.48838,3.10908,5.86768,0.00000,0.00000,7.00000,0.00000,17.50000,0.00000,0.00000,3.02500
1989,Indirect migration background,Rural regions,,,,,,,,,,,,
1990,No migration background,Urban regions,,,,,,,,,,,,
1990,No migration background,Rural regions,,,,,,,,,,,,
1990,Direct migration background,Urban regions,,,,,,,,,,,,
1990,Direct migration background,Rural regions,,,,,,,,,,,,
1990,Indirect migration background,Urban regions,,,,,,,,,,,,
1990,Indirect migration background,Rural regions,,,,,,,,,,,,
1991,No migration background,Urban regions,3062,11.33815,10.33317,12.34313,0.00000,2.00000,12.00000,0.00000,30.00000,2.00000,2.00000,3.00000
1991,No migration background,Rural regions,989,8.83025,7.43245,10.22804,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,0.00000,3.00000
1991,Direct migration background,Urban regions,1416,13.62541,12.06592,15.18490,0.00000,3.00000,15.00000,0.00000,37.50000,3.00000,1.00000,5.00000
1991,Direct migration background,Rural regions,221,20.03079,13.56496,26.49663,0.00000,6.00000,18.00000,0.00000,45.00000,6.00000,4.95000,10.00000
1991,Indirect migration background,Urban regions,172,6.29257,4.51203,8.07311,0.00000,0.00000,10.33497,0.00000,25.83743,0.00000,0.00000,1.00000
1991,Indirect migration background,Rural regions,,,,,,,,,,,,
1992,No migration background,Urban regions,3966,10.36062,9.57693,11.14431,0.00000,2.00000,11.00000,0.00000,27.50000,2.00000,1.00000,2.00000
1992,No migration background,Rural regions,2689,9.24433,8.21878,10.26988,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,0.00000
1992,Direct migration background,Urban regions,1366,14.26949,12.66061,15.87836,0.00000,3.00000,15.00000,0.00000,37.50000,3.00000,1.00000,5.00000
1992,Direct migration background,Rural regions,257,8.85635,6.38350,11.32920,0.00000,3.00000,10.00000,0.00000,25.00000,3.00000,0.00000,5.00000
1992,Indirect migration background,Urban regions,192,8.50455,6.35510,10.65400,0.00000,1.00000,10.00000,0.00000,25.00000,1.00000,0.00000,5.00000
1992,Indirect migration background,Rural regions,37,13.19160,4.32728,22.05592,0.00000,9.89683,14.00000,0.00000,35.00000,10.00000,0.00000,14.00000
1993,No migration background,Urban regions,,,,,,,,,,,,
1993,No migration background,Rural regions,,,,,,,,,,,,
1993,Direct migration background,Urban regions,,,,,,,,,,,,
1993,Direct migration background,Rural regions,,,,,,,,,,,,
1993,Indirect migration background,Urban regions,,,,,,,,,,,,
1993,Indirect migration background,Rural regions,,,,,,,,,,,,
1994,No migration background,Urban regions,3766,10.55440,9.65000,11.45880,0.00000,2.00000,10.00000,0.00000,25.00000,2.00000,1.97500,3.00000
1994,No migration background,Rural regions,2472,9.87007,8.79238,10.94777,0.00000,0.00000,10.00000,0.00000,25.00000,0.00000,0.00000,1.00000
