year,age_gr,migback,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,under 18 y.,No migration background,,,,,,,,,,,,
1984,under 18 y.,Direct migration background,,,,,,,,,,,,
1984,under 18 y.,Indirect migration background,,,,,,,,,,,,
1984,18-29 y.,No migration background,,,,,,,,,,,,
1984,18-29 y.,Direct migration background,,,,,,,,,,,,
1984,18-29 y.,Indirect migration background,,,,,,,,,,,,
1984,30-45 y.,No migration background,,,,,,,,,,,,
1984,30-45 y.,Direct migration background,,,,,,,,,,,,
1984,30-45 y.,Indirect migration background,,,,,,,,,,,,
1984,46-65 y.,No migration background,,,,,,,,,,,,
1984,46-65 y.,Direct migration background,,,,,,,,,,,,
1984,46-65 y.,Indirect migration background,,,,,,,,,,,,
1984,66 and older,No migration background,,,,,,,,,,,,
1984,66 and older,Direct migration background,,,,,,,,,,,,
1984,66 and older,Indirect migration background,,,,,,,,,,,,
1985,under 18 y.,No migration background,,,,,,,,,,,,
1985,under 18 y.,Direct migration background,,,,,,,,,,,,
1985,under 18 y.,Indirect migration background,,,,,,,,,,,,
1985,18-29 y.,No migration background,1952,6.69227533580076,6.277081547399205,7.107469124202315,0.0,0.0,8.0,0.0,20.0,0.0,0.0,0.0
1985,18-29 y.,Direct migration background,717,6.1392647613092235,5.3345402076180575,6.9439893150003895,0.0,0.0,5.0,0.0,12.5,0.0,0.0,0.0
1985,18-29 y.,Indirect migration background,77,5.315265194073375,4.1609200836981115,6.469610304448639,0.0,0.0,9.0,0.0,22.5,0.0,-0.05000000000001137,0.0
1985,30-45 y.,No migration background,2188,7.369094108029398,6.928968748936002,7.809219467122794,0.0,0.0,7.0,0.0,17.5,0.0,0.0,0.0
1985,30-45 y.,Direct migration background,1127,10.99631319654292,10.019196374509214,11.973430018576625,0.0,0.0,9.0,0.0,22.5,0.0,0.0,0.0
1985,30-45 y.,Indirect migration background,,,,,,,,,,,,
1985,46-65 y.,No migration background,2177,12.255360501750697,11.335282725901639,13.175438277599756,0.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0
1985,46-65 y.,Direct migration background,801,12.982754367295385,11.671196769386642,14.294311965204129,0.0,0.0,10.0,0.0,25.0,0.0,0.0,0.0
1985,46-65 y.,Indirect migration background,,,,,,,,,,,,
1985,66 and older,No migration background,791,6.001240816564605,4.749691668559857,7.252789964569354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,66 and older,Direct migration background,32,2.9484673603393388,1.6757545124896631,4.221180208189015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985,66 and older,Indirect migration background,,,,,,,,,,,,
1986,under 18 y.,No migration background,,,,,,,,,,,,
1986,under 18 y.,Direct migration background,,,,,,,,,,,,
1986,under 18 y.,Indirect migration background,,,,,,,,,,,,
1986,18-29 y.,No migration background,1397,8.707094696400892,8.15464587297488,9.259543519826904,0.0,2.0,10.0,0.0,25.0,2.0,2.0,4.0
